REPORT_NO,STAGE,LOCATION,PACKET_NO,SHAPE,CTS,COLOR,PURITY,CUT,POLISH,SYMM,FLS,LAB,LENGTH_1,WIDTH,DEPTH,DEPTH_PER,TABLE_PER,DISC_PER,RATE,VALUE,NET_RATE,NET_VALUE,CROWN_ANGLE,CROWN_HEIGHT,PAV_ANGLE,PAV_HEIGHT,LWD,SHADE,PROPORTION,CULET,GIRDLE,CENTER_BLACK,SIDE_BLACK,CENTER_WHITE,SIDE_WHITE,MILKY,COMMENT_1,COMMENT_2,LASER_INSCRIPTION,ROUGH_MINE,BRILLIANCY,COP,POP,EYE_CLEAN,GIRDLE_PER,GRAINING,HA,LUSTER,NATURAL,RATIO,REPORT_COMMENT,KEY_TO_SYMBOLS,REPORT_DATE,STAR,DNA_LINK,VIDEO_JSON,VIDEO_MP4,CERTI_PDF,CERTI_JPG,REAL_IMAGE,ASST_SCOPE_IMAGE,HEART_IMAGE,DIAGRAM_IMAGE,ARROW_IMAGE
7296508094,A,INDIA,KGL-634,EMERALD,0.800,M,VS2,,EX,VG,MED,GIA,6.57,4.42,2.64,59.70,68.00,-42.000,1500.00,1200.00,870.00,696.00,,,,,6.57-4.42*2.64,NONE,VG,NON,,,,,,ML-0,,,,,,,,,,,GD,EX,,1.49,,CLOUD  CRYSTAL  FEATHER,23-06-2018,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=KGL-634,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KGL-634/KGL-634.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KGL-634/7296508094.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KGL-634/7296508094.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KGL-634/KGL-634_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KGL-634/KGL-634_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KGL-634/KGL-634_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KGL-634/KGL-634_AR.jpg
6395284765,A,INDIA,95929,PRINCESS,1.070,K,VVS2,,EX,EX,NON,GIA,5.57,5.56,4.15,74.60,73.00,-34.000,3400.00,3638.00,2244.00,2401.08,0.00,0.00,0.00,0.00,5.57-5.56*4.15,NONE,3EX,NON,THK,1,0,0,0,ML-0,,,GIA 6395284765,,,,,YES,,N,GD,EX,N,1.00,Additional pinpoints are not shown.,Pinpoint  Cloud,09-07-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=95929,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95929/95929.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95929/6395284765.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95929/6395284765.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95929/95929_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95929/95929_AS.jpg,null,null,null
6401392610,A,INDIA,97621,EMERALD,0.960,H,SI2,,EX,VG,NON,GIA,7.12,4.70,3.21,68.30,67.00,-30.000,3600.00,3456.00,2520.00,2419.20,0.00,0.00,0.00,0.00,7.12-4.70*3.21,NONE,VG,NON,MED,2,0,0,1,ML-0,,,GIA 6401392610,,,,,NO,2.00,N,,EX,N,1.51,,Crystal,18-09-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=97621,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97621/97621.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97621/6401392610.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97621/6401392610.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97621/97621_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97621/97621_AS.jpg,null,null,null
7378342084,A,HK,R-89389,ROUND,0.360,D,IF,EX,EX,EX,NON,GIA,4.55,4.53,2.83,62.30,59.00,-32.500,3800.00,1368.00,2565.00,923.40,32.50,13.00,41.80,44.50,4.55-4.53*2.83,NONE,3EX,None,Medium to Slightly Thick,,,,,ML-0,,,GIA 7378342084,,,,,,4.50,,GD,EX,,,,Minor Details Of Polish,22-01-2021,50.00,null,null,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/R-89389/7378342084.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/R-89389/7378342084.jpg,null,null,null,null,null
2406066907,A,INDIA,96647,EMERALD,1.040,E,VVS1,,EX,EX,FNT,GIA,6.87,4.82,3.14,65.10,66.00,-43.000,9100.00,9464.00,5187.00,5394.48,0.00,0.00,0.00,0.00,6.87-4.82*3.14,NONE,3EX,NON,THK,0,0,0,0,ML-0,,,GIA 2406066907,,,,,YES,,Y,,EX,N,1.43,Surface graining is not shown.,Needle  Cloud  Pinpoint  Feather,01-09-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=96647,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96647/96647.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96647/2406066907.pdf,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96647/96647_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96647/96647_AS.jpg,null,null,null
7401530588,A,INDIA,97793,EMERALD,1.050,K,VS1,,EX,EX,NON,GIA,6.49,4.88,3.40,69.60,66.00,-35.000,3200.00,3360.00,2080.00,2184.00,0.00,0.00,0.00,0.00,6.49-4.88*3.40,NONE,3EX,NON,THK,0,0,0,1,ML-0,,,GIA 7401530588,,,,,YES,4.00,,,EX,NO,1.33,,Feather,28-09-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=97793,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97793/97793.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97793/7401530588.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97793/7401530588.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97793/97793_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97793/97793_AS.jpg,null,null,null
6391401693,A,INDIA,VRD-3764,EMERALD,0.910,D,SI2,,EX,EX,NON,GIA,6.25,4.79,3.08,64.20,69.00,-48.000,4400.00,4004.00,2288.00,2082.08,0.00,0.00,0.00,0.00,6.25-4.79*3.08,NONE,3EX,NON,STK to THK,,,,,ML-0,,,GIA 6391401693,,,,,,,,,EX,,1.30,,Crystal  Feather,10-07-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=VRD-3764,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/VRD-3764/VRD-3764.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/VRD-3764/6391401693.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/VRD-3764/6391401693.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/VRD-3764/VRD-3764_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/VRD-3764/VRD-3764_AS.jpg,null,null,null
6213265330,A,INDIA,86420,EMERALD,0.500,E,SI2,,EX,VG,NON,GIA,5.13,4.00,2.81,70.30,71.00,-46.000,2100.00,1050.00,1134.00,567.00,,,,,5.13-4.00*2.81,NONE,VG,NON,STK TO THK,0,0,3,0,ML-0,,,GIA 6213265330,,,,,NO,,,GD,EX,N,1.28,,CLOUD  CRYSTAL  FEATHER,11-11-2020,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=86420,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86420/86420.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86420/6213265330.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86420/6213265330.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86420/86420_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86420/86420_AS.jpg,null,null,null
2387615887,A,INDIA,93351,EMERALD,0.900,F,VS2,,EX,VG,FNT,GIA,6.54,4.92,3.29,66.70,68.00,-43.000,5100.00,4590.00,2907.00,2616.30,0.00,0.00,0.00,0.00,6.54-4.92*3.29,NONE,VG,NON,THN to MED,0,0,0,1,ML-0,,,GIA 2387615887,,,,,YES,,N,GD,EX,N,1.33,,Feather,11-05-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=93351,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93351/93351.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93351/2387615887.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93351/2387615887.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93351/93351_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93351/93351_AS.jpg,null,null,null
6405005618,A,INDIA,96633,PRINCESS,0.900,F,VS2,,EX,VG,NON,GIA,5.40,5.26,3.86,73.40,76.00,-35.000,5100.00,4590.00,3315.00,2983.50,0.00,0.00,0.00,0.00,5.40-5.26*3.86,NONE,VG,NON,MED to STK,0,0,0,2,ML-0,,,GIA 6405005618,,,,,YES,,,,EX,N,1.03,,Feather,24-08-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=96633,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96633/96633.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96633/6405005618.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96633/6405005618.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96633/96633_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96633/96633_AS.jpg,null,null,null
6401047859,A,INDIA,96955,EMERALD,0.900,F,VS2,,EX,VG,NON,GIA,6.59,4.95,3.25,65.70,68.00,-35.000,5100.00,4590.00,3315.00,2983.50,0.00,0.00,0.00,0.00,6.59-4.95*3.25,NONE,VG,NON,THN,0,0,0,2,ML-0,,,GIA 6401047859,,,,,YES,1.00,,,EX,N,1.33,,Cloud  Feather,24-08-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=96955,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96955/96955.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96955/6401047859.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96955/6401047859.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96955/96955_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96955/96955_AS.jpg,null,null,null
6402650742,A,INDIA,98718,ROUND,0.470,D,VVS1,EX,EX,EX,FNT,GIA,5.06,5.03,3.07,60.80,59.00,-5.500,3500.00,1645.00,3307.50,1554.53,31.50,12.50,41.80,44.50,5.06-5.03*3.07,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 6402650742,,,,,YES,3.50,NO,,EX,NO,,,Pinpoint  Feather,09-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98718,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98718/98718.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98718/6402650742.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98718/6402650742.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98718/98718_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98718/98718_AS.jpg,null,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98718/98718_AR.jpg
1397810309,A,INDIA,96423,EMERALD,1.030,D,VVS2,,EX,EX,FNT,GIA,6.72,4.81,3.29,68.50,66.00,-46.000,9100.00,9373.00,4914.00,5061.42,0.00,0.00,0.00,0.00,6.72-4.81*3.29,NONE,3EX,NON,THK to VTK,0,0,0,0,ML-0,,,GIA 1397810309,,,,,YES,4.00,N,,EX,N,1.40,Surface graining is not shown.,Needle  Pinpoint,28-09-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=96423,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96423/96423.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96423/1397810309.pdf,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96423/96423_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96423/96423_AS.jpg,null,null,null
6402321981,A,INDIA,97620,PRINCESS,0.900,I,VVS2,,EX,EX,NON,GIA,5.13,5.07,3.87,76.20,71.00,-32.000,4300.00,3870.00,2924.00,2631.60,0.00,0.00,0.00,0.00,5.13-5.07*3.87,NONE,3EX,NON,VTK,0,0,0,1,ML-0,,,GIA 6402321981,,,,,YES,5.00,N,,EX,N,1.01,,Feather  Pinpoint,17-09-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=97620,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97620/97620.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97620/6402321981.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97620/6402321981.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97620/97620_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97620/97620_AS.jpg,null,null,null
5406692967,A,INDIA,98612,EMERALD,0.900,E,VVS2,,EX,EX,MED,GIA,6.17,4.52,3.14,69.40,67.00,-45.000,6000.00,5400.00,3300.00,2970.00,0.00,0.00,0.00,0.00,6.17-4.52*3.14,NONE,3EX,NON,THK to VTK,0,0,0,0,ML-0,,,GIA 5406692967,,,,,YES,5.00,NO,,EX,NO,1.37,,Feather  Needle  Pinpoint,21-10-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98612,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98612/98612.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98612/5406692967.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98612/5406692967.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98612/98612_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98612/98612_AS.jpg,null,null,null
2406889531,A,INDIA,98686,EMERALD,1.050,D,VVS2,,EX,EX,STG,GIA,6.59,4.83,3.36,69.60,65.00,-55.000,9100.00,9555.00,4095.00,4299.75,0.00,0.00,0.00,0.00,6.59-4.83*3.36,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 2406889531,,,,,YES,3.00,NO,,EX,NO,1.36,,Pinpoint,20-10-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98686,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98686/98686.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98686/2406889531.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98686/2406889531.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98686/98686_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98686/98686_AS.jpg,null,null,null
5406833197,A,INDIA,98915,EMERALD,0.900,J,VVS1,,EX,VG,MED,GIA,6.18,4.62,3.21,69.60,65.00,-37.000,3600.00,3240.00,2268.00,2041.20,0.00,0.00,0.00,0.00,6.18-4.62*3.21,NONE,VG,NON,THK to VTK,0,0,0,0,ML-0,,,GIA 5406833197,,,,,YES,4.50,YES,,EX,NO,1.34,,Pinpoint  Feather  Surface Graining,20-10-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98915,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98915/98915.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98915/5406833197.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98915/5406833197.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98915/98915_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98915/98915_AS.jpg,null,null,null
