REPORT_NO,STAGE,LOCATION,PACKET_NO,SHAPE,CTS,COLOR,PURITY,CUT,POLISH,SYMM,FLS,LAB,LENGTH_1,WIDTH,DEPTH,DEPTH_PER,TABLE_PER,DISC_PER,RATE,VALUE,NET_RATE,NET_VALUE,CROWN_ANGLE,CROWN_HEIGHT,PAV_ANGLE,PAV_HEIGHT,LWD,SHADE,PROPORTION,CULET,GIRDLE,CENTER_BLACK,SIDE_BLACK,CENTER_WHITE,SIDE_WHITE,MILKY,COMMENT_1,COMMENT_2,LASER_INSCRIPTION,ROUGH_MINE,BRILLIANCY,COP,POP,EYE_CLEAN,GIRDLE_PER,GRAINING,HA,LUSTER,NATURAL,RATIO,REPORT_COMMENT,KEY_TO_SYMBOLS,REPORT_DATE,STAR,DNA_LINK,VIDEO_JSON,VIDEO_MP4,CERTI_PDF,CERTI_JPG,REAL_IMAGE,ASST_SCOPE_IMAGE,HEART_IMAGE,DIAGRAM_IMAGE,ARROW_IMAGE
1419427318,A,INDIA,100809,ROUND,0.230,F,VVS2,EX,EX,EX,NON,GIA,3.96,3.94,2.42,61.30,57.00,-4.000,1550.00,356.50,1488.00,342.24,33.50,14.00,41.00,43.50,3.96-3.94*2.42,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 1419427318,,,,,Y,4.00,Y,,EX,N,,,Pinpoint  Cloud,29-11-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100809,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100809/100809.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100809/1419427318.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100809/1419427318.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100809/100809_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100809/100809_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100809/100809_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100809/100809_AR.jpg
1413424425,A,INDIA,100810,ROUND,0.240,F,VVS1,EX,EX,EX,NON,GIA,4.04,4.03,2.43,60.20,59.00,9.000,1550.00,372.00,1689.50,405.48,31.50,12.50,41.40,44.00,4.04-4.03*2.43,NONE,3EX,NON,THN to STK,0,0,0,0,ML-0,,,GIA 1413424425,,,,,Y,3.50,N,,EX,N,,,Pinpoint  Feather,29-11-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100810,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100810/100810.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100810/1413424425.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100810/1413424425.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100810/100810_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100810/100810_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100810/100810_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100810/100810_AR.jpg
5416426980,A,INDIA,100816,ROUND,0.230,E,IF,EX,EX,EX,NON,GIA,3.95,3.93,2.42,61.40,60.00,11.000,1550.00,356.50,1720.50,395.72,31.50,12.50,41.80,44.50,3.95-3.93*2.42,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 5416426980,,,,,Y,4.50,N,,EX,N,,,Minor Details of Polish,30-11-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100816,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100816/100816.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100816/5416426980.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100816/5416426980.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100816/100816_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100816/100816_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100816/100816_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100816/100816_AR.jpg
5413422438,A,INDIA,100817,ROUND,0.230,I,VVS2,EX,EX,EX,FNT,GIA,3.96,3.94,2.41,61.00,58.00,1.000,1120.00,257.60,1131.20,260.18,35.50,15.00,40.80,42.50,3.96-3.94*2.41,NONE,3EX,NON,THN to STK,0,0,0,1,ML-0,,,GIA 5413422438,,,,,Y,3.00,N,,EX,Y,,,Needle  Pinpoint  Cloud  Indented Natural,29-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100817,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100817/100817.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100817/5413422438.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100817/5413422438.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100817/100817_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100817/100817_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100817/100817_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100817/100817_AR.jpg
6412422443,A,INDIA,100820,ROUND,0.230,F,VVS2,EX,EX,EX,FNT,GIA,4.00,3.98,2.41,60.30,59.00,-8.000,1550.00,356.50,1426.00,327.98,31.50,12.50,41.80,44.50,4.00-3.98*2.41,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 6412422443,,,,,Y,3.50,N,,EX,N,,,Pinpoint,29-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100820,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100820/100820.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100820/6412422443.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100820/6412422443.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100820/100820_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100820/100820_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100820/100820_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100820/100820_AR.jpg
5416422949,A,INDIA,100822,ROUND,0.230,G,VS1,EX,EX,EX,NON,GIA,3.99,3.97,2.36,59.20,61.00,5.000,1210.00,278.30,1270.50,292.22,32.50,12.50,40.80,43.00,3.99-3.97*2.36,NONE,3EX,NON,MED to STK,0,0,1,1,ML-0,,,GIA 5416422949,,,,,Y,3.50,N,,EX,N,,,Feather,29-11-2021,45.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100822,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100822/100822.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100822/5416422949.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100822/5416422949.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100822/100822_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100822/100822_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100822/100822_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100822/100822_AR.jpg
7416422849,A,INDIA,100823,ROUND,0.230,D,VS1,EX,EX,EX,NON,GIA,3.97,3.95,2.41,60.80,59.00,-4.000,1390.00,319.70,1334.40,306.91,32.00,13.00,41.80,44.50,3.97-3.95*2.41,NONE,3EX,NON,MED to STK,0,0,0,1,ML-0,,,GIA 7416422849,,,,,Y,3.50,N,,EX,N,,,Feather  Pinpoint,27-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100823,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100823/100823.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100823/7416422849.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100823/7416422849.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100823/100823_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100823/100823_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100823/100823_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100823/100823_AR.jpg
6411425887,A,INDIA,100867,ROUND,0.240,D,IF,EX,EX,EX,FNT,GIA,4.06,4.03,2.46,60.80,59.00,30.000,1550.00,372.00,2015.00,483.60,31.50,12.50,41.80,44.50,4.06-4.03*2.46,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 6411425887,,,,,Y,3.50,N,GD,EX,N,,,Minor Details of Polish,30-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100867,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100867/100867.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100867/6411425887.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100867/6411425887.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100867/100867_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100867/100867_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100867/100867_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100867/100867_AR.jpg
5416428859,A,INDIA,100870,ROUND,0.190,D,VVS1,EX,EX,EX,MED,GIA,3.69,3.67,2.30,62.60,56.00,10.500,1300.00,247.00,1436.50,272.94,33.00,14.00,41.80,44.50,3.69-3.67*2.30,NONE,3EX,NON,THN to STK,0,0,0,0,ML-0,,,GIA 5416428859,,,,,Y,4.00,N,GD,EX,N,,,Pinpoint,29-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100870,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100870/100870.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100870/5416428859.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100870/5416428859.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100870/100870_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100870/100870_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100870/100870_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100870/100870_AR.jpg
6412430163,A,INDIA,100905,ROUND,0.230,E,VS1,EX,EX,EX,NON,GIA,3.96,3.94,2.39,60.60,61.00,-9.000,1390.00,319.70,1264.90,290.93,32.50,12.50,41.40,44.00,3.96-3.94*2.39,NONE,3EX,NON,MED to STK,0,0,0,1,ML-0,,,GIA 6412430163,,,,,Y,4.00,Y,,EX,N,,,Feather  Cloud,29-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100905,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100905/100905.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100905/6412430163.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100905/6412430163.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100905/100905_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100905/100905_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100905/100905_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100905/100905_AR.jpg
2416430157,A,INDIA,100914,ROUND,0.230,G,VVS1,EX,EX,EX,FNT,GIA,3.95,3.93,2.43,61.70,59.00,-8.000,1380.00,317.40,1269.60,292.01,36.00,15.00,40.80,43.00,3.95-3.93*2.43,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 2416430157,,,,,Y,3.50,N,,EX,N,,,Pinpoint,29-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100914,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100914/100914.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100914/2416430157.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100914/2416430157.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100914/100914_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100914/100914_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100914/100914_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100914/100914_AR.jpg
7411425848,A,INDIA,100915,ROUND,0.230,F,VS1,EX,EX,EX,NON,GIA,3.98,3.95,2.42,61.10,59.00,-7.000,1390.00,319.70,1292.70,297.32,31.50,12.50,41.80,44.50,3.98-3.95*2.42,NONE,3EX,NON,MED to STK,0,0,0,1,ML-0,,,GIA 7411425848,,,,,Y,4.00,N,,EX,N,,,Cloud,29-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100915,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100915/100915.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100915/7411425848.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100915/7411425848.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100915/100915_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100915/100915_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100915/100915_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100915/100915_AR.jpg
3415428382,A,INDIA,100916,ROUND,0.230,D,VVS2,EX,EX,EX,MED,GIA,3.98,3.95,2.40,60.50,60.00,-10.500,1550.00,356.50,1387.25,319.07,31.50,12.00,41.80,44.50,3.98-3.95*2.40,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 3415428382,,,,,Y,3.50,N,,EX,N,,,Pinpoint  Needle  Feather,29-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100916,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100916/100916.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100916/3415428382.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100916/3415428382.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100916/100916_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100916/100916_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100916/100916_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100916/100916_AR.jpg
2417433154,A,INDIA,100983,ROUND,0.230,G,VS1,EX,EX,EX,NON,GIA,3.93,3.90,2.44,62.30,57.00,3.000,1210.00,278.30,1246.30,286.65,36.50,16.00,41.00,43.50,3.93-3.90*2.44,NONE,3EX,NON,THN to MED,0,0,0,1,ML-0,,,GIA 2417433154,,,,,Y,3.00,N,,EX,N,,,Feather  Pinpoint,29-11-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=100983,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100983/100983.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100983/2417433154.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100983/2417433154.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100983/100983_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100983/100983_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100983/100983_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/100983/100983_AR.jpg
6415443335,A,INDIA,101023,ROUND,0.230,F,VVS2,EX,EX,EX,NON,GIA,3.95,3.92,2.41,61.10,60.00,-5.000,1550.00,356.50,1472.50,338.68,31.50,12.50,41.60,44.00,3.95-3.92*2.41,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 6415443335,,,,,Y,4.50,N,,EX,N,,,Cloud  Pinpoint,30-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=101023,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101023/101023.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101023/6415443335.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101023/6415443335.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101023/101023_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101023/101023_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101023/101023_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101023/101023_AR.jpg
6412444524,A,INDIA,101043,ROUND,0.230,F,IF,EX,EX,EX,NON,GIA,4.01,3.99,2.42,60.60,59.00,10.000,1550.00,356.50,1705.00,392.15,31.50,12.50,41.80,44.50,4.01-3.99*2.42,NONE,3EX,NON,THN to STK,0,0,0,0,ML-0,,,GIA 6412444524,,,,,Y,3.50,N,,EX,N,,,Minor Details of Polish,30-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=101043,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101043/101043.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101043/6412444524.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101043/6412444524.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101043/101043_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101043/101043_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101043/101043_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101043/101043_AR.jpg
7413444538,A,INDIA,101081,ROUND,0.230,E,VS1,EX,EX,EX,NON,GIA,3.99,3.97,2.38,60.00,59.00,-7.000,1390.00,319.70,1292.70,297.32,32.00,13.00,41.00,43.00,3.99-3.97*2.38,NONE,3EX,NON,MED to STK,0,0,0,1,ML-0,,,GIA 7413444538,,,,,Y,4.00,,,EX,N,,,Cloud,30-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=101081,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101081/101081.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101081/7413444538.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101081/7413444538.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101081/101081_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101081/101081_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101081/101081_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101081/101081_AR.jpg
1418444676,A,INDIA,101093,ROUND,0.230,D,IF,EX,EX,EX,NON,GIA,3.99,3.97,2.36,59.20,60.00,30.000,1550.00,356.50,2015.00,463.45,32.00,13.00,40.80,43.00,3.99-3.97*2.36,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 1418444676,,,,,Y,3.50,N,,EX,N,,,Minor Details of Polish,30-11-2021,45.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=101093,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101093/101093.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101093/1418444676.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101093/1418444676.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101093/101093_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101093/101093_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101093/101093_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101093/101093_AR.jpg
5413459557,A,INDIA,101211,ROUND,0.210,D,IF,EX,EX,EX,NON,GIA,3.84,3.82,2.33,60.90,60.00,58.000,1300.00,273.00,2054.00,431.34,31.50,12.50,41.80,44.50,3.84-3.82*2.33,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 5413459557,,,,,Y,4.00,N,,EX,N,,,Minor Details of Polish,29-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=101211,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101211/101211.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101211/5413459557.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101211/5413459557.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101211/101211_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101211/101211_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101211/101211_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101211/101211_AR.jpg
1418459513,A,INDIA,101213,ROUND,0.230,G,IF,EX,EX,EX,MED,GIA,3.98,3.97,2.40,60.20,59.00,-5.000,1380.00,317.40,1311.00,301.53,32.00,13.00,41.00,43.50,3.98-3.97*2.40,NONE,3EX,NON,STK,0,0,0,0,ML-0,,,GIA 1418459513,,,,,Y,4.00,N,,EX,N,,,Minor Details of Polish,27-11-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=101213,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101213/101213.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101213/1418459513.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101213/1418459513.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101213/101213_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101213/101213_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101213/101213_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/101213/101213_AR.jpg
7406695973,A,INDIA,99872,ROUND,0.320,E,VS1,EX,EX,EX,NON,GIA,4.48,4.46,2.70,60.30,59.00,-37.000,2400.00,768.00,1512.00,483.84,31.50,12.50,41.80,44.50,4.48-4.46*2.70,NONE,3EX,NON,MED to STK,0,0,0,1,ML-0,,,GIA 7406695973,,,,,Y,3.50,N,,EX,N,,,Feather  Cloud,29-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=99872,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/99872/99872.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/99872/7406695973.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/99872/7406695973.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/99872/99872_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/99872/99872_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/99872/99872_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/99872/99872_AR.jpg
7391501508,A,INDIA,95513,ROUND,0.300,K,VVS1,EX,EX,EX,FNT,GIA,4.33,4.29,2.58,59.90,61.00,-1.000,1700.00,510.00,1683.00,504.90,32.50,12.50,40.80,43.00,4.33-4.29*2.58,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 7391501508,,,,,YES,4.50,N,,EX,Y,,,Pinpoint  Feather,14-07-2021,45.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=95513,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95513/95513.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95513/7391501508.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95513/7391501508.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95513/95513_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95513/95513_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95513/95513_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/95513/95513_AR.jpg
5403087385,A,INDIA,98565,ROUND,0.260,G,VS1,EX,EX,EX,MED,GIA,4.17,4.15,2.51,60.40,59.00,-4.000,1210.00,314.60,1161.60,302.02,32.00,13.00,41.40,44.00,4.17-4.15*2.51,NONE,3EX,NON,THN to STK,0,0,0,0,ML-0,,,GIA 5403087385,,,,,YES,3.50,YES,,EX,NO,,,Crystal  Pinpoint,24-09-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98565,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98565/98565.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98565/5403087385.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98565/5403087385.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98565/98565_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98565/98565_AS.jpg,null,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98565/98565_AR.jpg
7406654760,A,INDIA,98758,ROUND,0.290,G,VVS2,EX,EX,EX,MED,GIA,4.36,4.33,2.61,60.10,61.00,6.000,1380.00,400.20,1462.80,424.21,32.50,12.50,41.80,44.50,4.36-4.33*2.61,NONE,3EX,NON,MED,0,0,0,0,ML-0,,,GIA 7406654760,,,,,YES,3.50,NO,,EX,YES,,,Pinpoint,11-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98758,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98758/98758.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98758/7406654760.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98758/7406654760.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98758/98758_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98758/98758_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98758/98758_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98758/98758_AR.jpg
