No,STONEID,SHAPE,CARAT,COLOR,CLARITY,CUT,POLISH,SYMMETRY,FLOUR,CERTI_NAME,SHADE,EFAC,SINC,TINC,SOINC,TBINC,SBINC,EYECLEAN,LOCATION,HA,CULET,LUSTER,RAP,FINALGRATE,ISPHOTO,ISFANCY,ISNEWARRIVAL,PHOTOPATH,MOVIEPATH,CERTIPATH,CANGLE,CHEIGHT,PANGLE,PHEIGHT,CERTINO,DIAMETER,GIRDLE,GIRDLEDESC,HEIGHT,LENGTH,WIDTH,KEYTOSYMBOL,LOWERHALF,STARLENGTH,RATIO,TABLE,DEPTH,COMMENT,FANCYCOLOR,INTENSITY,OVERTONE,DISC,PERCARAT,AMOUNT
11,63517,SRD,1.32,Fancy Yellow  Natural Even,VVS2,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3000,2955,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63517.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63517,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6385686753.Pdf,0,0,0,0,6385686753,5.99,7.5,ETK,3.87,6,5.98,Pinpoint  Feather,50,50,1,61,64.7,,Yellow , Fancy,,1.5,2955,3900.6
12,58143,RA,3.01,Fancy Deep Brownish Yellow  Natural Even,VS1,,VG,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2400,2364,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/361-1.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=361-1,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5376618146.Pdf,0,0,0,0,5376618146,7.85,8,ETK,5.24,8.18,7.52,Indented Natural,50,50,1.09,57,69.7,Surface graining is not shown.,Yellow , Fancy Deep,Brownish,1.5,2364,7115.64
13,60084,RA,4.01,Fancy Deep Brownish Yellow  Natural Even,VS1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,FTR,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3200,3152,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/60084.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=60084,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6371858835.Pdf,0,0,0,0,6371858835,8.645,8,ETK,5.52,9.38,7.91,Cloud  Crystal  Feather  Needle  Indented Natural,50,50,1.19,63,69.7,Additional clouds  pinpoints  internal graining and surface graining are not shown.,Yellow , Fancy Deep,Brownish,1.5,3152,12639.52
14,70311,RA,0.41,E,VS1,,VG,G,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2300,951.51,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/70311.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5386747746.Pdf,0,0,0,0,5386747746,4.375,4.5,MED to VTK,2.61,5,3.75,Manufacturing Remnant  Cloud  Indented Natural,50,50,1.33,73,69.6,,,,,58.63,951.51,390.1191
15,73912,RA,0.5,H,VS2,,G,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2300,996.82,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73912.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=73912,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382932747.Pdf,0,0,0,0,6382932747,4.7,4.5,MED to THK,2.79,5.18,4.22,Feather  Cloud  Crystal  Indented Natural,50,50,1.23,78,66,,,,,56.66,996.82,498.41
16,60695,RA,1.83,Y,VVS1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3200,2442.8,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/60695.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=60695,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2388103259.Pdf,0,0,0,0,2388103259,6.825,5,VTK,4.23,7.51,6.14,Feather  Natural,50,50,1.22,62,68.9,,,,,23.6625,2442.8,4470.324
17,65018,RA,1,I,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4800,2505.84,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/65018.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=65018,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381175493.Pdf,0,0,0,0,6381175493,5.545,6,VTK,3.62,6.06,5.03,Feather,50,50,1.2,70,72,,,,,47.795,2505.84,2505.84
18,62725,PM,1,G,VVS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6800,3482.96,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/62725.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=62725,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6372995276.Pdf,0,0,0,0,6372995276,5.5,3,STK,4,5.52,5.48,Chip  Pinpoint,50,50,1.01,70,73.1,,,,,48.78,3482.96,3482.96
19,64933,R,1.5,M,I1,F,VG,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WINC,N,BGPP,BGPP,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,2800,1709.96,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/64933.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=64933,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7388499330.Pdf,40,19,40.2,42,7388499330,7.01,6,STK to VTK,4.68,7.06,6.96,Feather  Cloud  Twinning Wisp  Crystal  Indented Natural  Needle  Natural  Extra Facet,75,45,1.01,55,66.7,Additional clouds  additional twinning wisps  pinpoints and surface graining are not shown.,,,,38.93,1709.96,2564.94
20,63167,R,0.76,I,VVS1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,4200,2875.22,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63167.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63167,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7382322905.Pdf,35,15,41.4,44,7382322905,5.81,4,MED to STK,3.66,5.83,5.79,Feather  Manufacturing Remnant  Surface Graining,80,45,1.01,57,63,,,,,31.54238095239,2875.22,2185.1672
21,61611,RA,1,G,SI1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,FTR,N,BXTL,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,5400,2127.6,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/61611.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=61611,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2377885063.Pdf,0,0,0,0,2377885063,5.465,8,ETK,3.41,6.01,4.92,Crystal  Feather  Needle  Cloud  Natural,50,50,1.22,68,69.2,,,,,60.6,2127.6,2127.6
22,63512,SRD,1,J,IF,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4600,2424.09,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63512.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63512,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386062925.Pdf,0,0,0,0,2386062925,5.52,3.5,STK,3.67,5.63,5.41,,50,50,1.04,65,67.7,Minor details of polish are not shown.,,,,47.30239130435,2424.09,2424.09
23,64750,RA,1,H,VVS1,,VG,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6000,2718.6,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/64750.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=64750,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2384443335.Pdf,0,0,0,0,2384443335,5.405,6,VTK to ETK,3.69,5.88,4.93,Cloud  Feather,50,50,1.19,64,74.7,,,,,54.69,2718.6,2718.6
24,61983,PM,1,G,VVS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6800,3482.96,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/61983.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=61983,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2384225403.Pdf,0,0,0,0,2384225403,5.53,3,STK to THK,3.88,5.69,5.37,Feather,50,50,1.06,69,72.3,,,,,48.78,3482.96,3482.96
25,72362,RA,0.3,F,VVS1,,EX,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,PAVILION SMALL,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2000,1132.75,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/72362.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381802270.Pdf,0,0,0,0,6381802270,4.125,2.5,STK,2.1,4.89,3.36,Needle  Pinpoint  Feather  Surface Graining,50,50,1.46,69,62.4,,,,,43.3625,1132.75,339.825
26,75002,RA,0.7,F,VVS2,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4400,2557.06,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/75002.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=75002,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3395066766.Pdf,0,0,0,0,3395066766,5.085,3.5,STK to THK,3.25,5.33,4.84,Cloud  Feather  Pinpoint,50,50,1.1,69,67.1,,,,,41.885,2557.06,1789.942
27,67117,RA,1.51,J,SI1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,5100,2913.63,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/67117.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=67117,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386335808.Pdf,0,0,0,0,2386335808,6.135,5.5,VTK,4.28,6.46,5.81,Feather  Cloud  Indented Natural,50,50,1.11,60,73.7,Additional clouds  pinpoints  internal graining and surface graining are not shown.,,,,42.87,2913.63,4399.5813
28,63519,R,1.04,F,VS1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,10800,7180.65,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63519.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63519,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2387064411.Pdf,36.5,16.5,40.6,43,2387064411,6.43,3.5,MED to STK,4.05,6.45,6.41,Cloud  Crystal  Pinpoint  Indented Natural,80,50,1.01,55,63,Additional pinpoints are not shown.,,,,33.5125,7180.65,7467.876
29,67125,RA,1,I,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4800,2411.28,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/67125.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=67125,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1389335240.Pdf,0,0,0,0,1389335240,5.76,4,THK,3.38,6.75,4.77,Feather  Pinpoint,50,50,1.42,67,70.8,,,,,49.765,2411.28,2411.28
30,69356,RA,1,H,VVS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6000,2836.8,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/69356.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=69356,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6385368212.Pdf,0,0,0,0,6385368212,5.465,5.5,VTK,3.44,5.78,5.15,Feather,50,50,1.12,65,66.8,,,,,52.72,2836.8,2836.8
31,63509,CM,1,I,VVS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,5000,2216.25,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63509.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63509,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1387190933.Pdf,0,0,0,0,1387190933,5.62,4,MED to THK,3.75,5.64,5.6,Cloud  Pinpoint  Feather  Extra Facet,50,50,1.01,61,67,Additional clouds are not shown. Additional pinpoints are not shown.,,,,55.675,2216.25,2216.25
32,73917,E,1,J,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,WGPP,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3900,1997.58,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73917.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=73917,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6385920886.Pdf,0,0,0,0,6385920886,5.455,6,THK to VTK,3.26,6.26,4.65,Cloud  Crystal  Needle,50,50,1.35,65,70.1,Additional clouds are not shown. Pinpoints are not shown.,,,,48.78,1997.58,1997.58
33,74495,RA,0.51,H,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,CLD,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2400,1264.74,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/74495.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=74495,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7391016418.Pdf,0,0,0,0,7391016418,4.64,3.5,STK to THK,2.9,5.13,4.15,Cloud  Feather,50,50,1.24,67,69.9,,,,,47.3025,1264.74,645.0174
34,78345,E,0.4,E,VS1,,EX,EX,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2300,1098.77,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/78345.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391366399.Pdf,0,0,0,0,6391366399,4.395,3,MED to THK,2.35,5.29,3.5,Feather,50,50,1.51,66,67.1,,,,,52.22739130435,1098.77,439.508
35,83132,E,0.47,F,VS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2100,1168.7,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83132.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7406057305.Pdf,0,0,0,0,7406057305,4.575,4,THK,2.38,5.51,3.64,Feather,50,50,1.51,62,65.4,,,,,44.34761904762,1168.7,549.289
36,66406,R,1,I,SI1,VG,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6000,3752.85,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/66406.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=66406,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7386252804.Pdf,36.5,16,40.8,43,7386252804,6.31,4.5,MED to THK,4.01,6.34,6.28,Cloud  Feather  Indented Natural,80,50,1.01,57,63.6,Additional clouds are not shown.,,,,37.4525,3752.85,3752.85
37,68101,RA,1.01,H,IF,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6500,3393.33,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/68101.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=68101,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1388335364.Pdf,0,0,0,0,1388335364,5.51,4,THK to VTK,3.72,5.72,5.3,Natural,50,50,1.08,68,70.3,Minor details of polish are not shown.,,,,47.79492307693,3393.33,3427.2633
38,68368,SRD,1,J,VVS2,,VG,VG,FNT,GIA,VERY LIGHT BROWN,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4100,1736.56,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/68368.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=68368,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2384403406.Pdf,0,0,0,0,2384403406,5.5,3.5,STK to THK,3.71,5.57,5.43,Cloud  Needle  Feather,50,50,1.03,66,68.4,Additional clouds  pinpoints and internal graining are not shown.,,,,57.64487804879,1736.56,1736.56
39,68410,SRD,1,H,SI1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WINC,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4900,2075.4,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/68410.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=68410,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5386403717.Pdf,0,0,0,0,5386403717,5.58,3.5,STK to THK,3.73,5.6,5.56,Cloud  Feather  Needle,50,50,1.01,67,67.1,Additional clouds are not shown. Pinpoints are not shown.,,,,57.64489795919,2075.4,2075.4
40,68874,SRD,1,F,VVS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,8100,3430.76,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/68874.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=68874,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381368362.Pdf,0,0,0,0,6381368362,5.455,4,STK to THK,3.68,5.57,5.34,Feather  Extra Facet,50,50,1.04,69,68.8,,,,,57.64493827161,3430.76,3430.76
