No,STONEID,SHAPE,CARAT,COLOR,CLARITY,CUT,POLISH,SYMMETRY,FLOUR,CERTI_NAME,SHADE,EFAC,SINC,TINC,SOINC,TBINC,SBINC,EYECLEAN,LOCATION,HA,CULET,LUSTER,RAP,FINALGRATE,ISPHOTO,ISFANCY,ISNEWARRIVAL,PHOTOPATH,MOVIEPATH,CERTIPATH,CANGLE,CHEIGHT,PANGLE,PHEIGHT,CERTINO,DIAMETER,GIRDLE,GIRDLEDESC,HEIGHT,LENGTH,WIDTH,KEYTOSYMBOL,LOWERHALF,STARLENGTH,RATIO,TABLE,DEPTH,COMMENT,FANCYCOLOR,INTENSITY,OVERTONE,DISC,PERCARAT,AMOUNT
1284,91602,OM,2.01,Y,VS2,,EX,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WINC,SM,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3800,2133.51,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/91602.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=91602,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391851244.Pdf,0,0,0,0,6391851244,7.51,10,ETK,4.42,8.62,6.4,Twinning Wisp  Feather  Crystal  Needle  Natural  Extra Facet,50,50,1.35,59,69,Additional twinning wisps  clouds  pinpoints and surface graining are not shown.,,,,43.855,2133.51,4288.3551
1285,91751,HM,2.02,O,SI1,VG,EX,VG,NON,NGS,NO BROWN   NO GREEN   NO MILKY,PAVILION SMALL,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3600,1843.92,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/91751.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=91751,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/NGS.jpg,0,0,0,0,,6.91,9,,4.6,6.91,8.1,,50,50,0.85,64,56.83,,,,,48.78,1843.92,3724.7184
1286,92208,PEM,2.21,Y,SI1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,BPP,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,3600,2074.41,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92208.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92208,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2394981709.Pdf,0,0,0,0,2394981709,8.295,11,ETK,4.48,10,6.59,Crystal  Feather  Needle  Indented Natural  Natural,50,50,1.52,58,68,Clouds are not shown. Pinpoints are not shown.,,,,42.3775,2074.41,4584.4461
1287,92940,CM,2.01,Q,SI1,F,EX,VG,NON,NGS,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,3600,1524.78,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92940.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92940,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/NGS.jpg,0,0,0,0,,6.57,15,,4.97,6.57,6.53,,50,50,1.01,54,76.13,,,,,57.645,1524.78,3064.8078
1288,88679,SRD,1.54,M,VS1,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3000,1492.28,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/88679.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=88679,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3405138065.Pdf,0,0,0,0,3405138065,6.315,4.5,THK to VTK,4.2,6.39,6.24,Crystal  Cloud  Needle  Natural,50,50,1.02,66,67.3,Additional clouds  pinpoints and internal graining are not shown.,,,,50.25733333334,1492.28,2298.1112
1289,88825,E,1.51,K,VVS2,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WPP,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4600,3398.25,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/88825.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=88825,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6402137817.Pdf,0,0,0,0,6402137817,6.54,3,MED to STK,3.58,7.64,5.44,Needle  Pinpoint,50,50,1.4,68,65.7,Additional pinpoints are not shown.,,,,26.125,3398.25,5131.3575
1290,88421,SRD,1.01,M,VVS1,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2400,1312.02,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/88421.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=88421,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7401164939.Pdf,0,0,0,0,7401164939,5.42,4.5,THK to VTK,3.87,5.59,5.25,Feather,50,50,1.06,70,73.8,,,,,45.3325,1312.02,1325.1402
1291,91181,O,1.5,L,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,SM,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3800,2133.51,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/91181.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=91181,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3395815856.Pdf,0,0,0,0,3395815856,7.185,9,ETK,4.25,8.18,6.19,Indented Natural,50,50,1.32,57,68.7,,,,,43.855,2133.51,3200.265
1292,91187,R,1.56,K,SI1,G,VG,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,WXTL,SM,BPP,BPP,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,5400,2898.86,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/91187.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=91187,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1403360923.Pdf,40,18,40,42,1403360923,7.07,6.5,THN to VTK,4.71,7.14,7,Crystal  Indented Natural  Cloud  Needle  Natural,80,50,1.02,57,66.6,Pinpoints  internal graining and surface graining are not shown.,,,,46.31740740741,2898.86,4522.2216
1293,91193,SRD,1.5,J,SI2,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,CLD,N,N,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,4900,2606.31,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/91193.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=91193,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1393815699.Pdf,0,0,0,0,1393815699,6.25,7,ETK,4.29,6.27,6.23,Crystal  Cloud  Feather  Needle  Indented Natural,50,50,1.01,67,68.9,Additional clouds are not shown. Pinpoints are not shown.,,,,46.81,2606.31,3909.465
1294,91206,R,1.13,D,VVS1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,P2,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,15600,10756.2,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/91206.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=91206,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7398816021.Pdf,35.5,15.5,41,43,7398816021,6.66,3.5,MED to STK,4.13,6.68,6.64,Cloud  Pinpoint,80,50,1.01,57,62,,,,,31.05,10756.2,12154.506
1295,91248,E,0.5,I,SI1,,EX,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,1900,1048.04,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/91248.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=91248,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7408342379.Pdf,0,0,0,0,7408342379,4.66,4.5,THK to VTK,2.32,5.65,3.67,Feather,50,50,1.54,72,63.1,,,,,44.84,1048.04,524.02
1296,88596,E,1,M,VVS1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2400,1300.2,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/88596.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=88596,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3405164631.Pdf,0,0,0,0,3405164631,5.445,5,STK to VTK,3.48,6.19,4.7,Pinpoint  Feather  Natural,50,50,1.32,61,74.2,Additional pinpoints are not shown. A manufacturing remnant is not shown.,,,,45.825,1300.2,1300.2
1297,92008,R,1.37,L,VS1,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,CLD,WXTL,N,N,BPP,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,4000,2876.2,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92008.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92008,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6405347957.Pdf,35,15,41.6,44.5,6405347957,7.045,4,MED to STK,4.45,7.07,7.02,Cloud  Crystal  Feather  Needle  Indented Natural  Natural,80,45,1.01,58,63.2,Additional clouds are not shown. Pinpoints are not shown.,,,,28.095,2876.2,3940.394
1298,92137,E,1,L,SI2,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WXTL,SM,N,BXTL,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,2300,996.82,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92137.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92137,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1398888647.Pdf,0,0,0,0,1398888647,5.355,9,ETK,3.42,6.05,4.66,Feather  Crystal  Indented Natural  Natural,50,50,1.3,63,73.4,Clouds are not shown. Pinpoints are not shown.,,,,56.66,996.82,996.82
1299,92140,O,1,K,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,CROWN+PAVILION EXTRA FACET,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3200,1828.16,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92140.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92140,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3395888947.Pdf,0,0,0,0,3395888947,6.365,6.5,THK to ETK,3.84,7.2,5.53,Feather  Pinpoint  Extra Facet,50,50,1.3,58,69.4,Additional pinpoints are not shown. Surface graining is not shown.,,,,42.87,1828.16,1828.16
1300,92302,R,1.75,K,VS1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,CLD,N,N,N,100%EYECLEAN,INDIA,80%,VERY SMALL,EXCELLENT,6000,4905.3,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92302.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92302,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2397906618.Pdf,34.5,13.5,40.6,42.5,2397906618,7.765,4,MED to STK,4.66,7.78,7.75,Cloud  Feather  Natural,75,45,1,60,60,Additional clouds are not shown. Pinpoints are not shown.,,,,18.245,4905.3,8584.275
1301,92306,R,1.07,J,VVS1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,6100,4266.04,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92306.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92306,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6392895346.Pdf,36.5,16.5,41,43.5,6392895346,6.49,3.5,MED to STK,4.11,6.5,6.48,Pinpoint  Feather,80,50,1,56,63.3,,,,,30.06491803279,4266.04,4564.6628
1302,92315,R,1.02,J,VS2,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,FTR,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,5300,3967.58,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92315.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92315,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1395895779.Pdf,33,12.5,41.4,44,1395895779,6.565,3,THN to MED,3.9,6.58,6.55,Feather,75,45,1,62,59.4,,,,,25.14,3967.58,4046.9316
1303,92316,R,1,I,VVS2,EX,EX,EX,NON,IGI,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,7100,4126.17,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92316.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92316,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/490196183.Pdf,33.7,13,40.8,43,490196183,6.495,3.9,Medium To Slightly Thick (Faceted) ,3.87,6.52,6.47,,50,50,1.01,61,59.7,,,,,41.88492957747,4126.17,4126.17
1304,92733,PEM,1,Fancy Light Yellow  Natural Even,SI1,,EX,G,MED,GIA,NO BROWN   NO GREEN   NO MILKY,PAVILION MEDIUM,FTR,N,SM,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2000,1970,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/92733.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=92733,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2397981834.Pdf,0,0,0,0,2397981834,6.455,9.5,VTK to ETK,3.41,7.66,5.25,Feather  Crystal  Extra Facet,50,50,1.46,59,64.9,Pinpoints are not shown.,Yellow , Fancy Light,,1.5,1970,1970
1305,98804,O,1.5,K,SI1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WXTL,SM,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4100,2625.03,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/98804.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=98804,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2406408633.Pdf,0,0,0,0,2406408633,7.135,9,VTK to ETK,4.37,8.1,6.17,Feather  Crystal  Knot  Pinpoint,50,50,1.31,60,70.9,,,,,35.97487804879,2625.03,3937.545
1306,88824,E,1.6,K,VVS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,FTR,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4600,3262.32,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/88824.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=88824,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1405134254.Pdf,0,0,0,0,1405134254,6.54,4,THK to VTK,3.6,7.64,5.44,Cloud  Pinpoint  Natural,50,50,1.4,65,66.1,,,,,29.08,3262.32,5219.712
1307,88903,R,0.4,I,VS1,EX,VG,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,SM,BPP,BPP,100%EYECLEAN,INDIA,50%,NON,EXCELLENT,2200,1300.2,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/88903.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6402203767.Pdf,34,13,40.8,43,6402203767,4.77,3.5,THN to STK,2.84,4.79,4.75,Manufacturing Remnant  Feather  Needle  Pinpoint,75,50,1.01,61,59.6,,,,,40.9,1300.2,520.08
1308,87678,R,0.3,I,SI1,G,VG,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,N,SM,N,BPP,100%EYECLEAN,INDIA,NO,VERY SMALL,EXCELLENT,1600,827.4,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/87678.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1405238169.Pdf,30.5,11,40.4,42,1405238169,4.385,4.5,MED to THK,2.52,4.4,4.37,Cloud  Crystal  Indented Natural,75,45,1.01,62,57.4,,,,,48.2875,827.4,248.22
1309,88988,R,1.01,K,VS2,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,75%EYECLEAN,INDIA,80%,NON,EXCELLENT,4300,2731.9,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/88988.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=88988,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3405109148.Pdf,36.5,16,40.8,43,3405109148,6.385,3.5,MED,4.01,6.4,6.37,Crystal  Needle  Natural,80,50,1,57,62.8,Clouds are not shown. Pinpoints are not shown.,,,,36.46744186047,2731.9,2759.219
1310,89016,SRD,2.01,M,VVS1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4100,2281.75,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89016.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89016,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5406234953.Pdf,0,0,0,0,5406234953,6.885,6,THK to VTK,4.64,6.95,6.82,Pinpoint  Feather  Indented Natural  Natural,50,50,1.02,63,68,A manufacturing remnant is not shown.,,,,44.34756097561,2281.75,4586.3175
1311,89043,E,1.58,K,SI2,,VG,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,3900,2228.07,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89043.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89043,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1409232488.Pdf,0,0,0,0,1409232488,6.57,3.5,STK to THK,3.92,7.71,5.43,Feather  Twinning Wisp  Cavity  Indented Natural,50,50,1.42,62,72.2,Additional twinning wisps  pinpoints and surface graining are not shown.,,,,42.87,2228.07,3520.3506
1312,89048,R,0.5,J,VS2,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,N,BGPP,N,100%EYECLEAN,INDIA,50%,NON,EXCELLENT,2400,1713.9,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89048.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89048,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5403200103.Pdf,33,12.5,41,43.5,5403200103,5.14,4,MED to STK,3.07,5.15,5.13,Cloud  Needle  Crystal  Feather,75,50,1,62,59.7,,,,,28.5875,1713.9,856.95
1313,89069,PEM,1.33,X,VVS2,G,EX,VG,STG,NGS,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,VERY GOOD,2200,1365.21,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89069.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89069,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/NGS.jpg,0,0,0,0,,8.35,14,,3.73,8.35,5.55,,50,50,1.5,61,67.29,,,,,37.945,1365.21,1815.7293
1314,89122,R,0.3,J,VS2,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WGPP,N,BPP,N,75%EYECLEAN,INDIA,80%,NON,EXCELLENT,1600,1040.16,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89122.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6401198226.Pdf,35.5,15,40.8,43,6401198226,4.285,4,MED to STK,2.63,4.3,4.27,Crystal,75,50,1.01,59,61.5,,,,,34.99,1040.16,312.048
1315,89227,R,0.5,I,VVS2,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,3300,2242.85,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89227.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89227,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6402212439.Pdf,33,13,41.8,44.5,6402212439,5.075,4.5,MED to STK,3.14,5.09,5.06,Feather  Pinpoint,75,50,1.01,61,61.8,,,,,32.03484848485,2242.85,1121.425
1316,89233,R,0.5,K,VS2,EX,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BPP,N,100%EYECLEAN,INDIA,50%,NON,EXCELLENT,2100,1241.1,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89233.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89233,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2407212290.Pdf,34,13,41.2,43.5,2407212290,5.12,4,MED to STK,3.09,5.14,5.1,Indented Natural  Feather,75,50,1.01,62,60.3,,,,,40.9,1241.1,620.55
1317,89316,R,0.7,J,VS1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,3100,2290.13,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89316.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89316,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1407198410.Pdf,33.5,12.5,41.4,44,1407198410,5.715,4,MED to STK,3.47,5.73,5.7,Crystal,80,50,1.01,62,60.7,,,,,26.12483870968,2290.13,1603.091
1318,89408,R,0.9,L,SI1,VG,EX,G,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,PAVILION MEDIUM,FTR,WXTL,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2900,1542.51,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89408.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89408,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1407250866.Pdf,36.5,15.5,41.2,44,1407250866,6.015,5,MED to THK,3.87,6.08,5.95,Crystal  Indented Natural,75,45,1.02,59,64.4,,,,,46.81,1542.51,1388.259
1319,89723,E,1,M,VVS2,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,CLD,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2200,1224.36,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89723.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89723,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1407232120.Pdf,0,0,0,0,1407232120,5.475,5.5,THK to VTK,3.25,6.23,4.72,Cloud  Needle  Pinpoint  Natural,50,50,1.32,68,68.8,Additional pinpoints are not shown.,,,,44.34727272728,1224.36,1224.36
1320,89774,E,1.7,L,SI1,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,BPP,100%EYECLEAN,INDIA,NO,NON,VERY GOOD,3500,1896.13,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89774.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89774,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2407273908.Pdf,0,0,0,0,2407273908,6.745,4,THK to VTK,3.66,7.89,5.6,Crystal  Feather  Needle,50,50,1.41,64,65.4,Clouds are not shown. Pinpoints are not shown.,,,,45.82485714286,1896.13,3223.421
1321,89803,H,0.51,H,VS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2300,1529.21,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/89803.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=89803,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6402274966.Pdf,0,0,0,0,6402274966,5.19,5,STK to VTK,3.26,4.72,5.66,Cloud  Feather,50,50,0.83,58,57.6,,,,,33.51260869566,1529.21,779.8971
1322,90023,R,0.6,I,VS2,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,3000,2260.58,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/90023.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=90023,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2406234226.Pdf,35,15,41,43.5,2406234226,5.375,4,STK,3.36,5.39,5.36,Feather  Cloud,75,45,1.01,57,62.4,,,,,24.64733333334,2260.58,1356.348
1323,88319,E,1.01,L,VS2,,EX,EX,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,WGPP,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,VERY GOOD,2500,1280.5,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/88319.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=88319,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2407236578.Pdf,0,0,0,0,2407236578,5.425,7,VTK to ETK,3.27,6.22,4.63,Crystal  Cloud  Needle  Natural,50,50,1.34,66,70.6,Pinpoints are not shown.,,,,48.78,1280.5,1293.305
1324,90137,R,0.3,L,VS1,VG,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,FTR,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,1300,761.9,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/90137.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2407235647.Pdf,34,14,41.8,44.5,2407235647,4.31,3.5,VTN to MED,2.68,4.32,4.3,Feather  Indented Natural  Needle  Pinpoint,80,50,1,58,62.1,,,,,41.39230769231,761.9,228.57
