Stock,Availability,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceIntensity,FluorescenceColor,Measurements,Lab,Certificate,Rap,Discount,percarat,FancyColor,FancyColorIntensity,FancyColorOvertone,Depth,Table,GirdleThin,GirdleThick,Girdle,GirdleCondition,CuletSize,CuletCondition,CrownHeight,CrownAngle,PavilionDepth,PavilionAngle,Country,DiamondImage,VIDEO,CertPDFUrl,Heartimage,ArrowImage,AssetImage,Keytosymbols,Shade,BlackInclusion,Milky,EyeClean
BL-52959,Subject to Prior Sale,ROUND,1.01,G,SI2,EX,EX,EX,,NON,6.40 - 6.34 X 4.00,HRD,220000006369,6400.0,40.0,3840.0,,,,62.7,60.0,MEDIUM,,4.0,FACETED,NON,,14.5,36.2,44.0,41.5,MUM,https://thnk18.azureedge.net/img/images/imaged/BL-52959/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=BL-52959,https://thnk18.azureedge.net/img/CertImages/220000006369.jpg,,,,,,HEAVY BLACK,,80.0
KN-52973,Subject to Prior Sale,ROUND,1.0,M,VS1,VG,EX,VG,,FNT,6.30 - 6.25 X 4.01,GIA,1373533245,3600.0,30.0,2520.0,,,,63.9,56.0,THN,THK,4.0,FACETED,NON,,17.0,38.5,4.0,40.0,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-52973/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-52973,https://thnk18.azureedge.net/img/CertImages/1373533245.jpg,,,,CRYSTAL  CLOUD  INDENTED NATURAL  NEEDLE  NATURAL,NONE,PIN POINT BLACK,NONE,100.0
KN-52988,Subject to Prior Sale,CUSHION MODIFIED,1.01,F,SI2,,VG,VG,,NON,5.57 - 5.32 X 3.85,GIA,1407922194,5000.0,46.5,2675.0,,,,72.3,62.0,STK,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-52988/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-52988,https://thnk18.azureedge.net/img/CertImages/1407922194.jpg,,,,CRYSTAL  FEATHER  PINPOINT,NONE,PIN POINT BLACK,NONE,88.0
KN-52996,Subject to Prior Sale,ROUND,1.01,I,SI2,EX,EX,VG,,FNT,6.43 - 6.39 X 3.99,GIA,6352798087,5600.0,29.0,3976.0,,,,62.2,60.0,THN,STK,0.0,FACETED,NON,,1.0,35.0,4.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-52996/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-52996,https://thnk18.azureedge.net/img/CertImages/6352798087.jpg,,,,TWINNING WISP  FEATHER  CRYSTAL  INDENTED NATURAL  NATURAL,INSPECTION ADVISABLE,MINOR BLACK,NONE,90.0
KN-52997,Subject to Prior Sale,CUSHION MODIFIED,1.01,I,VVS2,,EX,VG,,FNT,5.85 - 5.38 X 3.61,GIA,6375639029,5400.0,41.0,3186.0,,,,67.2,62.0,MED,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-52997/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-52997,https://thnk18.azureedge.net/img/CertImages/6375639029.jpg,,,,PINPOINT  CLOUD  NATURAL,NONE,NONE,NONE,100.0
KN-53004,Subject to Prior Sale,ROUND,1.01,M,VVS2,EX,EX,VG,,FNT,6.44 - 6.35 X 3.98,GIA,1395961308,3800.0,23.0,2926.0,,,,62.3,56.0,THN,STK,3.0,FACETED,NON,,1.0,36.5,42.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-53004/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-53004,https://thnk18.azureedge.net/img/CertImages/1395961308.jpg,,,,INDENTED NATURAL  PINPOINT  NATURAL,NONE,NONE,NONE,0.0
KN-53009,Subject to Prior Sale,ROUND,1.02,I,I1,EX,EX,EX,,NON,6.49 - 6.45 X 3.99,GIA,7401478613,3700.0,9.0,3367.0,,,,61.7,56.0,THN,MED,3.0,FACETED,NON,,15.0,35.5,4.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-53009/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-53009,https://thnk18.azureedge.net/img/CertImages/7401478613.jpg,,,,FEATHER  TWINNING WISP  CRYSTAL  NATURAL,NONE,MINOR BLACK,NONE,85.0
KN-53010,Subject to Prior Sale,ROUND,1.02,J,SI1,VG,EX,VG,,FNT,6.34 - 6.28 X 4.00,GIA,1393798818,5300.0,26.5,3895.5,,,,63.4,57.0,STK,THK,4.0,FACETED,NON,,1.0,38.0,4.0,40.0,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-53010/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-53010,https://thnk18.azureedge.net/img/CertImages/1393798818.jpg,,,,TWINNING WISP  FEATHER  CAVITY  CRYSTAL  INDENTED NATURAL  NATURAL,NONE,PIN POINT BLACK,NONE,90.0
KN-53012,Subject to Prior Sale,EMERALD,1.02,K,SI2,,VG,EX,,FNT,6.35 - 4.70 X 3.35,GIA,1365825984,2800.0,39.0,1708.0,,,,71.3,66.0,VTK,,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-53012/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-53012,https://thnk18.azureedge.net/img/CertImages/1365825984.jpg,,,,TWINNING WISP  NATURAL,NONE,MEDIUM BLACK,NONE,90.0
KN-53019,Subject to Prior Sale,TRILLIANT,1.03,H,SI2,,EX,VG,,FNT,7.16 - 7.48 X 3.52,GIA,2396989261,4500.0,37.0,2835.0,,,,47.1,56.0,THK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-53019/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-53019,https://thnk18.azureedge.net/img/CertImages/2396989261.jpg,,,,TWINNING WISP  INDENTED NATURAL,NONE,MINOR BLACK,NONE,95.0
KN-53024,Subject to Prior Sale,CUSHION MODIFIED,1.04,L,VVS2,,EX,EX,,VSL,6.08 - 5.38 X 3.76,IGI,478109821,2900.0,49.0,1479.0,,,,69.9,64.0,MEDIUM,THICK (FACETED),4.0,,NON,,14.0,37.3,51.5,37.3,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-53024/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-53024,https://thnk18.azureedge.net/img/CertImages/478109821.jpg,,,,,NONE,NONE,NONE,0.0
KN-53027,Subject to Prior Sale,ROUND,1.07,H,SI2,EX,EX,EX,,NON,6.53 - 6.50 X 4.06,GIA,1407284584,6100.0,20.0,4880.0,,,,62.3,55.0,MED,STK,0.0,FACETED,NON,,15.0,34.5,4.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-53027/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-53027,https://thnk18.azureedge.net/img/CertImages/1407284584.jpg,,,,CRYSTAL  CLOUD  FEATHER  NEEDLE,NONE,NONE,NONE,80.0
KN-53032,Subject to Prior Sale,OVAL,1.15,G,I1,,VG,G,,NON,8.50 - 5.61 X 3.64,GIA,6411103622,2900.0,15.0,2465.0,,,,64.9,60.0,THK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/KN-53032/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=KN-53032,https://thnk18.azureedge.net/img/CertImages/6411103622.jpg,,,,TWINNING WISP  FEATHER  CRYSTAL  CAVITY  NEEDLE  NATURAL,NONE,MEDIUM BLACK,NONE,85.0
RL-53045,Subject to Prior Sale,CUSHION MODIFIED BRILLIANT,0.51,D,VVS1,,EX,VG,,FNT,5.01 - 4.29 X 2.86,GIA,1428239254,3800.0,41.5,2223.0,,,,66.6,65.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/RL-53045R/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=RL-53045R,https://thnk18.azureedge.net/img/CertImages/1428239254.jpg,,,,FEATHER,,NONE,,0.0
RL-53046,Subject to Prior Sale,EMERALD,0.56,G,VVS2,,VG,VG,,NON,6.63 - 3.63 X 2.16,GIA,6422239672,3000.0,21.0,2370.0,,,,59.4,66.0,VTK,ETK,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/RL-53046/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=RL-53046,https://thnk18.azureedge.net/img/CertImages/6422239672.jpg,,,,PINPOINT  FEATHER,,NONE,,0.0
RL-53047,Subject to Prior Sale,HEART,0.5,E,VVS2,,VG,VG,,NON,5.27 - 5.52 X 3.09,GIA,5423236984,3400.0,19.0,2754.0,,,,56.0,63.0,STK,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/RL-53047/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=RL-53047,https://thnk18.azureedge.net/img/CertImages/5423236984.jpg,,,,CAVITY  FEATHER,,NONE,,0.0
RL-53048,Subject to Prior Sale,HEART,0.5,D,SI1,,VG,G,,NON,4.84 - 5.44 X 3.19,GIA,6421237181,2700.0,22.0,2106.0,,,,58.6,60.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/RL-53048/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=RL-53048,https://thnk18.azureedge.net/img/CertImages/6421237181.jpg,,,,CLOUD  CRYSTAL,,NONE,,0.0
RL-53049,Subject to Prior Sale,HEART,0.5,D,VS2,,VG,VG,,NON,4.88 - 5.39 X 3.27,GIA,7426237595,3200.0,22.0,2496.0,,,,60.6,59.0,MED,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/RL-53049/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=RL-53049,https://thnk18.azureedge.net/img/CertImages/7426237595.jpg,,,,FEATHER  CAVITY,,NONE,,0.0
RL-53050,Subject to Prior Sale,HEART,0.51,D,SI1,,VG,VG,,NON,4.74 - 5.51 X 3.40,GIA,1425237335,2700.0,19.0,2187.0,,,,61.8,59.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/RL-53050/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=RL-53050,https://thnk18.azureedge.net/img/CertImages/1425237335.jpg,,,,FEATHER,,NONE,,0.0
RL-53051,Subject to Prior Sale,HEART,0.5,D,VVS2,,VG,VG,,NON,4.76 - 5.27 X 3.34,GIA,2426237309,3600.0,21.5,2826.0,,,,63.4,62.0,STK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/RL-53051/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=RL-53051,https://thnk18.azureedge.net/img/CertImages/2426237309.jpg,,,,CHIP  SURFACE GRAINING,,NONE,,0.0
RL-53052,Subject to Prior Sale,RADIANT MODIFIED BRILLIANT,0.52,D,IF,,VG,VG,,NON,5.33 - 4.10 X 2.85,GIA,6422237318,4300.0,28.0,3096.0,,,,69.6,60.0,STK,THK,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/RL-53052/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=RL-53052,https://thnk18.azureedge.net/img/CertImages/6422237318.jpg,,,,NATURAL  MINOR DETAILS OF POLISH,,NONE,,0.0
E73-79096,Subject to Prior Sale,ROUND,3.01,K,VVS2,EX,EX,EX,,NON,9.27 - 9.19 X 5.77,IGI,320846286,13500.0,34.0,8910.0,,,,62.4,58.5,THIN,MEDIUM (FACETED),3.0,,NON,,14.5,35.1,44.5,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/E73-79096/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=E73-79096,https://thnk18.azureedge.net/img/CertImages/320846286.jpg,,,,,NONE,NONE,NONE,0.0
G506-150749,Subject to Prior Sale,ROUND,0.91,J,VS1,VG,EX,EX,,NON,6.11 - 6.03 X 3.89,IGI,497186218,5000.0,33.5,3325.0,,,,64.1,59.5,Slightly Thick,Thick (Faceted),4.0,,,,15.0,36.0,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/G506-150749/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=G506-150749,https://thnk18.azureedge.net/img/CertImages/497186218.jpg,,,,,NONE,MINOR BLACK,NONE,100.0
G513-160631,Subject to Prior Sale,PEAR,1.01,*,I3,,VG,VG,,NON,8.66 - 5.33 X 3.20,GIA,2213349839,4400.0,0.0,3960.0,PINK,FANCY,BROWNISH,60.1,56.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/G513-160631/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=G513-160631,https://thnk18.azureedge.net/img/CertImages/2213349839.jpg,,,,FEATHER  CRYSTAL  INDENTED NATURAL  NEEDLE,NONE,MINOR BLACK,NONE,70.0
H113-164185,Subject to Prior Sale,EMERALD,3.02,I,VS1,,EX,EX,,NON,9.28 - 6.78 X 4.56,IGI,462167955,17000.0,45.5,9265.0,,,,67.3,63.0,THICK,,5.0,,NON,,17.5,24.7,44.0,39.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H113-164185/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H113-164185,https://thnk18.azureedge.net/img/CertImages/462167955.jpg,,,,,NONE,NONE,NONE,100.0
H420-165218,Subject to Prior Sale,ROUND,0.51,K,VVS1,EX,EX,EX,,NON,5.10 - 5.07 X 3.22,GIA,2376498878,2400.0,25.0,1800.0,,,,63.2,58.0,MED,STK,4.0,FACETED,NON,,15.0,35.0,44.5,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H420-165218/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H420-165218,https://thnk18.azureedge.net/img/CertImages/2376498878.jpg,,,,FEATHER,INSPECTION ADVISABLE,NONE,NONE,100.0
H420-165540,Subject to Prior Sale,ROUND,0.7,J,VVS2,VG,EX,VG,,NON,5.62 - 5.56 X 3.58,GIA,6371499922,3400.0,34.0,2244.0,,,,64.1,58.0,MED,THK,4.5,FACETED,NON,,15.5,36.5,44.5,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H420-165540/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H420-165540,https://thnk18.azureedge.net/img/CertImages/6371499922.jpg,,,,CLOUD  PINPOINT  NEEDLE  INDENTED NATURAL,INSPECTION ADVISABLE,NONE,NONE,100.0
H119-165575,Subject to Prior Sale,HEART MODIFIED BRILLIANT,1.63,D,SI1,,VG,VG,,FNT,7.38 - 9.99 X 2.58,GIA,7371708463,11000.0,66.0,3740.0,,,,25.8,73.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H119-165575/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H119-165575,https://thnk18.azureedge.net/img/CertImages/7371708463.jpg,,,,TWINNING WISP  NEEDLE  FEATHER,NONE,MINOR BLACK,NONE,95.0
H116-165576,Subject to Prior Sale,TRILLIANT,1.68,J,SI2,,VG,EX,BLUE,STG,9.03 - 8.88 X 2.42,GIA,1377702482,5500.0,66.0,1870.0,,,,27.3,71.0,THK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H116-165576/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H116-165576,https://thnk18.azureedge.net/img/CertImages/1377702482.jpg,,,,TWINNING WISP  CRYSTAL  INDENTED NATURAL,NONE,PIN POINT BLACK,NONE,95.0
H404-166957,Subject to Prior Sale,RADIANT MODIFIED,0.73,H,VVS1,,VG,VG,,NON,5.70 - 4.40 X 3.07,GIA,2378772705,4300.0,44.0,2408.0,,,,69.7,61.0,STK,ETK,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H404-166957/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H404-166957,https://thnk18.azureedge.net/img/CertImages/2378772705.jpg,,,,PINPOINT  NEEDLE  INTERNAL GRAINING  FEATHER,LIGHT BROWN,NONE,NONE,100.0
H424-167001,Subject to Prior Sale,EMERALD,1.0,J,VVS2,,EX,EX,,VSL,6.94 - 4.62 X 2.89,IGI,462150155,4400.0,45.0,2420.0,,,,62.6,64.5,MEDIUM,SLIGHTLY THICK,0.0,,NON,,13.0,20.7,46.0,37.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H424-167001/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H424-167001,https://thnk18.azureedge.net/img/CertImages/462150155.jpg,,,,,NONE,NONE,NONE,100.0
H431-167243,Subject to Prior Sale,CUSHION MODIFIED,1.0,*,I1,,EX,VG,,FNT,5.29 - 4.98 X 4.12,GIA,5212477252,1300.0,0.0,1170.0,YELLOW,FANCY INTENSE,,82.8,53.0,VTK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H431-167243/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H431-167243,https://thnk18.azureedge.net/img/CertImages/5212477252.jpg,,,,CRYSTAL  FEATHER  KNOT  CAVITY  NEEDLE  NATURAL,NONE,MINOR BLACK,NONE,75.0
H425-167512,Subject to Prior Sale,OVAL,1.21,J,SI2,,VG,VG,,NON,8.85 - 5.90 X 3.59,IGI,464192109,3400.0,49.0,1734.0,,,,60.8,59.5,MEDIUM,THICK (FACETED),4.0,,NON,,14.0,34.7,41.5,38.7,MUM,https://thnk18.azureedge.net/img/images/imaged/H425-167512/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H425-167512,https://thnk18.azureedge.net/img/CertImages/464192109.jpg,,,,,NONE,HEAVY BLACK,NONE,90.0
H131-167707,Subject to Prior Sale,RADIANT MODIFIED BRILLIANT,2.52,K,VVS2,,VG,VG,,VSL,8.93 - 7.11 X 4.95,IGI,462165922,7100.0,47.5,3727.5,,,,69.6,68.0,MEDIUM,,3.0,,NON,,10.5,37.6,55.5,39.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H131-167707/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H131-167707,https://thnk18.azureedge.net/img/CertImages/462165922.jpg,,,,,NONE,NONE,NONE,100.0
H147-168212,Subject to Prior Sale,ROUND,1.01,K,SI1,VG,EX,VG,,FNT,6.33 - 6.25 X 4.05,GIA,2417779580,4200.0,29.0,2982.0,,,,64.4,56.0,THN,THK,5.0,FACETED,NON,,16.0,36.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H147-168212/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H147-168212,https://thnk18.azureedge.net/img/CertImages/2417779580.jpg,,,,CLOUD  INDENTED NATURAL  NEEDLE  NATURAL,INSPECTION ADVISABLE,NONE,NONE,100.0
H431-168229,Subject to Prior Sale,ROUND,0.61,L,SI1,EX,EX,EX,,NON,5.42 - 5.37 X 3.37,GIA,6371746937,1600.0,30.5,1112.0,,,,62.4,57.0,MED,STK,3.5,Faceted,NON,,16.0,36.5,43.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H431-168229/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H431-168229,https://thnk18.azureedge.net/img/CertImages/6371746937.jpg,,,,Crystal,NONE,MEDIUM BLACK,NONE,85.0
H435-168243,Subject to Prior Sale,TRILLIANT,1.02,F,SI1,,EX,VG,,NON,6.11 - 8.16 X 3.08,GIA,6372926951,5900.0,47.0,3127.0,,,,37.8,67.0,MED,STK,0.0,,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H435-168243/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H435-168243,https://thnk18.azureedge.net/img/CertImages/6372926951.jpg,,,,TWINNING WISP  CRYSTAL  CLOUD  FEATHER,NONE,PIN POINT BLACK,NONE,90.0
H142-168891,Subject to Prior Sale,ROUND,0.55,D,FL,EX,EX,EX,,NON,5.24 - 5.19 X 3.29,GIA,6372927015,7000.0,24.5,5285.0,,,,63.1,56.0,MED,STK,4.0,Faceted,NON,,15.0,34.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/H142-168891/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H142-168891,https://thnk18.azureedge.net/img/CertImages/6372927015.jpg,,,,,NONE,NONE,NONE,100.0
H144-169415,Subject to Prior Sale,OVAL,2.02,L,SI1,,EX,EX,,FNT,9.71 - 7.05 X 4.55,GIA,5373918392,4900.0,36.5,3111.5,BROWN,FAINT,BROWN,64.4,61.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H144-169415/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H144-169415,https://thnk18.azureedge.net/img/CertImages/5373918392.jpg,,,,CRYSTAL  FEATHER  CAVITY  NEEDLE,BROWN,MEDIUM BLACK,NONE,97.0
H434-170440,Subject to Prior Sale,PEAR,1.51,J,SI2,,VG,VG,BLUE,STG,9.43 - 6.23 X 4.10,GIA,5416085760,5500.0,34.5,3602.5,,,,65.8,62.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H434-170440/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H434-170440,https://thnk18.azureedge.net/img/CertImages/5416085760.jpg,,,,TWINNING WISP  FEATHER  CRYSTAL  CAVITY  KNOT  INDENTED NATURAL  NEEDLE,INSPECTION ADVISABLE,MEDIUM BLACK,NONE,85.0
H431-170651,Subject to Prior Sale,CUSHION MODIFIED,1.0,*,SI2,,EX,G,,NON,5.79 - 5.31 X 3.57,GIA,6214534019,3000.0,0.0,2700.0,YELLOW,FANCY INTENSE,,67.2,55.0,VTK,ETK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H431-170651/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H431-170651,https://thnk18.azureedge.net/img/CertImages/6214534019.jpg,,,,FEATHER  CRYSTAL  CLOUD  NEEDLE,NONE,MINOR BLACK,NONE,80.0
H439-171341,Subject to Prior Sale,PEAR,1.01,J,SI2,,VG,VG,,NON,8.64 - 5.61 X 3.29,IGI,464191853,3400.0,53.0,1598.0,,,,58.6,59.0,SLIGHTLY THICK,VERY THICK (FA,5.0,,NON,,17.0,40.5,36.0,35.2,MUM,https://thnk18.azureedge.net/img/images/imaged/H439-171341/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H439-171341,https://thnk18.azureedge.net/img/CertImages/464191853.jpg,,,,,INSPECTION ADVISABLE,MINOR BLACK,NONE,80.0
H434-171366,Subject to Prior Sale,ROUND,0.46,D,SI1,EX,EX,VG,Blue,STG,4.95 - 4.91 X 3.06,GIA,1388173263,2500.0,30.0,1750.0,,,,62.0,57.0,MED,STK,4.0,FACETED,NON,,15.0,35.0,43.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/H434-171366/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H434-171366,https://thnk18.azureedge.net/img/CertImages/1388173263.jpg,,,,TWINNING WISP  FEATHER  KNOT,NONE,NONE,NONE,80.0
H173-171706,Subject to Prior Sale,CUSHION MODIFIED BRILLIANT,2.5,J,VVS2,,EX,EX,,NON,7.91 - 7.39 X 5.04,IGI,464192056,8700.0,37.0,5481.0,,,,68.2,65.5,SLIGHTLY THICK,THICK (FACETED,5.0,,NON,,16.0,43.3,47.0,37.1,MUM,https://thnk18.azureedge.net/img/images/imaged/H173-171706/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H173-171706,https://thnk18.azureedge.net/img/CertImages/464192056.jpg,,,,,NONE,NONE,NONE,100.0
H441-171808,Subject to Prior Sale,ELONGATED CUSHION MODIFIED BRILLIANT,2.02,K,SI2,,EX,VG,,NON,8.78 - 6.02 X 4.32,HRD,210000051755,6000.0,66.5,2010.0,,,,71.8,63.0,EX THICK,,8.5,FACETED,NON,,17.5,0.0,46.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H441-171808/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H441-171808,https://thnk18.azureedge.net/img/CertImages/210000051755.jpg,,,,,BROWN,MEDIUM BLACK,NONE,80.0
H164-172051,Subject to Prior Sale,PEAR,1.02,J,SI1,,VG,VG,,NON,8.97 - 5.67 X 3.11,IGI,464191925,3700.0,52.5,1757.5,,,,54.9,65.5,SLIGHTLY THICK,THICK (FACETED,0.0,,NON,,12.5,36.4,35.5,34.5,MUM,https://thnk18.azureedge.net/img/images/imaged/H164-172051/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H164-172051,https://thnk18.azureedge.net/img/CertImages/464191925.jpg,,,,,NONE,MEDIUM BLACK,NONE,100.0
H451-172419,Subject to Prior Sale,ROUND,1.01,D,SI1,VG,EX,VG,,NON,6.31 - 6.26 X 4.05,GIA,6412518894,9100.0,33.0,6097.0,,,,64.6,57.0,STK,THK,4.5,FACETED,NON,,16.5,37.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/H451-172419/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H451-172419,https://thnk18.azureedge.net/img/CertImages/6412518894.jpg,,,,CRYSTAL  FEATHER  INDENTED NATURAL  NATURAL,NONE,PIN POINT BLACK,NONE,95.0
H180-173058,Subject to Prior Sale,OVAL,3.52,K,SI1,,VG,VG,,NON,11.55 - 8.59 X 5.43,IGI,464192043,8800.0,43.0,5016.0,,,,63.2,58.0,THICK,VERY THICK (FACETED),5.0,,NON,,16.0,37.5,41.5,38.8,MUM,https://thnk18.azureedge.net/img/images/imaged/H180-173058/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H180-173058,https://thnk18.azureedge.net/img/CertImages/464192043.jpg,,,,,NONE,MEDIUM BLACK,NONE,95.0
H431-173425,Subject to Prior Sale,ELONGATED CUSHION MODIFIED BRILLIANT,0.9,I,VS1,,VG,VG,,VSL,6.20 - 4.90 X 3.52,IGI,464192065,4200.0,54.5,1911.0,,,,71.8,64.5,THICK,VERY THICK (FACETED),6.0,,NON,,16.0,40.0,49.5,34.7,MUM,https://thnk18.azureedge.net/img/images/imaged/H431-173425/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=H431-173425,https://thnk18.azureedge.net/img/CertImages/464192065.jpg,,,,,NONE,NONE,NONE,100.0
