stock_no,item_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
8ROZ5,229225,HK,G,round,0.30,E,VVS2,EX,EX,VG,N,4.26-4.30x2.66,GIA,5403945924,2600,-44.10%,$436.02,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.10,35.00,41.40,Cloud  Needle  Pinpoint,N,2021-10-25,,Arrived,,,NO BGM  no black
5ROZ5,229244,HK,G,round,0.30,E,VVS2,EX,EX,VG,N,4.22-4.28x2.68,GIA,5416053838,2600,-43.90%,$437.58,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.00,35.50,41.00,Cloud  Pinpoint,N,2021-10-28,,Arrived,,,NO BGM  no black
4ROZ5,229232,HK,G,round,0.30,E,VVS2,EX,EX,VG,N,4.24-4.29x2.65,GIA,2407942467,2600,-43.60%,$439.92,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,62.10,35.50,40.80,Pinpoint,N,2021-10-26,,Arrived,,,NO BGM  no black
3ROZ5,229245,HK,G,round,0.30,E,VVS2,EX,EX,EX,F,4.32-4.33x2.65,GIA,6405844217,2600,-44.00%,$436.80,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,61.30,33.00,41.20,Pinpoint  Surface Graining,N,2021-10-20,,Arrived,,,NO BGM  no black
1ROZ5,229228,HK,G,round,0.30,E,VVS2,EX,EX,VG,N,4.26-4.30x2.64,GIA,6402829336,2600,-43.90%,$437.58,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,61.60,34.00,41.00,Pinpoint  Cloud,N,2021-10-20,,Arrived,,,NO BGM  no black
YQOZ5,229238,HK,G,round,0.30,E,VVS2,EX,EX,VG,N,4.25-4.29x2.64,GIA,3405691782,2600,-44.10%,$436.02,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.90,35.50,41.00,Needle  Cloud  Pinpoint,N,2021-10-08,,Arrived,,,NO BGM  no black
XQOZ5,229236,HK,G,round,0.30,E,VVS2,EX,EX,VG,N,4.23-4.28x2.65,GIA,2406700432,2600,-43.90%,$437.58,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,62.30,35.50,40.60,Feather  Pinpoint  Cloud,N,2021-10-08,,Arrived,,,NO BGM  no black
UQOZ5,229233,HK,G,round,0.30,E,VVS2,EX,EX,EX,F,4.26-4.29x2.65,GIA,2407460457,2600,-43.50%,$440.70,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.10,35.50,40.60,Feather  Pinpoint,N,2021-09-20,,Arrived,,,NO BGM  no black
OQOZ5,229239,HK,G,round,0.30,E,VVS2,EX,EX,EX,F,4.29-4.31x2.66,GIA,6402238877,2600,-43.50%,$440.70,WH,M0,,,BT0,BC0,EC0,EX,Y,55.00,62.00,35.00,40.80,Needle  Cloud  Pinpoint,N,2021-09-14,,Arrived,,,NO BGM  no black
KQOZ5,229208,HK,G,round,0.30,E,VVS1,VG,VG,VG,N,4.26-4.30x2.61,GIA,2408613778,2800,-46.10%,$452.76,WH,M0,,,BT0,BC0,EC0,,Y,59.00,60.80,34.50,40.40,Pinpoint,N,2021-09-29,,Arrived,,,NO BGM  no black
JQOZ5,229216,HK,G,round,0.30,E,VVS1,VG,EX,VG,N,4.25-4.27x2.61,GIA,6402270731,2800,-46.40%,$450.24,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.30,35.00,40.40,Pinpoint  Surface Graining,N,2021-09-13,,Arrived,,,NO BGM  no black
IQOZ5,229206,HK,G,round,0.30,E,VVS1,VG,EX,EX,N,4.21-4.24x2.69,GIA,3395551991,2800,-46.40%,$450.24,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.70,36.00,41.20,Pinpoint  Cloud,N,2021-07-20,,Arrived,,,NO BGM  no black
FQOZ5,229198,HK,G,round,0.30,E,VVS1,EX,VG,VG,N,4.24-4.30x2.64,GIA,7412210403,2800,-46.40%,$450.24,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,61.90,35.50,40.60,Pinpoint  Feather,N,2021-11-10,,Arrived,,,NO BGM  no black
DQOZ5,229205,HK,G,round,0.30,E,VVS1,EX,VG,EX,N,4.25-4.28x2.67,GIA,7401948595,2800,-46.60%,$448.56,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.50,35.00,41.40,Pinpoint  Internal Graining,N,2021-10-27,,Arrived,,,NO BGM  no black
AQOZ5,229217,HK,G,round,0.30,E,VVS1,EX,EX,VG,N,4.32-4.36x2.60,GIA,2407805574,2800,-45.40%,$458.64,WH,M0,,,BT0,BC0,EC0,,Y,60.00,59.80,32.50,40.80,Feather,N,2021-10-20,,Arrived,,,NO BGM  no black
WPOZ5,229203,HK,G,round,0.30,E,VVS1,EX,EX,VG,N,4.23-4.26x2.66,GIA,2404458596,2800,-45.10%,$461.16,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.70,36.00,40.60,Pinpoint,N,2021-09-21,,Arrived,,,NO BGM  no black
VPOZ5,229214,HK,G,round,0.30,E,VVS1,EX,EX,VG,N,4.22-4.27x2.67,GIA,5403457577,2800,-45.60%,$456.96,WH,M0,,,BT0,BC0,EC0,,Y,58.00,63.00,35.00,41.40,Feather  Surface Graining,N,2021-09-21,,Arrived,,,NO BGM  no black
UPOZ5,229215,HK,G,round,0.30,E,VVS1,EX,EX,VG,N,4.24-4.29x2.67,GIA,1409452619,2800,-45.40%,$458.64,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.70,34.00,41.40,Pinpoint  Feather,N,2021-09-20,,Arrived,,,NO BGM  no black
SPOZ5,229210,HK,G,round,0.30,E,VVS1,EX,EX,VG,N,4.24-4.30x2.64,GIA,3405229803,2800,-45.40%,$458.64,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,61.80,35.50,40.60,Pinpoint  Feather,N,2021-09-15,,Arrived,,,NO BGM  no black
QPOZ5,229197,HK,G,round,0.30,E,VVS1,EX,EX,VG,N,4.21-4.27x2.67,GIA,2408235854,2800,-45.60%,$456.96,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.90,35.50,41.20,Cloud  Pinpoint  Feather,N,2021-09-04,,Arrived,,,NO BGM  no black
NPOZ5,229196,HK,G,round,0.30,E,VVS1,EX,EX,VG,N,4.24-4.28x2.66,GIA,6395190058,2800,-45.40%,$458.64,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.60,35.50,40.60,Feather,N,2021-06-24,,Arrived,,,NO BGM  no black
KPOZ5,229264,HK,G,round,0.30,E,VS1,VG,EX,VG,F,4.16-4.21x2.68,GIA,1418031331,2400,-45.20%,$394.56,WH,M0,,,,,EC0,,Y,60.00,63.90,36.50,41.20,Feather  Pinpoint,N,2021-10-27,,Arrived,,,NO BGM
JPOZ5,229261,HK,G,round,0.30,E,VS1,VG,VG,EX,F,4.20-4.21x2.67,GIA,6411037681,2400,-45.70%,$390.96,WH,M0,,,,,EC0,EX,Y,57.00,63.50,36.00,40.80,Crystal  Needle  Pinpoint,N,2021-10-28,,Arrived,,,NO BGM
IPOZ5,229274,HK,G,round,0.30,E,VS1,VG,EX,VG,F,4.20-4.25x2.62,GIA,6412032726,2400,-45.70%,$390.96,WH,M0,,,,,EC0,,Y,61.00,62.00,35.50,40.60,Indented Natural  Needle,N,2021-10-28,,Arrived,,,NO BGM
GPOZ5,229266,HK,G,round,0.30,E,VS1,VG,EX,VG,F,4.19-4.21x2.70,GIA,1407698005,2400,-45.70%,$390.96,WH,M0,,,,,EC0,,Y,57.00,64.30,36.00,41.60,Crystal  Needle  Pinpoint,N,2021-10-19,,Arrived,,,NO BGM
FPOZ5,229695,HK,G,round,0.30,E,VS1,VG,EX,VG,F,4.18-4.22x2.70,GIA,6391348671,2400,-45.20%,$394.56,WH,M0,,,,,EC0,,Y,58.00,64.20,36.00,41.60,Feather  Pinpoint,N,2021-07-03,,Arrived,,,NO BGM
DPOZ5,229281,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.25-4.28x2.66,GIA,6411189527,2400,-40.60%,$427.68,WH,M0,,,,,EC0,,Y,59.00,62.40,34.50,41.20,Crystal  Needle  Pinpoint,N,2021-11-09,,Arrived,,,NO BGM
CPOZ5,229258,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.28-4.29x2.63,GIA,7411210439,2400,-40.60%,$427.68,WH,M0,,,,,EC0,EX,Y,58.00,61.40,35.00,40.80,Feather  Cloud  Pinpoint,N,2021-11-10,,Arrived,,,NO BGM
APOZ5,229268,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.32-4.34x2.65,GIA,2418202776,2400,-40.10%,$431.28,WH,M0,,,,,EC0,EX,Y,57.00,61.30,34.00,40.80,Crystal  Pinpoint,N,2021-11-10,,Arrived,,,NO BGM
8POZ5,229257,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.32-4.35x2.63,GIA,2414031856,2400,-40.10%,$431.28,WH,M0,,,,,EC0,VG,Y,59.00,60.70,33.00,41.40,Cloud  Pinpoint,N,2021-10-27,,Arrived,,,NO BGM
6POZ5,229280,HK,G,round,0.30,E,VS1,EX,EX,VG,F,4.24-4.29x2.66,GIA,5406940809,2400,-45.20%,$394.56,WH,M0,,,,,EC0,EX,Y,57.00,62.20,35.50,40.80,Cloud  Needle,N,2021-10-25,,Arrived,,,NO BGM
4POZ5,229276,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.27-4.29x2.64,GIA,6402953011,2400,-40.10%,$431.28,WH,M0,,,,,EC0,,Y,61.00,61.70,33.00,41.80,Feather  Pinpoint,N,2021-10-22,,Arrived,,,NO BGM
3POZ5,229267,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.27-4.29x2.66,GIA,7408935606,2400,-40.60%,$427.68,WH,M0,,,,,EC0,,Y,56.00,62.10,34.50,40.60,Cloud  Crystal  Feather  Needle,N,2021-10-25,,Arrived,,,NO BGM
1POZ5,229302,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.31-4.33x2.63,GIA,5406952806,2400,-33.00%,$482.40,WH,M0,,,,,EC0,,Y,59.00,60.90,33.00,40.80,Feather  Pinpoint,N,2021-10-26,,Arrived,,,NO BGM
ZOOZ5,229255,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.37-4.38x2.58,GIA,2416030250,2400,-40.10%,$431.28,WH,M0,,,,,EC0,,Y,61.00,59.00,32.50,41.00,Crystal  Feather  Needle,N,2021-10-27,,Arrived,,,NO BGM
XOOZ5,229301,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.29-4.31x2.66,GIA,7413032210,2400,-40.10%,$431.28,WH,M0,,,,,EC0,EX,Y,56.00,61.80,34.50,40.80,Crystal  Feather  Needle,N,2021-10-28,,Arrived,,,NO BGM
TOOZ5,229298,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.27-4.29x2.67,GIA,5406822005,2400,-40.60%,$427.68,WH,M0,,,,,EC0,,Y,58.00,62.40,35.50,41.20,Crystal  Cloud  Feather  Pinpoint,N,2021-10-20,,Arrived,,,NO BGM
SOOZ5,229303,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.31-4.32x2.66,GIA,2406829880,2400,-39.60%,$434.88,WH,M0,,,,,EC0,VG,Y,59.00,61.70,35.50,40.80,Crystal,N,2021-10-19,,Arrived,,,NO BGM
ROOZ5,229259,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.30-4.34x2.65,GIA,2408831252,2400,-40.10%,$431.28,WH,M0,,,,,EC0,,Y,58.00,61.40,33.50,41.40,Crystal  Needle  Pinpoint,N,2021-10-20,,Arrived,,,NO BGM
POOZ5,229273,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.31-4.33x2.62,GIA,7402829372,2400,-40.10%,$431.28,WH,M0,,,,,EC0,,Y,57.00,60.70,33.00,40.80,Feather  Pinpoint,N,2021-10-20,,Arrived,,,NO BGM
OOOZ5,229253,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.30-4.32x2.67,GIA,1409698715,2400,-40.10%,$431.28,WH,M0,,,,,EC0,EX,Y,56.00,61.80,35.00,41.00,Crystal  Needle  Pinpoint,N,2021-10-11,,Arrived,,,NO BGM
NOOZ5,229296,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.24-4.26x2.65,GIA,6402593332,2400,-40.10%,$431.28,WH,M0,,,,,EC0,EX,Y,58.00,62.20,36.00,40.60,Crystal  Cloud  Pinpoint,N,2021-09-29,,Arrived,,,NO BGM
FOOZ5,229291,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.24-4.28x2.66,GIA,7403454648,2400,-40.60%,$427.68,WH,M0,,,,,EC0,EX,Y,58.00,62.30,35.50,40.80,Crystal  Cloud  Pinpoint  Needle,N,2021-09-22,,Arrived,,,NO BGM
DOOZ5,229290,HK,G,round,0.30,E,VS1,EX,EX,VG,F,4.24-4.28x2.66,GIA,6402452321,2400,-45.20%,$394.56,WH,M0,,,,,EC0,EX,Y,57.00,62.30,35.50,40.80,Crystal,N,2021-09-22,,Arrived,,,NO BGM
BOOZ5,229248,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.26-4.29x2.66,GIA,1409515662,2400,-40.10%,$431.28,WH,M0,,,,,EC0,EX,Y,56.00,62.20,35.00,40.80,Crystal  Pinpoint,N,2021-09-23,,Arrived,,,NO BGM
9OOZ5,229277,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.29-4.31x2.67,GIA,7403456801,2400,-40.10%,$431.28,WH,M0,,,,,EC0,EX,Y,57.00,62.10,35.00,40.80,Cloud  Crystal  Feather,N,2021-09-21,,Arrived,,,NO BGM
8OOZ5,229247,HK,G,round,0.30,E,VS1,EX,VG,EX,F,4.26-4.28x2.68,GIA,6381453503,2400,-46.20%,$387.36,WH,M0,,,,,EC0,EX,Y,56.00,62.60,35.50,40.80,Feather  Etch Channel,N,2021-06-24,,Arrived,,,NO BGM
WNOZ5,229250,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.26-4.28x2.63,GIA,2397946119,2400,-40.10%,$431.28,WH,M0,,,,,EC0,,Y,61.00,61.60,33.50,41.40,Feather  Pinpoint,N,2021-08-13,,Arrived,,,NO BGM
SNOZ5,229283,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.28-4.29x2.66,GIA,1399544734,2400,-40.60%,$427.68,WH,M0,,,,,EC0,,Y,59.00,62.00,34.50,41.40,Crystal  Cloud  Pinpoint,N,2021-07-20,,Arrived,,,NO BGM
RNOZ5,229297,HK,G,round,0.30,E,VS1,EX,EX,EX,F,4.32-4.34x2.61,GIA,6392350442,2400,-40.10%,$431.28,WH,M0,,,,,EC0,,Y,58.00,60.20,33.00,40.80,Crystal  Feather,N,2021-07-03,,Arrived,,,NO BGM
KNOZ5,229107,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.28-4.31x2.68,GIA,1418212591,2800,-45.50%,$457.80,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.30,35.50,40.80,Pinpoint,N,2021-11-10,,Arrived,,,NO BGM  no black
DNOZ5,229113,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.27-4.29x2.66,GIA,6402843571,2800,-45.50%,$457.80,WH,M0,,,BT0,BC0,EC0,,Y,60.00,62.10,33.50,41.80,Cloud  Pinpoint,N,2021-10-20,,Arrived,,,NO BGM  no black
BNOZ5,229117,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.29-4.32x2.67,GIA,2406803888,2800,-46.00%,$453.60,WH,M0,,,BT0,BC0,EC0,,Y,58.00,61.90,34.00,41.40,Pinpoint  Cloud,N,2021-10-19,,Arrived,,,NO BGM  no black
4NOZ5,229116,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.29-4.31x2.66,GIA,2406821958,2800,-45.50%,$457.80,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,61.90,35.00,41.00,Pinpoint,N,2021-10-20,,Arrived,,,NO BGM  no black
ZMOZ5,229112,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.29-4.32x2.65,GIA,2406700810,2800,-45.50%,$457.80,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,61.60,34.00,41.00,Pinpoint,N,2021-10-08,,Arrived,,,NO BGM  no black
JMOZ5,229110,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.28-4.30x2.64,GIA,2407511491,2800,-45.50%,$457.80,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,61.50,35.00,40.80,Pinpoint,N,2021-09-22,,Arrived,,,NO BGM  no black
EMOZ5,229108,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.28-4.30x2.65,GIA,2404270837,2800,-45.50%,$457.80,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,61.80,35.50,40.60,Needle,N,2021-09-13,,Arrived,,,NO BGM  no black
DMOZ5,229106,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.25-4.27x2.66,GIA,6402239758,2800,-45.50%,$457.80,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.40,35.50,40.60,Pinpoint,N,2021-09-07,,Arrived,,,NO BGM  no black
6MOZ5,229114,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.30-4.31x2.67,GIA,1395950670,2800,-45.50%,$457.80,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,62.10,35.00,41.00,Pinpoint,N,2021-08-17,,Arrived,,,NO BGM  no black
5MOZ5,229109,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.27-4.29x2.66,GIA,7398950008,2800,-46.00%,$453.60,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.20,35.00,41.20,Pinpoint  Feather,N,2021-08-18,,Arrived,,,NO BGM  no black
3MOZ5,229104,HK,G,round,0.30,D,VVS2,EX,EX,EX,F,4.29-4.31x2.69,GIA,7392950925,2800,-46.00%,$453.60,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.50,35.00,41.20,Pinpoint  Feather,N,2021-08-18,,Arrived,,,NO BGM  no black
YLOZ5,229103,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.24-4.30x2.66,GIA,6405804537,3000,-47.10%,$476.10,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.30,35.00,41.20,Pinpoint  Indented Natural,N,2021-10-19,,Arrived,,,NO BGM  no black
XLOZ5,229101,HK,G,round,0.30,D,VVS1,EX,EX,EX,F,4.30-4.32x2.67,GIA,5406805029,3000,-44.10%,$503.10,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.00,35.00,40.80,Pinpoint  Feather,N,2021-10-21,,Arrived,,,NO BGM  no black
VLOZ5,229096,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.24-4.29x2.68,GIA,1403804303,3000,-46.60%,$480.60,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.80,34.00,41.80,Pinpoint,N,2021-10-19,,Arrived,,,NO BGM  no black
ULOZ5,229091,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.24-4.28x2.66,GIA,6401712434,3000,-47.10%,$476.10,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.50,35.50,40.80,Feather  Indented Natural,N,2021-10-21,,Arrived,,,NO BGM  no black
SLOZ5,229097,HK,G,round,0.30,D,VVS1,EX,EX,EX,F,4.34-4.36x2.58,GIA,2404692254,3000,-44.40%,$500.40,WH,M0,,,BT0,BC0,EC0,,Y,61.00,59.40,33.00,40.80,Pinpoint  Surface Graining,N,2021-10-19,,Arrived,,,NO BGM  no black
RLOZ5,229081,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.24-4.29x2.66,GIA,5406692138,3000,-46.60%,$480.60,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.40,35.50,40.80,Feather,N,2021-10-06,,Arrived,,,NO BGM  no black
QLOZ5,229095,HK,G,round,0.30,D,VVS1,EX,EX,EX,F,4.28-4.30x2.65,GIA,7403692210,3000,-44.10%,$503.10,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.60,34.50,41.20,Pinpoint  Feather,N,2021-10-09,,Arrived,,,NO BGM  no black
PLOZ5,229083,HK,G,round,0.30,D,VVS1,EX,EX,EX,F,4.26-4.28x2.64,GIA,2406694484,3000,-44.60%,$498.60,WH,M0,,,BT0,BC0,EC0,,Y,58.00,61.80,34.50,40.60,Manufacturing Remnant  Feather,N,2021-10-08,,Arrived,,,NO BGM  no black
NLOZ5,229080,HK,G,round,0.30,D,VVS1,EX,EX,EX,F,4.36-4.39x2.64,GIA,2406699381,3000,-44.10%,$503.10,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,60.20,33.00,41.20,Feather,N,2021-10-09,,Arrived,,,NO BGM  no black
MLOZ5,229072,HK,G,round,0.30,D,VVS1,EX,EX,EX,F,4.33-4.34x2.62,GIA,2407699689,3000,-44.10%,$503.10,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,60.40,33.00,41.00,Pinpoint  Feather,N,2021-10-06,,Arrived,,,NO BGM  no black
KLOZ5,229070,HK,G,round,0.30,D,VVS1,EX,EX,EX,F,4.30-4.33x2.65,GIA,3405707246,3000,-44.10%,$503.10,WH,M0,,,BT0,BC0,EC0,,Y,56.00,61.40,35.00,40.60,Pinpoint  Feather,N,2021-10-10,,Arrived,,,NO BGM  no black
JLOZ5,229078,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.28-4.30x2.61,GIA,7401597861,3000,-47.10%,$476.10,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.00,35.00,40.60,Feather  Indented Natural,N,2021-10-09,,Arrived,,,NO BGM  no black
GLOZ5,229075,HK,G,round,0.30,D,VVS1,EX,EX,EX,F,4.28-4.31x2.65,GIA,5403466011,3000,-44.10%,$503.10,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,61.70,35.50,40.60,Pinpoint  Feather,N,2021-09-20,,Arrived,,,NO BGM  no black
FLOZ5,229073,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.24-4.28x2.67,GIA,1409452461,3000,-46.60%,$480.60,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.60,35.00,41.20,Feather,N,2021-09-21,,Arrived,,,NO BGM  no black
DLOZ5,229077,HK,G,round,0.30,D,VVS1,EX,EX,EX,F,4.30-4.32x2.65,GIA,5403452568,3000,-44.10%,$503.10,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.50,34.50,41.40,Feather,N,2021-09-21,,Arrived,,,NO BGM  no black
CLOZ5,229090,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.23-4.28x2.65,GIA,6402229112,3000,-46.90%,$477.90,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.40,35.50,41.20,Pinpoint  Feather,N,2021-09-06,,Arrived,,,NO BGM  no black
9LOZ5,229087,HK,G,round,0.30,D,VVS1,EX,VG,VG,N,4.24-4.29x2.67,GIA,5406264544,3000,-47.90%,$468.90,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.50,35.50,40.80,Pinpoint  Feather,N,2021-09-08,,Arrived,,,NO BGM  no black
3LOZ5,229085,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.23-4.29x2.64,GIA,7391164198,3000,-46.90%,$477.90,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.00,34.50,41.20,Pinpoint  Feather,N,2021-06-23,,Arrived,,,NO BGM  no black
2LOZ5,229093,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.23-4.27x2.66,GIA,7396945837,3000,-46.90%,$477.90,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.70,35.00,41.00,Pinpoint  Feather,N,2021-08-17,,Arrived,,,NO BGM  no black
1LOZ5,229074,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.24-4.28x2.66,GIA,2398946706,3000,-46.90%,$477.90,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.40,35.50,40.80,Pinpoint  Feather,N,2021-08-14,,Arrived,,,NO BGM  no black
YKOZ5,229067,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.24-4.27x2.65,GIA,6395552233,3000,-46.90%,$477.90,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.40,35.50,40.60,Pinpoint  Feather,N,2021-07-17,,Arrived,,,NO BGM  no black
XKOZ5,229069,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.22-4.28x2.67,GIA,2394547563,3000,-46.90%,$477.90,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.80,34.50,41.40,Pinpoint  Feather,N,2021-07-20,,Arrived,,,NO BGM  no black
WKOZ5,229098,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.21-4.27x2.67,GIA,5396360749,3000,-46.90%,$477.90,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.90,35.00,41.40,Pinpoint  Feather,N,2021-07-05,,Arrived,,,NO BGM  no black
VKOZ5,229066,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.23-4.28x2.67,GIA,1395362912,3000,-46.60%,$480.60,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.70,35.00,41.40,Feather,N,2021-07-05,,Arrived,,,NO BGM  no black
UKOZ5,229065,HK,G,round,0.30,D,VVS1,EX,EX,VG,N,4.23-4.29x2.66,GIA,6392350293,3000,-46.90%,$477.90,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,62.40,35.50,40.80,Pinpoint  Feather,N,2021-07-05,,Arrived,,,NO BGM  no black
TKOZ5,229140,HK,G,round,0.30,D,VS1,VG,EX,EX,F,4.18-4.20x2.69,GIA,7411213714,2600,-49.10%,$397.02,WH,M0,,,,,EC0,,Y,55.00,64.20,37.00,40.20,Crystal  Cloud  Pinpoint,N,2021-11-10,,Arrived,,,NO BGM
RKOZ5,229192,HK,G,round,0.30,D,VS1,VG,EX,VG,F,4.20-4.24x2.67,GIA,1417032903,2600,-49.10%,$397.02,WH,M0,,,,,EC0,,Y,59.00,63.30,36.00,41.20,Crystal  Cloud  Pinpoint,N,2021-10-28,,Arrived,,,NO BGM
QKOZ5,229191,HK,G,round,0.30,D,VS1,VG,VG,VG,F,4.16-4.20x2.68,GIA,1419031555,2600,-48.10%,$404.82,WH,M0,,,,,EC0,VG,Y,56.00,64.30,37.50,40.20,Feather,N,2021-10-27,,Arrived,,,NO BGM
PKOZ5,229151,HK,G,round,0.30,D,VS1,VG,EX,VG,F,4.19-4.23x2.67,GIA,6401843331,2600,-49.10%,$397.02,WH,M0,,,,,EC0,EX,Y,57.00,63.40,36.00,40.60,Crystal  Needle  Cloud  Pinpoint,N,2021-10-21,,Arrived,,,NO BGM
OKOZ5,229152,HK,G,round,0.30,D,VS1,VG,EX,VG,F,4.20-4.23x2.63,GIA,5406701287,2600,-49.90%,$390.78,WH,M0,,,,,EC0,,Y,59.00,62.40,37.00,40.00,Crystal  Needle  Pinpoint  Indented Natural,N,2021-10-10,,Arrived,,,NO BGM
NKOZ5,229173,HK,G,round,0.30,D,VS1,VG,EX,VG,F,4.19-4.21x2.68,GIA,2407702126,2600,-48.60%,$400.92,WH,M0,,,,,EC0,,Y,58.00,63.90,36.00,41.00,Crystal  Pinpoint,N,2021-10-11,,Arrived,,,NO BGM
MKOZ5,229159,HK,G,round,0.30,D,VS1,VG,EX,VG,F,4.19-4.25x2.69,GIA,2404699416,2600,-48.60%,$400.92,WH,M0,,,,,EC0,,Y,60.00,63.60,36.00,41.40,Crystal  Pinpoint,N,2021-10-09,,Arrived,,,NO BGM
