field_stock_refno,field_stock_location,field_stock_certno,field_stock_diamond_image,field_stock_videopath,field_stock_shape,field_stock_carat,field_stock_color,field_stock_clarity,field_stock_cut,field_stock_polish,field_stock_symmetry,field_stock_fluorescence,field_stock_diameter,field_stock_table,field_stock_depth,field_stock_certificate,field_stock_rap,field_stock_discount,field_stock_pr_pc,price__number,field_stock_bgm,field_stock_tabinc,field_stock_blackinc,field_stock_eyeclean,field_stock_parishicomments,field_stock_hacode,field_stock_weight,field_stock_girdle,field_stock_girdlecondition,field_stock_ca,field_stock_ch,field_stock_pa,field_stock_ph,field_stock_culet,field_stock_keytosymbols,field_stock_comments,field_stock_status1
25541,HK,6365845339,https:\/\/videop.co.in\/imaged\/HK-4375\/HK-4375.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-4375\u0026zoomslide=1\u0026id=25541,RD,0.41,F,I2,VG,VG,VG,FNT,4.7-4.72*2.96,57.00,62.70,GIA,1000,-52.50,475,194.750000,null,null,null,null,null,null,0.41,MED-STK,Faceted,37.00,16.50,40.60,42.50,N,Feather  Twinning Wisp,null,S
26364,HK,6375783713,https:\/\/videop.co.in\/imaged\/HK-5124\/HK-5124.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5124\u0026zoomslide=1\u0026id=26364,RD,0.30,G,IF,EX,EX,VG,NONE,4.3-4.33*2.64,61.00,61.00,GIA,2700,-40.50,1606,481.950000,null,null,null,null,null,null,0.30,MED-STK,Faceted,32.50,12.50,41.80,44.50,N,Natural  Minor Details of Polish,null,S
221758,HK,2386107841,https:\/\/videop.co.in\/imaged\/S-111E-2601\/S-111E-2601.jpg,https:\/\/videop.co.in\/vision360.html?d=S-111E-2601\u0026zoomslide=1\u0026id=221758,RD,0.50,D,IF,EX,EX,EX,NONE,5.13-5.17*3.08,59.00,59.80,GIA,7000,-42.50,4025,2012.500000,null,-,-,0,null,NO,0.50,MED-STK,null,31.50,12.50,41.00,43.50,N,Minor Details Of Polish,null,S
220640,HK,2376895187,https:\/\/videop.co.in\/imaged\/S-67K-34700\/S-67K-34700.jpg,https:\/\/videop.co.in\/vision360.html?d=S-67K-34700\u0026zoomslide=1\u0026id=220640,RD,1.02,E,SI2,EX,EX,EX,NONE,6.39-6.43*4.01,56.00,62.60,GIA,6600,-36.50,4191,4274.820000,null,-,-,1,null,NO,1.02,MED-STK,null,36.50,16.00,40.80,43.00,N,Cloud  Crystal  Feather  Needle,null,S
222841,HK,3385078549,https:\/\/videop.co.in\/imaged\/S-114J-30000\/S-114J-30000.jpg,https:\/\/videop.co.in\/vision360.html?d=S-114J-30000\u0026zoomslide=1\u0026id=222841,RD,1.50,L,VVS2,GD,EX,GD,MED,6.92-7*4.64,55.00,66.80,GIA,5600,-46.50,2996,4494.000000,null,-,-,0,null,NO,1.50,STK-VTK,null,40.00,19.00,39.20,40.50,N,Feather  Natural,null,S
223995,HK,6381563387,https:\/\/videop.co.in\/imaged\/S-111D-1700\/S-111D-1700.jpg,https:\/\/videop.co.in\/vision360.html?d=S-111D-1700\u0026zoomslide=1\u0026id=223995,RD,1.00,G,VS2,GD,EX,FR,NONE,5.97-6.21*4.04,55.00,66.40,GIA,9000,-62.50,3375,3375.000000,null,-,-,0,null,NO,1.00,MED-VTK,null,40.00,19.00,39.00,40.00,N,Feather  Cavity  Cloud  Crystal  Indented Natural  Needle  Extra Facet,null,S
26975,HK,5376528814,https:\/\/videop.co.in\/imaged\/HK-5636\/HK-5636.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5636\u0026zoomslide=1\u0026id=26975,RD,0.56,D,VS1,EX,EX,EX,MED,5.3-5.33*3.24,60.00,60.90,GIA,4600,-49.50,2323,1300.880000,null,null,null,null,null,null,0.56,MED-STK,Faceted,34.00,13.50,41.20,43.50,N,Crystal  Feather  Pinpoint,null,S
26979,HK,6371393313,https:\/\/videop.co.in\/imaged\/HK-5666\/HK-5666.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5666\u0026zoomslide=1\u0026id=26979,RD,0.55,G,VS1,EX,EX,EX,STR,5.34-5.37*0,62.00,59.60,GIA,4000,-47.50,2100,1155.000000,null,null,null,null,null,null,0.55,-,null,33.00,0.13,41.40,0.44,NON,Crystal  Feather  Pinpoint,null,S
26995,HK,6372726121,https:\/\/videop.co.in\/imaged\/HK-5622\/HK-5622.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5622\u0026zoomslide=1\u0026id=26995,RD,0.80,L,VS1,EX,EX,EX,NONE,5.9-5.94*0,57.00,62.40,GIA,2300,-25.50,1713,1370.800000,null,null,null,null,null,null,0.80,-,null,33.50,0.15,41.40,0.44,NON,Crystal  Cloud  Pinpoint,null,S
25533,HK,6365845465,https:\/\/videop.co.in\/imaged\/HK-4367\/HK-4367.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-4367\u0026zoomslide=1\u0026id=25533,RD,0.44,G,I2,GD,GD,GD,MED,4.75-4.77*3.05,61.00,64.10,GIA,900,-57.50,382,168.300000,null,null,null,null,null,null,0.44,STK-VTK,Faceted,36.00,14.50,41.80,44.00,N,Feather,null,S
26220,HK,6311237009,https:\/\/videop.co.in\/imaged\/HK-4980\/HK-4980.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-4980\u0026zoomslide=1\u0026id=26220,RD,0.54,J,SI2,EX,EX,EX,NONE,5.19-5.21*3.28,56.00,63.00,GIA,2100,-34.50,1375,742.770000,null,null,null,null,null,null,0.54,MED-,Faceted,36.00,16.00,41.20,43.50,N,Crystal,null,S
26255,HK,2366804471,https:\/\/videop.co.in\/imaged\/HK-5015\/HK-5015.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5015\u0026zoomslide=1\u0026id=26255,RD,0.50,I,SI2,EX,EX,EX,NONE,5.05-5.09*3.15,59.00,62.20,GIA,2300,-36.50,1460,730.250000,null,null,null,null,null,null,0.50,MED-STK,Faceted,35.50,15.00,40.80,43.50,N,Crystal,null,S
26303,HK,1377661289,https:\/\/videop.co.in\/imaged\/HK-5063\/HK-5063.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5063\u0026zoomslide=1\u0026id=26303,RD,0.36,I,IF,EX,EX,EX,NONE,4.63-4.65*2.79,58.00,60.10,GIA,2300,-37.50,1437,517.500000,null,null,null,null,null,null,0.36,MED-STK,Faceted,33.00,13.50,40.80,43.00,N,Minor Details of Polish,null,S
26322,HK,1365512161,https:\/\/videop.co.in\/imaged\/HK-5082\/HK-5082.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5082\u0026zoomslide=1\u0026id=26322,RD,0.33,F,VVS1,EX,EX,EX,NONE,4.44-4.45*2.79,58.00,62.70,GIA,2700,-38.50,1660,547.970000,null,null,null,null,null,null,0.33,MED-STK,Faceted,34.00,14.50,41.80,44.50,N,Pinpoint  Surface Graining,null,S
304748,HK,455026039,https:\/\/videop.co.in\/imaged\/P-21-128\/P-21-128.jpg,https:\/\/videop.co.in\/vision360.html?d=P-21-128\u0026zoomslide=1\u0026id=304748,RD,0.80,I,IF,EX,EX,EX,NONE,6.07-6.12*3.58,61.50,58.70,IGI,4400,-40.50,2618,2094.400000,null,T0,B0,0,null,NO,0.80,-,null,32.30,12.00,41.30,44.00,PO,null,null,S
222825,HK,7383077759,https:\/\/videop.co.in\/imaged\/S-108F-3800\/S-108F-3800.jpg,https:\/\/videop.co.in\/vision360.html?d=S-108F-3800\u0026zoomslide=1\u0026id=222825,RD,2.00,K,VVS2,GD,VG,GD,FNT,7.44-7.71*5.13,55.00,67.70,GIA,8900,-44.50,4939,9879.000000,null,-,-,0,null,NO,2.00,STK-VTK,null,40.00,19.50,39.20,41.00,N,Feather  Pinpoint  Natural  Extra Facet,null,S
25529,HK,1365845418,https:\/\/videop.co.in\/imaged\/HK-4363\/HK-4363.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-4363\u0026zoomslide=1\u0026id=25529,RD,0.42,I,I2,GD,GD,GD,FNT,4.76-4.8*2.9,55.00,60.70,GIA,800,-52.50,380,159.600000,null,null,null,null,null,null,0.42,THK-VTK,Faceted,32.00,14.00,39.60,41.00,N,Feather,null,S
25540,HK,1368845366,https:\/\/videop.co.in\/imaged\/HK-4374\/HK-4374.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-4374\u0026zoomslide=1\u0026id=25540,RD,0.47,D,I2,VG,GD,VG,NONE,4.88-4.93*3.06,61.00,62.30,GIA,1100,-52.50,522,245.580000,null,null,null,null,null,null,0.47,STK-THK,Faceted,36.00,14.50,41.20,43.00,N,Twinning Wisp,null,S
25949,HK,1216315960,https:\/\/videop.co.in\/imaged\/HK-4723\/HK-4723.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-4723\u0026zoomslide=1\u0026id=25949,RD,1.00,K,VS2,EX,EX,EX,NONE,6.42-6.44*3.87,62.00,60.20,GIA,4300,-38.50,2644,2644.500000,null,null,null,null,null,null,1.00,THN-STK,Faceted,33.50,12.50,41.00,43.00,VSM,Crystal  Cloud  Feather  Needle  Indented Natural  Natural,Additional clouds are not shown. Pinpoints are not shown.,S
26316,HK,1363429063,https:\/\/videop.co.in\/imaged\/HK-5076\/HK-5076.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5076\u0026zoomslide=1\u0026id=26316,RD,0.33,D,VVS1,EX,EX,EX,NONE,4.42-4.44*2.74,60.00,61.90,GIA,3000,-40.50,1785,589.050000,null,null,null,null,null,null,0.33,STK-,Faceted,34.00,13.50,41.60,44.50,N,Pinpoint,null,S
221856,HK,1383105122,https:\/\/videop.co.in\/imaged\/S-108D-1001\/S-108D-1001.jpg,https:\/\/videop.co.in\/vision360.html?d=S-108D-1001\u0026zoomslide=1\u0026id=221856,RD,0.50,D,IF,EX,EX,EX,NONE,5.12-5.14*3.09,59.00,60.30,GIA,7000,-42.50,4025,2012.500000,null,-,-,0,null,NO,0.50,STK-,null,31.50,12.50,41.00,43.50,N,Minor Details Of Polish,null,S
223542,HK,6382193199,https:\/\/videop.co.in\/imaged\/S-122G-9000\/S-122G-9000.jpg,https:\/\/videop.co.in\/vision360.html?d=S-122G-9000\u0026zoomslide=1\u0026id=223542,RD,1.00,M,VVS2,VG,VG,VG,NONE,6.19-6.28*3.94,62.00,63.10,GIA,3700,-44.50,2053,2053.500000,null,-,-,0,null,NO,1.00,STK-THK,null,36.00,13.50,41.20,43.50,N,Pinpoint  Natural,null,S
26640,HK,2376716707,https:\/\/videop.co.in\/imaged\/HK-5344\/HK-5344.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5344\u0026zoomslide=1\u0026id=26640,OV,1.20,G,VS1,null,EX,VG,MED,7.52-5.56*3.87,62.00,69.60,GIA,6400,-32.50,4320,5184.000000,null,-,-,0,null,NO,1.20,ETK-,null,42.70,18.20,37.30,38.40,N,Crystal  Feather  Needle  Pinpoint,null,S
26824,HK,1216587317,https:\/\/videop.co.in\/imaged\/HK-5511\/HK-5511.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5511\u0026zoomslide=1\u0026id=26824,RD,1.01,I,SI2,EX,EX,EX,NONE,6.45-6.48*3.97,59.00,61.30,GIA,5100,-35.50,3289,3322.400000,null,null,null,null,null,null,1.01,MED-STK,Faceted,32.50,13.00,41.60,44.50,N,Cloud  Feather  Crystal  Cavity  Indented Natural  Natural,Additional clouds are not shown. Pinpoints are not shown.,S
27444,HK,2215705422,https:\/\/videop.co.in\/imaged\/HK-6062\/HK-6062.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6062\u0026zoomslide=1\u0026id=27444,RD,1.00,M,SI1,VG,EX,VG,NONE,6.2-6.27*0,58.00,64.80,GIA,3200,-42.50,1840,1840.000000,null,null,null,null,null,null,1.00,-,null,37.00,0.16,41.20,0.44,NON,Cloud  Crystal  Needle  Natural,null,S
26972,HK,5376195188,https:\/\/videop.co.in\/imaged\/HK-5623\/HK-5623.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5623\u0026zoomslide=1\u0026id=26972,RD,0.70,E,VS2,EX,EX,EX,STR,5.77-5.8*3.47,58.00,60.00,GIA,5300,-48.50,2729,1910.650000,null,null,null,null,null,null,0.70,MED-STK,Faceted,32.50,13.00,41.00,43.50,N,Feather,null,S
27148,HK,2215636650,https:\/\/videop.co.in\/imaged\/HK-5802\/HK-5802.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5802\u0026zoomslide=1\u0026id=27148,RD,1.15,M,VS2,EX,EX,EX,NONE,6.7-6.76*4.14,56.00,61.40,GIA,3400,-36.50,2159,2482.850000,null,null,null,null,null,null,1.15,MED-STK,Faceted,33.50,14.50,40.80,43.00,N,Feather  Crystal  Indented Natural  Needle  Cloud,null,S
27178,HK,2211563524,https:\/\/videop.co.in\/imaged\/HK-5832\/HK-5832.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5832\u0026zoomslide=1\u0026id=27178,RD,1.01,G,VVS2,VG,EX,EX,FNT,6.25-6.29*0,60.00,64.50,GIA,10300,-49.50,5201,5253.520000,null,null,null,null,null,null,1.01,-,null,35.50,0.15,41.80,0.45,NON,Pinpoint  Natural,null,S
27322,HK,3385600035,https:\/\/videop.co.in\/imaged\/HK-5967\/HK-5967.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5967\u0026zoomslide=1\u0026id=27322,RD,1.00,L,SI1,VG,VG,VG,MED,6.18-6.28*0,57.00,64.20,GIA,3500,-42.50,2012,2012.500000,null,null,null,null,null,null,1.00,-,null,38.00,0.17,40.20,0.42,NON,Feather  Cloud  Indented Natural  Needle  Natural,null,S
226255,HK,7383756204,https:\/\/videop.co.in\/imaged\/S-147J-10600\/S-147J-10600.jpg,https:\/\/videop.co.in\/vision360.html?d=S-147J-10600\u0026zoomslide=1\u0026id=226255,RD,1.01,L,VS2,VG,EX,VG,NONE,6.23-6.31*4.04,61.00,64.50,GIA,3800,-42.50,2185,2206.850000,null,-,-,0,null,NO,1.01,STK-THK,null,35.00,13.50,42.20,45.50,N,Crystal  Needle  Pinpoint  Natural,null,S
305430,HK,6372890460,https:\/\/videop.co.in\/imaged\/HKEX-304\/HKEX-304.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-304\u0026zoomslide=1\u0026id=305430,RD,0.64,F,VVS1,EX,EX,EX,STR,5.46-5.5*3.45,57.00,62.90,GIA,4600,-17.50,3795,2428.800000,null,-,-,0,null,NO,0.64,MED-STK,null,36.50,16.00,41.00,43.50,N,Internal Graining,null,S
27201,HK,2213530044,https:\/\/videop.co.in\/imaged\/HK-5855\/HK-5855.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5855\u0026zoomslide=1\u0026id=27201,RD,1.01,L,SI1,EX,EX,EX,NONE,6.42-6.44*0,59.00,61.20,GIA,3500,-31.50,2397,2421.480000,null,null,null,null,null,null,1.01,-,null,34.00,0.14,41.00,0.44,NON,Feather  Crystal  Cloud  Needle,null,S
27321,HK,6214701140,https:\/\/videop.co.in\/imaged\/HK-5966\/HK-5966.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5966\u0026zoomslide=1\u0026id=27321,RD,1.01,H,VS1,GD,EX,VG,MED,6.08-6.16*0,60.00,66.70,GIA,8500,-56.50,3697,3734.480000,null,null,null,null,null,null,1.01,-,null,39.50,0.17,41.00,0.44,NON,Indented Natural  Natural,null,S
206337,HK,2356619797,https:\/\/videop.co.in\/imaged\/R-202E-1700\/R-202E-1700.jpg,https:\/\/videop.co.in\/vision360.html?d=R-202E-1700\u0026zoomslide=1\u0026id=206337,OV,1.50,D,VVS1,null,EX,VG,NONE,8.6-5.81*4.06,59.00,70.00,GIA,14900,-42.50,8567,12851.250000,null,T0,B0,0,null,NO,1.50,ETK-,null,43.70,20.10,37.40,39.60,N,Pinpoint,null,S
27195,HK,5212457873,https:\/\/videop.co.in\/imaged\/HK-5849\/HK-5849.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5849\u0026zoomslide=1\u0026id=27195,RD,2.00,J,SI1,GD,EX,VG,STR,7.74-7.81*0,55.00,66.00,GIA,9400,-44.50,5217,10434.000000,null,null,null,null,null,null,2.00,-,null,38.00,0.18,40.60,0.43,NON,Crystal  Feather  Indented Natural  Natural,null,S
225576,HK,1388703074,https:\/\/videop.co.in\/imaged\/S-90I-26701\/S-90I-26701.jpg,https:\/\/videop.co.in\/vision360.html?d=S-90I-26701\u0026zoomslide=1\u0026id=225576,RD,1.03,L,VVS1,EX,EX,EX,NONE,6.49-6.54*3.94,59.00,60.40,GIA,4400,-34.50,2882,2968.460000,null,-,-,0,null,NO,1.03,STK-,null,31.50,12.50,41.20,43.50,N,Pinpoint  Feather,null,S
27656,HK,1383230870,https:\/\/videop.co.in\/imaged\/HK-6274\/HK-6274.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6274\u0026zoomslide=1\u0026id=27656,RD,0.50,J,VVS2,VG,EX,VG,NONE,5-5.05*3.11,62.00,61.80,GIA,2700,-31.50,1849,924.750000,null,null,null,null,null,null,0.50,MED-THK,Faceted,36.00,14.00,40.80,43.00,VSM,Pinpoint  Indented Natural  Cloud,null,S
27673,HK,2388850229,https:\/\/videop.co.in\/imaged\/HK-6291\/HK-6291.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6291\u0026zoomslide=1\u0026id=27673,RD,0.30,E,SI1,EX,EX,EX,NONE,4.36-4.38*2.61,62.00,59.70,GIA,2100,-30.50,1459,437.850000,null,null,null,null,null,null,0.30,MED-STK,Faceted,33.00,12.50,41.00,43.50,N,Feather,null,S
27674,HK,1387848090,https:\/\/videop.co.in\/imaged\/HK-6292\/HK-6292.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6292\u0026zoomslide=1\u0026id=27674,RD,0.30,E,SI1,EX,EX,EX,NONE,4.27-4.29*2.62,62.00,61.30,GIA,2100,-30.50,1459,437.850000,null,null,null,null,null,null,0.30,THN-STK,Faceted,34.00,13.00,41.40,44.00,N,Cloud,null,S
27675,HK,2386938685,https:\/\/videop.co.in\/imaged\/HK-6293\/HK-6293.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6293\u0026zoomslide=1\u0026id=27675,RD,0.30,F,SI1,EX,EX,EX,NONE,4.37-4.39*2.6,60.00,59.50,GIA,2000,-24.50,1510,453.000000,null,null,null,null,null,null,0.30,MED-,Faceted,33.00,13.00,41.00,43.50,N,Crystal  Cloud,null,S
27676,HK,2388957194,https:\/\/videop.co.in\/imaged\/HK-6294\/HK-6294.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6294\u0026zoomslide=1\u0026id=27676,RD,0.30,I,SI1,EX,EX,EX,FNT,4.28-4.29*2.64,61.00,61.60,GIA,1600,-29.50,1128,338.400000,null,null,null,null,null,null,0.30,MED-STK,Faceted,33.50,13.00,41.60,44.50,N,Crystal,null,S
27693,HK,1389544978,https:\/\/videop.co.in\/imaged\/HK-6311\/HK-6311.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6311\u0026zoomslide=1\u0026id=27693,RD,1.01,I,SI1,EX,EX,EX,NONE,6.36-6.39*3.98,57.00,62.50,GIA,6000,-31.50,4110,4151.100000,null,null,null,null,null,null,1.01,THN-STK,Faceted,36.00,16.00,40.60,42.50,N,Twinning Wisp  Cloud  Crystal  Feather  Indented Natural  Needle,Additional twinning wisps  additional clouds  pinpoints and surface graining are not shown.,S
27706,HK,6372210354,https:\/\/videop.co.in\/imaged\/HK-6321\/HK-6321.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6321\u0026zoomslide=1\u0026id=27706,RD,1.18,M,VVS1,EX,EX,EX,STR,6.7-6.74*0,57.00,63.10,GIA,3900,-44.50,2164,2554.110000,null,null,null,null,null,null,1.18,-,null,36.00,0.16,41.40,0.44,NON,Cavity,null,S
27357,HK,2378214181,https:\/\/videop.co.in\/imaged\/SC-217611\/SC-217611.jpg,https:\/\/videop.co.in\/vision360.html?d=SC-217611\u0026zoomslide=1\u0026id=27357,RD,0.80,K,SI2,VG,VG,VG,FNT,5.77-5.82*3.74,56.00,64.60,GIA,2100,-31.50,1438,1150.800000,null,-,-,0,null,NO,0.80,THN-THK,null,37.50,17.00,40.60,42.50,N,Cloud,null,S
27500,HK,6381107970,https:\/\/videop.co.in\/imaged\/HK-6118\/HK-6118.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6118\u0026zoomslide=1\u0026id=27500,RD,2.17,E,VVS1,EX,EX,EX,NONE,8.22-8.28*5.09,61.00,61.70,GIA,29000,-32.50,19575,42477.750000,null,null,null,null,null,null,2.17,MED-STK,Faceted,34.50,13.50,41.20,43.50,N,Cloud  Feather,null,S
27501,HK,2215465844,https:\/\/videop.co.in\/imaged\/HK-6119\/HK-6119.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6119\u0026zoomslide=1\u0026id=27501,RD,2.11,N,VVS1,EX,EX,EX,MED,8.14-8.17*5.1,57.00,62.50,GIA,6600,-40.50,3927,8285.970000,null,null,null,null,null,null,2.11,MED-STK,Faceted,35.50,15.50,40.80,43.00,N,Cloud  Pinpoint,null,S
27616,HK,3385563860,https:\/\/videop.co.in\/imaged\/HK-6234\/HK-6234.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6234\u0026zoomslide=1\u0026id=27616,RD,1.00,J,SI2,VG,EX,VG,NONE,6.19-6.25*4.03,55.00,64.80,GIA,4500,-40.50,2677,2677.500000,null,null,null,null,null,null,1.00,STK-THK,Faceted,38.50,18.00,40.20,42.00,N,Feather  Crystal  Cavity  Needle  Indented Natural,Clouds are not shown. Surface graining is not shown.,S
224431,HK,2384421492,https:\/\/videop.co.in\/imaged\/S-90I-26700\/S-90I-26700.jpg,https:\/\/videop.co.in\/vision360.html?d=S-90I-26700\u0026zoomslide=1\u0026id=224431,RD,1.07,L,VVS2,EX,EX,EX,NONE,6.6-6.63*4.04,59.00,61.00,GIA,4200,-35.50,2709,2898.630000,null,-,-,0,null,NO,1.07,MED-STK,null,32.00,12.50,41.80,44.50,N,Needle  Cloud  Pinpoint,null,S
224630,HK,6214749644,https:\/\/videop.co.in\/imaged\/S-138J-5100\/S-138J-5100.jpg,https:\/\/videop.co.in\/vision360.html?d=S-138J-5100\u0026zoomslide=1\u0026id=224630,RD,0.75,D,SI2,EX,EX,EX,NONE,5.76-5.8*3.66,54.00,63.30,GIA,3900,-25.50,2905,2179.130000,null,-,-,0,null,NO,0.75,MED-STK,null,36.50,17.00,40.80,43.00,N,Crystal,null,S
