field_stock_refno,field_stock_location,field_stock_certno,field_stock_diamond_image,field_stock_videopath,field_stock_shape,field_stock_carat,field_stock_color,field_stock_clarity,field_stock_cut,field_stock_polish,field_stock_symmetry,field_stock_fluorescence,field_stock_diameter,field_stock_table,field_stock_depth,field_stock_certificate,field_stock_rap,field_stock_discount,field_stock_pr_pc,price__number,field_stock_bgm,field_stock_tabinc,field_stock_blackinc,field_stock_eyeclean,field_stock_parishicomments,field_stock_hacode,field_stock_weight,field_stock_girdle,field_stock_girdlecondition,field_stock_ca,field_stock_ch,field_stock_pa,field_stock_ph,field_stock_culet,field_stock_keytosymbols,field_stock_comments,field_stock_status1
234583,India,2408282628,https:\/\/videop.co.in\/imaged\/T-46E-20400\/T-46E-20400.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46E-20400\u0026zoomslide=1\u0026id=234583,OV,0.70,E,SI1,null,EX,VG,FNT,6.84-4.71*3.02,60.00,64.20,GIA,3800,-44.70,2101,1470.980000,null,-,-,1,-,NO,0.70,VTK-ETK,Faceted,39.70,16.90,37.40,39.40,N,Crystal  Needle,null,S
234498,India,3405267123,https:\/\/videop.co.in\/imaged\/T-40I-5100\/T-40I-5100.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-40I-5100\u0026zoomslide=1\u0026id=234498,RD,1.00,E,SI2,VG,VG,VG,STR,6.25-6.32*4.01,54.00,63.80,GIA,6800,-46.70,3624,3624.400000,null,-,-,1,-,NO,1.00,STK-THK,Faceted,38.00,18.00,39.80,41.50,N,Feather  Crystal  Cavity  Indented Natural  Natural,Internal graining is not shown.,L
236974,India,1419453738,https:\/\/videop.co.in\/imaged\/T-64A-200\/T-64A-200.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-64A-200\u0026zoomslide=1\u0026id=236974,EM,1.03,J,VS1,null,EX,EX,NONE,7-4.7*3.18,60.00,67.70,GIA,4000,-30.70,2772,2855.160000,null,-,-,0,-,NO,1.03,THK-,null,33.90,14.20,56.30,49.70,N,Cloud  Needle,Pinpoints are not shown. Surface graining is not shown.,S
234667,India,6402266952,https:\/\/videop.co.in\/imaged\/T-37C-501\/T-37C-501.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-37C-501\u0026zoomslide=1\u0026id=234667,RD,0.70,D,VS2,VG,EX,VG,MED,5.69-5.77*3.39,64.00,59.10,GIA,5500,-49.70,2766,1936.550000,null,-,-,0,VS2+ MED+,NO,0.70,THN-THK,Faceted,30.00,10.50,41.20,43.50,N,Crystal,null,S
234042,India,6402825678,https:\/\/videop.co.in\/imaged\/T-37G-4201\/T-37G-4201.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-37G-4201\u0026zoomslide=1\u0026id=234042,OV,0.80,D,VS2,null,EX,VG,MED,7.25-5.18*3.16,62.00,61.00,GIA,4500,-36.70,2848,2278.800000,null,-,-,0,-,NO,0.80,THK-ETK,Faceted,31.70,11.60,39.10,41.80,N,Crystal  Twinning Wisp  Knot,null,S
233961,India,6402163453,https:\/\/videop.co.in\/imaged\/T-46C-4000\/T-46C-4000.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46C-4000\u0026zoomslide=1\u0026id=233961,OV,0.70,E,VS1,null,EX,GD,NONE,6.34-4.57*3.2,62.00,70.10,GIA,4500,-42.70,2578,1804.950000,null,-,-,0,-,NO,0.70,ETK-,Faceted,47.60,21.50,35.70,36.90,N,Cloud  Crystal,null,S
234996,India,3405994360,https:\/\/videop.co.in\/imaged\/T-44D-2301\/T-44D-2301.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-44D-2301\u0026zoomslide=1\u0026id=234996,RD,0.55,G,SI1,EX,EX,EX,NONE,5.29-5.32*3.18,59.00,60.00,GIA,3200,-26.70,2345,1290.080000,null,-,-,0,INSPECTION ADVISABLE:NICE SI,NO,0.55,STK-,Faceted,32.00,13.00,41.00,43.00,N,Cloud,null,S
234961,India,7408999342,https:\/\/videop.co.in\/imaged\/T-48H-10800\/T-48H-10800.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-48H-10800\u0026zoomslide=1\u0026id=234961,HE,0.90,E,VVS2,null,EX,EX,FNT,5.63-6.59*3.89,56.00,59.10,GIA,6000,-34.70,3917,3526.200000,null,-,-,0,FNT+,NO,0.90,VTK-ETK,Faceted,37.40,14.30,39.60,37.40,N,Feather  Indented Natural,null,S
233516,India,2417344234,https:\/\/videop.co.in\/imaged\/T-32F-2300\/T-32F-2300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-32F-2300\u0026zoomslide=1\u0026id=233516,RD,1.00,F,VS2,EX,EX,EX,FNT,6.54-6.59*3.85,62.00,58.60,GIA,9800,-32.70,6595,6595.400000,null,-,-,0,-,NO,1.00,THN-MED,Faceted,33.00,12.50,41.00,43.50,N,Crystal  Feather  Needle,Pinpoints are not shown.,S
233538,India,6402106723,https:\/\/videop.co.in\/imaged\/T-41G-13000\/T-41G-13000.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-41G-13000\u0026zoomslide=1\u0026id=233538,OV,0.80,H,SI2,null,EX,VG,NONE,7.71-4.87*3.1,59.00,63.70,GIA,2600,-22.70,2009,1607.840000,null,-,-,1,-,NO,0.80,STK-VTK,Faceted,40.10,16.70,37.70,39.90,N,Twinning Wisp  Feather,null,S
233703,India,7401110159,https:\/\/videop.co.in\/imaged\/T-30A-301\/T-30A-301.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-30A-301\u0026zoomslide=1\u0026id=233703,RD,0.32,D,SI1,EX,EX,EX,NONE,4.37-4.39*2.7,60.00,61.80,GIA,2200,-36.70,1392,445.630000,null,-,-,1,-,NO,0.32,MED-STK,Faceted,33.00,13.00,41.80,44.50,N,Twinning Wisp,null,S
233130,India,7401574004,https:\/\/videop.co.in\/imaged\/T-33K-21000\/T-33K-21000.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-33K-21000\u0026zoomslide=1\u0026id=233130,OV,1.01,H,SI2,null,EX,VG,NONE,7.42-5.31*3.37,55.00,63.40,GIA,4400,-42.70,2521,2546.410000,null,-,-,1,-,NO,1.01,ETK-,Faceted,42.20,20.30,32.80,31.60,N,Feather  Cloud  Crystal,Additional clouds are not shown.,S
236329,India,2414362985,https:\/\/videop.co.in\/imaged\/T-49D-11800\/T-49D-11800.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49D-11800\u0026zoomslide=1\u0026id=236329,RD,0.50,I,SI2,EX,EX,EX,NONE,5.05-5.09*3.14,60.00,61.80,GIA,2300,-23.70,1754,877.450000,null,-,-,0,I+,NO,0.50,STK-,Faceted,33.00,13.00,41.60,44.50,N,Feather,null,S
234737,India,6405313691,https:\/\/videop.co.in\/imaged\/T-45I-14300\/T-45I-14300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-45I-14300\u0026zoomslide=1\u0026id=234737,RD,1.00,I,SI1,GD,VG,GD,NONE,6.02-6.14*4.04,57.00,66.50,GIA,6200,-49.70,3118,3118.600000,null,-,-,0,SI1+,NO,1.00,THN-VTK,Faceted,40.00,18.00,39.60,41.50,N,Cloud  Feather  Crystal  Needle  Indented Natural  Natural,Additional clouds are not shown. Pinpoints are not shown.,L
232205,India,3395769472,https:\/\/videop.co.in\/imaged\/T-24E-12100\/T-24E-12100.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-24E-12100\u0026zoomslide=1\u0026id=232205,RD,1.00,E,VS2,EX,EX,VG,NONE,6.29-6.37*3.99,56.00,63.10,GIA,10300,-33.70,6828,6828.900000,null,-,-,0,-,NO,1.00,MED-STK,Faceted,36.50,16.50,40.80,43.00,N,Crystal  Feather  Indented Natural  Cloud  Needle  Natural,Pinpoints are not shown.,S
235699,India,6405733849,https:\/\/videop.co.in\/imaged\/T-46F-38600\/T-46F-38600.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46F-38600\u0026zoomslide=1\u0026id=235699,RD,0.70,K,VVS1,VG,VG,VG,NONE,5.48-5.55*3.55,57.00,64.30,GIA,2900,-36.70,1835,1284.990000,null,-,-,0,J,NO,0.70,STK-THK,Faceted,38.50,17.00,39.80,41.50,N,Feather,null,S
232826,India,1419347259,https:\/\/videop.co.in\/imaged\/T-24F-13700\/T-24F-13700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-24F-13700\u0026zoomslide=1\u0026id=232826,RD,0.60,D,VS2,EX,EX,EX,NONE,5.44-5.46*3.3,57.00,60.60,GIA,4200,-24.70,3162,1897.560000,null,-,-,0,-,NO,0.60,THN-STK,Faceted,34.50,15.00,40.60,42.50,VSM,Cloud,null,S
233469,India,6402542368,https:\/\/videop.co.in\/imaged\/T-36F-5201\/T-36F-5201.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-36F-5201\u0026zoomslide=1\u0026id=233469,RD,0.70,E,VS1,VG,EX,VG,FNT,5.78-5.81*3.36,64.00,58.00,GIA,5600,-43.70,3152,2206.960000,null,-,-,0,-,NO,0.70,VTN-THK,Faceted,30.50,10.50,41.00,43.50,N,Feather  Pinpoint,null,S
232960,India,1397922832,https:\/\/videop.co.in\/imaged\/T-24H-31700\/T-24H-31700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-24H-31700\u0026zoomslide=1\u0026id=232960,RD,0.50,D,VS1,VG,VG,GD,NONE,4.91-4.98*3.2,54.00,64.70,GIA,4600,-50.70,2267,1133.900000,null,-,-,0,-,NO,0.50,STK-THK,Faceted,37.00,17.50,40.20,42.00,N,Crystal  Cloud  Pinpoint  Indented Natural,null,S
233123,India,6401520150,https:\/\/videop.co.in\/imaged\/T-15F-8400\/T-15F-8400.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-15F-8400\u0026zoomslide=1\u0026id=233123,RD,1.00,H,VVS2,VG,VG,VG,MED,6.36-6.45*3.89,65.00,60.70,GIA,9200,-42.70,5271,5271.600000,null,-,-,0,VVS2+,NO,1.00,STK-THK,Faceted,30.50,10.50,42.00,45.00,N,Pinpoint  Indented Natural,Internal graining is not shown.,S
235404,India,6405614327,https:\/\/videop.co.in\/imaged\/T-38H-4200\/T-38H-4200.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-38H-4200\u0026zoomslide=1\u0026id=235404,RD,0.57,E,VVS1,EX,EX,EX,NONE,5.41-5.43*3.29,57.00,60.80,GIA,5000,-10.70,4465,2545.050000,null,-,-,0,D-,NO,0.57,THN-MED,Faceted,31.50,13.00,41.80,44.50,N,Feather,null,S
235428,India,3405613395,https:\/\/videop.co.in\/imaged\/T-45F-6201\/T-45F-6201.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-45F-6201\u0026zoomslide=1\u0026id=235428,RD,0.33,F,IF,EX,EX,EX,NONE,4.53-4.54*2.73,59.00,60.10,GIA,2900,-10.70,2589,854.600000,null,-,-,0,-,NO,0.33,THN-MED,Faceted,31.50,12.50,41.80,44.50,N,Minor Details of Polish,null,S
306540,India,1405918554,https:\/\/videop.co.in\/imaged\/P-22-257\/P-22-257.jpg ,https:\/\/videop.co.in\/vision360.html?d=P-22-257\u0026zoomslide=1\u0026id=306540,RD,0.40,G,SI1,EX,EX,EX,NONE,4.77-4.8*2.85,60.00,59.50,GIA,2200,-24.70,1656,662.640000,null,-,-,0,-,NO,0.40,MED-STK,Faceted,33.00,13.00,40.80,43.00,N,Crystal,null,S
235535,India,6401636226,https:\/\/videop.co.in\/imaged\/T-41E-8300\/T-41E-8300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-41E-8300\u0026zoomslide=1\u0026id=235535,RD,0.80,I,VVS1,VG,EX,VG,V.STR,5.74-5.81*3.73,56.00,64.60,GIA,4200,-33.70,2784,2227.680000,null,-,-,0,I+  V.STR+,NO,0.80,THN-THK,Faceted,38.50,18.00,40.00,42.00,N,Feather  Indented Natural,null,S
235200,India,1415165952,https:\/\/videop.co.in\/imaged\/T-41D-4600\/T-41D-4600.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-41D-4600\u0026zoomslide=1\u0026id=235200,RD,0.70,D,VVS2,VG,EX,VG,FNT,5.46-5.52*3.55,57.00,64.70,GIA,6300,-48.70,3231,2262.330000,null,-,-,0,-,NO,0.70,THN-THK,Faceted,38.50,17.50,39.80,41.50,N,Pinpoint  Feather,null,S
235253,India,6415165880,https:\/\/videop.co.in\/imaged\/T-46C-5300\/T-46C-5300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46C-5300\u0026zoomslide=1\u0026id=235253,RD,0.50,F,VS1,VG,VG,GD,NONE,4.96-5.07*3.11,66.00,62.00,GIA,4200,-43.70,2364,1182.300000,null,-,-,0,-,NO,0.50,ETN-THK,Faceted,33.00,11.50,42.00,45.00,N,Crystal  Cloud  Manufacturing Remnant  Pinpoint,null,S
235293,India,7401586732,https:\/\/videop.co.in\/imaged\/T-45G-8400\/T-45G-8400.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-45G-8400\u0026zoomslide=1\u0026id=235293,RD,1.00,H,SI1,GD,VG,FR,NONE,5.99-6.12*4.05,55.00,66.90,GIA,6900,-54.70,3125,3125.700000,null,-,-,0,-,NO,1.00,THK-VTK,Faceted,40.00,19.00,39.20,40.50,N,Cloud  Indented Natural  Natural,Additional clouds  pinpoints and surface graining are not shown.,S
237593,India,210000213288,https:\/\/videop.co.in\/imaged\/T-57G-18500\/T-57G-18500.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-57G-18500\u0026zoomslide=1\u0026id=237593,RD,0.70,G,VS2,EX,EX,EX,NONE,5.68-5.72*3.46,61.00,60.60,HRD,4800,-33.70,3182,2227.680000,null,-,-,0,-,NO,0.70,STK-STK,medium 4.5 % faceted,33.10,12.50,41.20,44.00,PO,null,null,S
237777,India,502188936,https:\/\/videop.co.in\/imaged\/T-63A-11300\/T-63A-11300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-63A-11300\u0026zoomslide=1\u0026id=237777,RD,1.00,H,VS1,EX,EX,EX,NONE,6.33-6.38*3.97,56.00,62.50,IGI,8800,-42.70,5042,5042.400000,null,-,-,0,-,NO,1.00,-,25,36.50,16.00,40.70,43.00,PO,null,N\/A,S
235137,India,5416082244,https:\/\/videop.co.in\/imaged\/T-41B-900\/T-41B-900.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-41B-900\u0026zoomslide=1\u0026id=235137,RD,1.00,G,SI1,GD,EX,GD,NONE,6.03-6.15*4.01,55.00,65.90,GIA,7400,-48.70,3796,3796.200000,null,-,-,0,SI1+ INSPECTION ADVISABLE ,NO,1.00,THK-VTK,Faceted,40.00,19.00,38.80,40.00,N,Feather  Cloud  Needle  Pinpoint  Indented Natural  Natural,Additional pinpoints are not shown. Surface graining is not shown.,S
236123,India,6405853494,https:\/\/videop.co.in\/imaged\/T-51H-5300\/T-51H-5300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-51H-5300\u0026zoomslide=1\u0026id=236123,RD,1.00,F,SI1,VG,VG,VG,NONE,6.27-6.33*3.89,64.00,61.70,GIA,7800,-41.70,4547,4547.400000,null,-,-,1,E-,NO,1.00,STK-THK,Faceted,35.00,13.00,41.20,43.50,VSM,Crystal  Feather  Needle  Indented Natural  Natural,Clouds are not shown. Pinpoints are not shown.,L
236354,India,5403856520,https:\/\/videop.co.in\/imaged\/T-52D-2900\/T-52D-2900.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-52D-2900\u0026zoomslide=1\u0026id=236354,RD,1.00,G,VS1,GD,VG,FR,FNT,5.9-6.08*4.05,59.00,67.60,GIA,10100,-60.70,3969,3969.300000,null,-,-,0,VS1+,NO,1.00,THK-VTK,Faceted,40.00,18.00,40.40,42.50,VSM,Cloud  Natural,Surface graining is not shown.,S
236325,India,7403855274,https:\/\/videop.co.in\/imaged\/T-51I-7400\/T-51I-7400.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-51I-7400\u0026zoomslide=1\u0026id=236325,RD,1.00,E,SI1,VG,EX,VG,FNT,6.14-6.24*4.03,59.00,65.00,GIA,8300,-43.70,4672,4672.900000,null,-,-,0,INSPECTION ADVISABLE ,NO,1.00,STK-THK,Faceted,37.00,15.50,41.20,44.00,N,Cloud  Crystal  Etch Channel  Feather  Needle  Indented Natural  Natural,Additional clouds  pinpoints and surface graining are not shown.,L
235491,India,3415190890,https:\/\/videop.co.in\/imaged\/T-49D-10601\/T-49D-10601.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49D-10601\u0026zoomslide=1\u0026id=235491,EM,0.32,F,IF,null,EX,GD,NONE,4.68-3.36*2.29,64.00,68.30,GIA,2200,-48.70,1128,361.150000,null,-,-,0,-,NO,0.32,THN-STK,null,35.80,11.70,54.80,53.90,N,Minor Details of Polish,null,S
237505,India,210000213285,https:\/\/videop.co.in\/imaged\/T-57G-16700\/T-57G-16700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-57G-16700\u0026zoomslide=1\u0026id=237505,RD,0.50,G,VVS2,EX,EX,EX,NONE,5.08-5.11*3.15,57.00,61.90,HRD,4100,-36.70,2595,1297.650000,null,-,-,0,-,NO,0.50,MED-STK,medium 4.0 % faceted,32.50,14.00,41.50,44.00,PO,null,null,S
237497,India,210000213281,https:\/\/videop.co.in\/imaged\/T-59I-10201\/T-59I-10201.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-59I-10201\u0026zoomslide=1\u0026id=237497,RD,0.50,G,VS2,EX,EX,EX,NONE,5.12-5.15*3.11,57.00,60.50,HRD,3800,-34.70,2481,1240.700000,null,-,-,0,-,NO,0.50,MED-STK,medium 3.5 % faceted,32.40,13.50,41.00,43.50,PO,null,null,S
234950,India,6401994345,https:\/\/videop.co.in\/imaged\/T-42K-8000\/T-42K-8000.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-42K-8000\u0026zoomslide=1\u0026id=234950,RD,0.50,K,VVS1,EX,EX,EX,NONE,5.21-5.23*3.05,60.00,58.40,GIA,2400,-42.70,1375,687.600000,BR2,-,-,0,FAINT BROWN,NO,0.50,THN-MED,Faceted,31.50,12.50,41.00,43.50,N,Cloud  Pinpoint  Internal Graining  Extra Facet,null,S
235526,India,6402653736,https:\/\/videop.co.in\/imaged\/T-48J-16700\/T-48J-16700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-48J-16700\u0026zoomslide=1\u0026id=235526,RD,1.00,H,VS1,FR,VG,GD,FNT,5.85-6.01*4.07,56.00,68.60,GIA,8800,-59.70,3546,3546.400000,null,-,-,0,INSPECTION ADVISABLE,NO,1.00,VTK-ETK,Faceted,41.50,19.50,39.00,40.50,N,Feather  Natural,null,S
235481,India,5403612376,https:\/\/videop.co.in\/imaged\/T-45H-10300\/T-45H-10300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-45H-10300\u0026zoomslide=1\u0026id=235481,RD,1.00,H,VS2,GD,EX,FR,NONE,5.88-6.12*4.06,58.00,67.70,GIA,8300,-52.70,3925,3925.900000,null,-,-,0,H+ VS1-,NO,1.00,STK-VTK,Faceted,40.00,18.00,40.00,42.50,N,Indented Natural  Feather  Cloud  Pinpoint  Natural  Extra Facet,Additional clouds  additional pinpoints and surface graining are not shown.,L
234901,India,1405430124,https:\/\/videop.co.in\/imaged\/T-44F-5600\/T-44F-5600.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-44F-5600\u0026zoomslide=1\u0026id=234901,RD,0.80,F,VS2,EX,EX,VG,NONE,5.81-5.9*3.72,56.00,63.60,GIA,5000,-23.70,3815,3052.000000,null,-,-,0,VS1 INSPECTION ADVISABLE,NO,0.80,THN-STK,Faceted,36.50,16.50,41.00,43.50,N,Indented Natural  Feather,null,S
235079,India,6401539814,https:\/\/videop.co.in\/imaged\/T-42J-7501\/T-42J-7501.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-42J-7501\u0026zoomslide=1\u0026id=235079,RD,0.30,E,SI1,VG,EX,EX,NONE,4.4-4.43*2.57,61.00,58.20,GIA,2100,-36.70,1329,398.790000,null,-,-,0,SI1+,NO,0.30,MED-,Faceted,31.50,12.00,41.00,43.50,N,Feather,null,S
235382,India,6401613342,https:\/\/videop.co.in\/imaged\/T-44I-12200\/T-44I-12200.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-44I-12200\u0026zoomslide=1\u0026id=235382,RD,0.50,K,VVS1,EX,EX,EX,FNT,5.1-5.13*3.1,59.00,60.60,GIA,2400,-43.70,1351,675.600000,BR2,-,-,0,J FAINT BROWN,NO,0.50,MED-STK,Faceted,32.00,13.00,41.20,43.50,N,Internal Graining  Pinpoint,null,S
235690,India,5416253602,https:\/\/videop.co.in\/imaged\/T-49D-11801\/T-49D-11801.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49D-11801\u0026zoomslide=1\u0026id=235690,OV,0.38,H,VVS1,null,EX,VG,NONE,6.33-4.01*2.37,62.00,59.00,GIA,1800,-30.70,1247,474.010000,null,-,-,0,-,NO,0.38,STK-ETK,Faceted,31.80,12.00,39.90,42.10,N,Internal Graining,null,S
236858,India,5413017886,https:\/\/videop.co.in\/imaged\/T-57D-5000\/T-57D-5000.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-57D-5000\u0026zoomslide=1\u0026id=236858,RD,1.00,G,VS2,GD,EX,GD,FNT,5.95-6.12*4.07,62.00,67.40,GIA,9300,-56.70,4026,4026.900000,null,-,-,0,-,NO,1.00,THN-VTK,Faceted,40.00,16.50,41.20,44.00,N,Feather  Cavity  Pinpoint  Indented Natural,null,S
235736,India,6411252535,https:\/\/videop.co.in\/imaged\/T-43A-101\/T-43A-101.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-43A-101\u0026zoomslide=1\u0026id=235736,RD,0.80,E,VVS2,VG,VG,VG,NONE,6-6.06*3.54,65.00,58.70,GIA,5900,-20.70,4678,3742.960000,null,-,-,0,D-,NO,0.80,MED-THK,Faceted,31.50,11.00,41.20,43.50,N,Pinpoint  Feather  Indented Natural  Extra Facet,null,S
237341,India,2418126888,https:\/\/videop.co.in\/imaged\/T-56G-13100\/T-56G-13100.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-56G-13100\u0026zoomslide=1\u0026id=237341,RD,1.70,H,SI2,EX,EX,EX,NONE,7.57-7.61*4.77,58.00,62.90,GIA,7700,-16.70,6414,10903.970000,null,-,-,1,G,NO,1.70,MED-STK,Faceted,35.00,15.00,41.40,44.00,N,Crystal  Twinning Wisp  Feather  Needle  Indented Natural  Natural,Additional twinning wisps  pinpoints and surface graining are not shown.,S
235995,India,7413302103,https:\/\/videop.co.in\/imaged\/T-55G-3800\/T-55G-3800.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-55G-3800\u0026zoomslide=1\u0026id=235995,OV,0.90,D,SI1,null,EX,VG,NONE,7.92-5.12*3.25,60.00,63.60,GIA,5100,-32.70,3432,3089.070000,null,-,-,0,-,NO,0.90,THK-ETK,Faceted,40.40,16.10,38.00,40.20,N,Crystal  Cloud,null,S
235650,India,7411263221,https:\/\/videop.co.in\/imaged\/T-48G-8700\/T-48G-8700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-48G-8700\u0026zoomslide=1\u0026id=235650,RD,0.63,E,VVS1,EX,EX,EX,MED,5.45-5.49*3.43,56.00,62.80,GIA,5000,-20.70,3965,2497.950000,null,-,-,0,FNT-,NO,0.63,THN-MED,Faceted,36.50,16.00,41.00,43.50,N,Pinpoint  Surface Graining,null,S
236224,India,2416340333,https:\/\/videop.co.in\/imaged\/T-46F-30801\/T-46F-30801.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46F-30801\u0026zoomslide=1\u0026id=236224,EM,0.30,H,VS2,null,VG,VG,NONE,4.84-3.24*2.11,65.00,65.10,GIA,1500,-36.70,949,284.850000,null,-,-,0,G- ,NO,0.30,VTN-MED,null,32.80,11.50,54.70,52.20,N,Feather  Cloud,null,S
235908,India,2407794604,https:\/\/videop.co.in\/imaged\/T-49F-34300\/T-49F-34300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49F-34300\u0026zoomslide=1\u0026id=235908,RD,0.50,G,VVS2,EX,EX,EX,MED,5.05-5.08*3.2,56.00,63.10,GIA,4100,-40.70,2431,1215.650000,null,-,-,0,-,NO,0.50,THN-MED,Faceted,36.50,16.50,41.00,43.50,N,Pinpoint  Indented Natural  Feather,null,S
236449,India,7402894139,https:\/\/videop.co.in\/imaged\/T-49E-23200\/T-49E-23200.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49E-23200\u0026zoomslide=1\u0026id=236449,RD,0.60,H,VVS2,VG,EX,GD,MED,5.21-5.27*3.37,55.00,64.30,GIA,3900,-40.70,2312,1387.620000,null,-,-,0,VVS1-,NO,0.60,STK-THK,Faceted,38.50,18.00,39.80,41.50,VSM,Pinpoint  Natural,null,L
236344,India,6402840471,https:\/\/videop.co.in\/imaged\/T-49F-34700\/T-49F-34700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49F-34700\u0026zoomslide=1\u0026id=236344,RD,0.70,H,VS2,GD,EX,GD,V.STR,5.41-5.52*3.55,54.00,65.00,GIA,4500,-50.70,2218,1552.950000,null,-,-,0,-,NO,0.70,STK-VTK,Faceted,39.50,19.00,38.80,40.00,N,Crystal  Indented Natural  Feather,null,S
236035,India,5403856160,https:\/\/videop.co.in\/imaged\/T-49F-37201\/T-49F-37201.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49F-37201\u0026zoomslide=1\u0026id=236035,RD,0.30,K,VVS1,VG,VG,GD,NONE,4.46-4.48*2.51,64.00,56.10,GIA,1700,-43.70,957,287.130000,null,-,-,0,J,NO,0.30,THN-STK,Faceted,30.00,10.50,40.80,43.00,N,Pinpoint  Feather  Chip,null,S
236488,India,5406892399,https:\/\/videop.co.in\/imaged\/T-54A-800\/T-54A-800.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-54A-800\u0026zoomslide=1\u0026id=236488,RD,0.30,E,VS2,VG,VG,VG,NONE,4.36-4.4*2.6,64.00,59.30,GIA,2300,-39.70,1386,416.070000,null,-,-,0,-,NO,0.30,THN-STK,Faceted,31.00,10.50,42.00,45.00,N,Cloud,null,S
235812,India,7401727987,https:\/\/videop.co.in\/imaged\/T-55K-6000\/T-55K-6000.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-55K-6000\u0026zoomslide=1\u0026id=235812,HE,0.90,G,VS2,null,EX,VG,NONE,5.87-6.89*3.83,59.00,55.60,GIA,4800,-30.70,3326,2993.760000,BR1,-,-,0,F-,NO,0.90,STK-VTK,Faceted,34.20,12.20,39.80,38.50,N,Crystal,null,S
236291,India,7401836234,https:\/\/videop.co.in\/imaged\/T-46E-26100\/T-46E-26100.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46E-26100\u0026zoomslide=1\u0026id=236291,RD,0.50,H,VS1,EX,EX,VG,NONE,4.97-5.05*3.2,56.00,63.90,GIA,3800,-32.70,2557,1278.700000,null,-,-,0,-,NO,0.50,MED-STK,Faceted,36.00,16.50,41.20,44.00,N,Crystal  Feather  Cloud  Indented Natural,null,S
236419,India,6402892088,https:\/\/videop.co.in\/imaged\/T-52H-7601\/T-52H-7601.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-52H-7601\u0026zoomslide=1\u0026id=236419,RD,0.30,H,IF,EX,EX,EX,FNT,4.28-4.3*2.68,58.00,62.50,GIA,2500,-41.70,1457,437.250000,null,-,-,0,G-,NO,0.30,MED-STK,Faceted,34.50,14.50,41.80,44.50,N,Minor Details of Polish,null,S
