REPORT_NO,STAGE,LOCATION,PACKET_NO,SHAPE,CTS,COLOR,PURITY,CUT,POLISH,SYMM,FLS,LAB,LENGTH_1,WIDTH,DEPTH,DEPTH_PER,TABLE_PER,DISC_PER,RATE,VALUE,NET_RATE,NET_VALUE,CROWN_ANGLE,CROWN_HEIGHT,PAV_ANGLE,PAV_HEIGHT,LWD,SHADE,PROPORTION,CULET,GIRDLE,CENTER_BLACK,SIDE_BLACK,CENTER_WHITE,SIDE_WHITE,MILKY,COMMENT_1,COMMENT_2,LASER_INSCRIPTION,ROUGH_MINE,BRILLIANCY,COP,POP,EYE_CLEAN,GIRDLE_PER,GRAINING,HA,LUSTER,NATURAL,RATIO,REPORT_COMMENT,KEY_TO_SYMBOLS,REPORT_DATE,STAR,DNA_LINK,VIDEO_JSON,VIDEO_MP4,CERTI_PDF,CERTI_JPG,REAL_IMAGE,ASST_SCOPE_IMAGE,HEART_IMAGE,DIAGRAM_IMAGE,ARROW_IMAGE
5376570150,A,INDIA,90173,ROUND,0.800,D,VVS1,EX,EX,EX,NON,GIA,6.06,6.04,3.64,60.00,59.00,5.000,6900.00,5520.00,7245.00,5796.00,31.50,12.50,41.60,44.00,6.06-6.04*3.64,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 5376570150,,,,,YES,3.50,N,GD,,N,,,Pinpoint  Cloud,10-02-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=90173,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90173/90173.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90173/5376570150.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90173/5376570150.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90173/90173_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90173/90173_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90173/90173_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90173/90173_AR.jpg
6217350641,A,INDIA,PB20-425,ROUND,0.990,D,VVS1,EX,EX,EX,VST,GIA,6.38,6.36,3.97,62.30,59.00,-37.000,11000.00,10890.00,6930.00,6860.70,33.00,13.50,41.80,44.50,6.38-6.36*3.97,NONE,3EX,NON,STK,,,,,ML-0,,,GIA 6217350641,,,,,,4.50,,GD,,,,,Pinpoint  Feather,10-02-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=PB20-425,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-425/PB20-425.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-425/6217350641.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-425/6217350641.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-425/PB20-425_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-425/PB20-425_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-425/PB20-425_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-425/PB20-425_AR.jpg
2215350663,A,INDIA,PB20-427,ROUND,0.990,D,VVS1,EX,EX,EX,VST,GIA,6.36,6.33,3.97,62.50,58.00,-38.000,11000.00,10890.00,6820.00,6751.80,35.50,15.00,41.00,43.50,6.36-6.33*3.97,NONE,3EX,NON,MED to STK,,,,,ML-0,,,GIA 2215350663,,,,,,4.00,,GD,,,,,Pinpoint  Feather,22-02-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=PB20-427,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-427/PB20-427.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-427/2215350663.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-427/2215350663.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-427/PB20-427_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-427/PB20-427_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-427/PB20-427_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-427/PB20-427_AR.jpg
2155032619,A,INDIA,PB20-433,ROUND,0.990,E,VVS1,EX,EX,EX,VST,GIA,6.37,6.35,3.98,62.60,58.00,-33.000,10100.00,9999.00,6767.00,6699.33,36.00,15.50,41.20,43.50,6.37-6.35*3.98,NONE,3EX,NON,MED to STK,,,,,ML-0,,,GIA 2155032619,,,,,,3.50,,GD,,,,,Pinpoint,27-02-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=PB20-433,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-433/PB20-433.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-433/2155032619.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-433/2155032619.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-433/PB20-433_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-433/PB20-433_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-433/PB20-433_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/PB20-433/PB20-433_AR.jpg
5376874379,A,INDIA,90740,ROUND,0.960,D,VVS1,EX,EX,EX,VST,GIA,6.38,6.36,3.92,61.60,57.00,-33.500,11000.00,10560.00,7315.00,7022.40,33.00,14.00,41.60,44.50,6.38-6.36*3.92,NONE,3EX,NON,MED,0,0,0,0,ML-0,,,GIA 5376874379,,,,,YES,3.50,N,GD,,N,,,Pinpoint  Surface Graining,08-03-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=90740,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90740/90740.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90740/5376874379.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90740/5376874379.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90740/90740_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90740/90740_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90740/90740_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90740/90740_AR.jpg
6371727681,A,INDIA,90789,ROUND,0.970,F,VVS1,EX,EX,EX,STG,GIA,6.38,6.36,3.86,60.60,59.00,-21.000,9300.00,9021.00,7347.00,7126.59,32.00,13.00,41.00,43.50,6.38-6.36*3.86,NONE,3EX,NON,STK,0,0,0,0,ML-0,,,GIA 6371727681,,,,,YES,4.50,N,GD,,N,,,Pinpoint,15-04-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=90789,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90789/90789.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90789/6371727681.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90789/6371727681.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90789/90789_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90789/90789_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90789/90789_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90789/90789_AR.jpg
2377963617,A,INDIA,91553,ROUND,1.200,D,VVS1,EX,EX,EX,STG,GIA,6.87,6.85,4.13,60.20,60.00,-33.000,15600.00,18720.00,10452.00,12542.40,31.50,12.00,41.00,43.50,6.87-6.85*4.13,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 2377963617,,,,,YES,4.50,N,GD,,N,,Surface graining is not shown.,Feather,03-04-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=91553,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91553/91553.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91553/2377963617.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91553/2377963617.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91553/91553_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91553/91553_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91553/91553_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91553/91553_AR.jpg
2376868293,A,INDIA,91631,ROUND,0.990,D,VVS1,EX,EX,EX,STG,GIA,6.37,6.35,3.98,62.50,59.00,-32.500,11000.00,10890.00,7425.00,7350.75,35.50,15.00,41.20,44.00,6.37-6.35*3.98,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 2376868293,,,,,YES,4.00,N,GD,,N,,,Pinpoint,22-03-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=91631,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91631/91631.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91631/2376868293.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91631/2376868293.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91631/91631_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91631/91631_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91631/91631_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91631/91631_AR.jpg
6381434282,A,INDIA,91806,ROUND,1.180,E,VVS1,EX,EX,EX,STG,GIA,6.86,6.83,4.17,60.90,58.00,-23.000,13600.00,16048.00,10472.00,12356.96,32.50,13.50,41.60,44.00,6.86-6.83*4.17,NONE,3EX,NON,THN to MED,0,0,0,0,ML-0,,,GIA 6381434282,,,,,YES,3.50,Y,GD,,N,,,Feather,29-04-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=91806,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91806/91806.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91806/6381434282.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91806/6381434282.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91806/91806_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91806/91806_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91806/91806_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91806/91806_AR.jpg
7383074534,A,INDIA,91976,ROUND,1.410,D,VVS1,EX,EX,EX,STG,GIA,7.27,7.24,4.42,60.90,59.00,-24.000,15600.00,21996.00,11856.00,16716.96,31.50,12.50,41.80,44.50,7.27-7.24*4.42,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 7383074534,,,,,YES,4.00,Y,GD,,N,,Surface graining is not shown.,Pinpoint  Feather,16-04-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=91976,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91976/91976.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91976/7383074534.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91976/7383074534.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91976/91976_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91976/91976_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91976/91976_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91976/91976_AR.jpg
2384267396,A,INDIA,92018,ROUND,0.810,D,VVS1,EX,EX,EX,NON,GIA,6.06,6.04,3.66,60.50,59.00,6.000,6900.00,5589.00,7314.00,5924.34,31.50,12.50,41.60,44.50,6.06-6.04*3.66,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 2384267396,,,,,YES,3.50,,GD,,N,,,Feather,08-04-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=92018,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92018/92018.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92018/2384267396.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92018/2384267396.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92018/92018_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92018/92018_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92018/92018_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92018/92018_AR.jpg
3385046477,A,INDIA,92073,ROUND,0.930,D,VVS1,EX,EX,EX,STG,GIA,6.36,6.34,3.84,60.50,59.00,-28.000,11000.00,10230.00,7920.00,7365.60,31.50,12.50,41.80,44.50,6.36-6.34*3.84,NONE,3EX,NON,THN to MED,0,0,0,0,ML-0,,,GIA 3385046477,,,,,YES,3.00,N,GD,,N,,,Cloud  Pinpoint,27-04-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=92073,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92073/92073.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92073/3385046477.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92073/3385046477.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92073/92073_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92073/92073_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92073/92073_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92073/92073_AR.jpg
6381448489,A,INDIA,92106,ROUND,1.160,D,VVS1,EX,EX,EX,MED,GIA,6.86,6.83,4.12,60.20,59.00,-27.000,15600.00,18096.00,11388.00,13210.08,31.50,12.50,41.80,44.50,6.86-6.83*4.12,NONE,3EX,NON,THN to STK,0,0,0,0,ML-0,,,GIA 6381448489,,,,,YES,3.00,N,GD,,N,,Internal graining is not shown.,Feather,24-04-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=92106,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92106/92106.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92106/6381448489.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92106/6381448489.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92106/92106_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92106/92106_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92106/92106_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92106/92106_AR.jpg
