stock_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
10246900,HK,G,round,0.40,H,VS2,EX,EX,EX,N,4.72x4.75x2.92,GIA,6405785229,2400,-27.00%,$700.80,WH,M0,,,,,EC0,,Y,58.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246896,HK,G,round,0.40,H,VS2,EX,EX,EX,N,4.68x4.71x2.89,GIA,2407423197,2400,-27.00%,$700.80,WH,M0,,,,,EC0,,Y,60.00,61.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246895,HK,G,round,0.40,G,VS2,EX,EX,EX,N,4.69x4.72x2.91,GIA,7416014598,2500,-28.20%,$718.00,WH,M0,,,,,EC0,,Y,59.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246894,HK,G,round,0.40,H,VS2,EX,EX,EX,N,4.67x4.7x2.95,GIA,2417256703,2400,-27.00%,$700.80,WH,M0,,,,,EC0,,Y,56.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246893,HK,G,round,0.40,E,VS2,EX,EX,EX,N,4.73x4.76x2.9,GIA,5413014617,2700,-31.50%,$739.80,WH,M0,,,,,EC0,,Y,60.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246890,HK,G,round,0.40,E,VS2,EX,EX,EX,N,4.72x4.75x2.92,GIA,2417118422,2700,-31.50%,$739.80,WH,M0,,,,,EC0,,Y,55.00,61.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246889,HK,G,round,0.40,G,VS1,EX,EX,EX,N,4.68x4.72x2.91,GIA,1415349777,2600,-27.90%,$749.84,WH,M0,,,,,EC0,,Y,57.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246887,HK,G,round,0.40,G,VS1,EX,EX,EX,N,4.69x4.73x2.89,GIA,5406848943,2600,-28.50%,$743.60,WH,M0,,,,,EC0,,Y,60.00,61.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246885,HK,G,round,0.40,H,VS1,VG,EX,VG,N,4.59x4.63x2.95,GIA,7408054972,2500,-35.70%,$643.00,WH,M0,,,,,EC0,,Y,58.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246884,HK,G,round,0.40,H,VS1,EX,EX,EX,N,4.72x4.74x2.92,GIA,1408237700,2500,-26.40%,$736.00,WH,M0,,,,,EC0,,Y,59.00,61.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246883,HK,G,round,0.40,H,VS1,EX,EX,EX,N,4.7x4.73x2.93,GIA,6412004087,2500,-26.80%,$732.00,WH,M0,,,,,EC0,,Y,59.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246882,HK,G,round,0.40,D,VS1,EX,EX,EX,N,4.68x4.71x2.95,GIA,5406343615,3000,-31.40%,$823.20,WH,M0,,,,,EC0,,Y,56.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246881,HK,G,round,0.40,D,VS1,EX,EX,EX,N,4.7x4.72x2.95,GIA,7401464262,3000,-31.40%,$823.20,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246880,HK,G,round,0.40,D,VS1,EX,EX,EX,N,4.72x4.75x2.91,GIA,2406479575,3000,-31.40%,$823.20,WH,M0,,,,,EC0,,Y,56.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246879,HK,G,round,0.40,D,VS1,VG,EX,EX,N,4.67x4.7x2.94,GIA,2417024589,3000,-42.00%,$696.00,WH,M0,,,,,EC0,,Y,60.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246878,HK,G,round,0.40,D,VS1,EX,EX,EX,N,4.76x4.79x2.93,GIA,6405602296,3000,-31.40%,$823.20,WH,M0,,,,,EC0,,Y,56.00,61.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246877,HK,G,round,0.40,E,VS1,EX,EX,EX,N,4.69x4.73x2.95,GIA,2404781579,2900,-32.10%,$787.64,WH,M0,,,,,EC0,,Y,59.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246876,HK,G,round,0.40,G,VS1,EX,EX,EX,N,4.7x4.73x2.91,GIA,1408631107,2600,-28.50%,$743.60,WH,M0,,,,,EC0,,Y,59.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246875,HK,G,round,0.40,G,VS1,VG,VG,VG,N,4.65x4.7x2.93,GIA,5406464426,2600,-36.60%,$659.36,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246873,HK,G,round,0.40,D,VS1,EX,EX,EX,N,4.68x4.71x2.95,GIA,6405467414,3000,-31.80%,$818.40,WH,M0,,,,,EC0,,Y,58.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246872,HK,G,round,0.40,H,VS1,VG,VG,VG,N,4.59x4.64x2.92,GIA,7401630953,2500,-36.00%,$640.00,WH,M0,,,,,EC0,,Y,59.00,63.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246871,HK,G,round,0.40,F,VS1,EX,EX,EX,N,4.69x4.72x2.95,GIA,5403779005,2800,-30.40%,$779.52,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246870,HK,G,round,0.40,F,VS1,EX,EX,EX,N,4.69x4.72x2.91,GIA,7416004802,2800,-30.40%,$779.52,WH,M0,,,,,EC0,,Y,60.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246869,HK,G,round,0.40,D,VS1,VG,VG,VG,N,4.58x4.63x2.91,GIA,7418177839,3000,-42.00%,$696.00,WH,M0,,,,,EC0,,Y,60.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246868,HK,G,round,0.40,D,VS1,EX,EX,EX,N,4.71x4.73x2.96,GIA,2416070142,3000,-31.80%,$818.40,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246866,HK,G,round,0.40,H,VS1,EX,EX,EX,N,4.7x4.73x2.88,GIA,7418221280,2500,-26.80%,$732.00,WH,M0,,,,,EC0,,Y,61.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246864,HK,G,round,0.40,H,VS1,EX,EX,EX,N,4.69x4.72x2.94,GIA,2417219632,2500,-26.80%,$732.00,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246853,HK,G,round,0.50,H,VVS2,VG,EX,VG,N,4.95x4.99x3.2,GIA,6405824164,3900,-40.50%,$1160.25,WH,M0,,,,,EC0,,Y,59.00,64.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246852,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.04x5.06x3.15,GIA,2396854717,5000,-32.70%,$1682.50,WH,M0,,,,,EC0,,Y,58.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246851,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.18x5.2x3.06,GIA,5406537691,5000,-32.70%,$1682.50,WH,M0,,,,,EC0,,Y,61.00,59.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246850,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.04x5.07x3.15,GIA,7418217469,5000,-32.70%,$1682.50,WH,M0,,,,,EC0,,Y,57.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246849,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.05x5.09x3.14,GIA,1397581460,5000,-33.50%,$1662.50,WH,M0,,,,,EC0,,Y,58.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246848,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.08x5.12x3.13,GIA,6402717598,5000,-33.50%,$1662.50,WH,M0,,,,,EC0,,Y,61.00,61.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246847,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.03x5.06x3.16,GIA,7403782336,5000,-33.50%,$1662.50,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246846,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.02x5.05x3.16,GIA,1413157662,5000,-33.50%,$1662.50,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246844,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.08x5.1x3.11,GIA,7401899487,5000,-33.70%,$1657.50,WH,M0,,,,,EC0,,Y,61.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246842,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.02x5.04x3.13,GIA,7406741939,5000,-33.70%,$1657.50,WH,M0,,,,,EC0,,Y,59.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246840,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.02x5.07x3.1,GIA,6401495889,5000,-33.30%,$1667.50,WH,M0,,,,,EC0,,Y,61.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246839,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.02x5.05x3.16,GIA,6415067406,5000,-33.80%,$1655.00,WH,M0,,,,,EC0,,Y,57.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246836,HK,G,round,0.50,F,VVS2,VG,VG,VG,N,4.95x5x3.13,GIA,1407768571,4400,-46.30%,$1181.40,WH,M0,,,,,EC0,,Y,60.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246832,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.05x5.07x3.17,GIA,2406353001,5000,-33.30%,$1667.50,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246831,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.05x5.09x3.11,GIA,1409407616,5000,-33.30%,$1667.50,WH,M0,,,,,EC0,,Y,57.00,61.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246830,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.04x5.07x3.15,GIA,6391996067,5000,-33.30%,$1667.50,WH,M0,,,,,EC0,,Y,57.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246828,HK,G,round,0.50,D,VVS2,EX,EX,EX,N,5.02x5.06x3.16,GIA,2406899430,5000,-33.30%,$1667.50,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246820,HK,G,round,0.50,D,VVS1,EX,EX,EX,N,5.04x5.07x3.17,GIA,5393958738,5600,-31.80%,$1909.60,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246819,HK,G,round,0.50,G,VVS1,VG,EX,VG,N,4.96x4.98x3.14,GIA,1398996000,4200,-43.60%,$1184.40,WH,M0,,,,,EC0,,Y,60.00,63.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246818,HK,G,round,0.50,G,VVS1,VG,EX,EX,N,4.97x5x3.17,GIA,6402781945,4200,-43.60%,$1184.40,WH,M0,,,,,EC0,,Y,56.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246817,HK,G,round,0.50,G,VVS1,VG,EX,VG,N,4.91x4.97x3.18,GIA,2407785274,4200,-43.20%,$1192.80,WH,M0,,,,,EC0,,Y,58.00,64.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246816,HK,G,round,0.50,F,VVS1,VG,VG,VG,N,4.91x4.97x3.18,GIA,1409238626,4600,-44.90%,$1267.30,WH,M0,,,,,EC0,,Y,57.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246815,HK,G,round,0.50,G,VVS1,VG,VG,VG,N,4.95x5.02x3.19,GIA,1408795217,4200,-43.20%,$1192.80,WH,M0,,,,,EC0,,Y,59.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246807,HK,G,round,0.50,D,VVS1,EX,EX,EX,N,5.04x5.07x3.17,GIA,2406408375,5600,-31.80%,$1909.60,WH,M0,,,,,EC0,,Y,57.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246804,HK,G,round,0.50,F,VVS1,VG,EX,EX,N,4.96x5x3.19,GIA,6402709610,4600,-45.20%,$1260.40,WH,M0,,,,,EC0,,Y,58.00,64.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246803,HK,G,round,0.50,G,VVS1,VG,VG,VG,N,4.95x4.97x3.17,GIA,1408782387,4200,-43.20%,$1192.80,WH,M0,,,,,EC0,,Y,58.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246801,HK,G,round,0.50,H,VS2,EX,EX,EX,N,5.05x5.09x3.16,GIA,5413214894,3700,-27.30%,$1344.95,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246800,HK,G,round,0.50,H,VS2,EX,EX,EX,N,5.16x5.19x3.06,GIA,2407629847,3700,-27.30%,$1344.95,WH,M0,,,,,EC0,,Y,59.00,59.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246795,HK,G,round,0.50,H,VS2,EX,EX,EX,N,5.04x5.07x3.1,GIA,3405425013,3700,-27.70%,$1337.55,WH,M0,,,,,EC0,,Y,60.00,61.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246790,HK,G,round,0.50,H,VS2,EX,EX,EX,N,5.08x5.1x3.14,GIA,1419402468,3700,-27.70%,$1337.55,WH,M0,,,,,EC0,,Y,60.00,61.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246789,HK,G,round,0.50,H,VS2,EX,EX,EX,N,5.07x5.1x3.13,GIA,7406426913,3700,-27.70%,$1337.55,WH,M0,,,,,EC0,,Y,61.00,61.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246787,HK,G,round,0.50,H,VS2,EX,EX,EX,N,5.02x5.04x3.14,GIA,1419071752,3700,-27.70%,$1337.55,WH,M0,,,,,EC0,,Y,57.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246772,HK,G,round,0.50,G,VS1,VG,VG,VG,N,4.92x4.99x3.16,GIA,2416331751,4000,-40.10%,$1198.00,WH,M0,,,,,EC0,,Y,58.00,63.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246770,HK,G,round,0.50,G,VS1,VG,VG,VG,N,4.97x5.01x3.19,GIA,6402496248,4000,-40.10%,$1198.00,WH,M0,,,,,EC0,,Y,58.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246768,HK,G,round,0.50,G,VS1,VG,VG,VG,N,4.91x4.97x3.19,GIA,2396851590,4000,-40.10%,$1198.00,WH,M0,,,,,EC0,,Y,59.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246765,HK,G,round,0.50,F,VS1,EX,EX,EX,N,5.07x5.09x3.11,GIA,6385740663,4200,-30.70%,$1455.30,WH,M0,,,,,EC0,,Y,59.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246760,HK,G,round,0.50,F,VS1,VG,EX,VG,N,4.96x5.01x3.16,GIA,5413331752,4200,-42.50%,$1207.50,WH,M0,,,,,EC0,,Y,60.00,63.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246758,HK,G,round,0.50,F,VS1,VG,VG,VG,N,4.96x5x3.2,GIA,7416156413,4200,-42.70%,$1203.30,WH,M0,,,,,EC0,,Y,58.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246757,HK,G,round,0.50,F,VS1,VG,EX,VG,N,4.92x4.97x3.17,GIA,6405804902,4200,-42.70%,$1203.30,WH,M0,,,,,EC0,,Y,60.00,64.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246756,HK,G,round,0.50,H,VS1,EX,EX,EX,N,5.08x5.12x3.08,GIA,6411069692,3800,-27.70%,$1373.70,WH,M0,,,,,EC0,,Y,61.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246755,HK,G,round,0.50,F,VS1,VG,VG,VG,N,4.92x4.97x3.17,GIA,6415070375,4200,-42.70%,$1203.30,WH,M0,,,,,EC0,,Y,57.00,64.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246754,HK,G,round,0.50,F,VS1,VG,EX,VG,N,4.95x4.99x3.11,GIA,6411084991,4200,-42.70%,$1203.30,WH,M0,,,,,EC0,,Y,60.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246753,HK,G,round,0.50,G,VS1,VG,VG,VG,N,4.93x4.96x3.18,GIA,5406761786,4000,-40.30%,$1194.00,WH,M0,,,,,EC0,,Y,58.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246751,HK,G,round,0.50,H,VS1,VG,VG,VG,N,4.94x5x3.15,GIA,3405717478,3800,-38.20%,$1174.20,WH,M0,,,,,EC0,,Y,60.00,63.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246746,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.09x5.12x3.12,GIA,1403759420,4400,-31.40%,$1509.20,WH,M0,,,,,EC0,,Y,60.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246742,HK,G,round,0.50,E,VS1,EX,EX,EX,N,5.06x5.08x3.1,GIA,2408741930,4400,-31.40%,$1509.20,WH,M0,,,,,EC0,,Y,60.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246740,HK,G,round,0.50,F,VS1,EX,EX,EX,N,5.01x5.05x3.16,GIA,5416069718,4200,-30.70%,$1455.30,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246729,HK,G,round,0.50,G,SI1,EX,EX,EX,N,5.17x5.2x3.07,GIA,6405496941,3200,-28.80%,$1139.20,WH,M0,,,,,EC0,,Y,60.00,59.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246726,HK,G,round,0.50,G,SI1,EX,EX,EX,N,5.04x5.07x3.12,GIA,7392849077,3200,-28.80%,$1139.20,WH,M0,,,,,EC0,,Y,60.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246725,HK,G,round,0.50,E,SI1,VG,EX,VG,N,5.1x5.12x3.09,GIA,7403024860,3400,-36.30%,$1082.90,WH,M0,,,,,EC0,,Y,61.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246723,HK,G,round,0.50,H,SI1,EX,EX,EX,N,5.06x5.08x3.17,GIA,7416403148,3100,-26.80%,$1134.60,WH,M0,,,,,EC0,,Y,57.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246722,HK,G,round,0.50,H,SI1,EX,EX,EX,N,5.07x5.1x3.1,GIA,5406567217,3100,-26.80%,$1134.60,WH,M0,,,,,EC0,,Y,59.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246718,HK,G,round,0.51,G,VVS1,VG,VG,VG,N,4.99x5.05x3.2,GIA,1415330405,4200,-44.70%,$1184.53,WH,M0,,,,,EC0,,Y,60.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246715,HK,G,round,0.52,D,SI1,VG,EX,EX,N,5x5.04x3.21,GIA,1395851542,3600,-41.20%,$1100.74,WH,M0,,,,,EC0,,Y,58.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246712,HK,G,round,0.60,G,VS2,EX,EX,EX,N,5.41x5.42x3.33,GIA,6392974821,3800,-28.20%,$1637.04,WH,M0,,,,,EC0,,Y,60.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246710,HK,G,round,0.60,E,SI1,EX,EX,EX,N,5.46x5.5x3.25,GIA,2407373683,3400,-25.70%,$1515.72,WH,M0,,,,,EC0,,Y,61.00,59.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246707,HK,G,round,0.61,G,VS1,VG,VG,EX,N,5.3x5.36x3.4,GIA,7392381244,4000,-31.80%,$1664.08,WH,M0,,,,,EC0,,Y,61.00,63.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246706,HK,G,round,0.61,F,SI1,VG,VG,EX,N,5.31x5.33x3.4,GIA,1413072380,3300,-29.20%,$1425.20,WH,M0,,,,,EC0,,Y,56.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246702,HK,G,round,0.70,D,VVS2,EX,EX,EX,N,5.65x5.69x3.5,GIA,2407098006,6300,-31.30%,$3029.67,WH,M0,,,,,EC0,,Y,59.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246697,HK,G,round,0.70,F,VVS1,EX,EX,EX,N,5.78x5.79x3.43,GIA,3405713632,6000,-30.50%,$2919.00,WH,M0,,,,,EC0,,Y,60.00,59.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246695,HK,G,round,0.70,G,VS2,EX,EX,EX,N,5.66x5.68x3.53,GIA,7411219147,4800,-31.00%,$2318.40,WH,M0,,,,,EC0,,Y,59.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246689,HK,G,round,0.70,H,SI1,EX,EX,EX,N,5.68x5.7x3.49,GIA,6401735970,3700,-26.50%,$1903.65,WH,M0,,,,,EC0,,Y,59.00,61.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246685,HK,G,round,0.70,G,SI1,VG,EX,EX,N,5.63x5.67x3.52,GIA,1403297404,4000,-34.30%,$1839.60,WH,M0,,,,,EC0,,Y,58.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246683,HK,G,round,0.70,H,SI1,EX,EX,EX,N,5.64x5.68x3.53,GIA,1415172679,3700,-26.50%,$1903.65,WH,M0,,,,,EC0,,Y,58.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246682,HK,G,round,0.70,H,SI1,EX,EX,EX,N,5.64x5.67x3.54,GIA,6402756282,3700,-26.50%,$1903.65,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246680,HK,G,round,0.70,H,SI1,EX,EX,EX,N,5.62x5.66x3.52,GIA,1417176031,3700,-26.50%,$1903.65,WH,M0,,,,,EC0,,Y,58.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246677,HK,G,round,0.70,E,SI1,VG,VG,VG,N,5.75x5.81x3.38,GIA,6405993796,4400,-40.50%,$1832.60,WH,M0,,,,,EC0,,Y,62.00,58.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246676,HK,G,round,0.70,G,SI1,VG,VG,VG,N,5.65x5.69x3.43,GIA,6415002020,4000,-34.10%,$1845.20,WH,M0,,,,,EC0,,Y,61.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246675,HK,G,round,0.70,G,SI1,VG,EX,VG,N,5.55x5.61x3.5,GIA,6224036433,4000,-34.10%,$1845.20,WH,M0,,,,,EC0,,Y,61.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246663,HK,G,round,0.81,E,VS1,EX,EX,EX,N,5.93x5.96x3.72,GIA,6412317773,5600,-22.10%,$3533.54,WH,M0,,,,,EC0,,Y,56.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246661,HK,G,round,1.00,D,VS2,EX,EX,EX,N,6.4x6.44x3.89,GIA,7406688734,11000,-29.40%,$7766.00,WH,M0,,,,,EC0,,Y,61.00,60.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246658,HK,G,round,1.01,G,VVS2,VG,EX,VG,N,6.18x6.25x4.03,GIA,7413200811,10600,-45.40%,$5845.48,WH,M0,,,,,EC0,,Y,57.00,64.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246650,HK,G,round,1.01,H,VVS2,EX,EX,EX,N,6.35x6.39x3.99,GIA,7408869460,9200,-26.90%,$6792.45,WH,M0,,,,,EC0,,Y,59.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246649,HK,G,round,1.01,H,VVS2,EX,EX,EX,N,6.35x6.39x3.99,GIA,3405489572,9200,-26.90%,$6792.45,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246641,HK,G,round,1.01,F,VVS2,EX,EX,EX,N,6.39x6.43x3.9,GIA,2416111415,11800,-28.90%,$8473.70,WH,M0,,,,,EC0,,Y,61.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246640,HK,G,round,1.01,H,VVS2,EX,EX,EX,N,6.35x6.4x3.95,GIA,1413087415,9200,-26.90%,$6792.45,WH,M0,,,,,EC0,,Y,59.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246639,HK,G,round,1.01,H,VVS1,EX,EX,EX,N,6.36x6.4x4,GIA,6411319846,9600,-28.50%,$6932.64,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246636,HK,G,round,1.01,E,VVS1,EX,EX,EX,N,6.36x6.41x3.96,GIA,6411197135,14100,-27.90%,$10267.76,WH,M0,,,,,EC0,,Y,59.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246635,HK,G,round,1.01,F,VVS1,EX,EX,EX,N,6.34x6.38x4,GIA,6412200603,13000,-28.20%,$9427.34,WH,M0,,,,,EC0,,Y,59.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246634,HK,G,round,1.01,D,VVS1,EX,EX,EX,N,6.34x6.39x4.02,GIA,7418197231,16000,-27.80%,$11667.52,WH,M0,,,,,EC0,,Y,56.00,63.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246630,HK,G,round,1.01,D,VS2,EX,EX,EX,N,6.45x6.47x3.96,GIA,2417109881,11000,-30.40%,$7732.56,WH,M0,,,,,EC0,,Y,59.00,61.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246627,HK,G,round,1.01,G,VS2,EX,EX,EX,N,6.49x6.52x3.91,GIA,2417053062,9300,-28.10%,$6753.57,WH,M0,,,,,EC0,,Y,59.00,60.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246626,HK,G,round,1.01,G,VS2,EX,EX,EX,N,6.37x6.39x3.99,GIA,3415317820,9300,-28.10%,$6753.57,WH,M0,,,,,EC0,,Y,59.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10246625,HK,G,round,1.01,F,VS2,EX,EX,EX,N,6.42x6.45x3.96,GIA,7393724973,9800,-29.10%,$7017.68,WH,M0,,,,,EC0,,Y,59.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
