Stock_No,Shape,Weight,Color,Clarity,Cut_Grade,Polish,Symmetry,Fluorescence_Intensity,Fluorescence_Color,Measurements,Lab,Certificate,Treatment,Rapa_Rate,Rate,Discount_x0025_,Amount,Fancy_Color,Fancy_Color_Intensity,Fancy_Color_Overtone,Depth_x0025_,Table_x0025_,Girdle_Thin,Girdle_Thick,Girdle_x0025_,Girdle_Condition,Culet_Size,Culet_Condition,Crown_Height,Crown_Angle,Pavilion_Depth,Pavilion_Angle,Laser_Inscription,Key_To_Symbol,Milky,Tinge,EyeClean,Comment,ImageLink,VideoLink,CertifateLink
KR16397,RBC,0.50,D,SI1,EX,VG,VG,No,,5.05 - 5.09 * 3.13,Gia,1403081130,,3600.00,2448.00,-32.00,1224.00,,,,61.80,57.00,STK,STK,4.00,F,,NON,15.00,34.50,43.00,40.80,GIA 1403081130,Crystal  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16397,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16397,
KR16402,RBC,0.61,J,IF,EX,EX,EX,No,,5.39 - 5.42 * 3.40,Gia,6405062118,,2900.00,2233.00,-23.00,1362.13,,,,62.90,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 6405062118,Minor Details of Polish,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16402,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16402,
KR16407,RBC,0.50,K,VVS2,VG,EX,VG,No,,5.02 - 5.07 * 3.10,Gia,1403064231,,2300.00,1656.00,-28.00,828.00,,,,61.50,58.00,STK to THK,STK to THK,5.00,F,,NON,14.50,34.50,42.00,40.20,GIA 1403064231,Indented Natural,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16407,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16407,
KR16408,RBC,0.50,E,VVS1,VG,EX,EX,FNT,,4.95 - 4.97 * 3.20,Gia,1409064212,,5000.00,3000.00,-40.00,1500.00,,,,64.40,56.00,STK,STK,5.00,F,,NON,17.50,38.50,42.00,40.20,GIA 1409064212,Cloud  Surface Graining,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16408,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16408,
KR16409,RBC,0.54,H,VS2,EX,EX,EX,MED,,5.19 - 5.22 * 3.25,Gia,7403080593,,3700.00,2405.00,-35.00,1298.70,,,,62.50,56.00,STK,STK,4.00,F,,NON,15.50,35.50,43.00,40.60,GIA 7403080593,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16409,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16409,
KR16410,RBC,0.50,E,SI2,EX,EX,EX,No,,5.08 - 5.10 * 3.15,Gia,5406080578,,2800.00,2044.00,-27.00,1022.00,,,,61.80,55.00,STK,STK,4.00,F,,NON,15.00,34.00,42.50,40.60,GIA 5406080578,Crystal  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16410,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16410,
KR16412,RBC,0.50,E,SI2,EX,EX,VG,MED,,5.02 - 5.07 * 3.15,Gia,7406080908,,2800.00,1820.00,-35.00,910.00,,,,62.50,57.00,STK,STK,4.00,F,,NON,15.00,35.00,43.00,40.80,GIA 7406080908,Crystal  Cloud  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16412,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16412,
KR16413,RBC,0.60,E,VS1,EX,EX,EX,No,,5.37 - 5.41 * 3.36,Gia,6402062437,,4400.00,3212.00,-27.00,1927.20,,,,62.30,56.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,43.00,40.80,GIA 6402062437,Needle,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16413,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16413,
KR16414,RBC,0.55,G,VS2,EX,EX,EX,STG,,5.21 - 5.24 * 3.26,Gia,2404080929,,3800.00,2394.00,-37.00,1316.70,,,,62.40,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,42.50,40.60,GIA 2404080929,Crystal  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16414,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16414,
KR16417,RBC,0.53,J,SI1,EX,EX,EX,MED,,5.20 - 5.22 * 3.15,Gia,2407064657,,2200.00,1518.00,-31.00,804.54,,,,60.50,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.00,42.50,40.60,GIA 2407064657,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16417,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16417,
KR16419,RBC,0.50,F,VS1,EX,VG,EX,STG,,5.05 - 5.07 * 3.17,Gia,5403081145,,4200.00,2226.00,-47.00,1113.00,,,,62.60,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.50,41.00,GIA 5403081145,Cloud  Crystal  Pinpoint  Needle,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16419,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16419,
KR16420,RBC,0.61,L,VS1,EX,EX,EX,No,,5.43 - 5.45 * 3.35,Gia,6405081359,,1800.00,1332.00,-26.00,812.52,,,,61.50,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,43.00,40.80,GIA 6405081359,Crystal  Needle  Pinpoint,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16420,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16420,
KR16422,RBC,0.54,F,IF,EX,EX,EX,No,,5.19 - 5.21 * 3.22,Gia,7408062357,,4800.00,3312.00,-31.00,1788.48,,,,61.80,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.50,41.00,GIA 7408062357,Minor Details of Polish,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16422,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16422,
KR16425,RBC,0.62,I,VS2,EX,EX,EX,MED,,5.43 - 5.46 * 3.38,Gia,2404080659,,3000.00,2220.00,-26.00,1376.40,,,,62.10,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,43.50,41.20,GIA 2404080659,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16425,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16425,
KR16426,RBC,0.60,I,VVS2,EX,EX,EX,No,,5.36 - 5.39 * 3.38,Gia,6405062344,,3300.00,2376.00,-28.00,1425.60,,,,62.80,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 6405062344,Feather,NO,,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16426,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16426,
KR16429,RBC,0.50,I,VS1,VG,EX,EX,No,,4.97 - 4.98 * 3.18,Gia,6402062038,,3200.00,2368.00,-26.00,1184.00,,,,64.00,56.00,STK to THK,STK to THK,5.00,F,,NON,16.50,37.00,42.50,40.60,GIA 6402062038,Feather,NO,,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16429,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16429,
KR16430,RBC,0.50,F,VS1,G,EX,EX,No,,4.89 - 4.94 * 3.27,Gia,7403061905,,4200.00,2394.00,-43.00,1197.00,,,,66.60,55.00,MED to THK,MED to THK,5.00,F,,NON,17.50,38.00,44.00,41.40,GIA 7403061905,Cloud  Needle,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16430,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16430,
KR16433,RBC,0.53,E,IF,EX,EX,EX,No,,5.14 - 5.18 * 3.22,Gia,1409061856,,5400.00,3996.00,-26.00,2117.88,,,,62.50,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,44.00,41.40,GIA 1409061856,,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16433,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16433,
KR16434,RBC,0.51,E,I1,EX,VG,VG,No,,5.09 - 5.12 * 3.19,Gia,1409081641,,2100.00,1407.00,-33.00,717.57,,,,62.50,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 1409081641,Twinning Wisp  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16434,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16434,
KR16435,RBC,0.52,I,VS1,EX,EX,EX,No,,5.15 - 5.17 * 3.16,Gia,7408061960,,3200.00,2400.00,-25.00,1248.00,,,,61.30,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,42.50,40.60,GIA 7408061960,Crystal,NO,,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16435,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16435,
KR16440,RBC,0.54,H,SI2,EX,VG,EX,No,,5.18 - 5.21 * 3.27,Gia,6401074558,,2500.00,1825.00,-27.00,985.50,,,,63.00,54.00,MED to STK,MED to STK,3.50,F,,NON,16.00,35.00,43.50,41.00,GIA 6401074558,Twinning Wisp  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16440,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16440,
KR16441,RBC,0.54,D,I1,EX,EX,EX,FNT,,5.18 - 5.19 * 3.27,Gia,6405074439,,2200.00,1584.00,-28.00,855.36,,,,63.10,57.00,STK,STK,4.00,F,,NON,15.00,34.50,44.00,41.60,GIA 6405074439,Crystal  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16441,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16441,
KR16447,RBC,0.51,K,VVS2,EX,EX,EX,No,,5.09 - 5.11 * 3.19,Gia,7406061326,,2300.00,1771.00,-23.00,903.21,,,,62.50,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,44.00,41.60,GIA 7406061326,Cloud  Pinpoint  Internal Graining,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16447,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16447,
KR16448,RBC,0.50,J,VS2,EX,EX,EX,MED,,5.02 - 5.06 * 3.16,Gia,7408080649,,2400.00,1704.00,-29.00,852.00,,,,62.70,55.00,STK,STK,4.00,F,,,16.00,35.50,42.50,40.60,GIA 7408080649,Crystal  Cloud  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16448,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16448,
KR16449,RBC,0.50,D,VVS2,EX,EX,VG,MED,,5.05 - 5.08 * 3.17,Gia,7401062050,,5000.00,2700.00,-46.00,1350.00,,,,62.50,55.00,MED to STK,MED to STK,4.00,F,,NON,16.00,35.50,42.50,40.60,GIA 7401062050,Cavity,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16449,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16449,
KR16452,RBC,0.50,J,VVS2,EX,EX,EX,No,,5.09 - 5.12 * 3.15,Gia,2406081618,,2700.00,2052.00,-24.00,1026.00,,,,61.80,55.00,MED to STK,MED to STK,4.00,F,,NON,14.50,33.00,43.00,40.80,GIA 2406081618,Needle  Cloud  Pinpoint,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16452,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16452,
KR16456,RBC,0.58,L,VS2,EX,EX,EX,STG,,5.28 - 5.32 * 3.32,Gia,6402081245,,1700.00,1122.00,-34.00,650.76,,,,62.70,57.00,STK,STK,4.00,F,,NON,15.50,35.50,43.00,40.60,GIA 6402081245,Crystal  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16456,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16456,
KR16457,RBC,0.60,J,SI1,EX,EX,EX,MED,,5.44 - 5.45 * 3.30,Gia,1408081212,,2200.00,1606.00,-27.00,963.60,,,,60.70,57.00,MED to STK,MED to STK,4.00,F,,NON,14.00,33.00,43.00,40.80,GIA 1408081212,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16457,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16457,
KR16461,RBC,0.50,H,VS2,EX,EX,EX,No,,5.04 - 5.07 * 3.19,Gia,7402082034,,3700.00,2812.00,-24.00,1406.00,,,,63.00,55.00,MED to STK,MED to STK,3.50,F,,NON,16.50,36.00,43.00,40.80,GIA 7402082034,Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16461,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16461,
KR16462,RBC,0.60,J,VS2,EX,EX,EX,No,,5.37 - 5.39 * 3.38,Gia,7401082105,,2400.00,1896.00,-21.00,1137.60,,,,62.80,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 7401082105,Crystal  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16462,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16462,
KR16463,RBC,0.61,K,VS1,EX,EX,EX,FNT,,5.39 - 5.41 * 3.37,Gia,2407082050,,2200.00,1694.00,-23.00,1033.34,,,,62.40,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,42.50,40.60,GIA 2407082050,Crystal  Pinpoint,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16463,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16463,
KR16465,RBC,0.51,E,SI2,EX,EX,EX,MED,,5.10 - 5.12 * 3.19,Gia,2407080715,,2800.00,1876.00,-33.00,956.76,,,,62.40,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.00,40.80,GIA 2407080715,Twinning Wisp  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16465,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16465,
KR16467,RBC,0.52,J,SI2,EX,EX,EX,FNT,,5.10 - 5.12 * 3.22,Gia,1408080697,,2100.00,1512.00,-28.00,786.24,,,,62.90,56.00,MED to STK,MED to STK,4.00,F,,NON,16.00,35.50,43.00,40.80,GIA 1408080697,Cloud,MILKEY1,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16467,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16467,
KR16468,RBC,0.50,J,SI1,VG,VG,VG,MED,,4.93 - 4.98 * 3.17,Gia,1405081660,,2200.00,1386.00,-37.00,693.00,,,,63.90,57.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.00,42.00,40.20,GIA 1405081660,Twinning Wisp,NO,,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16468,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16468,
KR16470,RBC,0.53,H,VVS1,EX,EX,EX,No,,5.14 - 5.16 * 3.23,Gia,5406061545,,4000.00,2920.00,-27.00,1547.60,,,,62.80,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 5406061545,Cloud  Pinpoint,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16470,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16470,
KR16471,RBC,0.50,D,VS2,VG,VG,VG,MED,,4.92 - 4.96 * 3.19,Gia,1409082069,,4200.00,2226.00,-47.00,1113.00,,,,64.60,57.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.00,42.50,40.60,GIA 1409082069,Cloud  Crystal  Etch Channel  Indented Natural,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16471,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16471,
KR16478,RBC,0.50,E,VVS1,EX,EX,EX,FNT,,5.01 - 5.05 * 3.19,Gia,6401092152,,5000.00,3200.00,-36.00,1600.00,,,,63.30,57.00,STK,STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 6401092152,Pinpoint  Indented Natural,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16478,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16478,
KR16480,RBC,0.54,F,VVS1,EX,EX,EX,No,,5.20 - 5.23 * 3.23,Gia,7406092155,,4600.00,3266.00,-29.00,1763.64,,,,61.90,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,43.50,41.00,GIA 7406092155,Feather  Cavity,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16480,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16480,
KR16483,RBC,0.50,G,VVS2,VG,EX,VG,No,,4.95 - 4.98 * 3.20,Gia,1408092149,,4100.00,2501.00,-39.00,1250.50,,,,64.50,57.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.00,42.50,40.60,GIA 1408092149,Indented Natural  Pinpoint  Natural,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16483,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16483,
KR16485,RBC,0.59,E,VVS1,EX,EX,EX,No,,5.33 - 5.37 * 3.33,Gia,1408092103,,5000.00,3600.00,-28.00,2124.00,,,,62.20,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.60,GIA 1408092103,Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16485,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16485,
KR16486,RBC,0.50,I,SI2,VG,EX,EX,No,,4.94 - 4.96 * 3.20,Gia,6405102027,,2300.00,1610.00,-30.00,805.00,,,,64.50,58.00,STK to THK,STK to THK,5.00,F,,NON,16.00,37.00,43.50,41.00,GIA 6405102027,Crystal  Feather,NO,,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16486,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16486,
KR16487,RBC,0.51,D,SI2,EX,VG,EX,MED,,5.08 - 5.11 * 3.20,Gia,1409102017,,2900.00,1856.00,-36.00,946.56,,,,62.70,56.00,STK,STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 1409102017,Twinning Wisp  Feather  Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16487,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16487,
KR16491,RBC,0.50,F,VS2,VG,EX,EX,No,,4.98 - 5.00 * 3.20,Gia,6402102349,,3900.00,2574.00,-34.00,1287.00,,,,64.10,57.00,THN to THK,THN to THK,5.00,F,,NON,15.00,35.50,44.00,41.40,GIA 6402102349,Cloud  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16491,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16491,
KR16492,RBC,0.53,J,VS2,EX,EX,EX,MED,,5.16 - 5.19 * 3.24,Gia,7403092098,,2400.00,1704.00,-29.00,903.12,,,,62.70,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.00,41.40,GIA 7403092098,Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16492,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16492,
KR16496,RBC,0.50,G,I1,VG,EX,VG,STG,,4.92 - 4.97 * 3.20,Gia,5406104085,,1900.00,1254.00,-34.00,627.00,,,,64.70,56.00,STK to THK,STK to THK,5.00,F,,NON,17.00,37.50,42.50,40.60,GIA 5406104085,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16496,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16496,
KR16497,RBC,0.50,D,SI2,EX,VG,EX,MED,,5.13 - 5.15 * 3.09,Gia,5403102033,,2900.00,1856.00,-36.00,928.00,,,,60.10,59.00,MED to STK,MED to STK,3.50,F,,NON,14.00,34.00,42.50,40.60,GIA 5403102033,Twinning Wisp,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16497,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16497,
KR16499,RBC,0.50,E,VS2,EX,EX,EX,FNT,,5.05 - 5.06 * 3.19,Gia,6401102024,,4000.00,2800.00,-30.00,1400.00,,,,63.10,56.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.00,41.40,GIA 6401102024,Crystal  Needle,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16499,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16499,
KR16501,RBC,0.50,G,VS2,EX,EX,EX,MED,,5.05 - 5.08 * 3.17,Gia,1408102210,,3800.00,2508.00,-34.00,1254.00,,,,62.50,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,44.00,41.60,GIA 1408102210,Crystal  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16501,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16501,
KR16510,RBC,0.50,L,I1,VG,EX,EX,No,,4.99 - 5.02 * 3.19,Gia,1403103138,,1000.00,760.00,-24.00,380.00,,,,63.70,57.00,STK to THK,STK to THK,5.00,F,,NON,15.50,36.00,43.50,41.00,GIA 1403103138,Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16510,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16510,
KR16512,RBC,0.50,D,VVS1,EX,EX,EX,FNT,,5.08 - 5.11 * 3.12,Gia,6401132071,,5600.00,3416.00,-39.00,1708.00,,,,61.20,60.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,43.50,41.00,GIA 6401132071,Pinpoint,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16512,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16512,
KR16515,RBC,0.50,D,VS2,EX,VG,VG,No,,5.10 - 5.12 * 3.11,Gia,1409102707,,4200.00,2562.00,-39.00,1281.00,,,,60.80,59.00,STK,STK,4.00,F,,NON,13.50,33.00,43.50,41.00,GIA 1409102707,Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16515,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16515,
KR16516,RBC,0.51,I,VVS2,EX,VG,EX,FNT,,5.10 - 5.11 * 3.19,Gia,1405131960,,3300.00,2244.00,-32.00,1144.44,,,,62.60,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.00,GIA 1405131960,Pinpoint  Internal Graining  Feather  Cloud,MILKEY1,,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16516,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16516,
KR16517,RBC,0.50,I,VVS2,EX,VG,EX,FNT,,5.05 - 5.08 * 3.16,Gia,6405131937,,3300.00,2244.00,-32.00,1122.00,,,,62.40,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 6405131937,Feather  Internal Graining  Indented Natural  Surface Graining,NO,B2,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16517,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16517,
KR16520,RBC,0.51,F,VVS2,EX,EX,EX,No,,5.11 - 5.13 * 3.19,Gia,3405131990,,4400.00,3124.00,-29.00,1593.24,,,,62.30,58.00,MED to STK,MED to STK,3.50,F,,NON,15.00,35.00,44.00,41.20,GIA 3405131990,Needle  Pinpoint,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16520,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16520,
KR16522,RBC,0.50,L,VVS1,EX,EX,EX,No,,5.09 - 5.12 * 3.10,Gia,6402131981,,2000.00,1520.00,-24.00,760.00,,,,60.70,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,42.50,40.60,GIA 6402131981,Needle  Pinpoint,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16522,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16522,
KR16523,RBC,0.52,K,VS2,EX,EX,EX,No,,5.13 - 5.15 * 3.16,Gia,7401101592,,2100.00,1491.00,-29.00,775.32,,,,61.50,61.00,STK,STK,4.00,F,,NON,14.00,35.50,43.50,41.00,GIA 7401101592,Crystal  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16523,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16523,
KR16524,RBC,0.52,E,VVS2,EX,EX,EX,No,,5.09 - 5.13 * 3.22,Gia,2407132048,,4600.00,3220.00,-30.00,1674.40,,,,62.90,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 2407132048,Pinpoint,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KR16524,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KR16524,
