Stock No,Shape,Carat,Color,Clarity,Cut,Polish,Symm,Fluor,Cert,Cert No,Measurements,Rap,back,Amount,Depth,Table,Shade,Milky,Eye Clean,Black Tab,Black Crn,Location,Comments,Arrive,Img
J7NZ5,round,0.30,G,IF,EX,EX,EX,N,GIA,1387619361,4.27-4.30x2.67,2700,-38.10%,$501.39,62.30%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
I7NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,6214664523,4.24-4.28x2.70,2300,-33.80%,$456.78,63.30%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
H7NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,1216714377,4.25-4.28x2.68,2300,-34.30%,$453.33,62.90%,57.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
G7NZ5,round,0.60,G,VVS2,EX,EX,EX,N,GIA,2388631112,5.42-5.46x3.28,4100,-28.80%,$1751.52,60.40%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
F7NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,2387592282,4.29-4.32x2.63,2300,-34.30%,$453.33,61.10%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
E7NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,6217597282,4.28-4.29x2.68,2300,-34.30%,$453.33,62.50%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
D7NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,2213712735,4.25-4.28x2.69,2400,-33.40%,$479.52,63.00%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
C7NZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,2215728384,5.08-5.11x3.12,4200,-30.00%,$1470.00,61.20%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
B7NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,2215728467,4.32-4.34x2.60,2600,-36.30%,$496.86,60.10%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
A7NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,2211765168,4.26-4.30x2.69,2400,-34.20%,$473.76,62.90%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
97NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,5212708365,4.26-4.29x2.68,2300,-33.80%,$456.78,62.80%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
87NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,1216702781,4.29-4.32x2.61,2600,-36.30%,$496.86,60.50%,62.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
77NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,5211660297,4.27-4.30x2.66,2500,-34.60%,$490.50,62.20%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
67NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,1216715811,4.25-4.27x2.65,2300,-35.10%,$447.81,62.10%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
57NZ5,round,0.30,F,VVS1,EX,EX,EX,N,GIA,5212797826,4.25-4.29x2.63,2700,-35.10%,$525.69,61.60%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
47NZ5,round,0.30,F,IF,EX,EX,EX,N,GIA,6217670116,4.36-4.39x2.59,2900,-38.10%,$538.53,59.30%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
37NZ5,round,0.60,G,VVS2,EX,EX,EX,N,GIA,5386318436,5.38-5.43x3.29,4100,-29.10%,$1744.14,60.90%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
27NZ5,round,0.31,E,IF,EX,EX,EX,N,GIA,1216735991,4.34-4.36x2.66,3000,-40.10%,$557.07,61.20%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
17NZ5,round,0.50,H,VVS1,EX,EX,EX,N,GIA,7398093303,5.04-5.08x3.13,4000,-30.10%,$1398.00,61.90%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
07NZ5,round,0.30,H,VVS2,EX,EX,EX,N,GIA,2386635292,4.28-4.31x2.69,2200,-32.10%,$448.14,62.60%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
Z6NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,2215626437,4.29-4.31x2.68,2300,-34.80%,$449.88,62.40%,55.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
Y6NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,6214662698,4.34-4.36x2.57,2500,-35.40%,$484.50,59.10%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
X6NZ5,round,0.50,E,VS1,EX,EX,EX,M,GIA,2377806435,5.03-5.08x3.14,4400,-45.50%,$1199.00,62.20%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
W6NZ5,round,0.30,F,VVS1,EX,EX,EX,N,GIA,2211761891,4.28-4.31x2.64,2700,-35.40%,$523.26,61.40%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
V6NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,2215762094,4.25-4.29x2.66,2600,-36.10%,$498.42,62.30%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
T6NZ5,round,0.31,D,IF,EX,EX,EX,N,GIA,2387712695,4.31-4.33x2.70,3800,-39.30%,$715.05,62.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
S6NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,5211740836,4.26-4.29x2.67,2800,-35.60%,$540.96,62.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
R6NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,6214745372,4.31-4.34x2.61,2600,-36.30%,$496.86,60.30%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
P6NZ5,round,0.31,D,IF,EX,EX,EX,N,GIA,3385856004,4.31-4.34x2.67,3800,-40.30%,$703.27,61.70%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
O6NZ5,round,0.50,E,VS1,EX,EX,EX,M,GIA,2376917931,5.03-5.07x3.16,4400,-45.50%,$1199.00,62.50%,58.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
N6NZ5,round,0.50,G,VVS1,EX,EX,EX,N,GIA,5212770724,5.03-5.07x3.19,4200,-30.10%,$1467.90,63.10%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
M6NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,1385268325,4.28-4.31x2.67,2500,-34.90%,$488.25,62.20%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
L6NZ5,round,0.50,G,VVS1,EX,EX,EX,M,GIA,7371671878,5.01-5.05x3.17,4200,-44.30%,$1169.70,62.90%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
K6NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,2215741131,4.26-4.28x2.69,2600,-36.30%,$496.86,62.90%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
J6NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,6214571125,4.28-4.30x2.63,2500,-35.10%,$486.75,61.20%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
I6NZ5,round,0.50,D,VS2,EX,EX,EX,N,GIA,6392004770,5.05-5.09x3.10,4200,-30.50%,$1459.50,61.20%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
H6NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,6214771352,4.26-4.30x2.67,2400,-34.20%,$473.76,62.40%,55.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
G6NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,6382632479,4.33-4.36x2.68,2300,-34.30%,$453.33,61.60%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
F6NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,7381640414,4.29-4.32x2.66,2300,-34.50%,$451.95,61.70%,55.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
E6NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,5212714862,4.23-4.26x2.68,2500,-35.10%,$486.75,63.10%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
D6NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,2211650069,4.25-4.27x2.67,2300,-34.30%,$453.33,62.70%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
C6NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,2215701712,4.25-4.29x2.64,2300,-34.30%,$453.33,61.90%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
A6NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,5212728170,4.31-4.35x2.58,2400,-33.40%,$479.52,59.70%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
96NZ5,round,0.61,H,VVS2,EX,EX,EX,N,GIA,1385559916,5.40-5.43x3.41,3900,-30.40%,$1655.78,62.90%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
86NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,2215702642,4.28-4.32x2.59,2500,-35.40%,$484.50,60.30%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
76NZ5,round,0.30,G,IF,EX,EX,EX,N,GIA,7388593918,4.27-4.30x2.67,2700,-37.60%,$505.44,62.30%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
66NZ5,round,0.60,G,VVS2,EX,EX,EX,N,GIA,1387601364,5.34-5.39x3.37,4100,-28.80%,$1751.52,62.90%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
56NZ5,round,0.30,F,VS1,EX,EX,EX,N,GIA,1383995431,4.26-4.29x2.67,2300,-31.60%,$471.96,62.40%,57.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
46NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,6382648303,4.28-4.31x2.68,2500,-34.90%,$488.25,62.40%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
36NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,3385530919,4.25-4.29x2.66,2500,-35.10%,$486.75,62.30%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
26NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,2215701756,4.25-4.28x2.68,2300,-34.80%,$449.88,62.90%,56.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
16NZ5,round,0.30,F,VVS1,EX,EX,EX,N,GIA,6381757981,4.25-4.28x2.68,2700,-34.80%,$528.12,62.70%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
06NZ5,round,0.30,F,VVS1,EX,EX,EX,N,GIA,2211669310,4.27-4.30x2.67,2700,-34.80%,$528.12,62.40%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
Z5NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,2215658124,4.24-4.28x2.67,2600,-36.30%,$496.86,62.70%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
Y5NZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,6217761102,4.27-4.29x2.63,2400,-34.50%,$471.60,61.40%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
X5NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,2387327289,4.31-4.34x2.67,2500,-35.10%,$486.75,61.80%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
W5NZ5,round,0.61,G,VVS2,EX,EX,EX,N,GIA,6375904253,5.39-5.42x3.40,4100,-30.10%,$1748.20,62.90%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
V5NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,5376946282,4.27-4.30x2.68,2500,-35.10%,$486.75,62.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
U5NZ5,round,0.50,F,VVS2,EX,EX,EX,M,GIA,7378986240,5.06-5.08x3.15,4400,-45.10%,$1207.80,62.10%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
T5NZ5,round,0.30,F,VVS1,EX,EX,EX,N,GIA,7388702945,4.27-4.29x2.68,2700,-35.10%,$525.69,62.60%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
S5NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,1379927644,4.28-4.31x2.63,2500,-35.10%,$486.75,61.20%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
R5NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,6372507961,4.28-4.30x2.69,2500,-34.60%,$490.50,62.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
Q5NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,2384344718,4.25-4.28x2.67,2500,-34.60%,$490.50,62.60%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
P5NZ5,round,0.60,G,VVS2,EX,EX,EX,N,GIA,1383348457,5.37-5.40x3.38,4100,-28.60%,$1756.44,62.80%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
O5NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,5386122422,4.28-4.30x2.68,2500,-34.90%,$488.25,62.40%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
N5NZ5,round,0.70,G,VS2,EX,EX,EX,N,GIA,6402647619,5.62-5.66x3.52,4800,-29.80%,$2358.72,62.30%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
M5NZ5,round,0.50,D,VVS2,EX,EX,EX,N,GIA,1407616940,5.01-5.05x3.19,5000,-34.50%,$1637.50,63.40%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
L5NZ5,round,0.70,F,VS2,EX,EX,EX,N,GIA,2406606602,5.59-5.63x3.56,5000,-31.50%,$2397.50,63.50%,55.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
K5NZ5,round,0.50,D,VVS2,EX,EX,EX,N,GIA,7408651461,5.04-5.08x3.18,5000,-34.20%,$1645.00,62.80%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
J5NZ5,round,1.00,H,VS2,EX,EX,EX,N,GIA,1403090395,6.31-6.35x4.00,8000,-25.60%,$5952.00,63.10%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
I5NZ5,round,0.40,E,VS2,EX,EX,EX,N,GIA,6405733755,4.68-4.71x2.88,2700,-31.80%,$736.56,61.40%,60.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
H5NZ5,round,0.50,H,VS2,EX,EX,EX,N,GIA,1409684286,5.03-5.06x3.13,3700,-27.80%,$1335.70,62.00%,58.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
G5NZ5,round,0.50,F,VS2,EX,EX,EX,N,GIA,2407571710,5.06-5.10x3.14,3900,-30.60%,$1353.30,61.70%,62.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
F5NZ5,round,0.50,D,VVS2,EX,EX,EX,N,GIA,1407567644,5.03-5.07x3.17,5000,-34.50%,$1637.50,62.70%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
E5NZ5,round,0.50,E,VS1,EX,EX,EX,N,GIA,7408569489,5.02-5.06x3.17,4400,-32.20%,$1491.60,62.90%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
D5NZ5,round,0.70,G,VS2,EX,EX,EX,N,GIA,6402446954,5.61-5.65x3.56,4800,-29.50%,$2368.80,63.30%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
C5NZ5,round,0.70,H,VS1,EX,EX,EX,N,GIA,7396949400,5.61-5.65x3.56,4700,-30.50%,$2286.55,63.20%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
B5NZ5,round,0.50,F,VS2,EX,EX,EX,N,GIA,2386978771,5.04-5.07x3.19,3900,-30.30%,$1359.15,63.20%,56.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
A5NZ5,round,0.70,D,VS1,EX,EX,EX,N,GIA,1395233113,5.64-5.69x3.55,5900,-32.80%,$2775.36,62.70%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
95NZ5,round,0.70,F,VS2,EX,EX,EX,N,GIA,2394781394,5.60-5.65x3.55,5000,-31.10%,$2411.50,63.20%,55.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
85NZ5,round,0.40,E,VS2,EX,EX,EX,N,GIA,1398240831,4.71-4.73x2.92,2700,-31.00%,$745.20,61.80%,57.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
75NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,2215740912,4.25-4.28x2.67,2800,-35.60%,$540.96,62.50%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
65NZ5,round,0.50,F,VS2,EX,EX,EX,N,GIA,5396031308,5.05-5.08x3.16,3900,-30.30%,$1359.15,62.30%,60.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
55NZ5,round,0.50,H,VVS2,EX,EX,EX,N,GIA,2211697780,5.04-5.07x3.18,3900,-30.10%,$1363.05,62.80%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
45NZ5,round,0.30,H,VVS2,EX,EX,EX,N,GIA,5396071026,4.26-4.28x2.64,2200,-32.40%,$446.16,61.90%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
35NZ5,round,0.30,E,VVS2,VG,VG,VG,N,GIA,6214770856,4.12-4.18x2.69,2600,-45.60%,$424.32,64.70%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
25NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,6402748718,4.25-4.28x2.68,2800,-35.90%,$538.44,62.80%,57.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
15NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,1405643288,4.24-4.27x2.69,2800,-36.50%,$533.40,63.20%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
05NZ5,round,0.30,D,VS2,EX,EX,EX,N,GIA,7408656950,4.25-4.28x2.67,2400,-35.40%,$465.12,62.50%,59.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
Y4NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,1397473816,4.32-4.34x2.61,2800,-35.40%,$542.64,60.40%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
X4NZ5,round,0.30,D,VVS1,EX,EX,EX,N,GIA,3395430811,4.24-4.27x2.67,3000,-37.10%,$566.10,62.80%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
W4NZ5,round,0.30,H,VS1,EX,EX,EX,N,GIA,1397430426,4.29-4.32x2.64,2100,-29.00%,$447.30,61.30%,61.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
V4NZ5,round,0.30,D,VVS1,EX,EX,EX,N,GIA,6391473101,4.27-4.30x2.61,3000,-36.80%,$568.80,61.00%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
U4NZ5,round,0.30,E,IF,EX,EX,EX,N,GIA,6392473466,4.34-4.37x2.59,3000,-37.60%,$561.60,59.60%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
T4NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,7391395089,4.34-4.37x2.62,2800,-35.40%,$542.64,60.20%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
S4NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,7391475381,4.32-4.36x2.62,2800,-36.50%,$533.40,60.30%,62.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
R4NZ5,round,0.30,F,VVS2,EX,EX,EX,N,GIA,7391375183,4.29-4.33x2.64,2500,-34.30%,$492.75,61.30%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
Q4NZ5,round,0.30,F,VVS2,EX,EX,EX,N,GIA,2396447950,4.33-4.36x2.61,2500,-34.60%,$490.50,60.00%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
P4NZ5,round,0.70,H,VS2,EX,EX,EX,N,GIA,7393510385,5.62-5.67x3.58,4500,-28.80%,$2242.80,63.40%,56.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
O4NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,7398491445,4.34-4.36x2.63,2800,-35.90%,$538.44,60.40%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
N4NZ5,round,0.30,F,VVS2,EX,EX,EX,N,GIA,1399512355,4.30-4.31x2.62,2500,-35.20%,$486.00,60.90%,60.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
M4NZ5,round,0.30,D,VVS1,EX,EX,EX,N,GIA,5396475879,4.29-4.33x2.64,3000,-37.10%,$566.10,61.30%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
L4NZ5,round,0.30,F,VS1,VG,VG,VG,N,GIA,7398475499,4.21-4.24x2.62,2300,-40.90%,$407.79,62.10%,59.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
K4NZ5,round,0.30,D,VVS1,EX,EX,EX,N,GIA,2397473858,4.26-4.28x2.68,3000,-37.10%,$566.10,62.60%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
J4NZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,6395395149,4.27-4.30x2.65,2800,-35.60%,$540.96,61.80%,61.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
I4NZ5,round,0.30,D,VS2,EX,EX,EX,N,GIA,6392418175,4.25-4.27x2.68,2400,-35.80%,$462.24,62.80%,56.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
H4NZ5,round,0.30,H,VS1,VG,VG,EX,N,GIA,6392473216,4.21-4.25x2.64,2100,-37.00%,$396.90,62.50%,63.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
G4NZ5,round,0.30,F,VVS2,EX,EX,EX,N,GIA,6392475196,4.23-4.26x2.68,2500,-34.60%,$490.50,63.20%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
F4NZ5,round,0.30,F,VVS2,EX,EX,EX,N,GIA,6381425819,4.28-4.29x2.69,2500,-34.30%,$492.75,62.70%,55.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
E4NZ5,round,0.30,H,VVS1,EX,EX,EX,N,GIA,1388424742,4.25-4.27x2.68,2300,-34.30%,$453.33,62.80%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
D4NZ5,round,0.30,G,VVS2,VG,EX,VG,N,GIA,1379471234,4.17-4.21x2.68,2300,-40.40%,$411.24,64.00%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
C4NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,2396474129,4.23-4.27x2.68,2600,-36.60%,$494.52,63.00%,57.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
B4NZ5,round,0.30,G,VS1,EX,EX,EX,N,GIA,1393473457,4.24-4.27x2.66,2200,-29.90%,$462.66,62.40%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
A4NZ5,round,0.30,G,VVS2,EX,EX,EX,N,GIA,7388483982,4.32-4.36x2.64,2300,-32.10%,$468.51,60.90%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
94NZ5,round,0.30,G,VVS2,EX,EX,EX,N,GIA,7381583581,4.24-4.27x2.66,2300,-32.90%,$462.99,62.50%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
84NZ5,round,0.30,G,VVS2,EX,EX,EX,N,GIA,6382647367,4.29-4.32x2.66,2300,-32.60%,$465.06,61.70%,58.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
74NZ5,round,0.30,E,VVS2,EX,EX,EX,N,GIA,2397017215,4.24-4.28x2.65,2600,-36.30%,$496.86,62.30%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
64NZ5,round,0.30,F,VS1,VG,EX,EX,N,GIA,7388858192,4.38-4.40x2.61,2300,-41.20%,$405.72,59.40%,60.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
54NZ5,round,0.30,F,VVS2,EX,EX,EX,N,GIA,7386856234,4.27-4.29x2.68,2500,-33.80%,$496.50,62.60%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
44NZ5,round,0.30,H,VVS2,EX,EX,EX,N,GIA,5393017306,4.33-4.36x2.58,2200,-32.40%,$446.16,59.30%,61.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
34NZ5,round,0.30,G,IF,EX,EX,EX,N,GIA,7388855317,4.25-4.28x2.68,2700,-38.10%,$501.39,62.80%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
24NZ5,round,0.30,E,VS1,VG,EX,VG,N,GIA,6381995173,4.14-4.20x2.69,2400,-43.40%,$407.52,64.40%,57.00%,WH,M0,EC0,BT1,BC0,INDIA,NO BGM,,
14NZ5,round,0.30,D,VS2,EX,EX,EX,N,GIA,7392017017,4.28-4.30x2.70,2400,-33.80%,$476.64,62.90%,57.00%,WH,M0,EC0,BT0,BC1,INDIA,NO BGM  table no black,,
04NZ5,round,0.30,G,VVS2,VG,EX,VG,N,GIA,6391112298,4.15-4.18x2.69,2300,-40.90%,$407.79,64.40%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
Z3NZ5,round,0.30,G,VVS1,EX,EX,EX,N,GIA,2387644501,4.29-4.33x2.65,2500,-35.40%,$484.50,61.50%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
Y3NZ5,round,0.50,H,IF,EX,EX,EX,N,GIA,1399082097,5.05-5.08x3.14,4100,-32.10%,$1391.95,62.10%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
X3NZ5,round,0.30,E,VS2,EX,EX,EX,N,GIA,5396085022,4.33-4.34x2.58,2300,-35.40%,$445.74,59.60%,62.00%,WH,M0,EC0,BT1,BC1,INDIA,NO BGM,,
