Stock_No,Shape,Weight,Color,Clarity,Cut_Grade,Polish,Symmetry,Fluorescence_Intensity,Fluorescence_Color,Measurements,Lab,Certificate,Treatment,Rapa_Rate,Rate,Discount_x0025_,Amount,Fancy_Color,Fancy_Color_Intensity,Fancy_Color_Overtone,Depth_x0025_,Table_x0025_,Girdle_Thin,Girdle_Thick,Girdle_x0025_,Girdle_Condition,Culet_Size,Culet_Condition,Crown_Height,Crown_Angle,Pavilion_Depth,Pavilion_Angle,Laser_Inscription,Key_To_Symbol,Milky,Tinge,EyeClean,Comment,ImageLink,VideoLink,CertifateLink
K34624,RBC,0.30,D,SI2,VG,EX,EX,MED,,4.16 - 4.18 * 2.69,Gia,7408844460,,1700.00,901.00,-47.00,270.30,,,,64.40,57.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.50,42.00,40.20,GIA 7408844460,Feather,NO,N,YES,,,,
K34628,RBC,0.33,D,SI1,EX,EX,EX,STG,,4.38 - 4.40 * 2.75,Gia,2407796592,,2000.00,980.00,-51.00,323.40,,,,62.70,57.00,STK,STK,4.00,F,,NON,15.50,35.50,43.50,41.00,GIA 2407796592,Crystal,NO,N,YES,,,,
K34665,RBC,0.30,H,VVS1,EX,EX,EX,STG,,4.29 - 4.32 * 2.69,Gia,2407844580,,2200.00,1100.00,-50.00,330.00,,,,62.40,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 2407844580,Pinpoint  Feather,NO,N,YES,,,,
K34676,RBC,0.30,D,SI2,EX,VG,EX,STG,,4.27 - 4.28 * 2.68,Gia,1403844190,,1700.00,867.00,-49.00,260.10,,,,62.70,58.00,STK,STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 1403844190,Knot,NO,N,YES,,,,
K34692,RBC,0.33,D,VS2,EX,EX,EX,VST,,4.43 - 4.44 * 2.72,Gia,1415109407,,2200.00,1056.00,-52.00,348.48,,,,61.40,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.00,40.60,GIA 1415109407,Crystal  Cloud,NO,N,YES,,,,
K34694,RBC,0.31,I,VVS2,EX,EX,EX,STG,,4.30 - 4.33 * 2.70,Gia,2416164335,,1900.00,931.00,-51.00,288.61,,,,62.70,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.50,41.00,GIA 2416164335,Pinpoint  Needle  Cloud,NO,N,YES,,,,
K34711,RBC,0.31,H,VVS1,EX,EX,EX,STG,,4.37 - 4.39 * 2.66,Gia,1408843848,,2200.00,1100.00,-50.00,341.00,,,,60.70,59.00,MED to STK,MED to STK,3.50,F,,NON,14.00,35.00,43.00,40.80,GIA 1408843848,Pinpoint,NO,N,YES,,,,
K34726,RBC,0.33,D,SI1,EX,EX,EX,MED,,4.42 - 4.44 * 2.70,Gia,7403797022,,2000.00,1060.00,-47.00,349.80,,,,60.90,61.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.00,43.50,41.20,GIA 7403797022,Feather,NO,N,YES,,,,
K34741,RBC,0.30,E,VS1,EX,EX,EX,FNT,,4.29 - 4.31 * 2.63,Gia,7403797218,,2300.00,1242.00,-46.00,372.60,,,,61.10,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,43.00,40.60,GIA 7403797218,Feather  Cloud  Pinpoint,NO,N,YES,,,,
K34743,RBC,0.33,D,SI2,EX,VG,EX,No,,4.46 - 4.48 * 2.68,Gia,2408797197,,1700.00,1020.00,-40.00,336.60,,,,60.00,62.00,MED to STK,MED to STK,4.00,F,,NON,13.00,34.00,43.50,41.00,GIA 2408797197,Crystal  Cloud,NO,N,YES,,,,
K34749,RBC,0.30,H,VS1,EX,EX,EX,MED,,4.27 - 4.30 * 2.69,Gia,7418164405,,2000.00,1140.00,-43.00,342.00,,,,62.80,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 7418164405,Cloud  Feather  Pinpoint,NO,N,YES,,,,
K34784,RBC,0.33,F,VS2,EX,EX,EX,MED,,4.41 - 4.44 * 2.76,Gia,1407844106,,2000.00,1040.00,-48.00,343.20,,,,62.40,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,44.00,41.40,GIA 1407844106,Crystal,NO,N,YES,,,,
K34786,RBC,0.30,F,SI2,EX,EX,EX,No,,4.28 - 4.30 * 2.64,Gia,6401796848,,1500.00,975.00,-35.00,292.50,,,,61.60,61.00,MED to STK,MED to STK,4.00,F,,NON,14.00,35.00,43.50,41.20,GIA 6401796848,Twinning Wisp,NO,N,YES,,,,
K34793,RBC,0.30,G,VS1,EX,EX,EX,MED,,4.31 - 4.33 * 2.61,Gia,6412111592,,2100.00,1155.00,-45.00,346.50,,,,60.50,60.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.50,43.00,40.80,GIA 6412111592,Crystal  Pinpoint,NO,N,YES,,,,
K34797,RBC,0.30,D,VVS1,EX,EX,VG,No,,4.26 - 4.31 * 2.62,Gia,5403797087,,3100.00,1674.00,-46.00,502.20,,,,61.10,58.00,MED to STK,MED to STK,4.00,F,,,14.50,35.00,42.50,40.60,GIA 5403797087,Pinpoint  Feather  Indented Natural,NO,N,YES,,,,
K34805,RBC,0.30,F,I1,VG,EX,EX,FNT,,4.21 - 4.23 * 2.71,Gia,5403796822,,1300.00,871.00,-33.00,261.30,,,,64.30,58.00,STK to THK,STK to THK,5.00,F,,NON,16.50,37.50,43.00,40.80,GIA 5403796822,Feather,NO,N,YES,,,,
K34808,RBC,0.32,D,SI2,EX,EX,EX,FNT,,4.35 - 4.37 * 2.72,Gia,6402796945,,1700.00,1003.00,-41.00,320.96,,,,62.40,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,44.00,41.60,GIA 6402796945,Cloud  Feather,NO,N,YES,,,,
K34818,RBC,0.39,G,SI2,EX,VG,EX,FNT,,4.68 - 4.70 * 2.87,Gia,2406797459,,1400.00,770.00,-45.00,300.30,,,,61.30,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,43.00,40.80,GIA 2406797459,Feather  Twinning Wisp,NO,,YES,,,,
K34820,RBC,0.30,G,VVS1,EX,EX,EX,FNT,,4.27 - 4.29 * 2.67,Gia,1403797366,,2400.00,1296.00,-46.00,388.80,,,,62.40,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 1403797366,Indented Natural  Surface Graining,NO,N,YES,,,,
K34827,RBC,0.30,H,VVS1,EX,EX,EX,FNT,,4.25 - 4.28 * 2.66,Gia,1408796388,,2200.00,1144.00,-48.00,343.20,,,,62.30,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.00,40.80,GIA 1408796388,Cloud  Pinpoint,NO,,YES,,,,
K34833,RBC,0.30,J,IF,EX,EX,EX,No,,4.27 - 4.30 * 2.68,Gia,5406796464,,1800.00,1062.00,-41.00,318.60,,,,62.60,57.00,STK,STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 5406796464,Minor Details of Polish,NO,N,YES,,,,
K34845,RBC,0.30,E,VVS2,EX,EX,VG,No,,4.24 - 4.29 * 2.65,Gia,5413110795,,2600.00,1404.00,-46.00,421.20,,,,62.10,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,43.50,41.00,GIA 5413110795,Feather  Indented Natural,NO,N,YES,,,,
K34846,RBC,0.36,H,SI1,EX,EX,EX,MED,,4.54 - 4.55 * 2.84,Gia,2416110845,,1600.00,992.00,-38.00,357.12,,,,62.50,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.50,41.20,GIA 2416110845,Twinning Wisp,NO,N,YES,,,,
K34848,RBC,0.30,E,VVS2,EX,EX,VG,No,,4.23 - 4.28 * 2.68,Gia,5416111484,,2600.00,1404.00,-46.00,421.20,,,,62.90,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.50,41.00,GIA 5416111484,Pinpoint  Cloud  Indented Natural,NO,N,YES,,,,
K34851,RBC,0.31,G,VVS1,EX,EX,EX,FNT,,4.33 - 4.37 * 2.67,Gia,6412110115,,2400.00,1296.00,-46.00,401.76,,,,61.40,59.00,STK,STK,4.00,F,,NON,14.50,35.50,42.50,40.60,GIA 6412110115,Pinpoint,NO,N,YES,,,,
K34852,RBC,0.32,J,VVS2,EX,EX,EX,FNT,,4.38 - 4.41 * 2.70,Gia,7412110085,,1600.00,912.00,-43.00,291.84,,,,61.40,60.00,STK,STK,4.00,F,,NON,13.50,34.00,44.00,41.40,GIA 7412110085,Pinpoint,NO,N,YES,,,,
K34879,RBC,0.30,E,VVS1,VG,EX,EX,No,,4.18 - 4.20 * 2.70,Gia,6415111136,,2900.00,1566.00,-46.00,469.80,,,,64.50,56.00,STK to THK,STK to THK,5.00,F,,NON,16.50,37.50,42.50,40.60,GIA 6415111136,Indented Natural  Chip,NO,N,YES,,,,
K34885,RBC,0.33,G,IF,EX,EX,EX,No,,4.41 - 4.44 * 2.77,Gia,3415110994,,2600.00,1508.00,-42.00,497.64,,,,62.50,57.00,STK,STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 3415110994,Minor Details of Polish,NO,N,YES,,,,
K34915,RBC,0.34,G,VVS1,G,VG,VG,FNT,,4.41 - 4.44 * 2.76,Gia,6425012442,,2400.00,1176.00,-51.00,399.84,,,,62.50,62.00,STK to THK,STK to THK,5.00,F,,NON,13.50,36.00,44.00,41.40,GIA 6425012442,Indented Natural  Feather,NO,N,,,,,
K34917,RBC,0.36,M,VVS2,EX,EX,EX,No,,4.53 - 4.56 * 2.85,Gia,6415110541,,1000.00,610.00,-39.00,219.60,,,,62.80,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,44.00,41.40,GIA 6415110541,Cloud,NO,N,YES,,,,
K34918,RBC,0.30,K,VVS1,EX,EX,EX,FNT,,4.26 - 4.30 * 2.63,Gia,2417110554,,1500.00,855.00,-43.00,256.50,,,,61.40,60.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,40.60,GIA 2417110554,Cloud  Feather  Chip  Cavity,NO,N,YES,,,,
K34920,RBC,0.35,D,SI2,EX,VG,EX,FNT,,4.48 - 4.50 * 2.80,Gia,2417110391,,1700.00,1020.00,-40.00,357.00,,,,62.30,57.00,STK,STK,4.00,F,,NON,15.00,35.50,43.00,40.80,GIA 2417110391,Twinning Wisp  Feather,NO,N,YES,,,,
K34922,RBC,0.38,I,VVS2,G,G,VG,FNT,,4.54 - 4.57 * 2.85,Gia,2427011871,,1900.00,950.00,-50.00,361.00,,,,62.50,63.00,STK to THK,STK to THK,5.50,F,,NON,14.00,36.50,43.00,40.80,GIA 2427011871,Cloud  Feather  Pinpoint,NO,N,,,,,
K34930,RBC,0.30,F,VS1,EX,EX,EX,STG,,4.28 - 4.29 * 2.67,Gia,2417111960,,2200.00,1144.00,-48.00,343.20,,,,62.20,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 2417111960,Crystal  Feather  Pinpoint,NO,N,YES,,,,
K34950,RBC,0.32,G,VS1,EX,EX,EX,MED,,4.36 - 4.39 * 2.74,Gia,1413110506,,2100.00,1155.00,-45.00,369.60,,,,62.60,57.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,44.00,41.40,GIA 1413110506,Twinning Wisp  Pinpoint  Needle,NO,N,YES,,,,
K34965,RBC,0.30,D,SI1,EX,VG,VG,No,,4.30 - 4.31 * 2.62,Gia,2417110639,,2000.00,1140.00,-43.00,342.00,,,,60.90,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,43.00,40.60,GIA 2417110639,Crystal  Feather,NO,N,YES,,,,
K34969,RBC,0.30,D,VS2,EX,EX,EX,FNT,,4.30 - 4.31 * 2.66,Gia,2417175552,,2200.00,1210.00,-45.00,363.00,,,,61.60,60.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.00,44.00,41.60,GIA 2417175552,Crystal  Cloud  Feather,NO,N,YES,,,,
K34995,RBC,0.30,D,SI2,EX,EX,EX,FNT,,4.28 - 4.30 * 2.66,Gia,7411164817,,1700.00,1003.00,-41.00,300.90,,,,62.00,55.00,MED to STK,MED to STK,4.00,F,,NON,15.50,34.50,42.50,40.60,GIA 7411164817,Cloud  Crystal,NO,N,YES,,,,
K35000,RBC,0.30,D,SI2,EX,EX,VG,FNT,,4.25 - 4.28 * 2.65,Gia,2416225866,,1700.00,952.00,-44.00,285.60,,,,62.20,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 2416225866,Twinning Wisp  Feather,NO,N,YES,,,,
K35009,RBC,0.30,F,VS1,EX,EX,EX,MED,,4.30 - 4.31 * 2.64,Gia,1415110011,,2200.00,1210.00,-45.00,363.00,,,,61.40,61.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.00,44.00,41.60,GIA 1415110011,Crystal  Pinpoint,NO,N,YES,,,,
K35010,RBC,0.30,K,SI1,EX,EX,EX,FNT,,4.25 - 4.27 * 2.68,Gia,6411109996,,1100.00,660.00,-40.00,198.00,,,,62.80,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 6411109996,Feather,NO,N,YES,,,,
K35014,RBC,0.30,I,VS1,EX,EX,EX,FNT,,4.27 - 4.30 * 2.63,Gia,7418110199,,1800.00,1044.00,-42.00,313.20,,,,61.30,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,40.60,GIA 7418110199,Cloud  Feather,NO,N,YES,,,,
K35029,RBC,0.35,L,SI2,EX,EX,EX,FNT,,4.50 - 4.52 * 2.80,Gia,6412164856,,800.00,520.00,-35.00,182.00,,,,62.10,57.00,MED to STK,MED to STK,3.50,F,,NON,15.00,35.50,43.00,41.00,GIA 6412164856,Feather,NO,N,YES,,,,
K35048,RBC,0.30,H,VS2,EX,EX,EX,No,,4.27 - 4.31 * 2.66,Gia,6412224354,,1800.00,1224.00,-32.00,367.20,,,,61.90,59.00,STK,STK,4.00,F,,NON,14.00,34.50,43.50,41.20,GIA 6412224354,Crystal,NO,N,YES,,,,
K35056,RBC,0.30,E,SI2,EX,EX,EX,FNT,,4.34 - 4.36 * 2.59,Gia,6411224440,,1600.00,928.00,-42.00,278.40,,,,59.50,60.00,MED to STK,MED to STK,4.00,F,,,13.00,33.00,43.00,40.80,GIA 6411224440,Feather  Crystal  Knot,NO,N,YES,,,,
K35058,RBC,0.32,D,SI1,EX,EX,EX,STG,,4.39 - 4.40 * 2.69,Gia,2416224451,,2000.00,1000.00,-50.00,320.00,,,,61.30,57.00,MED to STK,MED to STK,4.00,F,,NON,14.00,33.50,43.00,40.80,GIA 2416224451,Cloud  Feather,NO,N,YES,,,,
K35062,RBC,0.30,D,SI2,EX,VG,EX,MED,,4.29 - 4.30 * 2.63,Gia,5416223949,,1700.00,901.00,-47.00,270.30,,,,61.10,61.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.50,43.50,41.20,GIA 5416223949,Crystal,NO,N,YES,,,,
K35071,RBC,0.30,H,VS1,EX,EX,EX,MED,,4.27 - 4.30 * 2.65,Gia,6411223988,,2000.00,1140.00,-43.00,342.00,,,,62.00,60.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.50,44.00,41.60,GIA 6411223988,Needle  Feather,NO,N,YES,,,,
K35078,RBC,0.30,F,SI1,G,EX,VG,MED,,4.07 - 4.13 * 2.73,Gia,2417225726,,1800.00,846.00,-53.00,253.80,,,,66.50,56.00,STK to VTK,STK to VTK,6.00,F,,NON,17.00,38.00,43.50,40.80,GIA 2417225726,Cloud,MILKEY1,N,YES,,,,
K35102,RBC,0.31,H,VS2,EX,EX,EX,STG,,4.34 - 4.35 * 2.71,Gia,6412225799,,1800.00,972.00,-46.00,301.32,,,,62.30,57.00,MED to STK,MED to STK,4.00,F,,NON,14.50,33.50,44.00,41.40,GIA 6412225799,Crystal  Cloud  Feather,NO,N,YES,,,,
K35114,RBC,0.30,F,IF,EX,EX,EX,FNT,,4.28 - 4.30 * 2.70,Gia,2417353601,,2900.00,1508.00,-48.00,452.40,,,,63.00,57.00,STK,STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 2417353601,Minor Details of Polish,NO,N,YES,,,,
K35126,RBC,0.30,E,SI1,VG,EX,VG,FNT,,4.28 - 4.31 * 2.57,Gia,2414223645,,1900.00,988.00,-48.00,296.40,,,,59.90,60.00,STK to THK,STK to THK,5.00,F,,NON,13.00,33.00,42.50,40.40,GIA 2414223645,Cloud  Feather  Crystal,NO,N,YES,,,,
K35132,RBC,0.37,L,VVS2,EX,EX,EX,MED,,4.58 - 4.60 * 2.85,Gia,1419353605,,1200.00,720.00,-40.00,266.40,,,,62.00,59.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.00,40.80,GIA 1419353605,Cloud  Feather  Indented Natural,NO,N,YES,,,,
K35142,RBC,0.30,H,VVS2,G,EX,EX,No,,4.11 - 4.14 * 2.74,Gia,6412224569,,2100.00,1134.00,-46.00,340.20,,,,66.30,56.00,THK to VTK,THK to VTK,6.00,F,,NON,17.00,38.00,43.50,41.00,GIA 6412224569,Feather  Needle  Pinpoint,NO,N,YES,,,,
K35153,RBC,0.31,G,VVS2,EX,EX,EX,MED,,4.34 - 4.37 * 2.66,Gia,5413225102,,2200.00,1188.00,-46.00,368.28,,,,61.10,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,40.60,GIA 5413225102,Cloud  Cavity,NO,N,YES,,,,
K35156,RBC,0.30,M,VS1,EX,EX,EX,MED,,4.25 - 4.28 * 2.67,Gia,2416224085,,900.00,513.00,-43.00,153.90,,,,62.70,58.00,STK,STK,4.00,F,,NON,14.50,35.00,44.00,41.40,GIA 2416224085,Crystal  Feather  Needle  Pinpoint,NO,N,YES,,,,
K35170,RBC,0.30,I,VS1,EX,EX,VG,No,,4.23 - 4.27 * 2.67,Gia,6415225457,,1800.00,1062.00,-41.00,318.60,,,,62.80,56.00,STK,STK,4.00,F,,NON,16.00,35.50,42.50,40.60,GIA 6415225457,Crystal  Needle  Cloud  Feather,NO,N,YES,,,,
K35171,RBC,0.33,L,VS1,EX,EX,EX,MED,,4.43 - 4.44 * 2.69,Gia,5416225470,,1100.00,572.00,-48.00,188.76,,,,60.60,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,42.50,40.60,GIA 5416225470,Crystal  Needle  Pinpoint,NO,,YES,,,,
K35190,RBC,0.30,I,IF,EX,EX,EX,FNT,,4.24 - 4.27 * 2.68,Gia,2416225227,,2100.00,1092.00,-48.00,327.60,,,,63.00,58.00,STK,STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 2416225227,Natural  Minor Details of Polish,NO,N,YES,,,,
K35209,RBC,0.30,G,IF,EX,EX,EX,FNT,,4.28 - 4.29 * 2.67,Gia,7418225068,,2600.00,1404.00,-46.00,421.20,,,,62.40,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.50,41.00,GIA 7418225068,Minor Details of Polish,NO,N,YES,,,,
K35256,RBC,0.30,G,VS2,EX,EX,EX,FNT,,4.24 - 4.27 * 2.65,Gia,2414224802,,1900.00,1140.00,-40.00,342.00,,,,62.40,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,36.00,43.00,40.60,GIA 2414224802,Crystal  Feather,NO,N,YES,,,,
K35263,RBC,0.30,H,VS1,EX,EX,EX,MED,,4.25 - 4.27 * 2.66,Gia,1418224768,,2000.00,1140.00,-43.00,342.00,,,,62.40,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,42.50,40.60,GIA 1418224768,Feather  Needle  Indented Natural,NO,N,YES,,,,
K35270,RBC,0.30,J,VVS2,EX,EX,EX,No,,4.28 - 4.30 * 2.64,Gia,2414224411,,1600.00,992.00,-38.00,297.60,,,,61.50,60.00,STK,STK,4.00,F,,NON,13.50,34.50,44.00,41.40,GIA 2414224411,Needle  Pinpoint,NO,N,YES,,,,
K35282,RBC,0.30,J,VS1,EX,EX,EX,FNT,,4.26 - 4.29 * 2.66,Gia,6415223811,,1500.00,900.00,-40.00,270.00,,,,62.10,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,42.50,40.60,GIA 6415223811,Crystal  Pinpoint  Indented Natural,NO,N,YES,,,,
K35291,RBC,0.30,H,VVS1,VG,EX,EX,FNT,,4.24 - 4.25 * 2.62,Gia,2417225024,,2200.00,1166.00,-47.00,349.80,,,,61.60,59.00,STK to THK,STK to THK,5.00,F,,NON,14.50,35.50,42.00,40.20,GIA 2417225024,Pinpoint  Feather,NO,N,YES,,,,
K35295,RBC,0.30,K,VVS2,VG,EX,EX,FNT,,4.17 - 4.20 * 2.69,Gia,2414223924,,1400.00,742.00,-47.00,222.60,,,,64.30,58.00,MED to THK,MED to THK,5.00,F,,NON,16.50,37.50,43.00,40.80,GIA 2414223924,Feather  Indented Natural,NO,N,YES,,,,
K35300,RBC,0.30,D,VVS1,VG,EX,EX,No,,4.16 - 4.19 * 2.68,Gia,2414225521,,3100.00,1674.00,-46.00,502.20,,,,64.10,57.00,STK to THK,STK to THK,5.00,F,,NON,17.50,38.50,42.00,40.00,GIA 2414225521,Manufacturing Remnant  Natural,NO,N,YES,,,,
K35303,RBC,0.30,I,VVS1,VG,EX,EX,FNT,,4.17 - 4.19 * 2.68,Gia,2416225577,,2000.00,1040.00,-48.00,312.00,,,,64.20,57.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.50,42.00,40.20,GIA 2416225577,Pinpoint,NO,N,YES,,,,
K35322,RBC,0.31,K,VVS1,EX,EX,EX,MED,,4.36 - 4.38 * 2.62,Gia,7418355021,,1500.00,690.00,-54.00,213.90,,,,59.90,61.00,MED to STK,MED to STK,4.00,F,,NON,12.50,33.00,43.50,41.00,GIA 7418355021,Cloud  Internal Graining,NO,FB,YES,,,,
K35329,RBC,0.30,J,VS1,EX,EX,VG,No,,4.23 - 4.28 * 2.64,Gia,3415353461,,1500.00,900.00,-40.00,270.00,,,,62.20,59.00,MED to STK,MED to STK,4.00,F,,NON,15.00,36.00,43.00,40.80,GIA 3415353461,Crystal  Cloud  Feather  Needle,NO,N,YES,,,,
K35336,RBC,0.30,D,SI1,EX,EX,EX,MED,,4.27 - 4.30 * 2.66,Gia,7411354915,,2000.00,1080.00,-46.00,324.00,,,,62.10,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,42.50,40.60,GIA 7411354915,Knot,NO,N,YES,,,,
K35361,RBC,0.31,K,VVS2,EX,EX,EX,MED,,4.31 - 4.34 * 2.67,Gia,5413354124,,1400.00,756.00,-46.00,234.36,,,,61.80,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,41.00,GIA 5413354124,Needle  Cloud  Pinpoint,NO,N,YES,,,,
K35368,RBC,0.30,I,VVS2,EX,EX,VG,STG,,4.24 - 4.28 * 2.68,Gia,2417351160,,1900.00,855.00,-55.00,256.50,,,,62.90,55.00,MED to STK,MED to STK,4.00,F,,NON,16.00,35.50,43.00,40.60,GIA 2417351160,Indented Natural  Pinpoint,NO,N,YES,,,,
K35373,RBC,0.31,F,VVS1,EX,EX,EX,FNT,,4.31 - 4.34 * 2.71,Gia,3415351002,,2700.00,1458.00,-46.00,451.98,,,,62.70,57.00,STK,STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 3415351002,Pinpoint  Feather,NO,N,YES,,,,
K35380,RBC,0.31,F,VVS1,EX,EX,EX,FNT,,4.31 - 4.32 * 2.69,Gia,7416355761,,2700.00,1458.00,-46.00,451.98,,,,62.30,57.00,STK,STK,4.00,F,,NON,15.50,35.50,43.00,40.60,GIA 7416355761,Feather,NO,N,YES,,,,
K35400,RBC,0.30,L,VVS2,VG,EX,EX,No,,4.36 - 4.37 * 2.55,Gia,2416353308,,1200.00,672.00,-44.00,201.60,,,,58.50,59.00,MED to STK,MED to STK,3.50,F,,NON,13.50,33.00,42.00,40.00,GIA 2416353308,Pinpoint,NO,N,YES,,,,
K35426,RBC,0.30,G,VS2,EX,EX,EX,FNT,,4.26 - 4.29 * 2.68,Gia,6412356723,,1900.00,1140.00,-40.00,342.00,,,,62.80,57.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,44.00,41.60,GIA 6412356723,Crystal  Cloud  Feather,NO,N,YES,,,,
K35432,RBC,0.30,G,VS2,EX,EX,EX,FNT,,4.27 - 4.29 * 2.67,Gia,2414350769,,1900.00,1140.00,-40.00,342.00,,,,62.40,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,44.00,41.60,GIA 2414350769,Feather  Cloud  Indented Natural,NO,N,YES,,,,
K35443,RBC,0.32,E,VS1,EX,EX,EX,FNT,,4.37 - 4.38 * 2.69,Gia,1415350426,,2300.00,1242.00,-46.00,397.44,,,,61.50,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,40.80,GIA 1415350426,Cloud  Crystal  Feather,NO,N,YES,,,,
K35448,RBC,0.30,I,VVS2,VG,EX,EX,MED,,4.16 - 4.19 * 2.70,Gia,6411351308,,1900.00,931.00,-51.00,279.30,,,,64.60,58.00,THK,THK,5.00,F,,NON,16.50,37.50,43.00,40.80,GIA 6411351308,Feather,NO,N,YES,,,,
K35460,RBC,0.30,K,VVS2,VG,EX,EX,No,,4.19 - 4.21 * 2.69,Gia,6412353170,,1400.00,798.00,-43.00,239.40,,,,64.00,60.00,MED to THK,MED to THK,5.00,F,,NON,14.50,36.00,44.50,41.60,GIA 6412353170,Feather  Pinpoint  Indented Natural,NO,N,YES,,,,
K35495,RBC,0.30,G,VS1,EX,EX,EX,FNT,,4.26 - 4.29 * 2.69,Gia,7418351589,,2100.00,1239.00,-41.00,371.70,,,,62.90,56.00,MED to STK,MED to STK,3.50,F,,NON,16.00,36.00,43.50,41.20,GIA 7418351589,Cloud  Crystal  Needle  Pinpoint,NO,N,YES,,,,
K35499,RBC,0.31,G,VVS1,EX,EX,EX,FNT,,4.32 - 4.34 * 2.68,Gia,6411351849,,2400.00,1296.00,-46.00,401.76,,,,62.00,60.00,MED to STK,MED to STK,4.00,F,,NON,14.00,35.00,44.00,41.40,GIA 6411351849,Pinpoint,NO,N,YES,,,,
K35501,RBC,0.30,K,VVS2,VG,EX,EX,No,,4.18 - 4.21 * 2.69,Gia,2414351680,,1400.00,798.00,-43.00,239.40,,,,64.10,56.00,ETN to THK,ETN to THK,5.00,F,,NON,17.00,37.50,42.00,40.20,GIA 2414351680,Indented Natural  Pinpoint,NO,N,YES,,,,
K35518,RBC,0.30,E,VVS1,EX,EX,VG,No,,4.23 - 4.28 * 2.68,Gia,3415353251,,2900.00,1595.00,-45.00,478.50,,,,62.90,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 3415353251,Pinpoint  Feather,NO,N,YES,,,,
K35519,RBC,0.30,H,SI1,EX,EX,EX,STG,,4.29 - 4.32 * 2.67,Gia,2416353232,,1600.00,880.00,-45.00,264.00,,,,62.00,58.00,STK,STK,4.00,F,,NON,14.00,34.00,44.00,41.40,GIA 2416353232,Crystal  Cloud,NO,N,YES,,,,
K35524,RBC,0.31,I,IF,EX,EX,EX,FNT,,4.36 - 4.38 * 2.64,Gia,6412350897,,2100.00,1092.00,-48.00,338.52,,,,60.30,60.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.50,43.00,40.80,GIA 6412350897,Minor Details of Polish,NO,N,YES,,,,
