Stone_NO,Shape,Weight,Color,Clarity,Cut,Polish,Symm,FlrIntens,FlrColor,FColor,FCIntens,FCOverton,Measurement,Diameter_Min,Diameter_Max,Total_Depth,Lab,LabLocation,Lab_Report_No,LabLink,Lab_Report_Date,Laser_Inscription,Treatment,Location,Total_Depth_Per,Table_Diameter_Per,GirdleName,GirdleThin_ID,GirdleThick_ID,Girdle_Per,GirdleCon,CuletSize,CuletCon,CrownHeight,CrownAngle,PavillionHeight,PavillionAngle,PairStock_No,Parcels_Stone,Comment,KeyToSymbols,Shade,StarLength,LowerHalve,Table_Inclusion,Black_Inclusion,Side_Inclusion,Open_Inclusion,Brand,HnA,Ratio,Eyeclean,Tinge,Feather_Inclusion,Milkey,Luster,Internal_Graining,Surface_Graining,Natural_Type,ExtraFacet,Fancy_Color_Description,Stone_Comment,NewArrival,StockStatus,Is_VedioExist,Is_imgExist,Is_CertyExist,Certificate_file_url,Stone_Img_url,Video_url,Lab_Report_Comment,Remarks,Control_No,LiveRAP,SaleDis,SaleRate,SaleAmt,BIS,BIC,WIS,WIC
KG-28131,ROUND,0.420,G,VVS1,EX,EX,EX,STG,BLU,,,,4.76 - 4.79 * 2.96,4.76,4.79,2.96,GIA,,7366124141,https://www.gia.edu/report-check?reportno=7366124141,29/09/2020,GIA 7366124141,,IND,62.00,58.00,MED to STK,MED,STK,,FACETED,NONE,,14.50,35.50,43.50,41.00,,,,Pinpoint  Feather,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3100.0,-38.0,1922.0,807.24,,,,
KG-28147,ROUND,0.400,D,VS2,EX,EX,EX,VST,BLU,,,,4.69 - 4.71 * 2.94,4.69,4.71,2.94,GIA,,6362122459,https://www.gia.edu/report-check?reportno=6362122459,29/09/2020,GIA 6362122459,,IND,62.50,56.00,MED,MED,,,FACETED,NONE,,16.50,36.50,42.50,40.60,,,,Crystal  Cloud,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3000.0,-42.0,1740.0,696.0,,,,
KG-28256,ROUND,0.400,L,VS1,VG,EX,EX,MED,BLU,,,,4.60 - 4.62 * 2.95,4.60,4.62,2.95,GIA,,2367123457,https://www.gia.edu/report-check?reportno=2367123457,29/09/2020,GIA 2367123457,,IND,64.00,57.00,STK to THK,STK,THK,,FACETED,NONE,,17.00,38.50,42.00,40.20,,,,Crystal  Needle  Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,BROWN  100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,1600.0,-41.0,944.0,377.6,,,,
KG-28270,ROUND,0.320,J,VS1,EX,EX,EX,FNT,,,,,4.36 - 4.38 * 2.73,4.36,4.38,2.73,GIA,,1363123470,https://www.gia.edu/report-check?reportno=1363123470,29/09/2020,GIA 1363123470,,IND,62.40,58.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.50,43.50,41.00,,,,Feather  Pinpoint  Internal Graining,,,,,,,,,,1,,,,,,,,,,  ,BROWN  100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,1800.0,-36.0,1152.0,368.64,,,,
KG-28669,ROUND,0.400,L,SI1,EX,EX,EX,NON,,,,,4.75 - 4.78 * 2.89,4.75,4.78,2.89,GIA,,2366182019,https://www.gia.edu/report-check?reportno=2366182019,22/10/2020,GIA 2366182019,,IND,60.60,60.00,MED,MED,,,FACETED,NONE,,14.00,35.50,43.00,40.80,,,,Twinning Wisp  Feather,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,1300.0,-36.0,832.0,332.8,,,,
KG-29138,ROUND,0.400,K,VS1,EX,EX,VG,FNT,,,,,4.73 - 4.76 * 2.88,4.73,4.76,2.88,GIA,,6365226966,https://www.gia.edu/report-check?reportno=6365226966,23/10/2020,GIA 6365226966,,IND,60.70,60.00,THN to STK,THN,STK,,FACETED,NONE,,13.50,33.50,43.50,41.00,,,,Feather  Needle,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,1800.0,-39.0,1098.0,439.2,,,,
KG-29266,ROUND,0.400,E,VS1,EX,EX,EX,MED,BLU,,,,4.68 - 4.70 * 2.93,4.68,4.70,2.93,GIA,,7368227019,https://www.gia.edu/report-check?reportno=7368227019,23/10/2020,GIA 7368227019,,IND,62.50,56.00,MED to STK,MED,STK,,FACETED,NONE,,16.50,36.50,42.50,40.60,,,,Crystal,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3100.0,-40.0,1860.0,744.0,,,,
KG-29354,ROUND,0.400,H,VVS1,EX,EX,EX,STG,BLU,,,,4.71 - 4.73 * 2.90,4.71,4.73,2.90,GIA,,2366227686,https://www.gia.edu/report-check?reportno=2366227686,23/10/2020,GIA 2366227686,,IND,61.40,59.00,MED to STK,MED,STK,,FACETED,NONE,,14.50,35.50,42.50,40.60,,,,Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2900.0,-43.0,1653.0,661.2,,,,
KG-29357,ROUND,0.400,J,SI2,EX,EX,EX,STG,BLU,,,,4.68 - 4.71 * 2.94,4.68,4.71,2.94,GIA,,2367232307,https://www.gia.edu/report-check?reportno=2367232307,27/10/2020,GIA 2367232307,,IND,62.50,58.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.50,43.50,41.00,,,,Crystal,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,1500.0,-40.0,900.0,360.0,,,,
KG-29432,ROUND,0.330,D,SI2,EX,EX,EX,STG,BLU,,,,4.41 - 4.42 * 2.75,4.41,4.42,2.75,GIA,,6362381377,https://www.gia.edu/report-check?reportno=6362381377,23/10/2020,GIA 6362381377,,IND,62.40,56.00,STK,STK,,,FACETED,NONE,,15.50,35.00,43.00,40.60,,,,Crystal  Cloud  Knot,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2000.0,-40.0,1200.0,396.0,,,,
KG-29539,ROUND,0.410,H,VVS1,EX,EX,EX,MED,BLU,,,,4.71 - 4.73 * 2.95,4.71,4.73,2.95,GIA,,5366380716,https://www.gia.edu/report-check?reportno=5366380716,27/10/2020,GIA 5366380716,,IND,62.60,57.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.00,43.50,41.00,,,,Cavity,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2900.0,-39.0,1769.0,725.29,,,,
KG-29582,ROUND,0.360,H,SI1,EX,EX,EX,STG,BLU,,,,4.53 - 4.55 * 2.86,4.53,4.55,2.86,GIA,,7361380954,https://www.gia.edu/report-check?reportno=7361380954,23/10/2020,GIA 7361380954,,IND,63.00,56.00,THN to STK,THN,STK,,FACETED,NONE,,16.00,36.00,43.50,41.20,,,,Crystal,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,1900.0,-36.0,1216.0,437.76,,,,
KG-29651,ROUND,0.370,J,SI2,EX,EX,EX,NON,,,,,4.63 - 4.65 * 2.80,4.63,4.65,2.80,GIA,,1365380654,https://www.gia.edu/report-check?reportno=1365380654,23/10/2020,GIA 1365380654,,IND,60.40,61.00,MED,MED,,,FACETED,NONE,,13.00,34.00,43.50,41.20,,,,Feather,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,1300.0,-34.0,858.0,317.46,,,,
KG-29928,ROUND,0.400,F,VS1,EX,EX,EX,STG,BLU,,,,4.70 - 4.73 * 2.91,4.70,4.73,2.91,GIA,,5363382062,https://www.gia.edu/report-check?reportno=5363382062,24/01/2020,GIA 5363382062,,IND,61.80,58.00,STK,STK,,,FACETED,NONE,,14.50,34.50,43.50,41.00,,,,Feather  Needle  Pinpoint,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2900.0,-40.0,1740.0,696.0,,,,
KG-29932,ROUND,0.400,G,VVS2,EX,EX,EX,MED,BLU,,,,4.68 - 4.70 * 2.94,4.68,4.70,2.94,GIA,,1365381778,https://www.gia.edu/report-check?reportno=1365381778,24/01/2020,GIA 1365381778,,IND,62.70,57.00,MED to STK,MED,STK,,FACETED,NONE,,15.50,35.50,43.50,41.00,,,,Feather  Pinpoint  Internal Graining  Surface Graining,,,,,,,,,,1,,,,,,,,,,  ,BROWN  100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2900.0,-37.0,1827.0,730.8,,,,
KG-30002,ROUND,0.420,E,VVS2,EX,EX,EX,MED,BLU,,,,4.78 - 4.81 * 2.97,4.78,4.81,2.97,GIA,,6362380723,https://www.gia.edu/report-check?reportno=6362380723,12/04/2020,GIA 6362380723,,IND,61.90,58.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.00,43.50,41.00,,,,Pinpoint,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3300.0,-34.0,2178.0,914.76,,,,
KG-30015,ROUND,0.400,D,VS1,EX,EX,EX,STG,BLU,,,,4.72 - 4.75 * 2.90,4.72,4.75,2.90,GIA,,6362381601,https://www.gia.edu/report-check?reportno=6362381601,12/07/2020,GIA 6362381601,,IND,61.20,60.00,MED to STK,MED,STK,,FACETED,NONE,,13.50,34.00,43.50,41.20,,,,Crystal  Pinpoint,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3300.0,-44.0,1848.0,739.2,,,,
KG-30170,ROUND,0.320,D,VS2,EX,EX,EX,STG,BLU,,,,4.38 - 4.41 * 2.75,4.38,4.41,2.75,GIA,,3365386055,https://www.gia.edu/report-check?reportno=3365386055,25/08/2020,GIA 3365386055,,IND,62.50,59.00,STK,STK,,,FACETED,NONE,,14.00,34.00,44.50,41.80,,,,Crystal  Cloud  Feather,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2500.0,-43.0,1425.0,456.0,,,,
KG-30179,ROUND,0.320,H,VVS1,EX,EX,EX,STG,BLU,,,,4.37 - 4.40 * 2.75,4.37,4.40,2.75,GIA,,7368386929,https://www.gia.edu/report-check?reportno=7368386929,28/08/2020,GIA 7368386929,,IND,62.70,56.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,34.50,44.00,41.40,,,,Pinpoint  Feather,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2400.0,-43.0,1368.0,437.76,,,,
KG-30187,ROUND,0.410,G,VS1,EX,EX,EX,STG,BLU,,,,4.74 - 4.75 * 2.99,4.74,4.75,2.99,GIA,,7368385821,https://www.gia.edu/report-check?reportno=7368385821,28/08/2020,GIA 7368385821,,IND,62.90,57.00,MED to STK,MED,STK,,FACETED,NONE,,16.00,36.50,43.50,41.00,,,,Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2800.0,-40.0,1680.0,688.8,,,,
KG-30199,ROUND,0.500,D,VVS2,VG,EX,VG,NON,,,,,4.98 - 5.01 * 3.22,4.98,5.01,3.22,GIA,,1365384983,https://www.gia.edu/report-check?reportno=1365384983,28/08/2020,GIA 1365384983,,IND,64.40,56.00,STK to THK,STK,THK,,FACETED,NONE,,17.00,37.50,43.00,40.60,,,,Pinpoint  Natural,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-30199.jpg,,GIA,,,5200.0,-38.0,3224.0,1612.0,,,,
KG-30325,ROUND,0.320,D,VVS1,EX,EX,EX,STG,BLU,,,,4.36 - 4.39 * 2.74,4.36,4.39,2.74,GIA,,6365386760,https://www.gia.edu/report-check?reportno=6365386760,25/08/2020,GIA 6365386760,,IND,62.60,58.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.00,44.00,41.40,,,,Cloud  Feather,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3100.0,-46.0,1674.0,535.68,,,,
KG-30338,ROUND,0.500,D,VVS2,VG,EX,EX,NON,,,,,4.96 - 4.98 * 3.18,4.96,4.98,3.18,GIA,,1365386626,https://www.gia.edu/report-check?reportno=1365386626,28/08/2020,GIA 1365386626,,IND,64.00,57.00,STK to THK,STK,THK,,FACETED,NONE,,17.00,38.00,42.00,40.20,,,,Feather  Needle  Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-30338.jpg,,GIA,,,5200.0,-33.0,3484.0,1742.0,,,,
KG-30350,ROUND,0.340,H,VS1,EX,EX,EX,STG,BLU,,,,4.44 - 4.46 * 2.80,4.44,4.46,2.80,GIA,,2366387475,https://www.gia.edu/report-check?reportno=2366387475,28/08/2020,GIA 2366387475,,IND,62.90,57.00,MED to STK,MED,STK,,FACETED,NONE,,16.00,36.50,43.50,41.00,,,,Cloud  Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2200.0,-41.0,1298.0,441.32,,,,
KG-30387,ROUND,0.400,D,VVS1,EX,EX,EX,STG,BLU,,,,4.69 - 4.72 * 2.91,4.69,4.72,2.91,GIA,,6361387669,https://www.gia.edu/report-check?reportno=6361387669,28/08/2020,GIA 6361387669,,IND,61.90,57.00,MED to STK,MED,STK,,FACETED,NONE,,15.50,35.50,42.50,40.60,,,,Indented Natural,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3700.0,-45.0,2035.0,814.0,,,,
KG-30511,ROUND,0.420,E,VVS2,EX,EX,EX,MED,BLU,,,,4.77 - 4.80 * 3.01,4.77,4.80,3.01,GIA,,7368387591,https://www.gia.edu/report-check?reportno=7368387591,31/08/2020,GIA 7368387591,,IND,63.00,56.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,34.00,44.00,41.60,,,,Cloud  Pinpoint,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3300.0,-34.0,2178.0,914.76,,,,
KG-30517,ROUND,0.400,D,VS1,EX,EX,VG,NON,,,,,4.65 - 4.70 * 2.93,4.65,4.70,2.93,GIA,,7366387135,https://www.gia.edu/report-check?reportno=7366387135,31/08/2020,GIA 7366387135,,IND,62.70,57.00,MED to STK,MED,STK,,FACETED,NONE,,16.00,36.00,43.00,40.60,,,,Crystal  Needle  Cloud  Pinpoint,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3300.0,-32.0,2244.0,897.6,,,,
KG-30530,ROUND,0.500,D,VS1,VG,EX,VG,NON,,,,,5.00 - 5.01 * 3.16,5.00,5.01,3.16,GIA,,2366387932,https://www.gia.edu/report-check?reportno=2366387932,31/08/2020,GIA 2366387932,,IND,63.20,55.00,MED to STK,MED,STK,,FACETED,NONE,,18.00,38.50,41.50,39.80,,,,Crystal  Feather  Knot,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-30530.jpg,,GIA,,,4800.0,-38.0,2976.0,1488.0,,,,
KG-30538,ROUND,0.330,G,VS2,EX,EX,EX,STG,BLU,,,,4.42 - 4.44 * 2.74,4.42,4.44,2.74,GIA,,6361387866,https://www.gia.edu/report-check?reportno=6361387866,31/08/2020,GIA 6361387866,,IND,61.90,59.00,MED to STK,MED,STK,,FACETED,NONE,,14.50,35.00,44.00,41.40,,,,Crystal,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2200.0,-40.0,1320.0,435.6,,,,
KG-30542,ROUND,0.400,D,VVS1,VG,EX,EX,NON,,,,,4.63 - 4.64 * 2.96,4.63,4.64,2.96,GIA,,1369387901,https://www.gia.edu/report-check?reportno=1369387901,31/08/2020,GIA 1369387901,,IND,63.90,55.00,STK to THK,STK,THK,,FACETED,NONE,,17.00,37.00,42.00,40.20,,,,Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3700.0,-25.0,2775.0,1110.0,,,,
KG-30557,ROUND,0.340,F,VS1,EX,EX,EX,STG,BLU,,,,4.45 - 4.47 * 2.81,4.45,4.47,2.81,GIA,,5363386306,https://www.gia.edu/report-check?reportno=5363386306,31/08/2020,GIA 5363386306,,IND,62.90,56.00,MED,MED,,,FACETED,NONE,,16.00,36.00,43.50,41.00,,,,Pinpoint  Cloud,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2400.0,-43.0,1368.0,465.12,,,,
KG-30949,ROUND,0.330,D,SI1,EX,VG,EX,STG,BLU,,,,4.42 - 4.44 * 2.75,4.42,4.44,2.75,GIA,,2367431817,https://www.gia.edu/report-check?reportno=2367431817,30/10/2020,GIA 2367431817,,IND,62.20,58.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.50,43.00,40.80,,,,Crystal  Cloud  Feather,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2300.0,-49.0,1173.0,387.09,,,,
KG-31421,ROUND,0.320,F,VVS2,EX,EX,EX,MED,BLU,,,,4.34 - 4.37 * 2.73,4.34,4.37,2.73,GIA,,7361516051,https://www.gia.edu/report-check?reportno=7361516051,06/11/2020,GIA 7361516051,,IND,62.80,58.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.50,43.50,41.20,,,,Cloud  Needle  Pinpoint,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2600.0,-42.0,1508.0,482.56,,,,
KG-31493,ROUND,0.400,D,VS1,EX,EX,VG,NON,,,,,4.64 - 4.70 * 2.96,4.64,4.70,2.96,GIA,,2367515302,https://www.gia.edu/report-check?reportno=2367515302,06/11/2020,GIA 2367515302,,IND,63.30,56.00,MED to STK,MED,STK,,FACETED,NONE,,16.50,36.50,43.50,41.00,,,,Feather  Crystal  Cloud  Pinpoint,,,,,,,,,,0.99,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3300.0,-32.0,2244.0,897.6,,,,
KG-31754,ROUND,0.500,D,VVS1,VG,EX,EX,MED,BLU,,,,5.00 - 5.01 * 3.21,5.00,5.01,3.21,GIA,,1368766784,https://www.gia.edu/report-check?reportno=1368766784,30/11/2020,GIA 1368766784,,IND,64.20,57.00,STK to THK,STK,THK,,FACETED,NONE,,14.50,34.50,44.50,41.80,,,,Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-31754.jpg,,GIA,,,5800.0,-43.0,3306.0,1653.0,,,,
KG-31947,ROUND,0.310,F,VVS2,EX,EX,EX,MED,BLU,,,,4.33 - 4.35 * 2.70,4.33,4.35,2.70,GIA,,5363762452,https://www.gia.edu/report-check?reportno=5363762452,01/12/2020,GIA 5363762452,,IND,62.20,56.00,THN to MED,THN,MED,,FACETED,NONE,,16.00,36.50,43.00,40.60,,,,Needle  Pinpoint  Feather  Indented Natural,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2600.0,-44.0,1456.0,451.36,,,,
KG-32358,ROUND,0.310,D,VVS2,EX,EX,EX,MED,BLU,,,,4.33 - 4.35 * 2.70,4.33,4.35,2.70,GIA,,6361766833,https://www.gia.edu/report-check?reportno=6361766833,30/11/2020,GIA 6361766833,,IND,62.20,55.00,MED to STK,MED,STK,,FACETED,NONE,,15.50,34.50,43.00,40.80,,,,Cloud  Pinpoint  Surface Graining,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2900.0,-44.0,1624.0,503.44,,,,
KG-32359,ROUND,0.310,G,VVS1,EX,EX,EX,MED,BLU,,,,4.31 - 4.33 * 2.70,4.31,4.33,2.70,GIA,,2366765965,https://www.gia.edu/report-check?reportno=2366765965,30/11/2020,GIA 2366765965,,IND,62.50,57.00,MED to STK,MED,STK,,FACETED,NONE,,16.00,36.50,43.00,41.00,,,,Cloud  Internal Graining,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2600.0,-44.0,1456.0,451.36,,,,
KG-32376,ROUND,0.330,E,SI2,EX,EX,EX,MED,BLU,,,,4.39 - 4.41 * 2.74,4.39,4.41,2.74,GIA,,2366775700,https://www.gia.edu/report-check?reportno=2366775700,01/12/2020,GIA 2366775700,,IND,62.20,57.00,STK,STK,,,FACETED,NONE,,15.50,36.00,42.50,40.60,,,,Twinning Wisp,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,ONHOLD,NO,NO,NO,,,,GIA,,,1900.0,-43.0,1083.0,357.39,,,,
KG-32439,ROUND,0.310,F,VVS2,EX,EX,EX,STG,BLU,,,,4.31 - 4.33 * 2.71,4.31,4.33,2.71,GIA,,2367751068,https://www.gia.edu/report-check?reportno=2367751068,01/12/2020,GIA 2367751068,,IND,62.60,56.00,MED to STK,MED,STK,,FACETED,NONE,,16.50,36.50,42.50,40.60,,,,Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2600.0,-45.0,1430.0,443.3,,,,
KG-32453,ROUND,0.330,F,VVS2,EX,EX,EX,STG,BLU,,,,4.40 - 4.42 * 2.74,4.40,4.42,2.74,GIA,,1369750497,https://www.gia.edu/report-check?reportno=1369750497,01/12/2020,GIA 1369750497,,IND,62.10,57.00,MED to STK,MED,STK,,FACETED,NONE,,14.50,34.00,43.50,41.20,,,,Cloud  Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2600.0,-45.0,1430.0,471.9,,,,
KG-32531,ROUND,0.330,H,SI1,EX,EX,EX,STG,BLU,,,,4.53 - 4.54 * 2.67,4.53,4.54,2.67,GIA,,7363766676,https://www.gia.edu/report-check?reportno=7363766676,30/11/2020,GIA 7363766676,,IND,58.90,61.00,MED,MED,,,FACETED,NONE,,12.50,32.50,43.00,41.00,,,,Twinning Wisp  Crystal,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,1900.0,-43.0,1083.0,357.39,,,,
KG-32552,ROUND,0.430,D,VS1,EX,VG,EX,MED,BLU,,,,4.81 - 4.83 * 3.03,4.81,4.83,3.03,GIA,,5366749758,https://www.gia.edu/report-check?reportno=5366749758,01/12/2020,GIA 5366749758,,IND,62.90,56.00,MED,MED,,,FACETED,NONE,,16.00,36.50,43.00,41.00,,,,Twinning Wisp,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3300.0,-39.0,2013.0,865.59,,,,
KG-32573,ROUND,0.310,F,IF,EX,EX,EX,MED,BLU,,,,4.39 - 4.41 * 2.66,4.39,4.41,2.66,GIA,,6361775696,https://www.gia.edu/report-check?reportno=6361775696,03/12/2020,GIA 6361775696,,IND,60.40,59.00,MED,MED,,,FACETED,NONE,,13.50,33.50,43.50,41.00,,,,Minor Details of Polish,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3000.0,-46.0,1620.0,502.2,,,,
KG-32704,ROUND,0.330,H,VVS2,EX,EX,EX,STG,BLU,,,,4.42 - 4.43 * 2.79,4.42,4.43,2.79,GIA,,5363767560,https://www.gia.edu/report-check?reportno=5363767560,01/12/2020,GIA 5363767560,,IND,63.00,56.00,MED,MED,,,FACETED,NONE,,16.00,36.50,43.50,41.00,,,,Pinpoint  Internal Graining  Indented Natural,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2300.0,-42.0,1334.0,440.22,,,,
KG-32817,ROUND,0.320,D,VS1,EX,EX,EX,STG,BLU,,,,4.35 - 4.37 * 2.72,4.35,4.37,2.72,GIA,,3365761199,https://www.gia.edu/report-check?reportno=3365761199,01/12/2020,GIA 3365761199,,IND,62.40,57.00,MED to STK,MED,STK,,FACETED,NONE,,15.50,35.50,43.50,41.00,,,,Feather  Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,2700.0,-46.0,1458.0,466.56,,,,
KG-32823,ROUND,0.500,D,VS1,VG,EX,EX,NON,,,,,4.98 - 5.00 * 3.21,4.98,5.00,3.21,GIA,,6361760853,https://www.gia.edu/report-check?reportno=6361760853,01/12/2020,GIA 6361760853,,IND,64.30,58.00,STK,STK,,,FACETED,NONE,,15.50,36.50,44.50,41.60,,,,Needle  Pinpoint,,,,,,,,,,1,,,,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-32823.jpg,,GIA,,,4800.0,-33.0,3216.0,1608.0,,,,
