Stone_NO,Shape,Weight,Color,Clarity,Cut,Polish,Symm,FlrIntens,FlrColor,FColor,FCIntens,FCOverton,Measurement,Diameter_Min,Diameter_Max,Total_Depth,Lab,LabLocation,Lab_Report_No,LabLink,Lab_Report_Date,Laser_Inscription,Treatment,Location,Total_Depth_Per,Table_Diameter_Per,GirdleName,GirdleThin_ID,GirdleThick_ID,Girdle_Per,GirdleCon,CuletSize,CuletCon,CrownHeight,CrownAngle,PavillionHeight,PavillionAngle,PairStock_No,Parcels_Stone,Comment,KeyToSymbols,Shade,StarLength,LowerHalve,Table_Inclusion,Black_Inclusion,Side_Inclusion,Open_Inclusion,Brand,HnA,Ratio,Eyeclean,Tinge,Feather_Inclusion,Milkey,Luster,Internal_Graining,Surface_Graining,Natural_Type,ExtraFacet,Fancy_Color_Description,Stone_Comment,NewArrival,StockStatus,Is_VedioExist,Is_imgExist,Is_CertyExist,Certificate_file_url,Stone_Img_url,Video_url,Lab_Report_Comment,Remarks,Control_No,LiveRAP,SaleDis,SaleRate,SaleAmt,BIS,BIC,WIS,WIC
KG-56738,ROUND,0.300,E,SI2,EX,EX,EX,MED,BLU,,,,4.27 - 4.28 * 2.68,4.27,4.28,2.68,GIA,,6395949252,https://www.gia.edu/report-check?reportno=6395949252,03/09/2021,GIA 6395949252,,IND,62.60,56.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.00,36.00,43.00,40.80,,,,Crystal,,0.50,0.80,SB0,TB0,SF1,SC1,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,ONHOLD,NO,NO,NO,,,,,,,1900.0,-42.0,1102.0,330.6,,,,
KG-56744,ROUND,0.300,D,SI1,VG,EX,EX,NON,,,,,4.18 - 4.21 * 2.69,4.18,4.21,2.69,GIA,,2397950742,https://www.gia.edu/report-check?reportno=2397950742,31/08/2021,GIA 2397950742,,IND,64.10,55.00,MED to STK,MED,STK,0.05,FACETED,NONE,,17.50,38.50,42.00,40.20,,,,Crystal  Cloud,,0.50,0.80,SB0,TB1,SF1,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM  100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2300.0,-42.0,1334.0,400.2,,,,
KG-56759,ROUND,0.300,D,SI2,VG,EX,EX,MED,BLU,,,,4.18 - 4.21 * 2.70,4.18,4.21,2.70,GIA,,6395951389,https://www.gia.edu/report-check?reportno=6395951389,31/08/2021,GIA 6395951389,,IND,64.40,56.00,STK to THK,STK,THK,0.06,FACETED,NONE,,15.50,35.00,43.50,41.20,,,,Crystal,,0.50,0.75,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2000.0,-45.0,1100.0,330.0,,,,
KG-57153,ROUND,0.270,D,IF,EX,EX,EX,NON,,,,,4.13 - 4.15 * 2.60,4.13,4.15,2.60,GIA,,7408040508,https://www.gia.edu/report-check?reportno=7408040508,31/08/2021,GIA 7408040508,,IND,62.80,56.00,MED,MED,,0.04,FACETED,NONE,,16.00,36.50,43.00,41.00,,,,Minor Details of Polish,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,1830.0,32.0,2415.59,652.21,,,,
KG-56975,ROUND,0.430,E,SI2,EX,EX,EX,NON,,,,,4.81 - 4.83 * 3.00,4.81,4.83,3.00,GIA,,6391953510,https://www.gia.edu/report-check?reportno=6391953510,31/08/2021,GIA 6391953510,,IND,62.20,58.00,MED,MED,,0.04,FACETED,NONE,,15.00,35.50,43.50,41.20,,,,Crystal,,0.50,0.80,SB0,TB1,SF0,SC0,,,1,,,TF1,,,,,,,  ,NO BGM  100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2200.0,-30.0,1540.0,662.2,,,,
KG-57438,ROUND,0.300,E,SI2,VG,EX,EX,FNT,,,,,4.24 - 4.26 * 2.68,4.24,4.26,2.68,GIA,,3395954754,https://www.gia.edu/report-check?reportno=3395954754,31/08/2021,GIA 3395954754,,IND,63.00,59.00,MED to STK,MED,STK,0.04,FACETED,NONE,,14.50,35.00,44.50,41.60,,,,Crystal  Feather,,0.50,0.80,SB0,TB1,SF1,SC0,,,1,,,TF1,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,1900.0,-46.0,1026.0,307.8,,,,
KG-57479,ROUND,0.300,F,SI2,EX,EX,EX,STG,BLU,,,,4.27 - 4.29 * 2.69,4.27,4.29,2.69,GIA,,1397954826,https://www.gia.edu/report-check?reportno=1397954826,31/08/2021,GIA 1397954826,,IND,62.90,56.00,MED to STK,MED,STK,0.04,FACETED,NONE,,15.00,34.50,44.00,41.40,,,,Crystal  Feather,,0.50,0.80,SB0,TB2,SF1,SC2,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,ONHOLD,NO,NO,NO,,,,,,,1800.0,-43.0,1026.0,307.8,,,,
KG-57224,ROUND,0.500,D,SI2,VG,EX,EX,MED,BLU,,,,4.96 - 4.99 * 3.18,4.96,4.99,3.18,GIA,,6392951271,https://www.gia.edu/report-check?reportno=6392951271,03/09/2021,GIA 6392951271,,IND,63.90,57.00,STK to THK,STK,THK,0.05,FACETED,NONE,,17.00,38.50,42.00,40.20,,,,Crystal,,0.55,0.80,SB2,TB0,SF0,SC1,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,3100.0,-36.0,1984.0,992.0,,,,
KG-57301,ROUND,0.560,E,VS1,EX,EX,EX,NON,,,,,5.33 - 5.34 * 3.19,5.33,5.34,3.19,GIA,,6405040802,https://www.gia.edu/report-check?reportno=6405040802,31/08/2021,GIA 6405040802,,IND,59.80,60.00,STK,STK,,0.04,FACETED,NONE,,12.50,32.00,43.50,41.00,,,,Crystal  Feather  Needle  Pinpoint,,0.50,0.75,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,4600.0,-29.0,3266.0,1828.96,,,,
KG-57308,ROUND,0.300,F,VVS2,EX,EX,VG,FNT,,,,,4.32 - 4.34 * 2.60,4.32,4.34,2.60,GIA,,5403036304,https://www.gia.edu/report-check?reportno=5403036304,31/08/2021,GIA 5403036304,,IND,60.20,59.00,MED to STK,MED,STK,0.04,FACETED,NONE,,13.50,33.50,43.00,40.80,,,,Indented Natural  Pinpoint,,0.50,0.75,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,ONHOLD,NO,NO,NO,,,,,,,2600.0,-46.0,1404.0,421.2,,,,
KG-57397,ROUND,0.250,F,VVS1,EX,EX,EX,FNT,,,,,4.05 - 4.08 * 2.47,4.05,4.08,2.47,GIA,,1403036140,https://www.gia.edu/report-check?reportno=1403036140,31/08/2021,GIA 1403036140,,IND,60.70,60.00,MED to STK,MED,STK,0.04,FACETED,NONE,,13.00,33.50,44.00,41.40,,,,Internal Graining,,0.50,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,1830.0,1.0,1848.28,462.07,,,,
KG-57402,ROUND,0.300,F,IF,EX,EX,EX,FNT,,,,,4.28 - 4.31 * 2.64,4.28,4.31,2.64,GIA,,2406036158,https://www.gia.edu/report-check?reportno=2406036158,31/08/2021,GIA 2406036158,,IND,61.60,58.00,MED to STK,MED,STK,0.04,FACETED,NONE,,15.50,36.00,43.00,40.60,,,,Surface Graining  Natural  Minor Details of Polish,,0.45,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,3000.0,-44.0,1680.0,504.0,,,,
KG-57622,ROUND,0.400,F,VS1,VG,EX,EX,NON,,,,,4.60 - 4.62 * 2.96,4.60,4.62,2.96,GIA,,6402040754,https://www.gia.edu/report-check?reportno=6402040754,31/08/2021,GIA 6402040754,,IND,64.10,57.00,STK to THK,STK,THK,0.05,FACETED,NONE,,17.00,38.50,42.00,40.20,,,,Crystal  Needle  Pinpoint,,0.45,0.75,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2900.0,-31.0,2001.0,800.4,,,,
KG-57831,ROUND,0.250,D,VS2,EX,EX,EX,NON,,,,,4.00 - 4.03 * 2.52,4.00,4.03,2.52,GIA,,6401040496,https://www.gia.edu/report-check?reportno=6401040496,03/09/2021,GIA 6401040496,,IND,62.90,57.00,STK,STK,,0.04,FACETED,NONE,,15.50,35.50,43.50,41.00,,,,Feather,,0.50,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,1590.0,-1.0,1574.08,393.52,,,,
KG-57967,ROUND,0.400,E,SI1,VG,EX,EX,NON,,,,,4.58 - 4.60 * 2.97,4.58,4.60,2.97,GIA,,6392953931,https://www.gia.edu/report-check?reportno=6392953931,31/08/2021,GIA 6392953931,,IND,64.70,56.00,STK to THK,STK,THK,0.05,FACETED,NONE,,17.50,38.50,42.00,40.20,,,,Cloud,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,MILKY 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2500.0,-35.0,1625.0,650.0,,,,
KG-57987,ROUND,0.250,F,IF,EX,EX,EX,NON,,,,,4.01 - 4.03 * 2.52,4.01,4.03,2.52,GIA,,1403036607,https://www.gia.edu/report-check?reportno=1403036607,03/09/2021,GIA 1403036607,,IND,62.80,55.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.00,35.00,43.00,40.80,,,,Minor Details of Polish,,0.50,0.75,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,1830.0,6.0,1939.8,484.95,,,,
KG-57995,ROUND,0.260,E,VVS2,EX,EX,EX,NON,,,,,4.06 - 4.08 * 2.54,4.06,4.08,2.54,GIA,,6401077589,https://www.gia.edu/report-check?reportno=6401077589,09/09/2021,GIA 6401077589,,IND,62.40,58.00,MED to STK,MED,STK,0.04,FACETED,NONE,,15.00,35.50,43.50,41.00,,,,Cloud  Pinpoint  Surface Graining,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,1830.0,-4.0,1756.81,456.77,,,,
KG-58033,ROUND,0.300,F,VVS2,VG,EX,EX,NON,,,,,4.26 - 4.27 * 2.69,4.26,4.27,2.69,GIA,,7408077684,https://www.gia.edu/report-check?reportno=7408077684,09/09/2021,GIA 7408077684,,IND,63.20,55.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.50,36.50,43.00,41.00,,,,Feather  Pinpoint  Surface Graining,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2600.0,-38.0,1612.0,483.6,,,,
KG-58050,ROUND,0.300,D,VVS2,EX,EX,EX,MED,BLU,,,,4.26 - 4.29 * 2.69,4.26,4.29,2.69,GIA,,5406077716,https://www.gia.edu/report-check?reportno=5406077716,09/09/2021,GIA 5406077716,,IND,62.90,56.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.00,36.50,43.50,41.00,,,,Cloud  Indented Natural,,0.50,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2900.0,-44.0,1624.0,487.2,,,,
KG-58113,ROUND,0.310,H,VVS1,EX,EX,EX,MED,BLU,,,,4.30 - 4.32 * 2.70,4.30,4.32,2.70,GIA,,1403092450,https://www.gia.edu/report-check?reportno=1403092450,09/09/2021,GIA 1403092450,,IND,62.70,55.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.50,36.50,42.50,40.60,,,,Pinpoint  Feather,,0.50,0.75,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2400.0,-44.0,1344.0,416.64,,,,
KG-58118,ROUND,0.310,H,IF,EX,EX,VG,MED,BLU,,,,4.31 - 4.33 * 2.71,4.31,4.33,2.71,GIA,,2406092443,https://www.gia.edu/report-check?reportno=2406092443,09/09/2021,GIA 2406092443,,IND,62.70,57.00,MED to STK,MED,STK,0.04,FACETED,NONE,,15.00,35.00,44.00,41.40,,,,Extra Facet  Minor Details of Polish,,0.45,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2600.0,-48.0,1352.0,419.12,,,,
KG-58143,ROUND,0.350,G,VVS1,EX,EX,EX,MED,BLU,,,,4.48 - 4.51 * 2.84,4.48,4.51,2.84,GIA,,6402077581,https://www.gia.edu/report-check?reportno=6402077581,09/09/2021,GIA 6402077581,,IND,63.20,56.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.50,36.50,43.50,41.00,,,,Pinpoint,,0.50,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2600.0,-38.0,1612.0,564.2,,,,
KG-58202,ROUND,0.300,G,VVS1,VG,EX,EX,NON,,,,,4.18 - 4.21 * 2.69,4.18,4.21,2.69,GIA,,2406083406,https://www.gia.edu/report-check?reportno=2406083406,09/09/2021,GIA 2406083406,,IND,64.20,57.00,STK to THK,STK,THK,0.06,FACETED,NONE,,16.50,37.50,42.50,40.40,,,,Pinpoint  Feather  Chip,,0.50,0.75,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2600.0,-39.0,1586.0,475.8,,,,
KG-58224,ROUND,0.340,G,VVS1,EX,EX,EX,STG,BLU,,,,4.46 - 4.49 * 2.79,4.46,4.49,2.79,GIA,,2406078296,https://www.gia.edu/report-check?reportno=2406078296,09/09/2021,GIA 2406078296,,IND,62.30,58.00,MED to STK,MED,STK,0.04,FACETED,NONE,,15.50,36.00,43.00,40.80,,,,Pinpoint,,0.50,0.75,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2600.0,-44.0,1456.0,495.04,,,,
KG-58384,ROUND,0.500,F,VS2,VG,EX,VG,NON,,,,,4.94 - 4.98 * 3.14,4.94,4.98,3.14,GIA,,6402096839,https://www.gia.edu/report-check?reportno=6402096839,09/09/2021,GIA 6402096839,,IND,63.30,57.00,STK to THK,STK,THK,0.05,FACETED,NONE,,17.00,38.50,41.50,40.00,,,,Twinning Wisp,,0.50,0.75,SB0,TB2,SF1,SC1,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,4100.0,-39.0,2501.0,1250.5,,,,
KG-58398,ROUND,0.500,F,VVS2,EX,EX,VG,NON,,,,,5.04 - 5.06 * 3.18,5.04,5.06,3.18,GIA,,6405077515,https://www.gia.edu/report-check?reportno=6405077515,09/09/2021,GIA 6405077515,,IND,62.90,57.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.00,36.50,43.50,41.00,,,,Pinpoint  Feather  Indented Natural,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,4600.0,-33.0,3082.0,1541.0,,,,
KG-58399,ROUND,0.400,F,VVS2,VG,EX,VG,NON,,,,,4.72 - 4.74 * 2.85,4.72,4.74,2.85,GIA,,2408078403,https://www.gia.edu/report-check?reportno=2408078403,09/09/2021,GIA 2408078403,,IND,60.20,60.00,STK to THK,STK,THK,0.05,FACETED,VERY SMALL,,13.50,33.50,42.00,40.20,,,,Feather  Indented Natural  Cloud,,0.45,0.75,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,3100.0,-32.0,2108.0,843.2,,,,
KG-58413,ROUND,0.300,D,VVS2,EX,EX,VG,NON,,,,,4.25 - 4.29 * 2.66,4.25,4.29,2.66,GIA,,1409078393,https://www.gia.edu/report-check?reportno=1409078393,09/09/2021,GIA 1409078393,,IND,62.20,57.00,THN to MED,THN,MED,0.04,FACETED,NONE,,16.00,36.50,43.00,40.80,,,,Pinpoint  Indented Natural,,0.50,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2900.0,-37.0,1827.0,548.1,,,,
KG-58420,ROUND,0.300,F,SI2,EX,EX,EX,FNT,,,,,4.32 - 4.34 * 2.61,4.32,4.34,2.61,GIA,,7406096828,https://www.gia.edu/report-check?reportno=7406096828,09/09/2021,GIA 7406096828,,IND,60.20,59.00,MED to STK,MED,STK,0.04,FACETED,NONE,,13.50,33.50,43.00,40.80,,,,Cloud  Feather  Crystal,,0.50,0.80,SB0,TB2,SF0,SC0,,,1,,,TF2,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,ONHOLD,NO,NO,NO,,,,,,,1800.0,-41.0,1062.0,318.6,,,,
KG-58422,ROUND,0.530,D,VVS2,EX,EX,EX,NON,,,,,5.15 - 5.19 * 3.21,5.15,5.19,3.21,GIA,,2408078342,https://www.gia.edu/report-check?reportno=2408078342,09/09/2021,GIA 2408078342,,IND,62.20,59.00,MED to STK,MED,STK,0.04,FACETED,NONE,,14.50,35.00,44.00,41.40,,,,Needle  Pinpoint  Cloud,,0.45,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,5200.0,-28.0,3744.0,1984.32,,,,
KG-58425,ROUND,0.320,D,VVS2,EX,EX,EX,MED,BLU,,,,4.38 - 4.40 * 2.70,4.38,4.40,2.70,GIA,,6405077698,https://www.gia.edu/report-check?reportno=6405077698,09/09/2021,GIA 6405077698,,IND,61.60,60.00,STK,STK,,0.04,FACETED,NONE,,14.00,35.50,43.50,41.00,,,,Cloud  Pinpoint,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2900.0,-44.0,1624.0,519.68,,,,
KG-58448,ROUND,0.340,D,VVS2,EX,EX,EX,FNT,,,,,4.45 - 4.48 * 2.80,4.45,4.48,2.80,GIA,,6405077811,https://www.gia.edu/report-check?reportno=6405077811,09/09/2021,GIA 6405077811,,IND,62.70,56.00,MED,MED,,0.04,FACETED,NONE,,16.00,36.50,43.00,40.80,,,,Needle  Pinpoint,,0.50,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2900.0,-43.0,1653.0,562.02,,,,
KG-58539,ROUND,0.500,G,SI2,EX,EX,EX,FNT,,,,,5.05 - 5.09 * 3.15,5.05,5.09,3.15,GIA,,5403097395,https://www.gia.edu/report-check?reportno=5403097395,09/09/2021,GIA 5403097395,,IND,62.00,58.00,MED to STK,MED,STK,0.04,FACETED,NONE,,15.00,35.50,43.00,40.80,,,,Feather,,0.45,0.75,SB0,TB2,SF2,SC0,,,0.99,,,TF2,,,,,,,  ,NO BGM  100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2800.0,-37.5,1750.0,875.0,,,,
KG-58585,ROUND,0.320,E,VVS2,EX,EX,EX,FNT,,,,,4.39 - 4.41 * 2.74,4.39,4.41,2.74,GIA,,6402078509,https://www.gia.edu/report-check?reportno=6402078509,09/09/2021,GIA 6402078509,,IND,62.30,57.00,MED,MED,,0.04,FACETED,NONE,,15.50,36.00,43.50,41.20,,,,Needle  Pinpoint,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2700.0,-42.0,1566.0,501.12,,,,
KG-58608,ROUND,0.330,G,VVS1,EX,EX,EX,FNT,,,,,4.41 - 4.43 * 2.77,4.41,4.43,2.77,GIA,,7408078600,https://www.gia.edu/report-check?reportno=7408078600,09/09/2021,GIA 7408078600,,IND,62.70,57.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.00,36.50,43.00,41.00,,,,Pinpoint  Feather,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2600.0,-40.0,1560.0,514.8,,,,
KG-58641,ROUND,0.310,I,VVS2,EX,EX,EX,MED,BLU,,,,4.32 - 4.35 * 2.71,4.32,4.35,2.71,GIA,,6402078478,https://www.gia.edu/report-check?reportno=6402078478,09/09/2021,GIA 6402078478,,IND,62.50,57.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.00,36.50,43.00,41.00,,,,Cloud  Pinpoint,,0.50,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2200.0,-43.0,1254.0,388.74,,,,
KG-58665,ROUND,0.300,F,VVS1,VG,EX,EX,NON,,,,,4.21 - 4.23 * 2.68,4.21,4.23,2.68,GIA,,2406078470,https://www.gia.edu/report-check?reportno=2406078470,09/09/2021,GIA 2406078470,,IND,63.50,59.00,STK,STK,,0.05,FACETED,NONE,,15.50,37.00,43.50,41.20,,,,Pinpoint  Feather,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2800.0,-36.0,1792.0,537.6,,,,
KG-48620,ROUND,0.230,D,VS2,EX,EX,EX,NON,,,,,3.96 - 3.98 * 2.42,3.96,3.98,2.42,GIA,,6385823803,https://www.gia.edu/report-check?reportno=6385823803,29/04/2021,GIA 6385823803,,IND,61.10,58.00,MED to STK,MED,STK,0.04,FACETED,NONE,,13.50,33.00,43.50,41.20,,,,Feather,,0.50,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,1590.0,-7.0,1478.7,340.1,,,,
KG-48964,ROUND,0.240,G,IF,EX,EX,EX,NON,,,,,3.96 - 3.98 * 2.48,3.96,3.98,2.48,GIA,,1385827375,https://www.gia.edu/report-check?reportno=1385827375,28/05/2021,GIA 1385827375,,IND,62.60,56.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.00,35.50,42.50,40.60,,,,Minor Details of Polish,,0.45,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,BROWN  100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,1610.0,5.0,1690.5,405.72,,,,
KG-48479,ROUND,0.320,H,VVS2,EX,EX,VG,FNT,,,,,4.36 - 4.39 * 2.74,4.36,4.39,2.74,GIA,,7381924344,https://www.gia.edu/report-check?reportno=7381924344,06/07/2021,GIA 7381924344 ,,IND,62.60,57.00,MED to STK,MED,STK,0.04,FACETED,NONE,,15.50,36.00,43.50,41.00,,,,Pinpoint,,0.50,0.75,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2300.0,-43.0,1311.0,419.52,,,,
KG-48547,ROUND,0.400,G,SI2,EX,EX,EX,NON,,,,,4.74 - 4.76 * 2.90,4.74,4.76,2.90,GIA,,2386923622,https://www.gia.edu/report-check?reportno=2386923622,06/07/2021,GIA 2386923622 ,,IND,61.10,61.00,MED to STK,MED,STK,0.04,FACETED,NONE,,13.00,34.00,44.00,41.60,,,,Crystal  Cloud  Feather,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2000.0,-31.0,1380.0,552.0,,,,
KG-48550,ROUND,0.310,D,SI2,EX,EX,EX,FNT,,,,,4.37 - 4.39 * 2.67,4.37,4.39,2.67,GIA,,1389921925,https://www.gia.edu/report-check?reportno=1389921925,06/09/2021,GIA 1389921925 ,,IND,61.00,59.00,STK,STK,,0.04,FACETED,NONE,,14.00,34.00,43.00,40.80,,,,Feather  Crystal  Cloud,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2000.0,-40.0,1200.0,372.0,,,,
KG-48580,ROUND,0.430,I,VVS1,EX,EX,EX,STG,BLU,,,,4.87 - 4.88 * 3.03,4.87,4.88,3.03,GIA,,7388923195,https://www.gia.edu/report-check?reportno=7388923195,06/09/2021,GIA 7388923195 ,,IND,62.10,56.00,THN to MED,THN,MED,0.03,FACETED,NONE,,15.50,35.50,43.50,41.00,,,,Pinpoint  Feather  Surface Graining,,0.50,0.80,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2600.0,-37.0,1638.0,704.34,,,,
KG-48584,ROUND,0.300,D,SI2,EX,EX,EX,VST,BLU,,,,4.29 - 4.33 * 2.63,4.29,4.33,2.63,GIA,,7381923177,https://www.gia.edu/report-check?reportno=7381923177,06/09/2021,GIA 7381923177 ,,IND,61.10,58.00,MED to STK,MED,STK,0.04,FACETED,NONE,,14.50,34.50,43.00,40.80,,,,Crystal,,0.50,0.75,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2000.0,-42.0,1160.0,348.0,,,,
KG-48315,ROUND,0.330,H,VVS2,EX,EX,EX,MED,BLU,,,,4.39 - 4.42 * 2.77,4.39,4.42,2.77,GIA,,6381923128,https://www.gia.edu/report-check?reportno=6381923128,06/07/2021,GIA 6381923128 ,,IND,62.90,54.00,MED to STK,MED,STK,0.04,FACETED,NONE,,16.50,35.50,43.00,40.80,,,,Pinpoint,,0.45,0.80,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,10/01/2022,AVAILABLE,NO,NO,NO,,,,,,,2300.0,-41.0,1357.0,447.81,,,,
