availability,cash_price,comments,inclusion_center,color,girdle_min, city,country,cash_discount,cert_comment,lab,fancy_color_dominant_color,fancy_color_intensity,fancy_color_overtone,cut,girdle_condition,set_matched_pair_separable,milky,pair_stock_num,parcel_stones,state,polish,treatment,fancy_color_secondary_color, culet_condition,bgm,crown_angle,laser_inscription,trade_show.,eye_clean,shade,inclusion_black,inclusion_open,camera_type,size,symmetry,measurement,ratio, meas_length,meas_width, fluor_color, meas_depth,culet_size,image_url,stock_num,pavilion_angle,Star,Lower_Halves,video_url,shape,clarity, discount_percent,price_per_carat,total_sales_price, Girdle,girdle_percent,crown_height,pavilion_depth,camera_ref,cert_url,cert_num,fluor_intensity,table_percent,depth_percent
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 6435716579,,100%,NONE,NB,NO OPEN,,0.27,EX,4.13 - 4.15 * 2.59,null,4.15,4.13,BLUE,2.59,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152881/still.jpg,15R-152881,41.2,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152881/video.mp4,ROUND,IF,23.5,2260.05,610.21,MED - STK,,15,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6435716579.Pdf,6435716579,MED,58,62.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,31.5,GIA 2396720046,,100%,NONE,NB,NO OPEN,,0.27,EX,4.21 - 4.23 * 2.54,null,4.23,4.21,null,2.54,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-121699/still.jpg,15R-121699,41.8,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-121699/video.mp4,ROUND,IF,27.5,2333.25,629.98,MED,,12.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2396720046.Pdf,2396720046,NONE,60,60.1
A,,Surface Graining  Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 5413728271,,100%,NONE,NB,NO OPEN,,0.24,EX,3.99 - 4.03 * 2.47,null,4.03,3.99,null,2.47,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-138214/still.jpg,15R-138214,40.6,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-138214/video.mp4,ROUND,IF,27.5,2333.25,559.98,THN - MED,,16,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/5413728271.Pdf,5413728271,NONE,55,61.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 6412134630,,100%,NONE,NB,NO OPEN,,0.24,EX,4.00 - 4.02 * 2.46,null,4.02,4,null,2.46,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-131977/still.jpg,15R-131977,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-131977/video.mp4,ROUND,IF,29.25,2365.275,567.67,MED - STK,,15,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6412134630.Pdf,6412134630,NONE,56,61.4
A,,Surface Graining  Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 6412097428,,100%,NONE,NB,NO OPEN,,0.28,EX,4.24 - 4.28 * 2.60,null,4.28,4.24,null,2.6,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-136342/still.jpg,15R-136342,41.8,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-136342/video.mp4,ROUND,IF,29.5,2369.85,663.56,MED - STK,,13.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6412097428.Pdf,6412097428,NONE,60,60.9
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34.5,GIA 1407065294,,100%,NONE,NB,NO OPEN,,0.24,EX,4.01 - 4.03 * 2.48,null,4.03,4.01,null,2.48,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-123866/still.jpg,15R-123866,41,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-123866/video.mp4,ROUND,IF,29.75,2374.425,569.86,THN - MED,,15.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1407065294.Pdf,1407065294,NONE,55,61.6
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32.5,GIA 7416171404,,100%,NONE,NB,NO OPEN,,0.27,EX,4.16 - 4.19 * 2.59,null,4.19,4.16,null,2.59,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-132257/still.jpg,15R-132257,41.4,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-132257/video.mp4,ROUND,IF,30.25,2383.575,643.57,MED - STK,,14,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7416171404.Pdf,7416171404,NONE,56,61.9
A,,Minor Details of Polish,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,31.5,GIA 2427763606,,100%,NONE,NB,NO OPEN,,0.27,EX,4.24 - 4.26 * 2.53,null,4.26,4.24,null,2.53,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146647/still.jpg,15R-146647,41,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146647/video.mp4,ROUND,IF,30.5,2388.15,644.8,MED - STK,,13,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2427763606.Pdf,2427763606,NONE,58,59.5
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32.5,GIA 3435155099,,100%,NONE,NB,NO OPEN,,0.27,EX,4.20 - 4.22 * 2.57,null,4.22,4.2,null,2.57,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149760/still.jpg,15R-149760,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149760/video.mp4,ROUND,IF,31,2397.3,647.27,MED - STK,,13,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/3435155099.Pdf,3435155099,NONE,59,61.1
A,,Minor Details of Polish,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35,GIA 7403656525,,100%,NONE,NB,NO OPEN,,0.26,EX,4.05 - 4.08 * 2.53,null,4.08,4.05,null,2.53,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-132514/still.jpg,15R-132514,41.2,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-132514/video.mp4,ROUND,IF,31.25,2401.875,624.49,MED - STK,,14.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7403656525.Pdf,7403656525,NONE,59,62.3
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 3425301426,,100%,NONE,NB,NO OPEN,,0.27,EX,4.15 - 4.17 * 2.58,null,4.17,4.15,null,2.58,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-143437/still.jpg,15R-143437,40.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-143437/video.mp4,ROUND,IF,32,2415.6,652.21,STK,,15,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/3425301426.Pdf,3425301426,NONE,58,62.2
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 7438095003,,100%,NONE,NB,NO OPEN,,0.27,EX,4.14 - 4.17 * 2.58,null,4.17,4.14,null,2.58,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149044/still.jpg,15R-149044,40.8,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149044/video.mp4,ROUND,IF,32.5,2424.75,654.68,MED - STK,,15.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7438095003.Pdf,7438095003,NONE,57,62.1
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 7411951096,,100%,NONE,NB,NO OPEN,,0.26,EX,4.10 - 4.12 * 2.56,null,4.12,4.1,null,2.56,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140118/still.jpg,15R-140118,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140118/video.mp4,ROUND,IF,32.75,2429.325,631.62,THN - MED,,16.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7411951096.Pdf,7411951096,NONE,55,62.3
A,,Minor Details of Polish,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 5433359751,,100%,NONE,NB,NO OPEN,,0.26,EX,4.13 - 4.15 * 2.51,null,4.15,4.13,null,2.51,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151235/still.jpg,15R-151235,40.8,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151235/video.mp4,ROUND,IF,33.5,2443.05,635.19,MED - STK,,13.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/5433359751.Pdf,5433359751,NONE,59,60.5
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 6422840061,,100%,NONE,NB,NO OPEN,,0.26,EX,4.09 - 4.12 * 2.56,null,4.12,4.09,null,2.56,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-145138/still.jpg,15R-145138,40.6,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-145138/video.mp4,ROUND,IF,33.75,2447.625,636.38,MED - STK,,16.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6422840061.Pdf,6422840061,NONE,55,62.5
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 1409542486,,100%,NONE,NB,NO OPEN,,0.29,EX,4.30 - 4.33 * 2.59,null,4.33,4.3,null,2.59,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-127782/still.jpg,15R-127782,40.8,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-127782/video.mp4,ROUND,IF,34.75,2465.925,715.12,THN - MED,,14,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1409542486.Pdf,1409542486,NONE,57,60
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34.5,GIA 3435791724,,100%,NONE,NB,NO OPEN,,0.21,EX,3.85 - 3.87 * 2.36,null,3.87,3.85,null,2.36,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153856/still.jpg,15R-153856,41.4,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153856/video.mp4,ROUND,IF,72,2597.2,545.41,MED - STK,,13.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/3435791724.Pdf,3435791724,NONE,61,61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,Pinpoint,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 6422485223,,100%,NONE,NB,NO OPEN,,0.24,EX,3.99 - 4.02 * 2.50,null,4.02,3.99,null,2.5,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-144641/still.jpg,15R-144641,41.4,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-144641/video.mp4,ROUND,VVS1,-0.5,1820.85,437,MED - STK,,15,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6422485223.Pdf,6422485223,NONE,55,62.5
A,,Feather  Surface Graining,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,VG,,,,,35.5,GIA 1398596119,,NO EC,NONE,NB,NO OPEN,,0.21,VG,3.82 - 3.83 * 2.40,null,3.83,3.82,null,2.4,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-120618/still.jpg,15R-120618,41,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-120618/video.mp4,ROUND,VVS1,2.25,1543.975,324.23,THN - STK,,16,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1398596119.Pdf,1398596119,NONE,55,62.8
A,,Pinpoint,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 7428433222,,100%,NONE,NB,NO OPEN,,0.28,EX,4.15 - 4.17 * 2.63,null,4.17,4.15,null,2.63,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-143649/still.jpg,15R-143649,40.8,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-143649/video.mp4,ROUND,VVS1,8.75,1990.125,557.24,MED - STK,,16.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7428433222.Pdf,7428433222,NONE,56,63.1
A,,Pinpoint,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 6421763573,,100%,NONE,NB,NO OPEN,,0.21,EX,3.87 - 3.89 * 2.38,null,3.89,3.87,null,2.38,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146526/still.jpg,15R-146526,40.8,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146526/video.mp4,ROUND,VVS1,9.5,1653.45,347.22,MED - STK,,15,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6421763573.Pdf,6421763573,NONE,55,61.3
A,,Pinpoint  Cloud,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 6422688169,,100%,NONE,NB,NO OPEN,,0.28,EX,4.16 - 4.19 * 2.62,null,4.19,4.16,null,2.62,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146221/still.jpg,15R-146221,40.8,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146221/video.mp4,ROUND,VVS1,10.5,2022.15,566.2,MED - STK,,16.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6422688169.Pdf,6422688169,NONE,56,62.8
A,,Pinpoint  Surface Graining,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 7431359721,,100%,NONE,NB,NO OPEN,,0.28,EX,4.19 - 4.20 * 2.62,null,4.2,4.19,null,2.62,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151045/still.jpg,15R-151045,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151045/video.mp4,ROUND,VVS1,10.5,2022.15,566.2,MED - STK,,16.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7431359721.Pdf,7431359721,NONE,56,62.6
A,,Pinpoint  Feather,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 7438330612,,100%,NONE,NB,NO OPEN,,0.28,EX,4.19 - 4.22 * 2.64,null,4.22,4.19,null,2.64,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150783/still.jpg,15R-150783,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150783/video.mp4,ROUND,VVS1,11,2031.3,568.76,MED - STK,,14,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7438330612.Pdf,7438330612,NONE,57,62.7
A,,Pinpoint,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 7436795502,,100%,NONE,NB,NO OPEN,,0.28,EX,4.23 - 4.25 * 2.58,null,4.25,4.23,null,2.58,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153723/still.jpg,15R-153723,41,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153723/video.mp4,ROUND,VVS1,12,2049.6,573.89,MED - STK,,13.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7436795502.Pdf,7436795502,NONE,59,60.7
A,,Pinpoint  Feather,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 1433033870,,100%,NONE,NB,NO OPEN,,0.27,EX,4.14 - 4.17 * 2.57,null,4.17,4.14,null,2.57,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149001/still.jpg,15R-149001,40.6,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149001/video.mp4,ROUND,VVS1,13,2067.9,558.33,THN - MED,,16,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1433033870.Pdf,1433033870,NONE,56,61.9
A,,Pinpoint  Feather,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 1439360022,,100%,NONE,NB,NO OPEN,,0.27,EX,4.11 - 4.15 * 2.60,null,4.15,4.11,null,2.6,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151226/still.jpg,15R-151226,41,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151226/video.mp4,ROUND,VVS1,13,2067.9,558.33,MED - STK,,16,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1439360022.Pdf,1439360022,NONE,56,63
A,,Pinpoint  Surface Graining,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 1438665706,,100%,NONE,NB,NO OPEN,,0.27,EX,4.12 - 4.13 * 2.55,null,4.13,4.12,null,2.55,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152560/still.jpg,15R-152560,41,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152560/video.mp4,ROUND,VVS1,13.5,2077.05,560.8,MED - STK,,15,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1438665706.Pdf,1438665706,NONE,58,61.9
A,,Pinpoint,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 6431592607,,100%,NONE,NB,NO OPEN,,0.27,EX,4.10 - 4.14 * 2.59,null,4.14,4.1,null,2.59,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151939/still.jpg,15R-151939,41,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151939/video.mp4,ROUND,VVS1,14,2086.2,563.27,STK,,15.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6431592607.Pdf,6431592607,NONE,57,62.7
A,,Cloud,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32.5,GIA 7421489128,,100%,NONE,NB,NO OPEN,,0.29,EX,4.29 - 4.32 * 2.56,null,4.32,4.29,null,2.56,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-143566/still.jpg,15R-143566,40.8,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-143566/video.mp4,ROUND,VVS1,17,2141.1,620.92,MED - STK,,13,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7421489128.Pdf,7421489128,NONE,59,59.5
A,,Pinpoint,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 6422135808,,100%,NONE,NB,NO OPEN,,0.29,EX,4.22 - 4.23 * 2.65,null,4.23,4.22,null,2.65,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-141859/still.jpg,15R-141859,41.2,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-141859/video.mp4,ROUND,VVS1,17.25,2145.675,622.25,MED,,15.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6422135808.Pdf,6422135808,NONE,57,62.7
A,,Pinpoint,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 1435633000,,100%,NONE,NB,NO OPEN,,0.29,EX,4.25 - 4.28 * 2.59,null,4.28,4.25,null,2.59,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152340/still.jpg,15R-152340,41,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152340/video.mp4,ROUND,VVS1,18,2159.4,626.23,STK,,13.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1435633000.Pdf,1435633000,NONE,60,60.6
A,,Feather  Pinpoint  Needle,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35,GIA 1418633150,,100%,NONE,NB,NO OPEN,,0.24,EX,3.95 - 3.98 * 2.48,null,3.98,3.95,null,2.48,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-137852/still.jpg,15R-137852,41,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-137852/video.mp4,ROUND,VVS2,-15.5,1546.35,371.12,MED - STK,,15.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1418633150.Pdf,1418633150,FNT,56,62.6
A,,Pinpoint  Indented Natural,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 2417634623,,100%,NONE,NB,NO OPEN,,0.23,EX,3.92 - 3.94 * 2.46,null,3.94,3.92,null,2.46,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-137796/still.jpg,15R-137796,40.8,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-137796/video.mp4,ROUND,VVS2,-15.5,1546.35,355.66,MED - STK,,16,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2417634623.Pdf,2417634623,FNT,55,62.7
A,,Pinpoint,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32,GIA 6432389845,,100%,NONE,NB,NO OPEN,,0.23,EX,3.96 - 3.99 * 2.43,null,3.99,3.96,null,2.43,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151225/still.jpg,15R-151225,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151225/video.mp4,ROUND,VVS2,-9,1665.3,383.02,MED - STK,,12.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6432389845.Pdf,6432389845,NONE,60,61.2
A,,Pinpoint,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 2426764422,,100%,NONE,NB,NO OPEN,,0.29,EX,4.21 - 4.23 * 2.65,null,4.23,4.21,null,2.65,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146630/still.jpg,15R-146630,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146630/video.mp4,ROUND,VVS2,-4.5,1747.65,506.82,MED - STK,,16.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2426764422.Pdf,2426764422,FNT,55,62.7
A,,Feather  Cloud  Pinpoint,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,31.5,GIA 7436389764,,100%,NONE,NB,NO OPEN,,0.23,EX,4.00 - 4.02 * 2.37,null,4.02,4,null,2.37,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151218/still.jpg,15R-151218,41,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151218/video.mp4,ROUND,VVS2,-3,1775.1,408.27,MED - STK,,12.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7436389764.Pdf,7436389764,NONE,60,59.1
A,,Pinpoint  Needle  Indented Natural,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 7421822271,,100%,NONE,NB,NO OPEN,,0.28,EX,4.19 - 4.20 * 2.65,null,4.2,4.19,null,2.65,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-147850/still.jpg,15R-147850,41.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-147850/video.mp4,ROUND,VVS2,0.5,1839.15,514.96,MED - STK,,15,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7421822271.Pdf,7421822271,NONE,56,63.1
A,,Pinpoint  Internal Graining  Surface Graining,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,31.5,GIA 6431035313,,100%,NONE,NB,NO OPEN,,0.25,EX,4.14 - 4.16 * 2.47,null,4.16,4.14,null,2.47,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-148735/still.jpg,15R-148735,41.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-148735/video.mp4,ROUND,VVS2,1.5,1857.45,464.36,MED - STK,,12,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6431035313.Pdf,6431035313,NONE,60,59.5
