availability,cash_price,comments,inclusion_center,color,girdle_min, city,country,cash_discount,cert_comment,lab,fancy_color_dominant_color,fancy_color_intensity,fancy_color_overtone,cut,girdle_condition,set_matched_pair_separable,milky,pair_stock_num,parcel_stones,state,polish,treatment,fancy_color_secondary_color, culet_condition,bgm,crown_angle,laser_inscription,trade_show.,eye_clean,shade,inclusion_black,inclusion_open,camera_type,size,symmetry,measurement,ratio, meas_length,meas_width, fluor_color, meas_depth,culet_size,image_url,stock_num,pavilion_angle,Star,Lower_Halves,video_url,shape,clarity, discount_percent,price_per_carat,total_sales_price, Girdle,girdle_percent,crown_height,pavilion_depth,camera_ref,cert_url,cert_num,fluor_intensity,table_percent,depth_percent
A,,Pinpoint  Cloud,CW1,F,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 1438775920,,100%,NONE,NB,NO OPEN,,0.28,EX,4.18 - 4.21 * 2.62,null,4.21,4.18,null,2.62,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153346/still.jpg,15R-153346,41.6,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153346/video.mp4,ROUND,VVS2,-2.5,1784.25,499.59,MED - STK,,14.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1438775920.Pdf,1438775920,NONE,57,62.3
A,,Needle,NONE,F,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 2424489203,,100%,NONE,NB,NO OPEN,,0.29,EX,4.23 - 4.26 * 2.65,null,4.26,4.23,null,2.65,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-144122/still.jpg,15R-144122,41.6,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-144122/video.mp4,ROUND,VVS2,-1.5,1802.55,522.74,MED - STK,,14.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2424489203.Pdf,2424489203,NONE,56,62.5
A,,Feather  Cloud,CW1,F,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,31.5,GIA 1439564592,,100%,NONE,NB,NO OPEN,,0.29,EX,4.31 - 4.34 * 2.56,null,4.34,4.31,null,2.56,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151752/still.jpg,15R-151752,41,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151752/video.mp4,ROUND,VVS2,0.2,1833.66,531.76,MED - STK,,12.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1439564592.Pdf,1439564592,NONE,60,59.1
A,,Pinpoint  Feather,CW0,G,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 7426877110 868,,100%,BRN1,NB,NO OPEN,,0.29,EX,4.23 - 4.26 * 2.65,null,4.26,4.23,null,2.65,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-145976/still.jpg,15R-145976,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-145976/video.mp4,ROUND,VVS1,3.5,1666.35,483.24,MED - STK,,16,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7426877110.Pdf,7426877110,NONE,56,62.4
A,,Pinpoint  Cloud  Internal Graining  Surface Graining,CW1,H,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35,GIA 6432577449,,100%,BRN1,NB,NO OPEN,,0.25,EX,4.01 - 4.04 * 2.53,null,4.04,4.01,null,2.53,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151735/still.jpg,15R-151735,41.4,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151735/video.mp4,ROUND,VVS2,-7.5,1489.25,372.31,MED - STK,,14.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6432577449.Pdf,6432577449,NONE,58,62.9
A,,Minor Details of Polish,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35,GIA 7418368780,,100%,NONE,NB,NO OPEN,,0.3,VG,4.27 - 4.30 * 2.68,null,4.3,4.27,null,2.68,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21418/still.jpg,15B-21418,40.8,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21418/video.mp4,ROUND,IF,-45.5,2125.5,637.65,MED - STK,,null,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7418368780.Pdf,7418368780,FNT,55,62.5
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 2438101623,,100%,NONE,NB,NO OPEN,,0.31,EX,4.32 - 4.35 * 2.72,null,4.35,4.32,null,2.72,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149214/still.jpg,15R-149214,41.4,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149214/video.mp4,ROUND,IF,-40,2340,725.4,MED - STK,,15.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2438101623.Pdf,2438101623,FNT,57,62.8
A,,Surface Graining  Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,31.5,GIA 6431759913,,100%,NONE,NB,NO OPEN,,0.31,EX,4.37 - 4.40 * 2.67,null,4.4,4.37,null,2.67,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153695/still.jpg,15R-153695,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153695/video.mp4,ROUND,IF,-38,2418,749.58,MED - STK,,12.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6431759913.Pdf,6431759913,NONE,60,60.9
A,,Minor Details of Polish,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,31.5,GIA 2437760690,,100%,NONE,NB,NO OPEN,,0.38,EX,4.71 - 4.73 * 2.82,null,4.73,4.71,null,2.82,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153341/still.jpg,15R-153341,41,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153341/video.mp4,ROUND,IF,-33.5,2593.5,985.53,MED - STK,,12.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2437760690.Pdf,2437760690,FNT,59,59.7
A,,Pinpoint  Feather  Surface Graining,CW0,D,,,INDIA,,null,GIA,null,null,null,VG,,,NONE,,,,EX,,,,,36,GIA 7406094377,,100%,NONE,NB,NO OPEN,,0.31,EX,4.25 - 4.28 * 2.68,null,4.28,4.25,null,2.68,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21460/still.jpg,15B-21460,40.8,55,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21460/video.mp4,ROUND,VVS1,-46,1674,518.94,STK - THK,,null,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7406094377.Pdf,7406094377,NONE,58,62.9
A,,Pinpoint  Cloud  Feather  Surface Graining,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35,GIA 6401160396,,100%,NONE,NB,NO OPEN,,0.32,EX,4.37 - 4.39 * 2.75,null,4.39,4.37,null,2.75,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-124408/still.jpg,15R-124408,41.4,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-124408/video.mp4,ROUND,VVS1,-46,1674,535.68,MED - STK,,15,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6401160396.Pdf,6401160396,FNT,57,62.8
A,,Pinpoint  Feather,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32.5,GIA 2438761122,,100%,NONE,NB,NO OPEN,,0.3,EX,4.27 - 4.30 * 2.66,null,4.3,4.27,BLUE,2.66,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153669/still.jpg,15R-153669,41.8,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153669/video.mp4,ROUND,VVS1,-45.5,1689.5,506.85,STK,,13,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2438761122.Pdf,2438761122,MED,60,62
A,,Pinpoint,CW0,D,,,INDIA,,null,GIA,null,null,null,VG,,,NONE,,,,VG,,,,,38,GIA 6415588004,,100%,NONE,NB,NO OPEN,,0.3,VG,4.20 - 4.25 * 2.71,null,4.25,4.2,null,2.71,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-136665/still.jpg,15R-136665,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-136665/video.mp4,ROUND,VVS1,-45,1705,511.5,STK - THK,,17,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6415588004.Pdf,6415588004,NONE,57,64.1
A,,Pinpoint,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 6392958300,,100%,NONE,NB,NO OPEN,,0.3,VG,4.27 - 4.33 * 2.61,null,4.33,4.27,null,2.61,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21746/still.jpg,15B-21746,41,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21746/video.mp4,ROUND,VVS1,-43.5,1751.5,525.45,,,13,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6392958300.Pdf,6392958300,NONE,61,60.6
A,,Pinpoint,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34.5,GIA 6402107397,,100%,NONE,NB,NO OPEN,,0.3,VG,4.27 - 4.28 * 2.64,null,4.28,4.27,null,2.64,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21749/still.jpg,15B-21749,41.4,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21749/video.mp4,ROUND,VVS1,-43,1767,530.1,,,13.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6402107397.Pdf,6402107397,NONE,61,61.7
A,,Pinpoint  Feather,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 2434716567,,100%,NONE,NB,NO OPEN,,0.34,EX,4.50 - 4.52 * 2.80,null,4.52,4.5,null,2.8,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153189/still.jpg,15R-153189,41,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153189/video.mp4,ROUND,VVS1,-2,3038,1032.92,MED,,15.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2434716567.Pdf,2434716567,FNT,57,62.1
A,,Needle  Internal Graining  Indented Natural  Surface Graining,NONE,D,,,INDIA,,null,GIA,null,null,null,VG,,,NONE,,,,EX,,,,,36,GIA 3405067095,,100%,NONE,NB,NO OPEN,,0.31,EX,4.23 - 4.25 * 2.71,null,4.25,4.23,null,2.71,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21459/still.jpg,15B-21459,40.6,55,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21459/video.mp4,ROUND,VVS2,-46.5,1551.5,480.97,STK - THK,,null,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/3405067095.Pdf,3405067095,NONE,56,64
A,,Pinpoint  Surface Graining,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 7438120738,,100%,NONE,TBL0,NO OPEN,,0.31,EX,4.33 - 4.35 * 2.71,null,4.35,4.33,null,2.71,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149366/still.jpg,15R-149366,41.2,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149366/video.mp4,ROUND,VVS2,-45,1595,494.45,MED - STK,,15,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7438120738.Pdf,7438120738,FNT,58,62.5
A,,Needle  Pinpoint,CW2,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 6395205044,,100%,NONE,NB,NO OPEN,,0.32,EX,4.34 - 4.36 * 2.75,null,4.36,4.34,null,2.75,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21066/still.jpg,15B-21066,41.2,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21066/video.mp4,ROUND,VVS2,-38,1798,575.36,MED - STK,,16,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6395205044.Pdf,6395205044,NONE,56,63.2
A,,Pinpoint  Internal Graining,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 6401109414,,100%,NONE,NB,NO OPEN,,0.34,EX,4.47 - 4.49 * 2.77,null,4.49,4.47,null,2.77,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-128674/still.jpg,15R-128674,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-128674/video.mp4,ROUND,VVS2,-37.5,1812.5,616.25,MED,,13.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6401109414.Pdf,6401109414,NONE,60,61.8
A,,Cloud  Pinpoint  Needle  Indented Natural,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 1438792944,,100%,NONE,TBL0,NO OPEN,,0.3,EX,4.27 - 4.30 * 2.68,null,4.3,4.27,null,2.68,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153929/still.jpg,15R-153929,40.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153929/video.mp4,ROUND,VVS2,-37,1827,548.1,MED - STK,,16,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1438792944.Pdf,1438792944,NONE,56,62.5
A,,Pinpoint,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 6422017874,,100%,NONE,NB,NO OPEN,,0.32,EX,4.33 - 4.36 * 2.74,null,4.36,4.33,null,2.74,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140817/still.jpg,15R-140817,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140817/video.mp4,ROUND,VVS2,-36.75,1834.25,586.96,MED - STK,,17,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6422017874.Pdf,6422017874,NONE,55,63.2
H,,Pinpoint  Indented Natural  Surface Graining,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32.5,GIA 7431752931,,100%,NONE,NB,NO OPEN,,0.3,EX,4.30 - 4.33 * 2.65,null,4.33,4.3,null,2.65,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153494/still.jpg,15R-153494,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153494/video.mp4,ROUND,VVS2,-36.5,1841.5,552.45,MED - STK,,12.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7431752931.Pdf,7431752931,NONE,60,61.3
A,,Pinpoint  Surface Graining,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 6425822116,,100%,NONE,NB,NO OPEN,,0.33,EX,4.44 - 4.47 * 2.78,null,4.47,4.44,null,2.78,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-147714/still.jpg,15R-147714,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-147714/video.mp4,ROUND,VVS2,-36,1856,612.48,THN - STK,,14.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6425822116.Pdf,6425822116,NONE,56,62.3
A,,Pinpoint,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 5436098805,,100%,NONE,NB,NO OPEN,,0.32,EX,4.38 - 4.40 * 2.73,null,4.4,4.38,null,2.73,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149385/still.jpg,15R-149385,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149385/video.mp4,ROUND,VVS2,-34.5,1899.5,607.84,MED - STK,,14,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/5436098805.Pdf,5436098805,NONE,57,62.2
A,,Pinpoint  Cloud,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 6435258341,,100%,NONE,NB,NO OPEN,,0.33,EX,4.41 - 4.43 * 2.76,null,4.43,4.41,null,2.76,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150217/still.jpg,15R-150217,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150217/video.mp4,ROUND,VVS2,-34,1914,631.62,MED - STK,,14,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6435258341.Pdf,6435258341,NONE,58,62.4
A,,Cloud  Pinpoint,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35,GIA 7438341185,,100%,NONE,NB,NO OPEN,,0.33,EX,4.40 - 4.43 * 2.78,null,4.43,4.4,null,2.78,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150550/still.jpg,15R-150550,41.4,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150550/video.mp4,ROUND,VVS2,-34,1914,631.62,MED - STK,,15.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7438341185.Pdf,7438341185,NONE,56,63
A,,Cloud,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 2436668706,,100%,NONE,NB,NO OPEN,,0.32,EX,4.35 - 4.37 * 2.72,null,4.37,4.35,null,2.72,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152657/still.jpg,15R-152657,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152657/video.mp4,ROUND,VVS2,-34,1914,612.48,MED - STK,,16,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2436668706.Pdf,2436668706,NONE,56,62.5
A,,Crystal  Cavity  Feather,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 7438745909,,100%,NONE,NB,SMALL TABLE OPEN,,0.3,EX,4.29 - 4.32 * 2.64,null,4.32,4.29,BLUE,2.64,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153353/still.jpg,15R-153353,41.4,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153353/video.mp4,ROUND,VS1,-46,1458,437.4,MED - STK,,13.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7438745909.Pdf,7438745909,MED,59,61.4
A,,Crystal  Manufacturing Remnant  Cloud  Needle,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 6422017843,,100%,NONE,TBL1,SMALL TABLE OPEN,,0.3,VG,4.29 - 4.32 * 2.65,null,4.32,4.29,null,2.65,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140812/still.jpg,15R-140812,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140812/video.mp4,ROUND,VS1,-45,1485,445.5,MED - STK,,13,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6422017843.Pdf,6422017843,NONE,60,61.5
A,,Knot  Manufacturing Remnant  Needle  Pinpoint,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,VG,,,,,36.5,GIA 2427054340,,100%,NONE,NB,NO OPEN,,0.3,VG,4.23 - 4.29 * 2.69,null,4.29,4.23,null,2.69,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-141282/still.jpg,15R-141282,40.8,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-141282/video.mp4,ROUND,VS1,-45,1485,445.5,MED - STK,,16.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2427054340.Pdf,2427054340,NONE,56,63
A,,Crystal  Cloud  Needle  Pinpoint,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 2424628066,,100%,NONE,TBL1,NO OPEN,,0.31,VG,4.33 - 4.36 * 2.71,null,4.36,4.33,null,2.71,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-145660/still.jpg,15R-145660,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-145660/video.mp4,ROUND,VS1,-45,1485,460.35,MED,,14,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2424628066.Pdf,2424628066,NONE,59,62.3
A,,Crystal  Cloud  Pinpoint,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 1429086364,,100%,NONE,NB,NO OPEN,,0.3,VG,4.25 - 4.29 * 2.65,null,4.29,4.25,null,2.65,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140585/still.jpg,15R-140585,40.6,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140585/video.mp4,ROUND,VS1,-44,1512,453.6,MED - STK,,15.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1429086364.Pdf,1429086364,NONE,58,62.1
A,,Crystal  Manufacturing Remnant  Pinpoint,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,VG,,,,,36.5,GIA 2427840098,,100%,NONE,NB,NO OPEN,,0.3,EX,4.25 - 4.28 * 2.68,null,4.28,4.25,null,2.68,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-144647/still.jpg,15R-144647,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-144647/video.mp4,ROUND,VS1,-43.5,1525.5,457.65,MED - STK,,16.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2427840098.Pdf,2427840098,NONE,55,62.9
A,,Feather  Cloud,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 7438101612,,100%,NONE,NB,NO OPEN,,0.3,VG,4.26 - 4.30 * 2.67,null,4.3,4.26,null,2.67,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149514/still.jpg,15R-149514,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-149514/video.mp4,ROUND,VS1,-43.5,1525.5,457.65,THN - STK,,13,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7438101612.Pdf,7438101612,NONE,60,62.3
A,,Crystal  Indented Natural,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,VG,,,,,34,GIA 2417875474,,100%,NONE,NB,NO OPEN,,0.3,VG,4.27 - 4.29 * 2.61,null,4.29,4.27,null,2.61,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-139581/still.jpg,15R-139581,41,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-139581/video.mp4,ROUND,VS1,-43,1539,461.7,STK,,13.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2417875474.Pdf,2417875474,NONE,60,61.1
A,,Feather  Pinpoint,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,VG,,,,,31.5,GIA 7432359780,,100%,NONE,TBL0,NO OPEN,,0.3,VG,4.35 - 4.38 * 2.62,null,4.38,4.35,null,2.62,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151221/still.jpg,15R-151221,41.8,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151221/video.mp4,ROUND,VS1,-43,1539,461.7,THN - STK,,12.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7432359780.Pdf,7432359780,NONE,60,60.1
A,,Crystal  Pinpoint  Indented Natural,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 7436564448,,100%,NONE,NB,NO OPEN,,0.3,VG,4.22 - 4.27 * 2.69,null,4.27,4.22,null,2.69,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151570/still.jpg,15R-151570,40.6,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151570/video.mp4,ROUND,VS1,-43,1539,461.7,MED - STK,,17,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7436564448.Pdf,7436564448,NONE,55,63.3
A,,Cloud  Crystal  Pinpoint,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 3435754023,,100%,NONE,TBL0,NO OPEN,,0.33,EX,4.41 - 4.44 * 2.76,null,4.44,4.41,null,2.76,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153519/still.jpg,15R-153519,41.2,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153519/video.mp4,ROUND,VS1,-42.5,1552.5,512.33,MED - STK,,15,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/3435754023.Pdf,3435754023,FNT,58,62.5
