Stock_No,Shape,Weight,Color,Clarity,Cut_Grade,Polish,Symmetry,Fluorescence_Intensity,Fluorescence_Color,Measurements,Lab,Certificate,Treatment,Rapa_Rate,Rate,Discount_x0025_,Amount,Fancy_Color,Fancy_Color_Intensity,Fancy_Color_Overtone,Depth_x0025_,Table_x0025_,Girdle_Thin,Girdle_Thick,Girdle_x0025_,Girdle_Condition,Culet_Size,Culet_Condition,Crown_Height,Crown_Angle,Pavilion_Depth,Pavilion_Angle,Laser_Inscription,Key_To_Symbol,Milky,Tinge,EyeClean,Comment,ImageLink,VideoLink,CertifateLink
K35567,RBC,0.30,D,SI1,VG,EX,VG,No,,4.33 - 4.35 * 2.56,Gia,2416351826,,2200.00,1474.00,-33.00,442.20,,,,58.90,59.00,STK to THK,STK to THK,4.00,F,,NON,13.50,33.00,41.50,40.00,GIA 2416351826,Feather  Crystal,NO,N,YES,,,,
K35569,RBC,0.31,E,SI1,EX,EX,EX,MED,,4.32 - 4.33 * 2.70,Gia,6412354772,,2100.00,1386.00,-34.00,429.66,,,,62.30,56.00,MED to STK,MED to STK,3.50,F,,NON,15.50,35.50,43.00,41.00,GIA 6412354772,Crystal  Feather,NO,N,YES,,,,
K35571,RBC,0.30,K,VVS2,EX,EX,EX,No,,4.29 - 4.30 * 2.68,Gia,6415351819,,1600.00,1184.00,-26.00,355.20,,,,62.40,55.00,MED to STK,MED to STK,4.00,F,,NON,14.50,33.00,44.00,41.60,GIA 6415351819,Feather  Pinpoint,NO,N,YES,,,,
K35573,RBC,0.34,K,VS1,EX,EX,EX,No,,4.45 - 4.46 * 2.77,Gia,1418351882,,1500.00,975.00,-35.00,331.50,,,,62.30,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.60,GIA 1418351882,Crystal  Cloud,NO,FB,YES,,,,
K35575,RBC,0.32,K,VS1,EX,EX,EX,No,,4.37 - 4.39 * 2.72,Gia,7418354868,,1500.00,1140.00,-24.00,364.80,,,,62.00,55.00,MED to STK,MED to STK,3.50,F,,NON,15.50,34.50,43.00,40.60,GIA 7418354868,Feather  Pinpoint,NO,N,YES,,,,
K35576,RBC,0.30,D,SI2,EX,EX,EX,No,,4.30 - 4.32 * 2.62,Gia,1418354861,,1900.00,1387.00,-27.00,416.10,,,,60.70,61.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.50,43.50,41.00,GIA 1418354861,Crystal  Feather,NO,N,YES,,,,
K35577,RBC,0.30,D,SI2,EX,EX,EX,No,,4.26 - 4.29 * 2.66,Gia,6411354845,,1900.00,1387.00,-27.00,416.10,,,,62.10,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.50,41.20,GIA 6411354845,Feather  Cloud,NO,N,YES,,,,
K35579,RBC,0.30,G,SI1,EX,EX,EX,FNT,,4.26 - 4.29 * 2.70,Gia,1417354607,,1900.00,1349.00,-29.00,404.70,,,,63.10,56.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.00,41.40,GIA 1417354607,Feather  Crystal,NO,N,YES,,,,
K35580,RBC,0.30,J,SI1,EX,EX,EX,FNT,,4.28 - 4.31 * 2.66,Gia,5413354656,,1500.00,1140.00,-24.00,342.00,,,,62.00,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,42.50,40.60,GIA 5413354656,Crystal  Feather,NO,N,YES,,,,
K35582,RBC,0.30,E,SI1,EX,EX,VG,No,,4.23 - 4.28 * 2.67,Gia,7418354667,,2100.00,1470.00,-30.00,441.00,,,,62.60,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.00,43.00,40.80,GIA 7418354667,Feather,NO,N,YES,,,,
K35584,RBC,0.32,G,VS1,EX,EX,EX,No,,4.34 - 4.37 * 2.74,Gia,2417354727,,2200.00,1650.00,-25.00,528.00,,,,62.80,58.00,STK,STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 2417354727,Needle  Cloud,NO,N,YES,,,,
K35585,RBC,0.30,H,SI2,EX,EX,EX,STG,,4.31 - 4.33 * 2.63,Gia,1418354745,,1500.00,975.00,-35.00,292.50,,,,60.80,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.00,43.00,40.80,GIA 1418354745,Twinning Wisp  Feather,NO,N,YES,,,,
K35586,RBC,0.30,J,VS2,VG,EX,VG,No,,4.18 - 4.21 * 2.70,Gia,6412350888,,1600.00,1184.00,-26.00,355.20,,,,64.30,57.00,STK to THK,STK to THK,5.00,F,,NON,16.50,37.00,43.00,40.80,GIA 6412350888,Crystal  Feather,NO,N,YES,,,,
K35588,RBC,0.30,L,SI1,EX,EX,EX,No,,4.28 - 4.30 * 2.63,Gia,6415350838,,1100.00,836.00,-24.00,250.80,,,,61.30,60.00,STK,STK,4.50,F,,NON,14.00,34.50,43.00,41.00,GIA 6415350838,Crystal  Cloud  Feather,NO,N,YES,,,,
K35589,RBC,0.33,G,VS2,EX,EX,EX,FNT,,4.39 - 4.40 * 2.77,Gia,2417350824,,2100.00,1470.00,-30.00,485.10,,,,63.10,56.00,MED to STK,MED to STK,3.50,F,,NON,16.00,36.50,43.00,41.00,GIA 2417350824,Crystal,NO,N,YES,,,,
K35590,RBC,0.30,D,VVS1,EX,EX,EX,STG,,4.26 - 4.29 * 2.69,Gia,6415350807,,3000.00,1590.00,-47.00,477.00,,,,62.90,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 6415350807,Pinpoint  Indented Natural  Cavity,NO,N,YES,,,,
K35592,RBC,0.30,F,SI2,VG,EX,VG,No,,4.19 - 4.23 * 2.67,Gia,2416350770,,1700.00,1207.00,-29.00,362.10,,,,63.50,57.00,MED to THK,MED to THK,4.50,F,,NON,17.00,38.50,41.50,39.80,GIA 2416350770,Cloud,NO,N,YES,,,,
K35593,RBC,0.30,D,VVS2,G,EX,G,No,,4.15 - 4.19 * 2.75,Gia,2416353770,,2800.00,1456.00,-48.00,436.80,,,,66.00,53.00,STK to THK,STK to THK,5.00,F,,NON,18.00,37.50,43.50,41.00,GIA 2416353770,Pinpoint  Surface Graining,NO,N,YES,,,,
K35594,RBC,0.30,K,VVS2,G,EX,VG,No,,4.11 - 4.17 * 2.74,Gia,5413353756,,1600.00,1072.00,-33.00,321.60,,,,66.10,59.00,STK to VTK,STK to VTK,6.00,F,,NON,15.50,37.50,44.50,41.80,GIA 5413353756,Needle  Pinpoint  Indented Natural,NO,N,YES,,,,
K35595,RBC,0.30,I,VS2,VG,EX,VG,No,,4.19 - 4.23 * 2.70,Gia,1417353726,,1900.00,1368.00,-28.00,410.40,,,,64.10,58.00,STK to THK,STK to THK,5.00,F,,NON,16.50,38.00,42.50,40.60,GIA 1417353726,Crystal  Indented Natural,NO,N,YES,,,,
K35596,RBC,0.30,I,VVS1,EX,EX,EX,No,,4.29 - 4.32 * 2.68,Gia,1417353714,,2200.00,1606.00,-27.00,481.80,,,,62.30,57.00,MED to STK,MED to STK,3.50,F,,NON,15.00,34.50,44.00,41.40,GIA 1417353714,Cloud  Pinpoint,NO,N,YES,,,,
K35598,RBC,0.30,J,IF,EX,EX,EX,MED,,4.29 - 4.31 * 2.67,Gia,6412353705,,2000.00,1240.00,-38.00,372.00,,,,62.00,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.50,41.00,GIA 6412353705,Minor Details of Polish,NO,N,YES,,,,
K35599,RBC,0.31,F,IF,EX,EX,EX,No,,4.30 - 4.32 * 2.72,Gia,6412353691,,2900.00,1914.00,-34.00,593.34,,,,62.90,58.00,STK,STK,4.00,F,,NON,14.50,35.00,44.00,41.60,GIA 6412353691,Minor Details of Polish,NO,N,YES,,,,
K35600,RBC,0.30,G,VS1,EX,EX,EX,No,,4.26 - 4.28 * 2.66,Gia,2416353682,,2200.00,1650.00,-25.00,495.00,,,,62.40,59.00,STK,STK,4.00,F,,NON,14.50,35.00,43.50,41.20,GIA 2416353682,Feather  Cloud  Pinpoint,NO,N,YES,,,,
K35601,RBC,0.30,J,VVS1,EX,EX,EX,No,,4.26 - 4.29 * 2.65,Gia,7416353663,,1900.00,1406.00,-26.00,421.80,,,,62.00,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.60,GIA 7416353663,Feather  Manufacturing Remnant,NO,N,YES,,,,
K35602,RBC,0.30,G,VVS1,EX,EX,EX,No,,4.25 - 4.28 * 2.68,Gia,2416353666,,2500.00,1775.00,-29.00,532.50,,,,62.80,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 2416353666,Feather,NO,N,YES,,,,
K35603,RBC,0.33,G,VS2,EX,EX,EX,No,,4.44 - 4.47 * 2.74,Gia,5416353627,,2100.00,1554.00,-26.00,512.82,,,,61.50,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,40.80,GIA 5416353627,Twinning Wisp  Feather,NO,N,YES,,,,
K35604,RBC,0.30,E,VS2,EX,EX,EX,No,,4.35 - 4.36 * 2.61,Gia,1419353629,,2300.00,1610.00,-30.00,483.00,,,,59.90,60.00,MED to STK,MED to STK,4.00,F,,NON,13.00,33.00,43.00,41.00,GIA 1419353629,Crystal  Feather  Cloud,NO,N,YES,,,,
K35605,RBC,0.32,D,VS1,EX,EX,EX,No,,4.41 - 4.42 * 2.69,Gia,6415353592,,2600.00,1820.00,-30.00,582.40,,,,60.90,60.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.00,44.00,41.40,GIA 6415353592,Cloud  Feather,NO,N,YES,,,,
K35606,RBC,0.32,J,VS1,EX,EX,EX,FNT,,4.37 - 4.39 * 2.73,Gia,1419353647,,1700.00,1275.00,-25.00,408.00,,,,62.30,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,44.00,41.40,GIA 1419353647,Crystal  Cloud  Feather  Pinpoint,NO,N,YES,,,,
K35607,RBC,0.30,J,VVS2,EX,EX,EX,No,,4.27 - 4.29 * 2.67,Gia,7412353594,,1800.00,1314.00,-27.00,394.20,,,,62.50,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 7412353594,Feather,NO,N,YES,,,,
K35608,RBC,0.30,E,VS2,EX,EX,EX,No,,4.31 - 4.33 * 2.59,Gia,2417353595,,2300.00,1610.00,-30.00,483.00,,,,60.00,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.00,42.50,40.60,GIA 2417353595,Cloud  Crystal,NO,N,YES,,,,
K35609,RBC,0.30,G,VS2,EX,EX,EX,No,,4.27 - 4.29 * 2.68,Gia,5413353577,,2100.00,1575.00,-25.00,472.50,,,,62.60,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.50,41.20,GIA 5413353577,Cloud  Crystal,NO,N,YES,,,,
K35610,RBC,0.36,F,IF,EX,EX,EX,No,,4.54 - 4.56 * 2.83,Gia,2417353596,,2900.00,2291.00,-21.00,824.76,,,,62.10,57.00,STK,STK,4.00,F,,NON,15.50,35.50,42.50,40.60,GIA 2417353596,Minor Details of Polish,NO,N,YES,,,,
K35611,RBC,0.32,H,VVS1,EX,EX,EX,No,,4.43 - 4.47 * 2.65,Gia,1415353524,,2300.00,1656.00,-28.00,529.92,,,,59.60,62.00,MED to STK,MED to STK,3.50,F,,NON,12.50,33.00,43.50,41.00,GIA 1415353524,Feather,NO,N,YES,,,,
K35612,RBC,0.30,H,I1,EX,EX,EX,No,,4.27 - 4.30 * 2.65,Gia,2417354737,,1000.00,900.00,-10.00,270.00,,,,61.90,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.00,40.80,GIA 2417354737,Feather,NO,N,YES,,,,
K35613,RBC,0.31,F,VVS1,EX,EX,EX,FNT,,4.30 - 4.34 * 2.71,Gia,1419354705,,2700.00,1701.00,-37.00,527.31,,,,62.70,56.00,MED to STK,MED to STK,3.50,F,,NON,16.00,36.50,43.00,40.80,GIA 1419354705,Pinpoint,NO,N,YES,,,,
K35614,RBC,0.33,G,SI2,EX,VG,EX,FNT,,4.38 - 4.41 * 2.73,Gia,1419354694,,1600.00,1120.00,-30.00,369.60,,,,62.00,58.00,MED to STK,MED to STK,4.00,F,,,15.00,36.00,42.50,40.60,GIA 1419354694,Twinning Wisp,NO,N,YES,,,,
K35615,RBC,0.30,J,IF,EX,EX,EX,No,,4.26 - 4.30 * 2.63,Gia,2417353511,,2000.00,1320.00,-34.00,396.00,,,,61.40,60.00,MED to STK,MED to STK,4.00,F,,NON,14.00,35.50,43.00,40.80,GIA 2417353511,Minor Details of Polish,NO,N,YES,,,,
K35616,RBC,0.30,J,VVS1,EX,EX,EX,No,,4.28 - 4.30 * 2.67,Gia,2416351883,,1900.00,1406.00,-26.00,421.80,,,,62.30,58.00,MED to STK,MED to STK,3.50,F,,NON,14.50,34.50,44.00,41.60,GIA 2416351883,Cloud  Feather,NO,N,YES,,,,
K35620,RBC,0.31,I,SI2,EX,VG,EX,No,,4.39 - 4.40 * 2.69,Gia,2417351856,,1400.00,1036.00,-26.00,321.16,,,,61.20,55.00,MED,MED,3.50,F,,NON,14.50,33.50,43.00,40.80,GIA 2417351856,Twinning Wisp,NO,N,YES,,,,
K35621,RBC,0.30,K,SI1,EX,EX,VG,FNT,,4.23 - 4.27 * 2.68,Gia,5416351843,,1300.00,949.00,-27.00,284.70,,,,63.00,56.00,STK,STK,4.00,F,,NON,16.00,35.50,43.00,40.80,GIA 5416351843,Crystal,NO,N,YES,,,,
K35622,RBC,0.30,G,VS2,EX,EX,EX,No,,4.33 - 4.36 * 2.66,Gia,7418351820,,2100.00,1575.00,-25.00,472.50,,,,61.20,57.00,THN to MED,THN to MED,3.00,F,,NON,15.00,34.50,43.50,41.00,GIA 7418351820,Feather  Crystal,NO,N,YES,,,,
K35623,RBC,0.33,I,VVS1,EX,EX,EX,FNT,,4.44 - 4.46 * 2.73,Gia,1418351803,,2200.00,1540.00,-30.00,508.20,,,,61.30,58.00,MED to STK,MED to STK,3.50,F,,NON,15.00,35.50,43.00,40.80,GIA 1418351803,Feather,NO,N,YES,,,,
K35626,RBC,0.30,G,VS2,EX,EX,EX,No,,4.30 - 4.33 * 2.62,Gia,7413354077,,2100.00,1575.00,-25.00,472.50,,,,60.80,60.00,MED to STK,MED to STK,4.00,F,,NON,13.50,33.50,43.50,41.00,GIA 7413354077,Crystal,NO,N,YES,,,,
K35627,RBC,0.30,F,VS1,VG,EX,G,No,,4.17 - 4.21 * 2.69,Gia,6412354151,,2300.00,1403.00,-39.00,420.90,,,,64.30,57.00,STK to THK,STK to THK,5.00,F,,NON,17.00,38.00,42.50,40.60,GIA 6412354151,Crystal  Pinpoint,NO,N,YES,,,,
K35632,RBC,0.32,I,VS2,EX,EX,EX,STG,,4.36 - 4.38 * 2.73,Gia,1413354010,,1900.00,1235.00,-35.00,395.20,,,,62.40,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 1413354010,Cloud  Crystal,NO,N,YES,,,,
K35634,RBC,0.30,L,VS2,EX,EX,EX,No,,4.29 - 4.31 * 2.67,Gia,6411354107,,1200.00,948.00,-21.00,284.40,,,,62.20,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,43.50,41.20,GIA 6411354107,Crystal  Cloud,NO,N,YES,,,,
K35636,RBC,0.30,J,VVS1,EX,EX,EX,FNT,,4.29 - 4.31 * 2.62,Gia,3415354678,,1900.00,1368.00,-28.00,410.40,,,,61.00,61.00,MED to STK,MED to STK,4.00,F,,NON,14.00,35.00,43.00,41.00,GIA 3415354678,Pinpoint  Feather,NO,N,YES,,,,
K35637,RBC,0.30,J,VVS2,EX,EX,EX,No,,4.31 - 4.32 * 2.63,Gia,7418355106,,1800.00,1314.00,-27.00,394.20,,,,61.00,61.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.50,44.00,41.40,GIA 7418355106,Needle  Pinpoint,NO,N,YES,,,,
K35638,RBC,0.36,H,VVS2,EX,EX,EX,No,,4.53 - 4.56 * 2.82,Gia,3415355089,,2200.00,1650.00,-25.00,594.00,,,,62.00,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,43.50,41.20,GIA 3415355089,Feather,NO,N,YES,,,,
K35639,RBC,0.30,D,SI1,EX,EX,EX,FNT,,4.26 - 4.27 * 2.68,Gia,7416355077,,2200.00,1496.00,-32.00,448.80,,,,62.90,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 7416355077,Crystal  Cloud  Feather,NO,N,YES,,,,
K35640,RBC,0.30,K,VS2,EX,EX,EX,No,,4.29 - 4.32 * 2.60,Gia,1413355314,,1400.00,1064.00,-24.00,319.20,,,,60.40,62.00,STK,STK,4.00,F,,NON,12.50,33.00,43.50,41.20,GIA 1413355314,Crystal  Feather,NO,N,YES,,,,
K35642,RBC,0.30,H,SI2,EX,EX,EX,FNT,,4.27 - 4.29 * 2.69,Gia,5413355388,,1500.00,1110.00,-26.00,333.00,,,,62.70,57.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.00,44.50,41.80,GIA 5413355388,Twinning Wisp  Cloud  Feather,NO,N,YES,,,,
K35643,RBC,0.30,I,SI2,VG,EX,G,No,,4.16 - 4.21 * 2.68,Gia,2416355363,,1400.00,938.00,-33.00,281.40,,,,64.00,55.00,STK to THK,STK to THK,5.00,F,,NON,17.00,37.00,41.50,39.80,GIA 2416355363,Feather,NO,N,YES,,,,
K35644,RBC,0.30,D,VS2,VG,EX,VG,No,,4.21 - 4.24 * 2.68,Gia,2417355143,,2400.00,1464.00,-39.00,439.20,,,,63.50,57.00,STK to THK,STK to THK,5.00,F,,NON,15.50,35.50,43.00,40.80,GIA 2417355143,Crystal,NO,N,YES,,,,
K35645,RBC,0.34,H,VS2,EX,EX,VG,No,,4.42 - 4.45 * 2.78,Gia,1415355058,,2000.00,1440.00,-28.00,489.60,,,,62.60,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.50,41.00,GIA 1415355058,Crystal  Cloud,NO,N,YES,,,,
K35646,RBC,0.30,F,VVS2,EX,EX,EX,No,,4.26 - 4.28 * 2.67,Gia,7411355400,,2500.00,1725.00,-31.00,517.50,,,,62.50,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 7411355400,Pinpoint,NO,N,YES,,,,
K35650,RBC,0.30,G,VS2,EX,EX,EX,No,,4.31 - 4.34 * 2.67,Gia,6412354916,,2100.00,1575.00,-25.00,472.50,,,,61.60,61.00,MED to STK,MED to STK,4.00,F,,NON,13.00,33.50,44.50,41.80,GIA 6412354916,Feather  Crystal,NO,N,YES,,,,
K35652,RBC,0.30,K,SI1,G,EX,VG,No,,4.13 - 4.15 * 2.71,Gia,6415354932,,1300.00,910.00,-30.00,273.00,,,,65.40,61.00,STK to VTK,STK to VTK,6.00,F,,NON,15.50,39.00,44.00,41.40,GIA 6415354932,Crystal  Cloud,NO,N,YES,,,,
K35654,RBC,0.30,G,VS2,EX,EX,EX,No,,4.28 - 4.31 * 2.70,Gia,2416354880,,2100.00,1575.00,-25.00,472.50,,,,62.80,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.00,41.60,GIA 2416354880,Crystal,NO,N,YES,,,,
K35655,RBC,0.30,F,VS1,VG,VG,VG,No,,4.20 - 4.21 * 2.71,Gia,5413354897,,2300.00,1472.00,-36.00,441.60,,,,64.50,57.00,STK to THK,STK to THK,5.00,F,,NON,16.00,36.50,43.50,41.20,GIA 5413354897,Feather  Cloud,NO,N,YES,,,,
K35659,RBC,0.30,L,SI1,VG,EX,VG,FNT,,4.18 - 4.22 * 2.71,Gia,6412356250,,1100.00,770.00,-30.00,231.00,,,,64.50,57.00,MED to THK,MED to THK,4.50,F,,NON,17.00,38.00,43.00,40.60,GIA 6412356250,Crystal,NO,N,YES,,,,
K35661,RBC,0.30,I,SI1,VG,EX,VG,FNT,,4.16 - 4.21 * 2.70,Gia,2417356263,,1600.00,1088.00,-32.00,326.40,,,,64.60,57.00,STK to THK,STK to THK,5.00,F,,NON,16.00,36.50,43.50,41.20,GIA 2417356263,Cloud  Feather,NO,N,YES,,,,
K35663,RBC,0.30,J,SI1,G,EX,VG,No,,4.18 - 4.19 * 2.71,Gia,7416356157,,1500.00,1050.00,-30.00,315.00,,,,64.90,57.00,STK to THK,STK to THK,5.00,F,,NON,15.50,36.00,44.00,41.60,GIA 7416356157,Feather  Knot,NO,N,YES,,,,
K35664,RBC,0.30,M,VS2,VG,EX,EX,No,,4.26 - 4.30 * 2.67,Gia,7411356149,,1100.00,759.00,-31.00,227.70,,,,62.50,57.00,VTN to STK,VTN to STK,4.00,F,,NON,15.00,35.00,43.50,41.20,GIA 7411356149,Cloud  Indented Natural,NO,N,YES,,,,
K35665,RBC,0.31,K,VS2,G,EX,VG,FNT,,4.20 - 4.23 * 2.77,Gia,6411356115,,1400.00,952.00,-32.00,295.12,,,,65.70,58.00,MED to THK,MED to THK,4.50,F,,NON,16.00,37.00,45.00,42.20,GIA 6411356115,Feather  Crystal,NO,N,YES,,,,
K35666,RBC,0.30,H,VS2,EX,EX,EX,No,,4.31 - 4.32 * 2.66,Gia,2416354353,,2000.00,1520.00,-24.00,456.00,,,,61.60,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,42.50,40.60,GIA 2416354353,Cloud,NO,N,YES,,,,
K35668,RBC,0.30,D,VS1,EX,EX,EX,FNT,,4.24 - 4.27 * 2.67,Gia,6412355364,,2600.00,1612.00,-38.00,483.60,,,,62.70,55.00,MED to STK,MED to STK,4.00,F,,NON,16.00,35.50,42.50,40.60,GIA 6412355364,Needle,NO,N,YES,,,,
K35669,RBC,0.30,D,SI1,EX,EX,VG,No,,4.26 - 4.28 * 2.64,Gia,2416355339,,2200.00,1540.00,-30.00,462.00,,,,61.90,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,41.00,GIA 2416355339,Crystal  Feather,NO,N,YES,,,,
K35672,RBC,0.33,F,VVS2,EX,VG,EX,No,,4.47 - 4.49 * 2.72,Gia,6412355117,,2500.00,1625.00,-35.00,536.25,,,,60.60,58.00,MED to STK,MED to STK,3.50,F,,NON,14.50,34.00,43.00,40.80,GIA 6412355117,Pinpoint,NO,N,YES,,,,
K35673,RBC,0.30,E,SI1,EX,EX,EX,No,,4.27 - 4.30 * 2.66,Gia,1413355079,,2100.00,1533.00,-27.00,459.90,,,,62.00,58.00,MED to STK,MED to STK,4.00,F,,NON,15.50,36.00,43.00,40.60,GIA 1413355079,Crystal  Feather,NO,N,YES,,,,
K35674,RBC,0.30,F,SI1,EX,EX,EX,No,,4.30 - 4.32 * 2.67,Gia,6412355047,,2000.00,1460.00,-27.00,438.00,,,,61.90,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,44.00,41.40,GIA 6412355047,Twinning Wisp  Feather,NO,N,YES,,,,
K35677,RBC,0.30,G,VS1,EX,EX,EX,FNT,,4.40 - 4.41 * 2.62,Gia,7411355006,,2200.00,1562.00,-29.00,468.60,,,,59.60,57.00,THN to MED,THN to MED,3.00,F,,NON,13.00,31.50,43.50,41.20,GIA 7411355006,Crystal  Feather  Pinpoint,NO,N,YES,,,,
K35680,RBC,0.30,F,VS2,EX,EX,EX,FNT,,4.29 - 4.32 * 2.65,Gia,2418353413,,2200.00,1474.00,-33.00,442.20,,,,61.40,57.00,MED to STK,MED to STK,3.50,F,,NON,15.00,34.50,43.00,40.60,GIA 2418353413,Twinning Wisp  Feather  Indented Natural,NO,N,YES,,,,
K35683,RBC,0.30,H,VS2,VG,EX,VG,No,,4.26 - 4.29 * 2.60,Gia,3415353376,,2000.00,1440.00,-28.00,432.00,,,,60.70,59.00,STK to THK,STK to THK,5.00,F,,NON,14.00,34.00,42.00,40.00,GIA 3415353376,Cloud  Crystal  Feather,NO,N,YES,,,,
K35684,RBC,0.31,I,SI2,EX,EX,EX,No,,4.31 - 4.33 * 2.66,Gia,6415353361,,1400.00,1078.00,-23.00,334.18,,,,61.60,60.00,STK,STK,4.00,F,,NON,14.50,35.50,43.50,41.00,GIA 6415353361,Twinning Wisp  Feather,NO,N,YES,,,,
K35685,RBC,0.32,F,SI2,EX,VG,EX,No,,4.36 - 4.38 * 2.72,Gia,6415353481,,1700.00,1224.00,-28.00,391.68,,,,62.20,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.00,GIA 6415353481,Twinning Wisp,NO,N,YES,,,,
K35686,RBC,0.30,I,SI1,EX,EX,VG,STG,,4.24 - 4.28 * 2.66,Gia,6411353463,,1600.00,992.00,-38.00,297.60,,,,62.50,57.00,THN to STK,THN to STK,4.00,F,,NON,15.50,35.00,43.50,40.80,GIA 6411353463,Feather  Crystal,NO,,YES,,,,
K35689,RBC,0.30,F,VS2,VG,EX,EX,MED,,4.19 - 4.23 * 2.70,Gia,2414353922,,2200.00,1342.00,-39.00,402.60,,,,64.00,57.00,STK to THK,STK to THK,4.50,F,,NON,16.00,37.00,43.00,41.00,GIA 2414353922,Crystal  Feather,NO,N,YES,,,,
K35690,RBC,0.32,G,VS1,EX,EX,EX,STG,,4.35 - 4.36 * 2.72,Gia,6415353822,,2200.00,1408.00,-36.00,450.56,,,,62.60,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,44.00,41.40,GIA 6415353822,Crystal  Cloud,NO,N,YES,,,,
K35692,RBC,0.30,I,VVS2,EX,EX,EX,No,,4.25 - 4.28 * 2.68,Gia,7416353716,,2100.00,1554.00,-26.00,466.20,,,,62.80,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,44.00,41.40,GIA 7416353716,Indented Natural,NO,N,YES,,,,
K35693,RBC,0.30,H,SI2,EX,EX,VG,No,,4.26 - 4.30 * 2.64,Gia,5413353743,,1500.00,1140.00,-24.00,342.00,,,,61.70,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,43.50,41.00,GIA 5413353743,Feather,NO,N,YES,,,,
K35694,RBC,0.31,D,VS1,EX,EX,EX,No,,4.31 - 4.33 * 2.72,Gia,3415353693,,2600.00,1820.00,-30.00,564.20,,,,62.80,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,44.00,41.60,GIA 3415353693,Crystal  Feather,NO,N,YES,,,,
K35695,RBC,0.30,E,SI2,EX,EX,EX,No,,4.25 - 4.28 * 2.70,Gia,7413353865,,1800.00,1332.00,-26.00,399.60,,,,63.30,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.50,41.60,GIA 7413353865,Feather,NO,N,YES,,,,
K35696,RBC,0.30,H,VVS1,EX,EX,EX,FNT,,4.32 - 4.35 * 2.65,Gia,1418353852,,2300.00,1587.00,-31.00,476.10,,,,61.20,60.00,THN to MED,THN to MED,3.50,F,,NON,13.50,34.50,44.00,41.60,GIA 1418353852,Feather,NO,N,YES,,,,
K35697,RBC,0.30,J,SI1,EX,EX,EX,No,,4.27 - 4.30 * 2.64,Gia,1418353883,,1500.00,1200.00,-20.00,360.00,,,,61.70,60.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,44.00,41.20,GIA 1418353883,Feather,NO,N,YES,,,,
K35698,RBC,0.30,K,VS1,EX,EX,EX,FNT,,4.33 - 4.35 * 2.65,Gia,1419353892,,1500.00,1095.00,-27.00,328.50,,,,61.00,61.00,MED to STK,MED to STK,4.00,F,,NON,13.00,34.00,44.00,41.40,GIA 1419353892,Feather  Pinpoint,NO,N,YES,,,,
