Stock_No,Shape,Weight,Color,Clarity,Cut_Grade,Polish,Symmetry,Fluorescence_Intensity,Fluorescence_Color,Measurements,Lab,Certificate,Treatment,Rapa_Rate,Rate,Discount_x0025_,Amount,Fancy_Color,Fancy_Color_Intensity,Fancy_Color_Overtone,Depth_x0025_,Table_x0025_,Girdle_Thin,Girdle_Thick,Girdle_x0025_,Girdle_Condition,Culet_Size,Culet_Condition,Crown_Height,Crown_Angle,Pavilion_Depth,Pavilion_Angle,Laser_Inscription,Key_To_Symbol,Milky,Tinge,EyeClean,Comment,ImageLink,VideoLink,CertifateLink
AD1,RBC,2.53,E,VVS1,VG,EX,EX,MED,G,8.67 - 8.69 * 5.42,Gia,6275911000,,29000.00,15370.00,-47.00,38886.10,,,,62.40,57.00,STK,STK,4.50,F,N,NON,14.50,34.50,43.50,41.00,GIA 6275911000,Feather,N,N,YES,Internal Graining Is Not Shown,,,
K13419,RBC,0.32,I,IF,EX,EX,EX,STG,,4.34 - 4.36 * 2.72,Gia,2287740240,,2300.00,1288.00,-44.00,412.16,,,,62.50,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.20,GIA 2287740240,Minor Details of Polish,N,,YES,,,,
K17100,RBC,0.35,F,IF,EX,EX,EX,FNT,,4.47 - 4.50 * 2.83,Gia,1307498785,,2900.00,2001.00,-31.00,700.35,,,,63.00,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,44.50,41.60,GIA 1307498785,Minor Details of Polish,N,N,YES,,,,
K21043,RBC,0.30,E,IF,EX,EX,VG,No,,4.25 - 4.30 * 2.66,Gia,2326467451,,3000.00,1830.00,-39.00,549.00,,,,62.20,60.00,THN to STK,THN to STK,4.00,F,,NON,13.50,34.00,44.50,41.80,GIA 2326467451,Natural  Minor Details of Polish,N,N,YES,,,,
K21549,RBC,0.30,,SI1,,EX,EX,MED,,4.28 - 4.30 * 2.63,Gia,2328597189,,1300.00,1300.00,0.00,390.00,G,F,,61.40,61.00,MED to STK,MED to STK,,F,,NON,,,,,GIA 2328597189,Crystal  Feather,N,N,YES,,,,
K22490,RBC,0.32,F,IF,EX,EX,EX,STG,,4.39 - 4.40 * 2.71,Gia,6204321471,,2900.00,1537.00,-47.00,491.84,,,,61.70,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,40.80,GIA 6204321471,Minor Details of Polish,N,N,YES,,,,
K23926,RBC,0.30,D,IF,VG,EX,EX,FNT,,4.20 - 4.23 * 2.69,Gia,6331581678,,3800.00,2204.00,-42.00,661.20,,,,63.90,59.00,STK to THK,STK to THK,5.00,F,,NON,14.50,35.50,44.50,41.60,GIA 6331581678,Minor Details of Polish,N,N,YES,,,,
K24814,RBC,0.35,K,IF,EX,EX,EX,FNT,,4.49 - 4.52 * 2.83,Gia,6335984491,,1800.00,1188.00,-34.00,415.80,,,,62.70,56.00,MED to STK,MED to STK,4.00,F,,NON,16.00,35.50,43.00,40.80,GIA 6335984491,Minor Details of Polish,N,N,YES,,,,
K24919,RBC,0.33,K,IF,EX,EX,EX,STG,,4.47 - 4.49 * 2.73,Gia,6331984734,,1800.00,1008.00,-44.00,332.64,,,,61.00,59.00,MED to STK,MED to STK,4.00,F,,NON,13.00,33.00,44.00,41.40,GIA 6331984734,Minor Details of Polish,N,,YES,,,,
K25363,RBC,0.34,G,IF,EX,EX,EX,MED,,4.44 - 4.47 * 2.79,Gia,6342161416,,2700.00,1458.00,-46.00,495.72,,,,62.50,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.00,GIA 6342161416,Minor Details of Polish,N,N,YES,,,,
K26187,RBC,0.31,G,IF,EX,EX,EX,FNT,,4.34 - 4.36 * 2.69,Gia,2347854753,,2700.00,1647.00,-39.00,510.57,,,,61.80,60.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.00,44.50,41.80,GIA 2347854753,Minor Details of Polish,N ,N ,YES,,,,
K26783,RBC,0.30,G,IF,EX,EX,EX,FNT,,4.24 - 4.28 * 2.69,Gia,2354499925,,2700.00,1647.00,-39.00,494.10,,,,63.20,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.50,41.60,GIA 2354499925,Minor Details of Polish,N,N ,YES,,,,
K27998,RBC,0.30,L,VVS1,EX,EX,EX,STG,,4.26 - 4.28 * 2.67,Gia,1369382479,,1500.00,945.00,-37.00,283.50,,,,62.60,57.00,THN to STK,THN to STK,4.00,F,,NON,15.00,35.00,43.50,41.20,GIA 1369382479,Pinpoint  Indented Natural  Feather  Manufacturing Remnant,NO,N ,YES,,,,
K28047,RBC,0.31,I,VVS1,EX,EX,EX,VST,,4.30 - 4.32 * 2.68,Gia,6365088745,,2200.00,1122.00,-49.00,347.82,,,,62.10,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.00,40.80,GIA 6365088745,Pinpoint  Feather  Manufacturing Remnant,N ,,YES,,,,
K28592,RBC,0.30,J,IF,EX,EX,VG,No,,4.28 - 4.30 * 2.68,Gia,6365698700,,2000.00,1220.00,-39.00,366.00,,,,62.40,55.00,STK,STK,0.04,F,,NON,0.15,33.50,0.44,41.00,GIA 6365698700,Surface Graining  Minor Details of Polish,NO,,YES,,,,
K28609,RBC,0.30,F,IF,EX,EX,EX,MED,,4.36 - 4.38 * 2.60,Gia,6362698935,,2900.00,1624.00,-44.00,487.20,,,,59.50,61.00,MED to STK,MED to STK,0.04,F,,NON,0.13,33.00,0.44,41.00,GIA 6362698935,Minor Details of Polish,NO,N ,YES,,,,
K28633,RBC,0.30,G,IF,EX,EX,EX,FNT,,4.24 - 4.27 * 2.68,Gia,2368698866,,2700.00,1647.00,-39.00,494.10,,,,63.10,57.00,MED to STK,MED to STK,0.04,F,,NON,0.15,35.00,0.44,41.40,GIA 2368698866,Natural  Minor Details of Polish,NO,N ,YES,,,,
K28698,RBC,0.31,,IF,,EX,EX,No,,4.39 - 4.42 * 2.65,Gia,5212305741,,3800.00,3800.00,0.00,1178.00,P,F,,60.00,61.00,MED to STK,MED to STK,,F,,NON,,,,,GIA 5212305741,,N ,N,YES,Minor details of polish are not shown.,,,
K28711,RBC,0.31,J,SI2,EX,EX,EX,MED,,4.33 - 4.34 * 2.71,Gia,3365707493,,1300.00,793.00,-39.00,245.83,,,,62.50,58.00,MED to STK,MED to STK,0.04,F,,NON,0.15,35.00,0.44,41.40,GIA 3365707493,Crystal  Feather,N ,,YES,,,,
K28944,RBC,0.37,D,IF,EX,EX,EX,STG,,4.61 - 4.63 * 2.84,Gia,1369984145,,3800.00,2014.00,-47.00,745.18,,,,61.40,60.00,MED to STK,MED to STK,4.00,F,,NON,14.00,35.00,43.50,41.00,GIA 1369984145,Minor Details of Polish,N,N,YES,,,,
K28971,RBC,0.30,I,VS2,EX,EX,EX,MED,,4.30 - 4.32 * 2.65,Gia,6361974891,,1900.00,1197.00,-37.00,359.10,,,,61.50,61.00,MED to STK,MED to STK,4.00,F,,NON,13.50,34.00,44.00,41.60,GIA 6361974891,Feather,N,,YES,,,,
K29038,RBC,0.37,F,VS2,EX,EX,EX,No,,4.61 - 4.63 * 2.80,Gia,6214409101,,2200.00,1606.00,-27.00,594.22,,,,60.70,61.00,MED to STK,MED to STK,4.00,F,,NON,14.00,35.00,43.00,40.80,GIA 6214409101,Cloud  Crystal  Feather,MILKEY1,N ,YES,,,,
K29196,RBC,0.30,G,IF,EX,EX,EX,FNT,,4.27 - 4.29 * 2.67,Gia,5212409208,,2700.00,1647.00,-39.00,494.10,,,,62.40,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,44.50,41.60,GIA 5212409208,Minor Details of Polish,N ,N ,YES,,,,
K29451,RBC,0.33,H,VS1,EX,VG,EX,FNT,,4.45 - 4.47 * 2.70,Gia,1379391148,,2100.00,1386.00,-34.00,457.38,,,,60.50,59.00,STK,STK,4.00,F,,NON,13.50,33.00,43.00,41.00,GIA 1379391148,Crystal  Cloud,NO,,YES,,,,
K29555,RBC,0.31,G,IF,EX,EX,EX,No,,4.32 - 4.34 * 2.69,Gia,1375529872,,2700.00,1863.00,-31.00,577.53,,,,62.20,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.00,41.00,GIA 1375529872,,NO,N,YES,,,,
K29558,RBC,0.30,G,IF,EX,EX,EX,FNT,,4.26 - 4.28 * 2.68,Gia,5376529676,,2700.00,1647.00,-39.00,494.10,,,,62.70,57.00,STK,STK,4.00,F,,NON,15.00,34.50,43.50,41.20,GIA 5376529676,Minor Details of Polish,NO,N,YES,,,,
K29656,RBC,0.34,F,VS2,EX,EX,EX,MED,,4.46 - 4.48 * 2.75,Gia,1375823301,,2200.00,1408.00,-36.00,478.72,,,,61.50,57.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,42.50,40.60,GIA 1375823301,Feather  Crystal,N,N ,YES,,,,
K29718,RBC,0.30,I,IF,EX,EX,EX,STG,,4.30 - 4.33 * 2.64,Gia,6371824114,,2300.00,1380.00,-40.00,414.00,,,,61.10,61.00,STK,STK,4.00,F,,NON,13.00,33.00,44.00,41.60,GIA 6371824114,Minor Details of Polish,N,N ,YES,,,,
K29731,RBC,0.31,F,IF,EX,EX,EX,FNT,,4.31 - 4.33 * 2.70,Gia,2377824101,,2900.00,1624.00,-44.00,503.44,,,,62.40,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 2377824101,Minor Details of Polish,N,,YES,,,,
K29762,RBC,0.32,H,IF,EX,EX,EX,No,,4.42 - 4.44 * 2.66,Gia,1377825400,,2500.00,1625.00,-35.00,520.00,,,,60.00,61.00,MED,MED,3.50,F,,NON,13.50,34.50,43.00,40.80,GIA 1377825400,Minor Details of Polish,N,N ,YES,,,,
K29775,RBC,0.30,I,VS2,EX,EX,EX,No,,4.27 - 4.29 * 2.66,Gia,7378823114,,1900.00,1349.00,-29.00,404.70,,,,62.20,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.00,GIA 7378823114,Feather,N,,YES,,,,
K29786,RBC,0.33,I,VS2,EX,EX,EX,MED,,4.41 - 4.43 * 2.76,Gia,6371824004,,1900.00,1178.00,-38.00,388.74,,,,62.40,55.00,MED to STK,MED to STK,3.50,F,,NON,16.00,35.00,43.00,40.80,GIA 6371824004,Crystal  Cloud  Feather,N,,YES,,,,
K29823,RBC,0.31,K,VS2,EX,EX,EX,FNT,,4.32 - 4.33 * 2.64,Gia,7381168552,,1400.00,784.00,-44.00,243.04,,,,61.10,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.00,42.50,40.60,GIA 7381168552,Crystal  Cloud,N ,FB,YES,,,,
K29850,RBC,0.32,F,VVS2,EX,EX,EX,STG,,4.35 - 4.38 * 2.74,Gia,5376824391,,2500.00,1400.00,-44.00,448.00,,,,62.90,58.00,STK,STK,4.00,F,,NON,14.50,34.50,44.00,41.60,GIA 5376824391,Pinpoint  Internal Graining  Indented Natural  Surface Graining,N,N ,YES,,,,
K29865,RBC,0.36,J,SI2,EX,EX,EX,MED,,4.57 - 4.58 * 2.86,Gia,2376823444,,1300.00,858.00,-34.00,308.88,,,,62.50,57.00,MED to STK,MED to STK,3.50,F,,NON,14.50,34.50,44.00,41.60,GIA 2376823444,Crystal,N,,YES,,,,
K29961,RBC,0.36,H,IF,EX,EX,EX,FNT,,4.56 - 4.59 * 2.80,Gia,2376823148,,2500.00,1650.00,-34.00,594.00,,,,61.10,61.00,MED to STK,MED to STK,4.00,F,,NON,13.00,33.50,44.00,41.60,GIA 2376823148,Minor Details of Polish,N,,YES,,,,
K30004,RBC,0.31,D,VS1,EX,VG,EX,MED,,4.30 - 4.33 * 2.71,Gia,6371887211,,2600.00,1456.00,-44.00,451.36,,,,63.00,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 6371887211,Cloud  Crystal  Pinpoint,N ,N ,YES,,,,
K30034,RBC,0.30,I,VS2,VG,EX,EX,FNT,,4.17 - 4.19 * 2.69,Gia,2376886809,,1900.00,1197.00,-37.00,359.10,,,,64.30,58.00,STK to THK,STK to THK,5.00,F,,NON,16.50,38.00,42.50,40.60,GIA 2376886809,Crystal  Cloud  Feather,N ,,YES,,,,
K30073,RBC,0.33,I,VS1,EX,VG,EX,FNT,,4.40 - 4.43 * 2.78,Gia,5383265732,,2000.00,1300.00,-35.00,429.00,,,,63.00,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 5383265732,Crystal  Pinpoint  Needle  Cloud,N ,,YES,,,,
K30120,RBC,0.31,J,IF,EX,EX,EX,FNT,,4.34 - 4.36 * 2.71,Gia,6381265926,,2000.00,1280.00,-36.00,396.80,,,,62.30,57.00,MED to STK,MED to STK,3.50,F,,NON,15.50,35.50,43.50,41.00,GIA 6381265926,Minor Details of Polish,N ,N ,YES,,,,
K30135,RBC,0.37,D,VS1,EX,EX,EX,STG,,4.63 - 4.66 * 2.82,Gia,6381178171,,2600.00,1586.00,-39.00,586.82,,,,60.60,57.00,MED to STK,MED to STK,3.50,F,,NON,14.00,33.50,43.00,40.80,GIA 6381178171,Crystal  Cloud  Needle  Pinpoint,N ,N ,YES,,,,
K30141,RBC,0.33,I,VS2,EX,EX,EX,STG,,4.41 - 4.44 * 2.78,Gia,7381178160,,1900.00,1235.00,-35.00,407.55,,,,62.80,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.50,41.40,GIA 7381178160,Crystal,N ,,YES,,,,
K30151,RBC,0.32,E,IF,EX,EX,EX,FNT,,4.38 - 4.40 * 2.71,Gia,6385168737,,3000.00,1740.00,-42.00,556.80,,,,61.70,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.00,40.80,GIA 6385168737,Minor Details of Polish,N ,N ,YES,,,,
K30152,RBC,0.33,D,IF,EX,EX,EX,No,,4.44 - 4.46 * 2.71,Gia,2384168678,,3800.00,2394.00,-37.00,790.02,,,,61.00,61.00,MED to STK,MED to STK,4.00,F,,NON,12.50,33.00,44.50,41.60,GIA 2384168678,Minor Details of Polish,N ,N ,YES,,,,
K30154,RBC,0.30,K,IF,EX,EX,EX,No,,4.27 - 4.29 * 2.68,Gia,7388265797,,1800.00,1008.00,-44.00,302.40,,,,62.60,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,43.50,41.20,GIA 7388265797,Minor Details of Polish,N ,FB,YES,,,,
K30179,RBC,0.34,J,IF,EX,EX,EX,No,,4.48 - 4.51 * 2.77,Gia,6381178211,,2000.00,1220.00,-39.00,414.80,,,,61.60,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.00,40.80,GIA 6381178211,Minor Details of Polish,N ,,YES,,,,
K30193,RBC,0.34,I,VS2,EX,EX,EX,STG,,4.44 - 4.46 * 2.77,Gia,7381169140,,1900.00,1235.00,-35.00,419.90,,,,62.10,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,35.00,44.00,41.40,GIA 7381169140,Feather,N ,,YES,,,,
K30220,RBC,0.30,,VVS2,,VG,EX,No,,4.26 - 4.29 * 2.66,Gia,1389169046,,2100.00,2100.00,0.00,630.00,P,F,,62.30,59.00,MED to STK,MED to STK,,F,,NON,,,,,GIA 1389169046,,N ,N,YES,Clarity grade is based on internal graining that is not shown. Surface graining is not shown.,,,
K30371,RBC,0.30,L,VS1,EX,EX,EX,FNT,,4.28 - 4.30 * 2.63,Gia,1389736212,,1300.00,728.00,-44.00,218.40,,,,61.30,59.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,42.50,40.60,GIA 1389736212,Crystal,N,FB,YES,,,,
K30398,RBC,0.30,F,VS1,EX,VG,EX,MED,,4.26 - 4.29 * 2.67,Gia,6382744993,,2300.00,1403.00,-39.00,420.90,,,,62.50,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.50,41.00,GIA 6382744993,Crystal  Pinpoint,N,N,YES,,,,
K30415,RBC,0.33,E,SI2,EX,EX,EX,MED,,4.45 - 4.47 * 2.67,Gia,6382736413,,1800.00,1188.00,-34.00,392.04,,,,59.90,61.00,MED to STK,MED to STK,4.00,F,,NON,13.00,33.50,43.00,40.80,GIA 6382736413,Cloud  Crystal  Knot,N,N,YES,,,,
K30426,RBC,0.33,E,SI1,EX,EX,EX,STG,,4.40 - 4.43 * 2.77,Gia,2387503168,,2100.00,1302.00,-38.00,429.66,,,,62.70,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.00,41.60,GIA 2387503168,Cloud  Crystal,NO,N,YES,,,,
K30436,RBC,0.31,F,VVS1,EX,EX,EX,FNT,,4.35 - 4.37 * 2.66,Gia,3385503053,,2700.00,1701.00,-37.00,527.31,,,,61.10,61.00,MED to STK,MED to STK,4.00,F,,NON,14.00,35.00,43.00,41.00,GIA 3385503053,Pinpoint,NO,N,YES,,,,
K30437,RBC,0.30,I,VS2,EX,EX,EX,No,,4.30 - 4.31 * 2.67,Gia,2386744885,,1900.00,1349.00,-29.00,404.70,,,,62.10,56.00,MED to STK,MED to STK,3.50,F,,NON,14.50,34.00,43.50,41.20,GIA 2386744885,Feather  Crystal  Cloud,N,,YES,,,,
K30448,RBC,0.30,H,VS2,EX,EX,VG,MED,,4.23 - 4.29 * 2.69,Gia,3385744920,,2000.00,1260.00,-37.00,378.00,,,,63.10,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.00,41.60,GIA 3385744920,Crystal  Feather  Cloud,N,,YES,,,,
K30475,RBC,0.30,I,VVS1,VG,EX,EX,FNT,,4.18 - 4.20 * 2.71,Gia,5386937795,,2200.00,1386.00,-37.00,415.80,,,,64.70,58.00,THK,THK,5.00,F,,NON,15.50,36.50,44.00,41.20,GIA 5386937795,Manufacturing Remnant  Feather,N ,,YES,,,,
K30478,RBC,0.30,E,SI2,EX,VG,VG,No,,4.25 - 4.28 * 2.66,Gia,6381937720,,1800.00,1206.00,-33.00,361.80,,,,62.40,55.00,MED to STK,MED to STK,4.00,F,,NON,16.00,35.50,42.50,40.60,GIA 6381937720,Twinning Wisp  Feather,N ,N ,YES,,,,
K30481,RBC,0.30,K,VS2,EX,EX,EX,STG,,4.27 - 4.29 * 2.70,Gia,2387736396,,1400.00,952.00,-32.00,285.60,,,,63.00,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 2387736396,Crystal  Feather,N,N,YES,,,,
K30541,RBC,0.30,J,VVS2,EX,VG,VG,FNT,,4.27 - 4.29 * 2.67,Gia,6381939783,,1800.00,1098.00,-39.00,329.40,,,,62.30,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,44.00,41.40,GIA 6381939783,Cloud  Indented Natural  Pinpoint  Surface Graining,N ,,YES,,,,
K30579,RBC,0.33,E,VS1,EX,EX,EX,MED,,4.41 - 4.43 * 2.74,Gia,1385736132,,2400.00,1440.00,-40.00,475.20,,,,62.10,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.00,40.80,GIA 1385736132,Crystal  Pinpoint,N,N,YES,,,,
K30587,RBC,0.32,J,IF,EX,EX,EX,No,,4.37 - 4.40 * 2.71,Gia,1389938567,,2000.00,1320.00,-34.00,422.40,,,,61.80,58.00,MED to STK,MED to STK,3.50,F,,NON,15.00,35.50,43.00,41.00,GIA 1389938567,Minor Details of Polish,N ,N ,YES,,,,
K30600,RBC,0.31,F,IF,EX,EX,EX,FNT,,4.33 - 4.35 * 2.68,Gia,2386745172,,2900.00,1769.00,-39.00,548.39,,,,61.60,58.00,STK,STK,4.00,F,,NON,15.00,35.50,42.50,40.60,GIA 2386745172,Minor Details of Polish,N,N,YES,,,,
K30602,RBC,0.30,H,IF,EX,EX,EX,FNT,,4.27 - 4.29 * 2.68,Gia,6382736381,,2500.00,1525.00,-39.00,457.50,,,,62.50,57.00,MED to STK,MED to STK,4.00,F,,,15.50,35.50,43.00,40.80,GIA 6382736381,Minor Details of Polish,N,N,YES,,,,
K30605,RBC,0.32,D,IF,EX,EX,EX,No,,4.38 - 4.40 * 2.74,Gia,1389736324,,3800.00,2394.00,-37.00,766.08,,,,62.30,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,44.00,41.40,GIA 1389736324,Minor Details of Polish,N,N,YES,,,,
K30613,RBC,0.38,E,IF,EX,EX,EX,No,,4.60 - 4.62 * 2.89,Gia,1385745168,,3000.00,2160.00,-28.00,820.80,,,,62.60,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.60,GIA 1385745168,Surface Graining  Minor Details of Polish,N,N,YES,,,,
K30619,RBC,0.30,E,VVS2,VG,EX,EX,No,,4.21 - 4.22 * 2.66,Gia,7386939024,,2600.00,1612.00,-38.00,483.60,,,,63.10,58.00,STK to THK,STK to THK,5.00,F,,NON,15.50,36.50,42.50,40.40,GIA 7386939024,Needle  Pinpoint  Cloud,N ,N ,YES,,,,
K30622,RBC,0.30,J,SI1,VG,EX,VG,No,,4.18 - 4.20 * 2.67,Gia,6385939186,,1500.00,1035.00,-31.00,310.50,,,,63.80,57.00,STK to THK,STK to THK,5.50,F,,NON,16.50,37.50,42.00,40.20,GIA 6385939186,Crystal  Cloud  Feather,N ,,YES,,,,
K30643,RBC,0.30,E,SI1,EX,EX,EX,MED,,4.26 - 4.28 * 2.67,Gia,1387938263,,2100.00,1386.00,-34.00,415.80,,,,62.50,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.00,GIA 1387938263,Crystal  Cloud,N ,N ,YES,,,,
K30649,RBC,0.35,F,IF,EX,EX,EX,No,,4.49 - 4.52 * 2.83,Gia,5383736583,,2900.00,2117.00,-27.00,740.95,,,,62.70,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.50,41.00,GIA 5383736583,Minor Details of Polish,N,N,YES,,,,
K30662,RBC,0.38,F,IF,EX,EX,EX,No,,4.63 - 4.67 * 2.85,Gia,1385938695,,2900.00,2117.00,-27.00,804.46,,,,61.30,57.00,STK,STK,4.00,F,,NON,14.50,34.50,42.50,40.60,GIA 1385938695,Minor Details of Polish,N ,N ,YES,,,,
K30664,RBC,0.30,G,IF,EX,EX,EX,No,,4.28 - 4.30 * 2.67,Gia,6381938661,,2700.00,1755.00,-35.00,526.50,,,,62.30,58.00,MED to STK,MED to STK,4.00,F,,NON,14.50,34.50,44.00,41.60,GIA 6381938661,Minor Details of Polish,N ,N ,YES,,,,
K30665,RBC,0.35,E,VVS1,EX,EX,EX,No,,4.50 - 4.53 * 2.82,Gia,1389938801,,2800.00,2408.00,-14.00,842.80,,,,62.40,56.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.00,40.80,GIA 1389938801,Pinpoint,N ,N ,YES,,,,
K30666,RBC,0.30,G,VVS2,EX,EX,EX,MED,,4.31 - 4.33 * 2.64,Gia,7388938790,,2300.00,1449.00,-37.00,434.70,,,,61.00,60.00,MED to STK,MED to STK,4.00,F,,NON,13.00,33.50,44.00,41.40,GIA 7388938790,Pinpoint,N ,N ,YES,,,,
K30676,RBC,0.35,E,IF,EX,EX,EX,No,,4.47 - 4.49 * 2.81,Gia,1389942663,,3000.00,2160.00,-28.00,756.00,,,,62.80,57.00,MED to STK,MED to STK,4.00,F,,NON,15.50,35.50,43.50,41.00,GIA 1389942663,Surface Graining  Minor Details of Polish,N ,N ,YES,,,,
K30677,RBC,0.30,E,VVS1,EX,EX,EX,MED,,4.31 - 4.32 * 2.63,Gia,1383942639,,2800.00,1596.00,-43.00,478.80,,,,61.00,60.00,MED to STK,MED to STK,4.00,F,,NON,13.00,33.00,44.00,41.60,GIA 1383942639,Pinpoint  Feather,N ,N ,YES,,,,
K30680,RBC,0.34,J,IF,EX,EX,EX,No,,4.49 - 4.51 * 2.73,Gia,7386942024,,2000.00,1320.00,-34.00,448.80,,,,60.60,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,43.00,40.60,GIA 7386942024,Minor Details of Polish,N ,N ,YES,,,,
K30687,RBC,0.30,D,VVS1,EX,EX,VG,MED,,4.24 - 4.29 * 2.67,Gia,2384938514,,3000.00,1590.00,-47.00,477.00,,,,62.60,56.00,STK,STK,4.00,F,,NON,15.00,34.50,43.50,41.00,GIA 2384938514,Internal Graining  Feather  Surface Graining,N ,N ,YES,,,,
K30695,RBC,0.30,D,IF,VG,EX,VG,MED,,4.26 - 4.29 * 2.71,Gia,6381937082,,3800.00,2090.00,-45.00,627.00,,,,63.30,56.00,MED to STK,MED to STK,4.00,F,,NON,15.00,34.50,44.50,41.60,GIA 6381937082,Minor Details of Polish,N ,N ,YES,,,,
K30698,RBC,0.30,F,VS1,EX,EX,EX,MED,,4.27 - 4.30 * 2.64,Gia,7388937215,,2300.00,1472.00,-36.00,441.60,,,,61.50,60.00,MED to STK,MED to STK,4.00,F,,NON,14.50,35.50,43.50,41.00,GIA 7388937215,Crystal  Pinpoint,N ,N ,YES,,,,
K30700,RBC,0.36,F,VVS1,EX,EX,EX,No,,4.51 - 4.53 * 2.85,Gia,5383937823,,2700.00,2268.00,-16.00,816.48,,,,63.00,57.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 5383937823,Pinpoint,N ,N ,YES,,,,
K30704,RBC,0.30,H,VVS2,EX,EX,EX,MED,,4.31 - 4.33 * 2.62,Gia,7383937406,,2200.00,1430.00,-35.00,429.00,,,,60.80,61.00,STK,STK,4.50,F,,NON,13.00,33.00,43.50,41.20,GIA 7383937406,Pinpoint,N ,N ,YES,,,,
K30710,RBC,0.30,F,VS2,EX,EX,EX,FNT,,4.25 - 4.27 * 2.68,Gia,7388937661,,2200.00,1474.00,-33.00,442.20,,,,62.90,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.00,44.00,41.40,GIA 7388937661,Feather  Crystal,N ,N ,YES,,,,
K30711,RBC,0.38,G,IF,EX,EX,EX,No,,4.59 - 4.63 * 2.89,Gia,6385937655,,2700.00,1971.00,-27.00,748.98,,,,62.60,58.00,MED to STK,MED to STK,4.00,F,,NON,15.00,35.50,43.50,41.20,GIA 6385937655,,N ,N ,YES,,,,
K30712,RBC,0.30,F,IF,EX,EX,EX,No,,4.28 - 4.30 * 2.70,Gia,6385937646,,2900.00,1914.00,-34.00,574.20,,,,63.00,57.00,STK,STK,4.00,F,,NON,14.50,34.50,44.00,41.60,GIA 6385937646,Minor Details of Polish,N ,N ,YES,,,,
K30713,RBC,0.30,E,IF,EX,EX,EX,MED,,4.30 - 4.32 * 2.67,Gia,1383937572,,3000.00,1680.00,-44.00,504.00,,,,61.90,59.00,MED to STK,MED to STK,4.00,F,,NON,14.00,34.50,44.00,41.60,GIA 1383937572,Minor Details of Polish,N ,N ,YES,,,,
K30717,RBC,0.30,D,VS1,VG,EX,EX,MED,,4.18 - 4.20 * 2.68,Gia,2384936573,,2600.00,1456.00,-44.00,436.80,,,,64.00,56.00,STK to THK,STK to THK,5.00,F,,NON,17.50,38.50,41.50,39.80,GIA 2384936573,Crystal  Pinpoint,N ,N ,YES,,,,
K30721,RBC,0.30,E,VVS1,VG,EX,EX,No,,4.20 - 4.22 * 2.70,Gia,7381937536,,2800.00,1764.00,-37.00,529.20,,,,64.00,57.00,STK to THK,STK to THK,4.50,F,,NON,16.50,37.50,43.00,40.60,GIA 7381937536,Cavity,N ,N ,YES,,,,
