stock_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
10245646,INDIA,G,round,1.01,I,VS1,EX,EX,EX,N,6.38x6.40x4.03,GIA,2404931841,6800,-25.50%,$5116.66,WH,M0,,,,,,,,0.00,0.00,0.00,0.00,,,,Y,,,,"NO BGM AND EYECLEAN"
10245645,INDIA,G,round,0.30,H,VS2,VG,EX,VG,N,4.32x4.31x2.63,GIA,6405965409,2000,-37.60%,$374.40,WH,M0,,,,,EC0,,Y,63.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245644,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.31x4.32x2.63,GIA,6405930052,2100,-32.20%,$427.14,WH,M0,,,,,EC0,,Y,59.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245643,INDIA,G,round,0.30,G,VVS1,EX,EX,EX,N,4.35x4.33x2.60,GIA,6405925049,2500,-37.00%,$472.50,WH,M0,,,,,EC0,,Y,62.00,59.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245642,INDIA,G,round,0.30,F,VVS2,EX,EX,EX,N,4.34x4.32x2.66,GIA,6415003831,2500,-36.70%,$474.75,WH,M0,,,,,EC0,,Y,59.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245641,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.26x4.29x2.67,GIA,6412116382,2300,-34.60%,$451.26,WH,M0,,,,,EC0,,Y,59.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245640,INDIA,G,round,0.30,F,VVS2,VG,VG,VG,N,4.36x4.37x2.55,GIA,6412113817,2500,-45.90%,$405.75,WH,M0,,,,,EC0,,Y,63.00,58.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245639,INDIA,G,round,0.30,D,SI2,VG,VG,VG,N,4.33x4.36x2.52,GIA,6412036444,1900,-44.00%,$319.20,WH,M0,,,,,EC0,,Y,66.00,57.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245638,INDIA,G,round,0.30,G,SI2,VG,EX,VG,N,4.26x4.29x2.64,GIA,6412112995,1600,-38.90%,$293.28,WH,M0,,,,,EC0,,Y,64.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245637,INDIA,G,round,0.30,F,SI1,VG,EX,VG,N,4.28x4.27x2.60,GIA,6405423822,2000,-39.40%,$363.60,WH,M0,,,,,EC0,,Y,60.00,60.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245636,INDIA,G,round,0.30,D,VVS1,VG,EX,EX,N,4.16x4.20x2.67,GIA,6405374538,3000,-50.40%,$446.40,WH,M0,,,,,EC0,,Y,58.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245635,INDIA,G,round,0.30,G,VVS1,VG,VG,VG,N,4.16x4.21x2.68,GIA,6405321013,2500,-45.40%,$409.50,WH,M0,,,,,EC0,,Y,58.00,64.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245634,INDIA,G,round,0.30,E,VS1,VG,EX,VG,N,4.34x4.37x2.53,GIA,6405309227,2400,-43.50%,$406.80,WH,M0,,,,,EC0,,Y,64.00,58.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245633,INDIA,G,round,0.30,E,VS1,EX,EX,EX,N,4.32x4.30x2.62,GIA,6405204226,2400,-35.50%,$464.40,WH,M0,,,,,EC0,,Y,61.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245632,INDIA,G,round,0.30,D,VVS2,EX,EX,EX,N,4.38x4.40x2.56,GIA,6405818107,2800,-37.00%,$529.20,WH,M0,,,,,EC0,,Y,61.00,58.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245631,INDIA,G,round,0.30,H,VS2,VG,EX,VG,N,4.18x4.13x2.67,GIA,6405904942,2000,-37.60%,$374.40,WH,M0,,,,,EC0,,Y,58.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245630,INDIA,G,round,0.30,E,VVS1,EX,EX,EX,N,4.29x4.33x2.69,GIA,6405889895,2800,-37.10%,$528.36,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245629,INDIA,G,round,0.30,D,VVS1,EX,EX,EX,N,4.29x4.32x2.61,GIA,6402833530,3000,-39.70%,$542.70,WH,M0,,,,,EC0,,Y,58.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245628,INDIA,G,round,0.30,D,SI1,EX,EX,EX,N,4.38x4.36x2.59,GIA,6402929451,2200,-36.50%,$419.10,WH,M0,,,,,EC0,,Y,59.00,59.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245627,INDIA,G,round,0.30,E,VS2,EX,EX,EX,N,4.37x4.35x2.61,GIA,6401523535,2300,-36.50%,$438.15,WH,M0,,,,,EC0,,Y,59.00,59.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245626,INDIA,G,round,0.30,E,VS1,VG,EX,VG,N,4.29x4.25x2.57,GIA,6401518879,2400,-43.50%,$406.80,WH,M0,,,,,EC0,,Y,64.00,60.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245624,INDIA,G,round,0.30,D,SI2,EX,EX,EX,N,4.25x4.27x2.66,GIA,6401761006,1900,-37.60%,$355.68,WH,M0,,,,,EC0,,Y,57.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245623,INDIA,G,round,0.30,E,VVS1,EX,EX,EX,N,4.29x4.30x2.67,GIA,6401831855,2800,-37.10%,$528.36,WH,M0,,,,,EC0,,Y,62.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245622,INDIA,G,round,0.30,D,VS1,VG,VG,VG,N,4.32x4.35x2.56,GIA,6401889725,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,63.00,59.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245620,INDIA,G,round,0.30,G,VS2,EX,EX,EX,N,4.39x4.41x2.63,GIA,6402818404,2100,-32.20%,$427.14,WH,M0,,,,,EC0,,Y,61.00,59.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245619,INDIA,G,round,0.30,F,VS1,EX,EX,EX,N,4.34x4.32x2.63,GIA,6402391618,2300,-34.40%,$452.64,WH,M0,,,,,EC0,,Y,61.00,60.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245618,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.32x4.33x2.62,GIA,6402008740,2200,-34.50%,$432.30,WH,M0,,,,,EC0,,Y,60.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245617,INDIA,G,round,0.30,D,IF,EX,EX,EX,N,4.30x4.33x2.71,GIA,6402372873,3800,-40.00%,$684.00,WH,M0,,,,,EC0,,Y,56.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245616,INDIA,G,round,0.30,D,VS1,VG,EX,VG,N,4.22x4.24x2.68,GIA,6402278598,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,59.00,63.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245615,INDIA,G,round,0.30,D,VVS2,EX,EX,EX,N,4.24x4.27x2.67,GIA,6401373324,2800,-37.00%,$529.20,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245614,INDIA,G,round,0.30,G,VVS1,EX,EX,EX,N,4.33x4.29x2.66,GIA,6391471884,2500,-37.00%,$472.50,WH,M0,,,,,EC0,,Y,60.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245613,INDIA,G,round,0.30,G,VVS1,EX,EX,EX,N,4.40x4.37x2.58,GIA,6395399836,2500,-37.00%,$472.50,WH,M0,,,,,EC0,,Y,62.00,58.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245612,INDIA,G,round,0.30,G,VVS1,EX,EX,EX,N,4.30x4.31x2.64,GIA,6391551396,2500,-37.00%,$472.50,WH,M0,,,,,EC0,,Y,61.00,61.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245611,INDIA,G,round,0.30,D,SI2,VG,VG,VG,N,4.30x4.28x2.59,GIA,6362402822,1900,-44.00%,$319.20,WH,M0,,,,,EC0,,Y,65.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245610,INDIA,G,round,0.30,F,SI2,EX,EX,VG,N,4.35x4.33x2.63,GIA,6362004077,1700,-41.40%,$298.86,WH,M0,,,,,EC0,,Y,57.00,60.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245609,INDIA,G,round,0.30,F,SI2,EX,EX,VG,N,4.30x4.28x2.65,GIA,6352753576,1700,-41.40%,$298.86,WH,M0,,,,,EC0,,Y,55.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245608,INDIA,G,round,0.30,D,VS1,VG,EX,EX,N,4.21x4.23x2.69,GIA,6217996560,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,58.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245606,INDIA,G,round,0.30,D,SI2,VG,VG,VG,N,4.32x4.34x2.57,GIA,5413113177,1900,-44.00%,$319.20,WH,M0,,,,,EC0,,Y,59.00,59.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245605,INDIA,G,round,0.30,D,VS1,EX,EX,EX,N,4.29x4.31x2.64,GIA,5413188347,2600,-35.40%,$503.88,WH,M0,,,,,EC0,,Y,58.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245604,INDIA,G,round,0.30,G,VVS1,EX,EX,EX,N,4.33x4.35x2.65,GIA,7411162464,2500,-37.00%,$472.50,WH,M0,,,,,EC0,,Y,61.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245603,INDIA,G,round,0.30,G,VVS1,EX,EX,EX,N,4.32x4.34x2.67,GIA,7413180813,2500,-37.00%,$472.50,WH,M0,,,,,EC0,,Y,58.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245602,INDIA,G,round,0.30,F,VVS1,EX,EX,EX,N,4.33x4.35x2.60,GIA,7413164682,2700,-37.20%,$508.68,WH,M0,,,,,EC0,,Y,61.00,59.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245601,INDIA,G,round,0.30,H,VS1,VG,EX,VG,N,4.39x4.41x2.55,GIA,7408929619,2100,-36.20%,$401.94,WH,M0,,,,,EC0,,Y,64.00,58.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245600,INDIA,G,round,0.30,D,VS1,EX,EX,EX,N,4.23x4.26x2.67,GIA,7418124837,2600,-35.40%,$503.88,WH,M0,,,,,EC0,,Y,57.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245599,INDIA,G,round,0.30,G,VVS1,EX,EX,EX,N,4.34x4.35x2.60,GIA,7416182418,2500,-37.00%,$472.50,WH,M0,,,,,EC0,,Y,60.00,59.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245598,INDIA,G,round,0.30,D,VVS2,VG,EX,VG,N,4.27x4.30x2.61,GIA,7416180207,2800,-50.20%,$418.32,WH,M0,,,,,EC0,,Y,65.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245597,INDIA,G,round,0.30,F,VVS1,EX,EX,EX,N,4.34x4.36x2.59,GIA,7416161053,2700,-37.20%,$508.68,WH,M0,,,,,EC0,,Y,62.00,59.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245596,INDIA,G,round,0.30,G,VVS1,VG,EX,VG,N,4.26x4.28x2.61,GIA,7416159022,2500,-45.40%,$409.50,WH,M0,,,,,EC0,,Y,65.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245595,INDIA,G,round,0.30,G,VVS1,VG,EX,VG,N,4.34x4.35x2.56,GIA,7416054587,2500,-45.40%,$409.50,WH,M0,,,,,EC0,,Y,64.00,59.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245594,INDIA,G,round,0.30,H,VS1,EX,EX,EX,N,4.34x4.37x2.65,GIA,7418187818,2100,-29.80%,$442.26,WH,M0,,,,,EC0,,Y,60.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245593,INDIA,G,round,0.30,G,VS1,EX,EX,VG,N,4.35x4.41x2.59,GIA,7418180188,2200,-38.20%,$407.88,WH,M0,,,,,EC0,,Y,61.00,59.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245592,INDIA,G,round,0.30,G,VS1,EX,EX,VG,N,4.32x4.28x2.60,GIA,7406966586,2200,-38.20%,$407.88,WH,M0,,,,,EC0,,Y,60.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245591,INDIA,G,round,0.30,D,VVS1,VG,EX,VG,N,4.19x4.22x2.65,GIA,7408372175,3000,-50.40%,$446.40,WH,M0,,,,,EC0,,Y,59.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245590,INDIA,G,round,0.30,D,VS1,VG,EX,VG,N,4.16x4.22x2.70,GIA,7408357396,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,57.00,64.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245589,INDIA,G,round,0.30,D,SI1,EX,EX,EX,N,4.30x4.32x2.63,GIA,7408276959,2200,-36.50%,$419.10,WH,M0,,,,,EC0,,Y,58.00,60.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245588,INDIA,G,round,0.30,D,VVS1,VG,EX,VG,N,4.27x4.24x2.62,GIA,7408119945,3000,-50.40%,$446.40,WH,M0,,,,,EC0,,Y,65.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245587,INDIA,G,round,0.30,G,VVS1,VG,EX,VG,N,4.32x4.34x2.55,GIA,7408889625,2500,-45.40%,$409.50,WH,M0,,,,,EC0,,Y,62.00,58.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245586,INDIA,G,round,0.30,F,VVS1,EX,EX,EX,N,4.33x4.36x2.63,GIA,7408832283,2700,-37.20%,$508.68,WH,M0,,,,,EC0,,Y,62.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245585,INDIA,G,round,0.30,G,VS1,EX,EX,VG,N,4.36x4.38x2.59,GIA,7406947919,2200,-38.20%,$407.88,WH,M0,,,,,EC0,,Y,60.00,59.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245584,INDIA,G,round,0.30,G,VS2,EX,EX,EX,F,4.28x4.25x2.65,GIA,7406906146,2100,-38.80%,$385.56,WH,M0,,,,,EC0,,Y,61.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245583,INDIA,G,round,0.30,D,VVS2,EX,EX,EX,N,4.29x4.32x2.63,GIA,7406888592,2800,-37.00%,$529.20,WH,M0,,,,,EC0,,Y,61.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245582,INDIA,G,round,0.30,D,IF,EX,EX,EX,N,4.37x4.34x2.62,GIA,7402819047,3800,-40.00%,$684.00,WH,M0,,,,,EC0,,Y,58.00,60.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245581,INDIA,G,round,0.30,D,VS1,VG,EX,VG,N,4.14x4.20x2.66,GIA,7406327600,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,58.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245580,INDIA,G,round,0.30,D,VS1,VG,EX,VG,N,4.22x4.24x2.66,GIA,7406324414,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,58.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245579,INDIA,G,round,0.30,G,VS1,EX,EX,EX,N,4.30x4.26x2.61,GIA,7396376716,2200,-31.60%,$451.44,WH,M0,,,,,EC0,,Y,61.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245578,INDIA,G,round,0.30,D,VS1,VG,EX,VG,N,4.33x4.36x2.56,GIA,7401392563,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,63.00,58.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245577,INDIA,G,round,0.30,F,SI2,EX,EX,EX,N,4.32x4.30x2.61,GIA,7401388634,1700,-34.00%,$336.60,WH,M0,,,,,EC0,,Y,62.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245576,INDIA,G,round,0.30,D,VVS1,VG,EX,VG,N,4.17x4.21x2.68,GIA,7401291514,3000,-50.40%,$446.40,WH,M0,,,,,EC0,,Y,59.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245575,INDIA,G,round,0.30,D,VVS2,VG,EX,VG,N,4.15x4.21x2.70,GIA,7402375566,2800,-50.20%,$418.32,WH,M0,,,,,EC0,,Y,57.00,64.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245574,INDIA,G,round,0.30,D,VVS2,VG,EX,VG,N,4.19x4.25x2.67,GIA,7402363038,2800,-50.20%,$418.32,WH,M0,,,,,EC0,,Y,62.00,63.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245573,INDIA,G,round,0.30,D,VVS1,VG,EX,VG,N,4.21x4.24x2.67,GIA,7403375593,3000,-50.40%,$446.40,WH,M0,,,,,EC0,,Y,60.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245572,INDIA,G,round,0.30,D,VVS1,VG,EX,VG,N,4.17x4.22x2.65,GIA,7403375552,3000,-50.40%,$446.40,WH,M0,,,,,EC0,,Y,58.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245571,INDIA,G,round,0.30,G,VVS2,EX,EX,EX,N,4.34x4.36x2.61,GIA,7401901984,2300,-34.60%,$451.26,WH,M0,,,,,EC0,,Y,60.00,59.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245570,INDIA,G,round,0.30,D,VVS2,VG,EX,EX,N,4.34x4.37x2.58,GIA,1415180021,2800,-50.20%,$418.32,WH,M0,,,,,EC0,,Y,64.00,59.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245569,INDIA,G,round,0.30,D,VS1,VG,EX,EX,N,4.29x4.31x2.61,GIA,1415164768,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,65.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245568,INDIA,G,round,0.30,D,VVS1,EX,EX,EX,N,4.30x4.33x2.63,GIA,1413188380,3000,-39.70%,$542.70,WH,M0,,,,,EC0,,Y,61.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245567,INDIA,G,round,0.30,D,VVS2,VG,EX,VG,N,4.31x4.28x2.60,GIA,1409533206,2800,-50.20%,$418.32,WH,M0,,,,,EC0,,Y,62.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245566,INDIA,G,round,0.30,D,VVS1,VG,EX,EX,N,4.17x4.21x2.67,GIA,2213996573,3000,-50.40%,$446.40,WH,M0,,,,,EC0,,Y,58.00,63.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245565,INDIA,G,round,0.30,D,SI2,VG,VG,VG,N,4.31x4.29x2.61,GIA,2404123752,1900,-44.00%,$319.20,WH,M0,,,,,EC0,,Y,62.00,60.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245564,INDIA,G,round,0.30,E,VS2,EX,EX,EX,N,4.36x4.34x2.57,GIA,2404462870,2300,-36.50%,$438.15,WH,M0,,,,,EC0,,Y,61.00,59.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245563,INDIA,G,round,0.30,E,VS1,VG,EX,VG,N,4.29x4.32x2.62,GIA,2394595495,2400,-43.50%,$406.80,WH,M0,,,,,EC0,,Y,64.00,60.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245562,INDIA,G,round,0.30,D,VS1,VG,EX,VG,N,4.14x4.20x2.67,GIA,2406290134,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,57.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245561,INDIA,G,round,0.30,G,VVS1,VG,EX,VG,N,4.24x4.18x2.66,GIA,2406463625,2500,-45.40%,$409.50,WH,M0,,,,,EC0,,Y,62.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245560,INDIA,G,round,0.30,D,SI2,VG,EX,VG,N,4.27x4.23x2.64,GIA,1398487158,1900,-44.00%,$319.20,WH,M0,,,,,EC0,,Y,65.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245559,INDIA,G,round,0.30,E,SI2,VG,EX,VG,N,4.42x4.40x2.53,GIA,1398416597,1800,-44.30%,$300.78,WH,M0,,,,,EC0,,Y,63.00,57.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245558,INDIA,G,round,0.30,G,VVS1,EX,EX,EX,N,4.33x4.30x2.64,GIA,1397651183,2500,-37.00%,$472.50,WH,M0,,,,,EC0,,Y,62.00,61.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245557,INDIA,G,round,0.30,G,VVS1,VG,VG,VG,N,4.26x4.22x2.72,GIA,1403703220,2500,-45.40%,$409.50,WH,M0,,,,,EC0,,Y,54.00,64.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245556,INDIA,G,round,0.30,F,SI2,EX,EX,EX,N,4.40x4.38x2.61,GIA,1403519034,1700,-34.00%,$336.60,WH,M0,,,,,EC0,,Y,61.00,59.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245555,INDIA,G,round,0.30,J,VS1,EX,EX,EX,N,4.33x4.36x2.59,GIA,1403482932,1700,-32.30%,$345.27,WH,M0,,,,,EC0,,Y,60.00,59.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245554,INDIA,G,round,0.30,H,VVS2,EX,EX,EX,N,4.29x4.26x2.62,GIA,1403902102,2200,-33.40%,$439.56,WH,M0,,,,,EC0,,Y,60.00,61.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245553,INDIA,G,round,0.30,D,VVS1,VG,EX,VG,N,4.31x4.36x2.58,GIA,1403885274,3000,-50.40%,$446.40,WH,M0,,,,,EC0,,Y,65.00,59.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245552,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.37x4.39x2.62,GIA,1403817453,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,60.00,59.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245550,INDIA,G,round,0.30,G,VVS1,VG,EX,EX,N,4.32x4.34x2.56,GIA,1403947684,2500,-45.40%,$409.50,WH,M0,,,,,EC0,,Y,64.00,59.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245549,INDIA,G,round,0.30,D,VS2,EX,EX,EX,N,4.31x4.33x2.66,GIA,1408896827,2400,-37.20%,$452.16,WH,M0,,,,,EC0,,Y,57.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245548,INDIA,G,round,0.30,E,VVS1,EX,EX,EX,N,4.33x4.37x2.61,GIA,1408889864,2800,-37.10%,$528.36,WH,M0,,,,,EC0,,Y,61.00,60.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245547,INDIA,G,round,0.30,F,VVS1,EX,EX,EX,N,4.34x4.37x2.65,GIA,1409889510,2700,-37.20%,$508.68,WH,M0,,,,,EC0,,Y,61.00,60.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245546,INDIA,G,round,0.30,D,VS1,VG,EX,EX,N,4.40x4.36x2.53,GIA,1409833136,2600,-48.30%,$403.26,WH,M0,,,,,EC0,,Y,63.00,57.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245545,INDIA,G,round,0.30,D,VVS1,VG,EX,VG,N,4.24x4.19x2.70,GIA,1409818519,3000,-50.40%,$446.40,WH,M0,,,,,EC0,,Y,60.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245544,INDIA,G,round,0.30,D,VS1,EX,EX,EX,N,4.29x4.31x2.60,GIA,1409817413,2600,-35.40%,$503.88,WH,M0,,,,,EC0,,Y,62.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245543,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.39x4.36x2.59,GIA,1409720601,2200,-34.50%,$432.30,WH,M0,,,,,EC0,,Y,60.00,59.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245542,INDIA,G,round,0.30,F,VS1,EX,EX,EX,N,4.42x4.39x2.59,GIA,1408393161,2300,-34.40%,$452.64,WH,M0,,,,,EC0,,Y,62.00,58.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245541,INDIA,G,round,0.30,D,VS1,EX,EX,EX,N,4.27x4.28x2.66,GIA,1408362424,2600,-35.40%,$503.88,WH,M0,,,,,EC0,,Y,58.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245540,INDIA,G,round,0.30,H,VS1,VG,EX,VG,N,4.19x4.24x2.65,GIA,1405817553,2100,-36.20%,$401.94,WH,M0,,,,,EC0,,Y,60.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245539,INDIA,G,round,0.30,H,VVS2,VG,EX,VG,N,4.32x4.34x2.55,GIA,1405817259,2200,-40.30%,$394.02,WH,M0,,,,,EC0,,Y,63.00,59.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245538,INDIA,G,round,0.30,H,VVS1,VG,EX,VG,N,4.28x4.33x2.62,GIA,1405947661,2300,-42.90%,$393.99,WH,M0,,,,,EC0,,Y,64.00,60.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245537,INDIA,G,round,0.30,F,VVS1,EX,EX,EX,N,4.37x4.38x2.59,GIA,2417163400,2700,-37.20%,$508.68,WH,M0,,,,,EC0,,Y,61.00,59.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245536,INDIA,G,round,0.30,H,VS1,EX,EX,VG,N,4.29x4.32x2.59,GIA,2417159675,2100,-36.20%,$401.94,WH,M0,,,,,EC0,,Y,61.00,60.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245535,INDIA,G,round,0.30,E,SI1,EX,EX,EX,N,4.29x4.27x2.70,GIA,3405101018,2100,-35.70%,$405.09,WH,M0,,,,,EC0,,Y,57.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10245534,INDIA,G,round,0.30,E,VVS1,EX,EX,EX,N,4.35x4.30x2.58,GIA,3395654806,2800,-37.10%,$528.36,WH,M0,,,,,EC0,,Y,62.00,59.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
