stock_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
10243974,INDIA,G,round,0.30,F,SI1,VG,EX,EX,N,4.19x4.23x2.68,GIA,6402981114,2000,-39.60%,$362.40,WH,M0,,,,,EC0,,Y,58.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243973,INDIA,G,round,0.30,E,SI1,EX,EX,EX,N,4.28x4.31x2.67,GIA,6395114290,2100,-35.70%,$405.09,WH,M0,,,,,EC0,,Y,57.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243972,INDIA,G,round,0.30,E,SI1,EX,EX,EX,N,4.29x4.31x2.69,GIA,6391343413,2100,-35.70%,$405.09,WH,M0,,,,,EC0,,Y,58.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243971,INDIA,G,round,0.30,E,SI1,EX,EX,EX,N,4.27x4.29x2.66,GIA,5396200193,2100,-35.90%,$403.83,WH,M0,,,,,EC0,,Y,57.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243970,INDIA,G,round,0.30,E,SI1,EX,EX,EX,N,4.26x4.29x2.68,GIA,3395896318,2100,-35.90%,$403.83,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243969,INDIA,G,round,0.30,E,SI1,EX,EX,EX,N,4.26x4.29x2.66,GIA,2386967439,2100,-35.90%,$403.83,WH,M0,,,,,EC0,,Y,58.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243968,INDIA,G,round,0.30,E,SI1,EX,EX,EX,N,4.31x4.33x2.63,GIA,1393162046,2100,-35.90%,$403.83,WH,M0,,,,,EC0,,Y,59.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243967,INDIA,G,round,0.30,D,SI1,EX,EX,EX,N,4.29x4.30x2.63,GIA,6412027746,2200,-35.60%,$425.04,WH,M0,,,,,EC0,,Y,59.00,61.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243966,INDIA,G,round,0.30,D,SI1,EX,EX,EX,N,4.27x4.30x2.65,GIA,6402624892,2200,-35.60%,$425.04,WH,M0,,,,,EC0,,Y,59.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243965,INDIA,G,round,0.30,D,SI1,EX,EX,EX,N,4.28x4.30x2.65,GIA,5403984418,2200,-35.60%,$425.04,WH,M0,,,,,EC0,,Y,60.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243964,INDIA,G,round,0.30,D,SI1,EX,EX,EX,N,4.28x4.30x2.66,GIA,3405907475,2200,-35.60%,$425.04,WH,M0,,,,,EC0,,Y,59.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243963,INDIA,G,round,0.30,D,SI1,EX,EX,EX,N,4.29x4.30x2.67,GIA,2408910631,2200,-35.60%,$425.04,WH,M0,,,,,EC0,,Y,57.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243962,INDIA,G,round,0.30,D,SI1,EX,EX,EX,N,4.31x4.34x2.58,GIA,1408671381,2200,-35.60%,$425.04,WH,M0,,,,,EC0,,Y,61.00,59.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243961,INDIA,G,round,1.01,G,SI1,VG,VG,VG,N,6.27x6.32x4.04,GIA,6415157084,7200,-38.20%,$4494.10,WH,M0,,,,,EC0,,Y,57.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243960,INDIA,G,round,0.40,D,SI1,VG,EX,VG,N,4.60x4.62x2.98,GIA,6391381580,2500,-41.20%,$588.00,WH,M0,,,,,EC0,,Y,58.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243958,INDIA,G,round,0.30,D,SI1,VG,VG,VG,N,4.16x4.21x2.69,GIA,2414052916,2200,-43.50%,$372.90,WH,M0,,,,,EC0,,Y,59.00,64.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243957,INDIA,G,round,0.30,D,SI1,VG,VG,VG,N,4.17x4.21x2.69,GIA,1409983158,2200,-43.50%,$372.90,WH,M0,,,,,EC0,,Y,58.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243956,INDIA,G,round,0.30,D,SI1,VG,VG,VG,N,4.17x4.22x2.70,GIA,6412052593,2200,-43.50%,$372.90,WH,M0,,,,,EC0,,Y,60.00,64.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243955,INDIA,G,round,0.30,D,SI1,VG,VG,VG,N,4.18x4.22x2.71,GIA,5403537556,2200,-43.50%,$372.90,WH,M0,,,,,EC0,,Y,55.00,64.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243954,INDIA,G,round,0.30,D,SI1,VG,EX,VG,N,4.21x4.23x2.72,GIA,2404705414,2200,-43.50%,$372.90,WH,M0,,,,,EC0,,Y,55.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243953,INDIA,G,round,0.30,D,SI1,VG,EX,EX,N,4.21x4.23x2.63,GIA,6412000426,2200,-43.50%,$372.90,WH,M0,,,,,EC0,,Y,61.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243952,INDIA,G,round,0.30,D,SI1,VG,EX,EX,N,4.24x4.26x2.71,GIA,2406999194,2200,-43.50%,$372.90,WH,M0,,,,,EC0,,Y,55.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243951,INDIA,G,round,0.50,D,VS1,VG,EX,VG,N,4.96x4.99x3.20,GIA,2408725394,4600,-47.70%,$1202.90,WH,M0,,,,,EC0,,Y,57.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243948,INDIA,G,round,0.30,D,SI2,EX,EX,EX,N,4.31x4.34x2.65,GIA,5406982697,1900,-36.20%,$363.66,WH,M0,,,,,EC0,,Y,58.00,61.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243947,INDIA,G,round,0.30,D,SI2,EX,EX,EX,N,4.28x4.31x2.65,GIA,2406624117,1900,-36.20%,$363.66,WH,M0,,,,,EC0,,Y,59.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243946,INDIA,G,round,0.30,D,SI2,EX,EX,EX,N,4.28x4.30x2.65,GIA,2404911310,1900,-36.40%,$362.52,WH,M0,,,,,EC0,,Y,59.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243945,INDIA,G,round,0.30,D,SI2,EX,EX,EX,N,4.28x4.30x2.63,GIA,1403944891,1900,-36.40%,$362.52,WH,M0,,,,,EC0,,Y,60.00,61.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243943,INDIA,G,round,0.30,H,VS1,EX,EX,EX,N,4.29x4.31x2.68,GIA,7401997545,2100,-29.80%,$442.26,WH,M0,,,,,EC0,,Y,56.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243942,INDIA,G,round,0.30,H,VS1,EX,EX,EX,N,4.28x4.30x2.68,GIA,7393752021,2100,-29.80%,$442.26,WH,M0,,,,,EC0,,Y,56.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243941,INDIA,G,round,0.30,H,VS1,EX,EX,EX,N,4.26x4.29x2.66,GIA,1403725757,2100,-30.00%,$441.00,WH,M0,,,,,EC0,,Y,57.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243939,INDIA,G,round,0.50,D,VS1,EX,EX,EX,N,5.05x5.09x3.19,GIA,7396547701,4600,-32.40%,$1554.80,WH,M0,,,,,EC0,,Y,57.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243938,INDIA,G,round,0.50,D,VS1,EX,EX,EX,N,5.03x5.07x3.17,GIA,1408996719,4600,-32.40%,$1554.80,WH,M0,,,,,EC0,,Y,59.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243935,INDIA,G,round,0.30,I,VS1,EX,EX,EX,N,4.29x4.31x2.65,GIA,7401521180,2000,-34.20%,$394.80,WH,M0,,,,,EC0,,Y,57.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243934,INDIA,G,round,0.30,I,VS1,EX,EX,EX,N,4.24x4.27x2.67,GIA,1408945129,2000,-34.20%,$394.80,WH,M0,,,,,EC0,,Y,59.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243932,INDIA,G,round,0.40,H,VS1,EX,EX,EX,N,4.70x4.72x2.96,GIA,2406997537,2500,-27.50%,$725.00,WH,M0,,,,,EC0,,Y,56.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243931,INDIA,G,round,0.40,H,VS1,EX,EX,EX,N,4.74x4.76x2.94,GIA,6402291752,2500,-27.73%,$722.70,WH,M0,,,,,EC0,,Y,58.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243930,INDIA,G,round,0.40,H,VS1,EX,EX,EX,N,4.77x4.80x2.89,GIA,2404757627,2500,-27.73%,$722.70,WH,M0,,,,,EC0,,Y,61.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243929,INDIA,G,round,0.40,I,SI1,VG,EX,EX,N,4.66x4.69x2.98,GIA,7391319170,1900,-35.80%,$487.92,WH,M0,,,,,EC0,,Y,58.00,63.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243928,INDIA,G,round,0.30,F,SI1,EX,EX,EX,N,4.28x4.3x2.66,GIA,1405521373,2000,-33.60%,$398.40,WH,M0,,,,,EC0,,Y,58.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243927,INDIA,G,round,0.30,F,SI1,EX,EX,EX,N,4.28x4.31x2.69,GIA,7401902079,2000,-33.60%,$398.40,WH,M0,,,,,EC0,,Y,56.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243926,INDIA,G,round,0.30,F,SI1,EX,EX,EX,N,4.26x4.30x2.66,GIA,6405625724,2000,-33.60%,$398.40,WH,M0,,,,,EC0,,Y,57.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243925,INDIA,G,round,0.30,F,SI1,EX,EX,EX,N,4.29x4.31x2.62,GIA,6402910223,2000,-33.60%,$398.40,WH,M0,,,,,EC0,,Y,60.00,60.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243924,INDIA,G,round,0.30,F,SI1,EX,EX,EX,N,4.25x4.28x2.69,GIA,1419011211,2000,-33.60%,$398.40,WH,M0,,,,,EC0,,Y,57.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243922,INDIA,G,round,0.30,D,VS2,EX,EX,EX,N,4.27x4.30x2.68,GIA,6382957834,2400,-36.10%,$460.08,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243920,INDIA,G,round,0.50,F,VS2,VG,EX,EX,N,5.09x5.12x3.12,GIA,6392267919,3900,-42.50%,$1121.25,WH,M0,,,,,EC0,,Y,60.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243917,INDIA,G,round,0.30,I,VVS2,EX,EX,EX,N,4.28x4.3x2.64,GIA,6415016921,2100,-37.50%,$393.75,WH,M0,,,,,EC0,,Y,61.00,61.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243916,INDIA,G,round,0.30,I,VVS2,EX,EX,EX,N,4.25x4.28x2.65,GIA,6405536182,2100,-37.70%,$392.49,WH,M0,,,,,EC0,,Y,57.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243914,INDIA,G,round,0.40,F,SI1,EX,EX,EX,N,4.72x4.75x2.93,GIA,6412000302,2300,-33.00%,$616.40,WH,M0,,,,,EC0,,Y,57.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243912,INDIA,G,round,0.40,E,SI1,EX,EX,EX,N,4.70x4.74x2.91,GIA,6412117930,2400,-34.00%,$633.60,WH,M0,,,,,EC0,,Y,57.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243911,INDIA,G,round,0.50,H,VS1,VG,VG,VG,N,4.98x5.03x3.18,GIA,6401726286,3800,-38.30%,$1172.30,WH,M0,,,,,EC0,,Y,58.00,63.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243910,INDIA,G,round,0.70,E,VS1,EX,EX,EX,N,5.70x5.73x3.49,GIA,3405688665,5600,-33.20%,$2618.56,WH,M0,,,,,EC0,,Y,60.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243906,INDIA,G,round,0.70,F,VS2,EX,EX,EX,N,5.64x5.69x3.53,GIA,2406442257,5000,-31.80%,$2387.00,WH,M0,,,,,EC0,,Y,57.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243904,INDIA,G,round,0.50,F,SI1,EX,EX,EX,N,5.12x5.14x3.09,GIA,6402997773,3300,-30.30%,$1150.05,WH,M0,,,,,EC0,,Y,60.00,60.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243901,INDIA,G,round,0.30,E,VS2,VG,VG,VG,N,4.19x4.21x2.71,GIA,6402693770,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,58.00,64.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243900,INDIA,G,round,0.30,E,VS2,VG,VG,VG,N,4.18x4.22x2.69,GIA,3405511152,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,56.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243899,INDIA,G,round,0.30,E,VS2,VG,VG,VG,N,4.17x4.23x2.70,GIA,1419000699,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,57.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243898,INDIA,G,round,0.30,E,VS2,VG,VG,EX,N,4.19x4.23x2.70,GIA,7406689412,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,58.00,64.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243897,INDIA,G,round,0.30,E,VS2,VG,EX,VG,N,4.16x4.21x2.71,GIA,6401942474,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,59.00,64.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243896,INDIA,G,round,0.30,E,VS2,VG,EX,VG,N,4.19x4.21x2.70,GIA,1405505865,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,58.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243895,INDIA,G,round,0.30,E,VS2,VG,EX,EX,N,4.27x4.30x2.67,GIA,6405088823,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,58.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243894,INDIA,G,round,0.30,E,VS2,VG,EX,EX,N,4.27x4.29x2.60,GIA,2417002250,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,62.00,60.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243893,INDIA,G,round,0.30,E,VS2,VG,EX,EX,N,4.23x4.27x2.67,GIA,1405943986,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243892,INDIA,G,round,0.30,E,VS2,VG,EX,EX,N,4.18x4.22x2.7,GIA,5403110925,2300,-44.90%,$380.19,WH,M0,,,,,EC0,,Y,60.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243890,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.26x4.29x2.65,GIA,1403521693,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,57.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243889,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.26x4.28x2.66,GIA,2407520873,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,57.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243888,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.31x4.33x2.67,GIA,6401346981,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,57.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243887,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.35x4.38x2.63,GIA,6402910141,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,59.00,60.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243886,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.30x4.31x2.67,GIA,5403952404,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,57.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243885,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.39x4.41x2.65,GIA,5403907914,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,56.00,60.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243884,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.26x4.28x2.67,GIA,2407982495,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,59.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243883,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.27x4.29x2.68,GIA,1409982661,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243882,INDIA,G,round,0.30,G,SI1,EX,EX,EX,N,4.29x4.3x2.66,GIA,1405012829,1900,-30.80%,$394.44,WH,M0,,,,,EC0,,Y,58.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243878,INDIA,G,round,0.31,E,VS2,EX,EX,EX,N,4.29x4.33x2.70,GIA,6382592690,2300,-38.70%,$437.07,WH,M0,,,,,EC0,,Y,58.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243876,INDIA,G,round,0.31,E,VS2,EX,EX,EX,N,4.35x4.37x2.68,GIA,1397243260,2300,-38.70%,$437.07,WH,M0,,,,,EC0,,Y,59.00,61.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243875,INDIA,G,round,0.31,F,VS2,EX,EX,EX,N,4.33x4.35x2.65,GIA,1408754379,2200,-36.30%,$434.43,WH,M0,,,,,EC0,,Y,60.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243873,INDIA,G,round,0.72,F,VS2,EX,EX,EX,N,5.71x5.75x3.55,GIA,1405778042,5000,-33.60%,$2390.40,WH,M0,,,,,EC0,,Y,58.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243872,INDIA,G,round,0.41,F,VS2,EX,EX,EX,N,4.73x4.74x2.97,GIA,7406013371,2600,-32.50%,$719.55,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243871,INDIA,G,round,0.30,F,VS2,EX,EX,EX,N,4.36x4.4x2.65,GIA,2406011377,2200,-34.30%,$433.62,WH,M0,,,,,EC0,,Y,59.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243870,INDIA,G,round,0.30,E,SI1,VG,VG,VG,N,4.18x4.22x2.69,GIA,6385805760,2100,-42.00%,$365.40,WH,M0,,,,,EC0,,Y,58.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243869,INDIA,G,round,0.30,E,SI1,VG,EX,VG,N,4.21x4.24x2.65,GIA,2404365844,2100,-42.00%,$365.40,WH,M0,,,,,EC0,,Y,57.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243868,INDIA,G,round,0.30,E,SI1,VG,EX,EX,N,4.19x4.22x2.68,GIA,6402216905,2100,-42.20%,$364.14,WH,M0,,,,,EC0,,Y,59.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243867,INDIA,G,round,0.30,E,SI1,VG,EX,EX,N,4.24x4.26x2.71,GIA,2407902011,2100,-42.20%,$364.14,WH,M0,,,,,EC0,,Y,58.00,63.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243866,INDIA,G,round,0.30,E,SI1,VG,EX,EX,N,4.23x4.27x2.71,GIA,1409109832,2100,-42.20%,$364.14,WH,M0,,,,,EC0,,Y,59.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243865,INDIA,G,round,0.30,E,SI1,VG,EX,EX,N,4.16x4.18x2.68,GIA,1405309039,2100,-42.20%,$364.14,WH,M0,,,,,EC0,,Y,58.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243864,INDIA,G,round,0.30,E,SI1,EX,EX,VG,N,4.25x4.27x2.65,GIA,3405997627,2100,-42.20%,$364.14,WH,M0,,,,,EC0,,Y,58.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243862,INDIA,G,round,0.40,H,VVS1,EX,EX,EX,N,4.67x4.70x2.94,GIA,1409417964,2700,-31.30%,$741.96,WH,M0,,,,,EC0,,Y,57.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243861,INDIA,G,round,0.50,G,VS1,EX,EX,EX,N,5.05x5.09x3.14,GIA,3405505359,4000,-30.70%,$1386.00,WH,M0,,,,,EC0,,Y,57.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243858,INDIA,G,round,0.70,E,VS2,EX,EX,EX,N,5.64x5.67x3.56,GIA,6405013767,5300,-35.60%,$2389.24,WH,M0,,,,,EC0,,Y,57.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243857,INDIA,G,round,0.30,H,VVS1,EX,EX,EX,N,4.28x4.3x2.66,GIA,1403658730,2300,-35.90%,$442.29,WH,M0,,,,,EC0,,Y,57.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243856,INDIA,G,round,0.30,H,VVS1,EX,EX,EX,N,4.34x4.37x2.64,GIA,7398844368,2300,-35.90%,$442.29,WH,M0,,,,,EC0,,Y,59.00,60.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243855,INDIA,G,round,0.30,H,VVS1,EX,EX,EX,N,4.28x4.30x2.69,GIA,6402417882,2300,-35.90%,$442.29,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243854,INDIA,G,round,0.30,H,VVS1,EX,EX,EX,N,4.28x4.31x2.64,GIA,6401508729,2300,-35.70%,$443.67,WH,M0,,,,,EC0,,Y,59.00,61.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243853,INDIA,G,round,0.30,H,VVS1,EX,EX,EX,N,4.28x4.30x2.66,GIA,6401000115,2300,-35.70%,$443.67,WH,M0,,,,,EC0,,Y,58.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243852,INDIA,G,round,0.30,H,VVS1,EX,EX,EX,N,4.28x4.29x2.66,GIA,2408373418,2300,-36.10%,$440.91,WH,M0,,,,,EC0,,Y,58.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243851,INDIA,G,round,0.40,E,SI1,VG,VG,VG,N,4.58x4.61x2.96,GIA,7401907465,2400,-40.40%,$572.16,WH,M0,,,,,EC0,,Y,57.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243850,INDIA,G,round,0.40,E,SI1,VG,EX,VG,N,4.56x4.62x2.97,GIA,2404013426,2400,-40.20%,$574.08,WH,M0,,,,,EC0,,Y,58.00,64.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243848,INDIA,G,round,0.41,D,SI1,VG,VG,EX,N,4.67x4.69x2.99,GIA,7406327752,2500,-42.40%,$590.40,WH,M0,,,,,EC0,,Y,55.00,63.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243847,INDIA,G,round,0.31,H,VS2,EX,EX,EX,N,4.37x4.38x2.67,GIA,1418052249,2000,-30.70%,$429.66,WH,M0,,,,,EC0,,Y,59.00,61.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243846,INDIA,G,round,0.31,H,VS2,EX,EX,EX,N,4.40x4.43x2.63,GIA,7408704991,2000,-30.70%,$429.66,WH,M0,,,,,EC0,,Y,59.00,59.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243837,INDIA,G,round,0.40,D,VVS1,EX,EX,EX,N,4.70x4.74x2.96,GIA,6402997588,3500,-32.00%,$952.00,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243835,INDIA,G,round,0.30,G,VS2,VG,VG,VG,N,4.20x4.23x2.71,GIA,2397380884,2100,-40.10%,$377.37,WH,M0,,,,,EC0,,Y,57.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243834,INDIA,G,round,0.30,G,VS2,VG,VG,VG,N,4.22x4.25x2.65,GIA,2397226490,2100,-40.10%,$377.37,WH,M0,,,,,EC0,,Y,61.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243833,INDIA,G,round,0.30,G,VS2,VG,VG,VG,N,4.23x4.25x2.71,GIA,2388611983,2100,-40.10%,$377.37,WH,M0,,,,,EC0,,Y,58.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243832,INDIA,G,round,0.30,G,VS2,VG,VG,VG,N,4.22x4.24x2.63,GIA,2387617472,2100,-40.10%,$377.37,WH,M0,,,,,EC0,,Y,61.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243831,INDIA,G,round,0.30,G,VS2,VG,VG,VG,N,4.18x4.24x2.7,GIA,7396747715,2100,-40.10%,$377.37,WH,M0,,,,,EC0,,Y,57.00,64.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243830,INDIA,G,round,0.30,G,VS2,VG,EX,VG,N,4.23x4.26x2.68,GIA,5386612698,2100,-40.10%,$377.37,WH,M0,,,,,EC0,,Y,58.00,63.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243829,INDIA,G,round,0.30,G,VS2,VG,EX,VG,N,4.24x4.28x2.65,GIA,5403012623,2100,-40.40%,$375.48,WH,M0,,,,,EC0,,Y,57.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243823,INDIA,G,round,0.30,D,VS1,VG,VG,VG,N,4.27x4.30x2.63,GIA,6401704896,2600,-47.00%,$413.40,WH,M0,,,,,EC0,,Y,59.00,61.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10243822,INDIA,G,round,0.30,D,VS1,VG,VG,VG,N,4.28x4.29x2.62,GIA,7381251335,2600,-47.00%,$413.40,WH,M0,,,,,EC0,,Y,57.00,61.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
