REPORT_NO,STAGE,LOCATION,PACKET_NO,SHAPE,CTS,COLOR,PURITY,CUT,POLISH,SYMM,FLS,LAB,LENGTH_1,WIDTH,DEPTH,DEPTH_PER,TABLE_PER,DISC_PER,RATE,VALUE,NET_RATE,NET_VALUE,CROWN_ANGLE,CROWN_HEIGHT,PAV_ANGLE,PAV_HEIGHT,LWD,SHADE,PROPORTION,CULET,GIRDLE,CENTER_BLACK,SIDE_BLACK,CENTER_WHITE,SIDE_WHITE,MILKY,COMMENT_1,COMMENT_2,LASER_INSCRIPTION,ROUGH_MINE,BRILLIANCY,COP,POP,EYE_CLEAN,GIRDLE_PER,GRAINING,HA,LUSTER,NATURAL,RATIO,REPORT_COMMENT,KEY_TO_SYMBOLS,REPORT_DATE,STAR,DNA_LINK,VIDEO_JSON,VIDEO_MP4,CERTI_PDF,CERTI_JPG,REAL_IMAGE,ASST_SCOPE_IMAGE,HEART_IMAGE,DIAGRAM_IMAGE,ARROW_IMAGE
6401578084,A,INDIA,98510,ROUND,0.230,D,IF,EX,EX,EX,MED,GIA,4.00,3.99,2.40,60.20,60.00,24.000,1550.00,356.50,1922.00,442.06,31.50,12.50,41.60,44.00,4.00-3.99*2.40,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 6401578084,,,,,YES,4.00,NO,,,NO,,,Minor Details of Polish,14-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98510,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98510/98510.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98510/6401578084.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98510/6401578084.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98510/98510_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98510/98510_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98510/98510_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98510/98510_AR.jpg
7406582507,A,INDIA,98567,ROUND,0.250,D,VVS1,EX,EX,EX,MED,GIA,4.07,4.04,2.44,60.20,60.00,4.000,1550.00,387.50,1612.00,403.00,32.50,13.00,40.80,43.00,4.07-4.04*2.44,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 7406582507,,,,,YES,4.50,,,,NO,,,Pinpoint,09-10-2021,45.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98567,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98567/98567.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98567/7406582507.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98567/7406582507.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98567/98567_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98567/98567_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98567/98567_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98567/98567_AR.jpg
6405131100,A,INDIA,98583,ROUND,0.600,D,VVS2,EX,EX,EX,NON,GIA,5.38,5.34,3.37,62.90,59.00,-32.500,5000.00,3000.00,3375.00,2025.00,33.50,13.50,41.80,44.50,5.38-5.34*3.37,NONE,3EX,NON,STK,0,0,0,0,ML-0,,,GIA 6405131100,,,,,YES,4.50,NO,,,NO,,,Pinpoint  Cloud,01-10-2021,45.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98583,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98583/98583.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98583/6405131100.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98583/6405131100.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98583/98583_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98583/98583_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98583/98583_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98583/98583_AR.jpg
7408643456,A,INDIA,98616,ROUND,0.240,D,IF,EX,EX,EX,NON,GIA,4.09,4.06,2.46,60.20,59.00,37.000,1550.00,372.00,2123.50,509.64,32.00,13.00,41.80,44.50,4.09-4.06*2.46,NONE,3EX,NON,THN to STK,0,0,0,0,ML-0,,,GIA 7408643456,,,,,YES,3.00,NO,,,NO,,,Minor Details of Polish,11-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98616,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98616/98616.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98616/7408643456.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98616/7408643456.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98616/98616_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98616/98616_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98616/98616_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98616/98616_AR.jpg
1409127834,A,INDIA,98619,ROUND,0.300,G,IF,EX,EX,EX,NON,GIA,4.37,4.35,2.65,60.80,59.00,-38.000,2700.00,810.00,1674.00,502.20,31.50,13.00,41.80,44.50,4.37-4.35*2.65,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 1409127834,,,,,YES,3.50,NO,,,NO,,,Minor Details of Polish,01-10-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98619,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98619/98619.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98619/1409127834.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98619/1409127834.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98619/98619_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98619/98619_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98619/98619_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98619/98619_AR.jpg
3395734738,A,INDIA,KST-7651,ROUND,0.300,D,SI1,EX,EX,EX,NON,GIA,4.38,4.34,2.62,60.10,59.00,-26.500,2200.00,660.00,1617.00,485.10,32.00,13.00,41.40,44.00,4.38-4.34*2.62,NONE,3EX,NON,MED,-,-,-,-,ML-0,,,GIA 3395734738,,,,,YES,3.50,NO,,,NO,,,Feather,16-08-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=KST-7651,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7651/KST-7651.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7651/3395734738.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7651/3395734738.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7651/KST-7651_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7651/KST-7651_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7651/KST-7651_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7651/KST-7651_AR.jpg
1389908639,A,INDIA,KS21-61,ROUND,0.500,E,IF,EX,EX,EX,FNT,GIA,5.10,5.07,3.18,62.50,56.00,-39.000,5400.00,2700.00,3294.00,1647.00,35.50,15.50,41.00,43.50,5.10-5.07*3.18,NONE,3EX,None,Medium to Slightly Thick,,,,,ML-0,,,GIA 1389908639,,,,,,3.50,,,,,,,Minor Details Of Polish,12-06-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=KS21-61,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KS21-61/KS21-61.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KS21-61/1389908639.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KS21-61/1389908639.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KS21-61/KS21-61_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KS21-61/KS21-61_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KS21-61/KS21-61_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KS21-61/KS21-61_AR.jpg
2404631259,A,INDIA,D-1717,ROUND,0.230,G,VVS1,EX,EX,EX,NON,GIA,3.98,3.97,2.47,62.20,56.00,-6.000,1380.00,317.40,1297.20,298.36,32.50,14.00,41.80,44.50,3.98-3.97*2.47,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 2404631259,,,,,,3.50,,,,N,,,Pinpoint,09-10-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=D-1717,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1717/D-1717.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1717/2404631259.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1717/2404631259.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1717/D-1717_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1717/D-1717_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1717/D-1717_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1717/D-1717_AR.jpg
492127262,A,INDIA,98667,ROUND,0.500,H,VVS1,EX,EX,EX,NON,IGI,5.02,5.07,3.15,62.30,60.00,-39.000,4000.00,2000.00,2440.00,1220.00,33.60,13.50,41.70,44.50,5.02-5.07*3.15,NONE,3EX,Pointed,Thin To Medium (Faceted),0,0,0,0,ML-0,,,IGI 492127262,,,,,YES,4.70,YES,,,NO,,N/A,,13-09-2021,52.10,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98667,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98667/98667.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98667/492127262.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98667/492127262.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98667/98667_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98667/98667_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98667/98667_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98667/98667_AR.jpg
1409643735,A,INDIA,98688,ROUND,0.240,E,IF,EX,EX,EX,NON,GIA,4.02,4.00,2.45,61.20,59.00,11.000,1550.00,372.00,1720.50,412.92,31.50,12.50,41.80,44.50,4.02-4.00*2.45,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 1409643735,,,,,YES,4.00,NO,,,NO,,,Minor Details of Polish,11-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98688,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98688/98688.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98688/1409643735.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98688/1409643735.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98688/98688_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98688/98688_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98688/98688_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98688/98688_AR.jpg
1409127631,A,INDIA,D-1723,ROUND,0.320,E,IF,EX,EX,EX,NON,GIA,4.45,4.42,2.71,61.20,58.00,-38.000,3000.00,960.00,1860.00,595.20,31.50,13.00,41.80,44.50,4.45-4.42*2.71,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 1409127631,,,,,,3.50,,,,N,,,Minor Details of Polish,01-10-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=D-1723,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1723/D-1723.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1723/1409127631.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1723/1409127631.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1723/D-1723_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1723/D-1723_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1723/D-1723_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1723/D-1723_AR.jpg
7402326366,A,INDIA,D-1731,ROUND,0.620,G,VS1,EX,EX,EX,NON,GIA,5.44,5.39,3.41,62.90,58.00,-27.000,4000.00,2480.00,2920.00,1810.40,36.50,16.00,41.00,43.50,5.44-5.39*3.41,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 7402326366,,,,,,3.50,,,,N,,,Crystal  Pinpoint,06-10-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=D-1731,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1731/D-1731.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1731/7402326366.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1731/7402326366.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1731/D-1731_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1731/D-1731_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1731/D-1731_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1731/D-1731_AR.jpg
1403643824,A,INDIA,D-1734,ROUND,0.230,G,VVS1,EX,EX,EX,NON,GIA,4.03,4.01,2.42,60.10,58.00,5.000,1380.00,317.40,1449.00,333.27,31.50,13.00,41.80,44.50,4.03-4.01*2.42,NONE,3EX,NON,THN to MED,0,0,0,0,ML-0,,,GIA 1403643824,,,,,,3.00,,,,N,,,Pinpoint  Internal Graining  Feather,10-10-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=D-1734,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1734/D-1734.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1734/1403643824.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1734/1403643824.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1734/D-1734_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1734/D-1734_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1734/D-1734_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/D-1734/D-1734_AR.jpg
2407652614,A,INDIA,KST-7715,ROUND,0.190,E,IF,EX,EX,EX,FNT,GIA,3.75,3.73,2.28,60.90,59.00,9.000,1300.00,247.00,1417.00,269.23,31.50,12.50,41.80,44.50,3.75-3.73*2.28,NONE,3EX,NON,MED to STK,,,,,ML-0,,,GIA 2407652614,,,,,YES,4.00,NO,EX,,NO,,,Minor Details of Polish,10-10-2021,45.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=KST-7715,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7715/KST-7715.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7715/2407652614.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7715/2407652614.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7715/KST-7715_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7715/KST-7715_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7715/KST-7715_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7715/KST-7715_AR.jpg
6402652637,A,INDIA,KST-7716,ROUND,0.180,F,VVS1,EX,EX,VG,NON,GIA,3.63,3.61,2.23,61.40,61.00,10.000,1300.00,234.00,1430.00,257.40,32.50,12.50,41.80,44.50,3.63-3.61*2.23,NONE,EX,NON,MED to STK,,,,,ML-0,,,GIA 6402652637,,,,,YES,4.50,NO,EX,,NO,,,Feather,20-10-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=KST-7716,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7716/KST-7716.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7716/6402652637.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7716/6402652637.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7716/KST-7716_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7716/KST-7716_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7716/KST-7716_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7716/KST-7716_AR.jpg
6402651662,A,INDIA,KST-7717,ROUND,0.800,I,VVS1,EX,EX,EX,NON,GIA,5.93,5.89,3.71,62.70,55.00,-19.000,4200.00,3360.00,3402.00,2721.60,36.50,16.50,40.60,42.50,5.93-5.89*3.71,NONE,3EX,NON,MED,,,,,ML-0,,,GIA 6402651662,,,,,YES,3.50,NO,EX,,NO,,,Pinpoint  Cloud  Feather,20-10-2021,50.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=KST-7717,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7717/KST-7717.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7717/6402651662.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7717/6402651662.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7717/KST-7717_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7717/KST-7717_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7717/KST-7717_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7717/KST-7717_AR.jpg
7402650092,A,INDIA,KST-7718,ROUND,0.180,E,IF,EX,EX,EX,NON,GIA,3.70,3.68,2.20,59.50,60.00,14.000,1300.00,234.00,1482.00,266.76,32.50,13.00,41.00,43.50,3.70-3.68*2.20,NONE,3EX,NON,MED,,,,,ML-0,,,GIA 7402650092,,,,,YES,3.50,NO,EX,,NO,,,Minor Details of Polish,10-10-2021,45.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=KST-7718,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7718/KST-7718.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7718/7402650092.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7718/7402650092.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7718/KST-7718_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7718/KST-7718_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7718/KST-7718_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7718/KST-7718_AR.jpg
5403655504,A,INDIA,KST-7720,ROUND,0.500,G,VVS2,VG,EX,EX,NON,GIA,5.11,5.09,3.11,61.00,62.00,-37.000,4100.00,2050.00,2583.00,1291.50,32.00,12.00,41.80,44.50,5.11-5.09*3.11,NONE,VG,NON,STK,,,,,ML-0,,,GIA 5403655504,,,,,YES,4.50,NO,,,NO,,,Indented Natural,20-10-2021,45.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=KST-7720,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7720/KST-7720.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7720/5403655504.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7720/5403655504.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7720/KST-7720_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7720/KST-7720_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7720/KST-7720_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-7720/KST-7720_AR.jpg
6402655646,A,INDIA,98691,ROUND,0.230,D,IF,EX,EX,EX,NON,GIA,3.96,3.94,2.42,61.40,59.00,29.000,1550.00,356.50,1999.50,459.89,31.50,12.50,41.80,44.50,3.96-3.94*2.42,NONE,3EX,NON,STK,0,0,0,0,ML-0,,,GIA 6402655646,,,,,YES,4.50,YES,,,NO,,,Minor Details of Polish,04-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98691,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98691/98691.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98691/6402655646.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98691/6402655646.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98691/98691_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98691/98691_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98691/98691_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98691/98691_AR.jpg
6401655625,A,INDIA,98717,ROUND,0.300,H,VVS1,EX,EX,EX,NON,GIA,4.35,4.33,2.63,60.60,60.00,-35.000,2300.00,690.00,1495.00,448.50,31.50,12.50,41.80,44.50,4.35-4.33*2.63,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 6401655625,,,,,YES,3.50,NO,,,NO,,,Cloud,10-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98717,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98717/98717.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98717/6401655625.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98717/6401655625.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98717/98717_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98717/98717_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98717/98717_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98717/98717_AR.jpg
2404650811,A,INDIA,98721,ROUND,0.230,E,IF,EX,EX,EX,FNT,GIA,4.01,3.99,2.42,60.50,59.00,3.000,1550.00,356.50,1596.50,367.20,31.50,12.50,41.80,44.50,4.01-3.99*2.42,NONE,3EX,NON,THN to STK,0,0,0,0,ML-0,,,GIA 2404650811,,,,,YES,3.50,NO,,,NO,,,Minor Details of Polish,11-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98721,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98721/98721.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98721/2404650811.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98721/2404650811.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98721/98721_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98721/98721_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98721/98721_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98721/98721_AR.jpg
7401655126,A,INDIA,98723,ROUND,0.230,E,IF,EX,EX,EX,NON,GIA,3.96,3.93,2.43,61.70,60.00,6.000,1550.00,356.50,1643.00,377.89,32.00,12.50,41.80,44.50,3.96-3.93*2.43,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 7401655126,,,,,YES,4.50,NO,,,NO,,,Minor Details of Polish,09-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98723,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98723/98723.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98723/7401655126.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98723/7401655126.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98723/98723_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98723/98723_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98723/98723_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98723/98723_AR.jpg
2406650727,A,INDIA,98722,ROUND,0.230,D,IF,EX,EX,EX,FNT,GIA,4.04,4.01,2.43,60.50,59.00,33.000,1550.00,356.50,2061.50,474.15,32.00,13.00,41.80,44.50,4.04-4.01*2.43,NONE,3EX,NON,THN to MED,0,0,0,0,ML-0,,,GIA 2406650727,,,,,YES,3.00,NO,,,NO,,,Minor Details of Polish,10-10-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=98722,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98722/98722.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98722/2406650727.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98722/2406650727.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98722/98722_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98722/98722_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98722/98722_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/98722/98722_AR.jpg
