REPORT_NO,STAGE,LOCATION,PACKET_NO,SHAPE,CTS,COLOR,PURITY,CUT,POLISH,SYMM,FLS,LAB,LENGTH_1,WIDTH,DEPTH,DEPTH_PER,TABLE_PER,DISC_PER,RATE,VALUE,NET_RATE,NET_VALUE,CROWN_ANGLE,CROWN_HEIGHT,PAV_ANGLE,PAV_HEIGHT,LWD,SHADE,PROPORTION,CULET,GIRDLE,CENTER_BLACK,SIDE_BLACK,CENTER_WHITE,SIDE_WHITE,MILKY,COMMENT_1,COMMENT_2,LASER_INSCRIPTION,ROUGH_MINE,BRILLIANCY,COP,POP,EYE_CLEAN,GIRDLE_PER,GRAINING,HA,LUSTER,NATURAL,RATIO,REPORT_COMMENT,KEY_TO_SYMBOLS,REPORT_DATE,STAR,DNA_LINK,VIDEO_JSON,VIDEO_MP4,CERTI_PDF,CERTI_JPG,REAL_IMAGE,ASST_SCOPE_IMAGE,HEART_IMAGE,DIAGRAM_IMAGE,ARROW_IMAGE
7232314427,M,INDIA,DB-282,ROUND,0.530,E,VVS2,EX,EX,EX,NON,GIA,5.19,5.15,3.24,62.60,57.00,7.140,4600.00,2438.00,4928.44,2612.07,36.00,15.50,41.20,43.50,5.19-5.15*3.24,NONE,3EX,NON,MED,,,,,ML-0,,,,,,,,,3.50,,GD,,,,,,28-07-2016,,null,null,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/DB-282/7232314427.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/DB-282/7232314427.jpg,null,null,null,null,null
6392119503,A,INDIA,91412,ROUND,0.700,L,VS1,VG,EX,VG,MED,GIA,5.53,5.46,3.59,65.30,57.00,-41.000,2300.00,1610.00,1357.00,949.90,38.00,17.00,40.60,43.00,5.53-5.46*3.59,NONE,VG,NON,STK to THK,1,0,0,0,ML-0,,,GIA 6392119503,,,,,YES,5.00,,GD,,Y,,,Crystal  Indented Natural  Cloud  Needle,18-06-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=91412,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91412/91412.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91412/6392119503.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91412/6392119503.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91412/91412_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91412/91412_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91412/91412_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91412/91412_AR.jpg
2374867570,A,INDIA,91563,ROUND,0.600,D,VVS2,EX,EX,EX,STG,GIA,5.47,5.45,3.33,61.00,59.00,-38.000,5000.00,3000.00,3100.00,1860.00,31.50,12.50,41.80,44.50,5.47-5.45*3.33,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 2374867570,,,,,YES,4.00,Y,GD,,N,,,Cloud  Internal Graining  Surface Graining,19-03-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=91563,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91563/91563.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91563/2374867570.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91563/2374867570.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91563/91563_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91563/91563_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91563/91563_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91563/91563_AR.jpg
2155531363,A,INDIA,KST-774,RADIANT,2.590,FANCY,SI2,,EX,EX,NON,GIA,8.27,6.94,4.87,70.20,63.00,1.650,3400.00,8806.00,3456.10,8951.30,,,,,8.27-6.94*4.87,BROWN,3EX,NON,STK TO THK,,,,,ML-0,,,GIA 2155531363,,,,,,,,GD,,,1.19,ADDITIONAL TWINNING WISPS  CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,TWINNING WISP  FEATHER  CRYSTAL  EXTRA FACET,01-08-2013,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=KST-774,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-774/KST-774.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-774/2155531363.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-774/2155531363.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-774/KST-774_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/KST-774/KST-774_AS.jpg,null,null,null
395974510,A,INDIA,MS-363,OVAL,1.700,L,SI1,,VG,VG,VSL,IGI,9.11,6.77,4.20,62.00,59.00,-42.000,3500.00,5950.00,2030.00,3451.00,35.10,14.00,39.20,41.50,9.11-6.77*4.20,NONE,VG,POINTED,STK TO VTK,,,,,ML-0,,,IGI 395974510,,,,,,6.40,,GD,,,1.35,N/A,,13-11-2019,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=MS-363,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/MS-363/MS-363.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/MS-363/395974510.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/MS-363/395974510.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/MS-363/MS-363_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/MS-363/MS-363_AS.jpg,null,null,null
2387434097,A,INDIA,91848,ROUND,1.170,F,VVS1,EX,EX,EX,NON,GIA,6.86,6.82,4.16,60.70,59.00,-15.000,12600.00,14742.00,10710.00,12530.70,32.50,13.00,41.80,44.50,6.86-6.82*4.16,NONE,3EX,NON,MED,0,0,0,0,ML-0,,,GIA 2387434097,,,,,YES,3.50,N,GD,,N,,,Pinpoint  Feather,29-04-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=91848,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91848/91848.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91848/2387434097.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91848/2387434097.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91848/91848_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91848/91848_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91848/91848_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91848/91848_AR.jpg
6362996545,A,INDIA,82150,EMERALD,0.480,J,IF,,EX,EX,NON,GIA,5.30,3.96,2.62,66.20,67.00,-36.000,1800.00,864.00,1152.00,552.96,,,,,5.30-3.96*2.62,NONE,3EX,NON,MED TO STK,0,0,0,0,ML-0,,,GIA 6362996545,,,,,YES,,N,GD,,N,1.34,,MINOR DETAILS OF POLISH,19-12-2020,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=82150,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/82150/82150.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/82150/6362996545.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/82150/6362996545.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/82150/82150_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/82150/82150_AS.jpg,null,null,null
7371248481,A,INDIA,88967,EMERALD,0.470,F,VS1,,EX,VG,NON,GIA,5.17,3.93,2.48,62.90,67.00,-35.000,2200.00,1034.00,1430.00,672.10,,,,,5.17-3.93*2.48,NONE,VG,NON,STK TO THK,0,0,0,1,ML-0,,,GIA 7371248481,,,,,YES,,N,GD,,N,1.32,,FEATHER,12-01-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=88967,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88967/88967.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88967/7371248481.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88967/7371248481.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88967/88967_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88967/88967_AS.jpg,null,null,null
3385270515,A,INDIA,91940,EMERALD,0.500,D,VVS1,,EX,VG,VST,GIA,5.58,3.81,2.52,66.20,66.00,-55.000,3500.00,1750.00,1575.00,787.50,0.00,0.00,0.00,0.00,5.58-3.81*2.52,NONE,VG,NON,STK to THK,0,0,0,0,ML-0,,,GIA 3385270515,,,,,YES,,N,GD,,N,1.46,,Pinpoint  Feather,08-04-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=91940,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91940/91940.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91940/3385270515.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91940/3385270515.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91940/91940_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/91940/91940_AS.jpg,null,null,null
1388520336,A,INDIA,92777,EMERALD,0.500,I,VVS2,,EX,VG,NON,GIA,5.44,4.10,2.68,65.30,66.00,-35.000,2300.00,1150.00,1495.00,747.50,0.00,0.00,0.00,0.00,5.44-4.10*2.68,NONE,VG,NON,THN to MED,0,0,0,0,ML-0,,,GIA 1388520336,,,,,YES,,Y,GD,,N,1.33,,Pinpoint  Feather,01-05-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=92777,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92777/92777.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92777/1388520336.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92777/1388520336.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92777/92777_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92777/92777_AS.jpg,null,null,null
6385581494,A,INDIA,93114,EMERALD,0.470,D,VVS1,,EX,VG,NON,GIA,5.25,4.02,2.56,63.70,66.00,-40.000,2900.00,1363.00,1740.00,817.80,0.00,0.00,0.00,0.00,5.25-4.02*2.56,NONE,VG,NON,MED to STK,0,0,0,0,ML-0,,,GIA 6385581494,,,,,YES,,N,GD,,N,1.31,,Pinpoint,07-05-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=93114,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93114/93114.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93114/6385581494.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93114/6385581494.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93114/93114_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/93114/93114_AS.jpg,null,null,null
5386833083,A,INDIA,94064,EMERALD,0.500,J,VS2,,EX,EX,FNT,GIA,5.55,3.92,2.69,68.60,64.00,-30.000,1800.00,900.00,1260.00,630.00,0.00,0.00,0.00,0.00,5.55-3.92*2.69,NONE,3EX,NON,VTN to MED,0,0,0,1,ML-0,,,GIA 5386833083,,,,,YES,,N,GD,,N,1.42,,Feather,29-05-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=94064,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/94064/94064.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/94064/5386833083.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/94064/5386833083.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/94064/94064_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/94064/94064_AS.jpg,null,null,null
389999974,A,INDIA,76856,ROUND,1.400,L,SI2,EX,EX,EX,NON,IGI,7.02,7.08,4.47,63.40,56.00,-44.000,3300.00,4620.00,1848.00,2587.20,36.20,16.00,40.80,43.00,7.02-7.08*4.47,MIX TINCH,3EX,POINTED,MED TO SLT THK,2,2,1,2,ML-0,,,IGI 389999974,,,,,NO,4.40,,EX,,Y,,,,07-10-2019,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=76856,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/76856/76856.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/76856/389999974.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/76856/389999974.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/76856/76856_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/76856/76856_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/76856/76856_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/76856/76856_AR.jpg
301781788,A,INDIA,55351,ROUND,1.300,N,VS1,EX,EX,EX,NON,IGI,6.93,6.98,4.28,61.40,60.50,-44.000,3500.00,4550.00,1960.00,2548.00,33.60,13.00,41.40,44.00,6.93-6.98*4.28,NONE,3EX,POINTED,SLT THK,,,,,ML-0,,,IGI 301781788,,,,,,4.60,,GD,,Y,,N/A,,31-01-2018,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=55351,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/55351/55351.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/55351/301781788.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/55351/301781788.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/55351/55351_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/55351/55351_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/55351/55351_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/55351/55351_AR.jpg
462165325,A,INDIA,90285,ROUND,1.200,M,VS2,EX,EX,EX,NON,IGI,6.70,6.74,4.20,62.50,57.50,-37.000,3400.00,4080.00,2142.00,2570.40,36.60,16.00,40.40,42.50,6.70-6.74*4.20,NONE,3EX,Pointed,Medium To Slightly Thick (Faceted),0,0,2,0,ML-0,,,IGI 462165325,,,,,YES,4.50,,GD,,N,,N/A,,16-02-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=90285,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90285/90285.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90285/462165325.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90285/462165325.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90285/90285_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90285/90285_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90285/90285_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/90285/90285_AR.jpg
5376570258,A,INDIA,89733,OVAL,0.900,J,VS2,,EX,VG,NON,GIA,7.36,5.31,3.45,65.00,56.00,-33.000,3200.00,2880.00,2144.00,1929.60,0.00,0.00,0.00,0.00,7.36-5.31*3.45,MIX TINCH,VG,NON,MED to VTK,0,0,0,2,ML-0,,,GIA 5376570258,,,,,NO,,,,,N,1.39,,Crystal,10-02-2021,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=89733,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/89733/89733.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/89733/5376570258.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/89733/5376570258.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/89733/89733_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/89733/89733_AS.jpg,null,null,null
6351881835,A,INDIA,83949,EMERALD,0.480,E,VVS2,,EX,VG,FNT,GIA,5.34,3.99,2.62,65.80,68.00,-42.000,2500.00,1200.00,1450.00,696.00,,,,,5.34-3.99*2.62,NONE,VG,NON,MED TO STK,0,0,0,0,ML-0,,,GIA 6351881835,,,,,YES,,N,GD,,N,1.34,,PINPOINT,02-09-2020,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=83949,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/83949/83949.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/83949/6351881835.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/83949/6351881835.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/83949/83949_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/83949/83949_AS.jpg,null,null,null
5211265314,A,INDIA,86483,EMERALD,0.500,J,VVS1,,EX,VG,NON,GIA,5.39,3.83,2.64,68.90,61.00,-35.000,2100.00,1050.00,1365.00,682.50,,,,,5.39-3.83*2.64,NONE,VG,NON,THN TO THK,0,0,0,0,ML-0,,,GIA 5211265314,,,,,YES,,,GD,,N,1.41,,FEATHER,02-12-2020,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=86483,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86483/86483.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86483/5211265314.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86483/5211265314.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86483/86483_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86483/86483_AS.jpg,null,null,null
7368822019,A,INDIA,86995,OVAL,1.020,L,VVS1,,EX,EX,NON,GIA,7.91,5.48,3.55,64.80,61.00,-38.000,3000.00,3060.00,1860.00,1897.20,,,,,7.91-5.48*3.55,BROWN,3EX,NON,STK TO THK,0,0,0,0,ML-0,,,GIA 7368822019,,,,,YES,,,GD,,N,1.44,INTERNAL GRAINING IS NOT SHOWN.,FEATHER,24-12-2020,,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=86995,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86995/86995.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86995/7368822019.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86995/7368822019.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86995/86995_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/86995/86995_AS.jpg,null,null,null
2394902238,A,INDIA,96517,EMERALD,0.700,G,SI2,,EX,EX,NON,GIA,6.10,4.36,2.94,67.40,70.00,-30.000,2700.00,1890.00,1890.00,1323.00,0.00,0.00,0.00,0.00,6.10-4.36*2.94,NONE,3EX,NON,THK to VTK,0,0,2,2,ML-0,,,GIA 2394902238,,,,,NO,4.00,,,,N,1.40,,Cloud,17-08-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=96517,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96517/96517.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96517/2394902238.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96517/2394902238.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96517/96517_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96517/96517_AS.jpg,null,null,null
1405005605,A,INDIA,96920,EMERALD,0.700,E,VS1,,EX,VG,NON,GIA,6.17,4.14,2.93,70.80,68.00,-35.000,4400.00,3080.00,2860.00,2002.00,0.00,0.00,0.00,0.00,6.17-4.14*2.93,NONE,VG,NON,MED to STK,0,0,0,1,ML-0,,,GIA 1405005605,,,,,YES,3.00,,,,N,1.49,,Feather,24-08-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=96920,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96920/96920.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96920/1405005605.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96920/1405005605.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96920/96920_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/96920/96920_AS.jpg,null,null,null
6402087267,A,INDIA,97020,EMERALD,0.900,I,VVS2,,EX,EX,NON,GIA,6.64,4.52,3.14,69.30,68.00,-33.000,4300.00,3870.00,2881.00,2592.90,0.00,0.00,0.00,0.00,6.64-4.52*3.14,NONE,3EX,NON,THN to MED,0,0,0,1,ML-0,,,GIA 6402087267,,,,,YES,2.50,N,,,N,1.47,,Feather  Pinpoint,26-08-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=97020,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97020/97020.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97020/6402087267.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97020/6402087267.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97020/97020_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97020/97020_AS.jpg,null,null,null
5406087423,A,INDIA,97024,EMERALD,0.700,G,VS1,,EX,EX,NON,GIA,5.92,4.41,2.95,67.00,69.00,-32.000,3900.00,2730.00,2652.00,1856.40,0.00,0.00,0.00,0.00,5.92-4.41*2.95,NONE,3EX,NON,THK,0,0,0,1,ML-0,,,GIA 5406087423,,,,,YES,3.50,,,,N,1.34,,Cloud  Needle  Pinpoint,26-08-2021,0.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=97024,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97024/97024.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97024/5406087423.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97024/5406087423.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97024/97024_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/97024/97024_AS.jpg,null,null,null
7376354132,A,INDIA,88426,ROUND,1.170,E,VVS1,EX,EX,EX,NON,GIA,6.86,6.82,4.12,60.20,59.00,-15.000,13600.00,15912.00,11560.00,13525.20,31.50,12.50,41.60,44.50,6.86-6.82*4.12,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 7376354132,,,,,YES,3.50,N,GD,,N,,,Feather,27-01-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=88426,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88426/88426.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88426/7376354132.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88426/7376354132.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88426/88426_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88426/88426_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88426/88426_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88426/88426_AR.jpg
6372365277,A,INDIA,88577,ROUND,1.160,E,VVS1,EX,EX,EX,NON,GIA,6.86,6.83,4.12,60.10,59.00,-15.000,13600.00,15776.00,11560.00,13409.60,31.50,12.50,41.60,44.50,6.86-6.83*4.12,NONE,3EX,NON,MED,0,0,0,0,ML-0,,,GIA 6372365277,,,,,YES,3.50,N,GD,,N,,,Feather,23-01-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=88577,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88577/88577.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88577/6372365277.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88577/6372365277.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88577/88577_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88577/88577_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88577/88577_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/88577/88577_AR.jpg
6385212096,A,INDIA,92266,ROUND,1.150,F,VVS1,EX,EX,EX,NON,GIA,6.86,6.83,4.12,60.10,59.00,-15.000,12600.00,14490.00,10710.00,12316.50,31.50,12.50,41.80,44.50,6.86-6.83*4.12,NONE,3EX,NON,THN to MED,0,0,0,0,ML-0,,,GIA 6385212096,,,,,YES,3.00,N,GD,,N,,,Pinpoint,30-03-2021,60.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=92266,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92266/92266.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92266/6385212096.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92266/6385212096.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92266/92266_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92266/92266_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92266/92266_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92266/92266_AR.jpg
1389434884,A,INDIA,92452,ROUND,1.180,E,VVS1,EX,EX,EX,NON,GIA,6.88,6.86,4.14,60.20,59.00,-16.000,13600.00,16048.00,11424.00,13480.32,31.50,12.50,41.60,44.00,6.88-6.86*4.14,NONE,3EX,NON,MED to STK,0,0,0,0,ML-0,,,GIA 1389434884,,,,,YES,3.50,N,GD,,N,,,Pinpoint,29-04-2021,55.00,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/Vision360.html?d=92452,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92452/92452.mp4,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92452/1389434884.pdf,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92452/1389434884.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92452/92452_RI.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92452/92452_AS.jpg,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92452/92452_HA.jpg,null,https://s3.ap-south-1.amazonaws.com/diadna/viewer4/imaged/92452/92452_AR.jpg
