No,STONEID,SHAPE,CARAT,COLOR,CLARITY,CUT,POLISH,SYMMETRY,FLOUR,CERTI_NAME,SHADE,EFAC,SINC,TINC,SOINC,TBINC,SBINC,EYECLEAN,LOCATION,HA,CULET,LUSTER,RAP,FINALGRATE,ISPHOTO,ISFANCY,ISNEWARRIVAL,PHOTOPATH,MOVIEPATH,CERTIPATH,CANGLE,CHEIGHT,PANGLE,PHEIGHT,CERTINO,DIAMETER,GIRDLE,GIRDLEDESC,HEIGHT,LENGTH,WIDTH,KEYTOSYMBOL,LOWERHALF,STARLENGTH,RATIO,TABLE,DEPTH,COMMENT,FANCYCOLOR,INTENSITY,OVERTONE,DISC,PERCARAT,AMOUNT
981,82697,CM,2.14,Y,VVS1,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4100,2625.03,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82697.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82697,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6395316975.Pdf,0,0,0,0,6395316975,7.005,5.5,THK to ETK,4.79,7.08,6.93,Pinpoint,50,50,1.02,59,69.1,,,,,35.97487804879,2625.03,5617.5642
982,82698,O,1.5,L,VS2,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,3700,2113.81,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82698.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82698,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7396302556.Pdf,0,0,0,0,7396302556,7.24,10,VTK to ETK,4.27,8.37,6.11,Crystal  Feather  Needle  Natural,50,50,1.37,60,69.8,Clouds are not shown. Pinpoints are not shown.,,,,42.87,2113.81,3170.715
983,82840,O,2,J,SI2,,VG,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,N,BPP,BGPP,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,6700,3629.73,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82840.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82840,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7396771041.Pdf,0,0,0,0,7396771041,7.83,10,VTK to ETK,4.81,8.9,6.76,Twinning Wisp  Feather  Indented Natural  Needle  Natural,50,50,1.32,62,71.2,Additional twinning wisps  pinpoints and surface graining are not shown.,,,,45.82492537314,3629.73,7259.46
984,82841,CM,2.01,O,VS1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3900,1767.09,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82841.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82841,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1393770949.Pdf,0,0,0,0,1393770949,6.745,7,THK to ETK,4.92,6.87,6.62,Crystal  Pinpoint  Needle  Indented Natural  Natural,50,50,1.04,61,74.3,,,,,54.69,1767.09,3551.8509
985,82851,R,0.7,J,VVS2,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,3300,2340.36,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82851.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82851,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3395303049.Pdf,33,12.5,40.8,43,3395303049,5.725,4.5,MED to STK,3.44,5.74,5.71,Feather  Pinpoint,75,45,1.01,61,60.1,,,,,29.08,2340.36,1638.252
986,80954,CM,2.01,Fancy Yellow  Natural Even,VS1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BGPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3600,3546,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80954.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=80954,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7398200557.Pdf,0,0,0,0,7398200557,6.605,11,ETK,4.76,6.61,6.6,Crystal  Feather  Cloud  Needle  Indented Natural  Natural,50,50,1,58,72.1,Pinpoints are not shown.,Yellow , Fancy,,1.5,3546,7127.46
987,82931,O,1.02,L,SI2,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WINC,SM,N,BGPP,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,2300,1359.3,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82931.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82931,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6395301979.Pdf,0,0,0,0,6395301979,6.875,4,STK to THK,3.4,8.19,5.56,Twinning Wisp  Feather  Crystal  Cloud  Indented Natural,50,50,1.47,62,61.1,Additional twinning wisps  pinpoints and surface graining are not shown.,,,,40.9,1359.3,1386.486
988,82971,O,1.01,K,VVS1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3600,1932.57,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82971.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82971,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391302856.Pdf,0,0,0,0,6391302856,6.47,6,STK to VTK,3.75,7.4,5.54,Feather  Indented Natural,50,50,1.34,62,67.8,,,,,46.3175,1932.57,1951.8957
989,83040,E,1.74,N,VS1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3000,2127.6,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83040.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83040,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391773610.Pdf,0,0,0,0,6391773610,6.805,3.5,STK to THK,3.7,7.94,5.67,Crystal  Pinpoint,50,50,1.4,64,65.3,Additional pinpoints are not shown.,,,,29.08,2127.6,3702.024
990,83118,SRD,1,L,VVS1,,VG,VG,NON,IGI,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3000,1536.6,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83118.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83118,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/483100831.Pdf,37.6,9.5,36.2,57,483100831,5.615,4,Medium,3.85,5.74,5.49,,50,50,1.05,71,70.1,N/A,,,,48.78,1536.6,1536.6
991,83119,RA,1.53,K,VS1,,EX,EX,NON,IGI,NO BROWN   NO GREEN   NO MILKY,NONE,N,WPP,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4400,2383.7,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83119.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83119,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/483100833.Pdf,35.3,9,36.2,57,483100833,6.615,2.07,Medium,4.28,6.87,6.36,,50,50,1.08,73.5,67.3,N/A,,,,45.825,2383.7,3647.061
992,83175,O,1.5,K,SI2,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WXTL,N,N,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,3900,2593.01,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83175.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83175,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1395285130.Pdf,0,0,0,0,1395285130,7.415,6,THK to VTK,4.23,8.57,6.26,Crystal  Feather,50,50,1.37,56,67.6,Pinpoints are not shown.,,,,33.51256410257,2593.01,3889.515
993,81566,PEM,2.56,Q,SI1,G,EX,VG,STG,NGS,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,N,BPP,N,75%EYECLEAN,INDIA,NO,NON,VERY GOOD,3600,2269.44,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81566.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81566,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/NGS.jpg,0,0,0,0,,11.61,8,,4.21,11.59,7,,50,50,1.66,56,60.18,,,,,36.96,2269.44,5809.7664
994,82722,RA,2,Fancy Yellow  Natural Even,SI1,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,SM,BPP,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4000,3940,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82722.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82722,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1393316823.Pdf,0,0,0,0,1393316823,6.82,5,VTK,4.63,7.04,6.6,Cavity  Crystal  Feather  Cloud  Needle  Indented Natural,50,50,1.07,60,70.2,Additional clouds  pinpoints and internal graining and surface graining are not shown.,Yellow , Fancy,,1.5,3940,7880
995,83246,R,0.7,L,VVS2,EX,EX,EX,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,VERY GOOD,2400,1465.68,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83246.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83246,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7391383183.Pdf,35.5,15.5,40.6,43,7391383183,5.67,4,MED to STK,3.51,5.69,5.65,Needle  Indented Natural  Surface Graining,80,45,1.01,57,62,,,,,38.93,1465.68,1025.976
996,81707,R,0.9,L,VS2,VG,EX,G,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,VERY GOOD,3200,1686.32,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81707.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81707,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6392779197.Pdf,36.5,16,40,41.5,6392779197,6.115,4.5,VTN to THK,3.81,6.15,6.08,Crystal  Feather  Indented Natural,75,45,1.01,57,62.4,,,,,47.3025,1686.32,1517.688
997,83555,E,2.01,N,VS1,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,VERY GOOD,3900,2074.41,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83555.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83555,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6395881568.Pdf,0,0,0,0,6395881568,7.065,4,STK to THK,3.88,8.16,5.97,Crystal  Cloud  Needle,50,50,1.37,64,65,Pinpoints are not shown.,,,,46.81,2074.41,4169.5641
998,83853,E,1.61,J,VVS2,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,5800,4113.36,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83853.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83853,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5393299678.Pdf,0,0,0,0,5393299678,6.715,3.5,THK,3.62,7.83,5.6,Cloud  Pinpoint,50,50,1.4,64,64.6,Additional pinpoints are not shown.,,,,29.08,4113.36,6622.5096
999,84150,R,1.01,K,VS2,EX,EX,EX,NON,GIA,MIXED TINGE,NONE,WXTL,WGPP,N,N,BPP,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,4300,2435.41,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/84150.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=84150,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7391386251.Pdf,35,14.5,41.6,44.5,7391386251,6.39,4,MED to STK,4.02,6.41,6.37,Crystal  Needle  Indented Natural  Natural,80,45,1.01,58,63,Clouds are not shown. Pinpoints are not shown.,,,,43.36255813954,2435.41,2459.7641
1000,84828,E,1.01,M,VS1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WGPP,N,BPP,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,2100,1054.94,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/84828.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=84828,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6395878444.Pdf,0,0,0,0,6395878444,5.445,8,VTK to ETK,3.33,6.12,4.77,Crystal  Needle,50,50,1.28,64,69.9,Clouds  internal graining  pinpoints and surface graining are not shown.,,,,49.76476190477,1054.94,1065.4894
1001,81763,PEM,1.5,Fancy Yellow  Natural Even,VS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4500,4432.5,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81763.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81763,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1397314442.Pdf,0,0,0,0,1397314442,7.44,10,ETK,3.69,8.82,6.06,Crystal  Needle  Indented Natural,50,50,1.46,57,60.9,Pinpoints are not shown.,Yellow , Fancy,,1.5,4432.5,6648.75
1002,86267,E,2.51,K,VVS1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,6600,5265.81,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/86267.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=86267,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7392482257.Pdf,0,0,0,0,7392482257,7.55,5,THK to VTK,4.27,8.69,6.41,Feather,50,50,1.36,60,66.6,,,,,20.215,5265.81,13217.1831
1003,86417,PEM,1.51,Y,VS2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2900,2199.51,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/86417.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=86417,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1397533217.Pdf,0,0,0,0,1397533217,7.965,10,ETK,3.51,9.88,6.05,Crystal  Feather  Needle  Indented Natural  Natural,50,50,1.63,60,58.1,Pinpoints are not shown.,,,,24.15482758621,2199.51,3321.2601
1004,81856,R,0.5,K,VVS1,EX,EX,EX,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2400,1489.32,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81856.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81856,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1393285055.Pdf,36,16,40.6,42.5,1393285055,5.08,3.5,THN to MED,3.16,5.09,5.07,Pinpoint,75,45,1,56,62.3,,,,,37.945,1489.32,744.66
1005,82056,CM,1.5,Fancy Light Yellow  Natural Even,SI1,,EX,G,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,WXTL,N,N,N,100%EYECLEAN,INDIA,NO,NON,VERY GOOD,2800,2758,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82056.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82056,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2396316868.Pdf,0,0,0,0,2396316868,6.045,5,ETK,4.25,6.06,6.03,Crystal  Indented Natural,50,50,1,62,70.4,Pinpoints are not shown.,Yellow , Fancy Light,,1.5,2758,4137
1006,82445,CM,1.02,N,VVS2,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WGPP,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2200,1083.5,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82445.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82445,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6392220906.Pdf,0,0,0,0,6392220906,5.63,4.5,STK to VTK,3.72,5.92,5.34,Cloud  Pinpoint,50,50,1.11,60,69.7,Internal graining is not shown.,,,,50.75,1083.5,1105.17
1007,81025,CM,1.56,N,VVS2,,VG,VG,VSL,IGI,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3100,1343.54,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81025.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81025,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/480172818.Pdf,38.4,14.5,30.9,47,480172818,6.445,7,Thick To Very Thick (Faceted) ,4.1,6.9,5.99,,50,50,1.15,59.5,68.4,N/A,,,,56.66,1343.54,2095.9224
1008,81096,R,1.01,K,VVS2,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,BPP,BPP,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,4800,3049.56,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81096.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81096,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5393121406.Pdf,31.5,12,41.2,43.5,5393121406,6.53,4,STK,3.88,6.54,6.52,Needle  Pinpoint  Indented Natural  Feather  Natural,75,45,1,60,59.4,Additional pinpoints are not shown.,,,,36.4675,3049.56,3080.0556
1009,81109,R,0.51,I,VVS2,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WPP,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,3300,2226.59,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81109.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81109,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7398626174.Pdf,33,12.5,41.2,43.5,7398626174,5.175,4,MED to STK,3.09,5.19,5.16,Pinpoint,80,45,1.01,62,59.8,,,,,32.52757575758,2226.59,1135.5609
1010,81323,R,0.6,I,VVS2,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WPP,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,3300,2372.87,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81323.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81323,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2394698933.Pdf,33,12.5,41.6,44.5,2394698933,5.445,3.5,MED to STK,3.32,5.46,5.43,Feather  Cloud  Pinpoint  Indented Natural,75,50,1.01,61,60.9,,,,,28.09484848485,2372.87,1423.722
1011,81496,R,1,K,VS2,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,FTR,SM,BGPP,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,4300,2689.54,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/81496.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=81496,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7396151998.Pdf,33.5,13,41.8,44.5,7396151998,6.445,4,THN to STK,3.95,6.46,6.43,Crystal  Feather  Cloud  Indented Natural  Natural,80,50,1,61,61.2,Additional clouds are not shown. Pinpoints are not shown.,,,,37.45255813954,2689.54,2689.54
1012,82397,R,0.83,I,SI1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BPP,N,75%EYECLEAN,INDIA,80%,NON,EXCELLENT,3300,2519.14,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82397.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82397,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1397285434.Pdf,35,15,41.2,43.5,1397285434,6.035,3.5,MED to STK,3.73,6.05,6.02,Crystal  Feather,75,50,1,58,61.8,,,,,23.66242424243,2519.14,2090.8862
1013,82444,RA,1.5,L,VVS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,PAVILION MEDIUM,WPP,WPP,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4000,2324.6,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82444.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82444,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1393221730.Pdf,0,0,0,0,1393221730,6.09,7.66,VTK to ETK,4.32,6.3,5.88,Pinpoint  Feather  Natural,50,50,1.07,66,73.5,Additional pinpoints are not shown.,,,,41.885,2324.6,3486.9
1014,82446,E,2.01,M,VS2,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WXTL,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3800,2395.52,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82446.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82446,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7396218464.Pdf,0,0,0,0,7396218464,7.185,6,VTK to ETK,3.89,8.64,5.73,Crystal,50,50,1.51,64,67.9,Pinpoints are not shown.,,,,36.96,2395.52,4814.9952
1015,82455,R,1.25,L,VS2,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WINC,N,BPP,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,3800,2432.95,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82455.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82455,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7391303126.Pdf,36.5,17,40.6,43,7391303126,6.85,3.5,MED,4.32,6.87,6.83,Cloud  Crystal  Feather  Needle  Indented Natural,75,50,1.01,55,63.1,Additional clouds are not shown. Pinpoints are not shown.,,,,35.975,2432.95,3041.1875
1016,82642,PE,0.5,I,VVS1,,EX,VG,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,VERY GOOD,2400,1252.92,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82642.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82642,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391382766.Pdf,0,0,0,0,6391382766,5.715,5,STK to VTK,2.72,6.8,4.63,Feather  Indented Natural,50,50,1.47,61,58.7,,,,,47.795,1252.92,626.46
1017,83174,E,1.51,J,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,WGPP,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,5600,3557.82,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83174.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83174,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6392284422.Pdf,0,0,0,0,6392284422,6.72,3,MED to STK,3.5,8.03,5.41,Crystal  Cloud  Needle  Pinpoint  Indented Natural,50,50,1.48,69,64.7,Additional pinpoints are not shown.,,,,36.4675,3557.82,5372.3082
1018,83854,E,1.51,K,VS1,,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WGPP,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4400,2730.42,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/83854.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=83854,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7391350969.Pdf,0,0,0,0,7391350969,6.28,6,VTK to ETK,3.78,7.24,5.32,Cloud  Pinpoint,50,50,1.36,68,70.9,Additional pinpoints are not shown.,,,,37.945,2730.42,4122.9342
1019,84603,CM,2.01,L,VVS1,,EX,EX,FNT,GIA,MIXED TINGE,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,5100,2612.22,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/84603.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=84603,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6395868449.Pdf,0,0,0,0,6395868449,7.17,3.5,THN to MED,4.64,7.63,6.71,,50,50,1.14,61,69.2,Clarity grade is based on internal graining that is not shown.,,,,48.78,2612.22,5250.5622
1020,84604,SRD,2.02,M,SI1,,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,3600,2375.82,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/84604.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=84604,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7398868667.Pdf,0,0,0,0,7398868667,6.975,3.5,STK to THK,4.66,7.03,6.92,Crystal  Needle,50,50,1.02,65,67.3,Clouds are not shown. Pinpoints are not shown.,,,,34.005,2375.82,4799.1564
