No,STONEID,SHAPE,CARAT,COLOR,CLARITY,CUT,POLISH,SYMMETRY,FLOUR,CERTI_NAME,SHADE,EFAC,SINC,TINC,SOINC,TBINC,SBINC,EYECLEAN,LOCATION,HA,CULET,LUSTER,RAP,FINALGRATE,ISPHOTO,ISFANCY,ISNEWARRIVAL,PHOTOPATH,MOVIEPATH,CERTIPATH,CANGLE,CHEIGHT,PANGLE,PHEIGHT,CERTINO,DIAMETER,GIRDLE,GIRDLEDESC,HEIGHT,LENGTH,WIDTH,KEYTOSYMBOL,LOWERHALF,STARLENGTH,RATIO,TABLE,DEPTH,COMMENT,FANCYCOLOR,INTENSITY,OVERTONE,DISC,PERCARAT,AMOUNT
2704,76449,R,0.35,K,VVS1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WPP,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,1700,1038.19,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/76449.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6391246644.Pdf,34,14,41.8,44.5,6391246644,4.515,4,MED to STK,2.82,4.53,4.5,Feather  Surface Graining,75,50,1.01,59,62.5,,,,,38.93,1038.19,363.3665
2705,62940,R,0.6,M,SI1,EX,VG,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WINC,N,BGPP,N,75%EYECLEAN,INDIA,50%,NON,EXCELLENT,1400,868.77,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/62940.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=62940,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2387011810.Pdf,35,14,40.8,43,2387011810,5.405,4,STK,3.3,5.42,5.39,Cloud  Crystal,75,50,1.01,61,60.9,,,,,37.945,868.77,521.262
2706,62390,R,0.7,L,VS1,EX,EX,EX,FNT,GIA,LIGHT BROWN,NONE,FTR,N,SM,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2300,1268.68,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/62390.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=62390,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6375998455.Pdf,35.5,15.5,41,43,6375998455,5.685,3.5,MED to STK,3.54,5.71,5.66,Crystal  Indented Natural  Internal Graining,75,45,1.01,57,62.2,,,,,44.84,1268.68,888.076
2707,65786,OM,0.44,Fancy Intense Orange-Yellow  Natural Even,VVS2,,EX,VG,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,9595,9451.08,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/65786.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=65786,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382620575.Pdf,0,0,0,0,6382620575,4.95,7.5,STK to ETK,2.42,5.83,4.07,Pinpoint,50,50,1.43,56,59.4,Additional pinpoints are not shown.,Orange-Yellow, Fancy Intense,,1.49994788953,9451.08,4158.4752
2708,65806,PEM,0.5, Fancy Intense Orangy Yellow,VS1,,EX,VG,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WXTL,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4500,4432.5,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/65806.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=65806,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7381201179.Pdf,0,0,0,0,7381201179,5.305,8,VTK to ETK,2.6,6.47,4.14,Crystal  Pinpoint,50,50,1.56,57,62.7,,Yellow , Fancy Intense,Orangey,1.5,4432.5,2216.25
2709,65914,PEM,0.45,Fancy Intense Orangy Yellow  Natural Even,SI1,,EX,G,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,8500,8372.5,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/65914.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=65914,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2386620838.Pdf,0,0,0,0,2386620838,5.13,7,THK to VTK,2.53,6.12,4.14,Feather  Crystal  Cavity  Needle,50,50,1.48,65,61.1,Pinpoints are not shown.,Yellow , Fancy Intense,Orangey,1.5,8372.5,3767.625
2710,65915,RA,0.4,Fancy Intense Orange-Yellow  Natural Even,SI1,,G,G,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BGPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3500,3309.6,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/65915.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=65915,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2384202127.Pdf,0,0,0,0,2384202127,4.14,8.5,ETK,2.56,4.61,3.67,Crystal  Feather  Needle,50,50,1.26,62,69.8,Pinpoints are not shown.,Orange-Yellow, Fancy Intense,,5.44,3309.6,1323.84
2711,63203,RA,0.71,Fancy Pink-Brown,SI1,,EX,G,MED,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3800,3743,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/63203.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=63203,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2387034726.Pdf,0,0,0,0,2387034726,5.17,9,ETK,2.71,6.02,4.32,Crystal  Feather  Needle  Natural,50,50,1.39,58,62.8,,PINK-Brown, Fancy,,1.5,3743,2657.53
2712,73568,R,0.34,I,VVS2,EX,EX,EX,MED,GIA,VERY LIGHT BROWN,NONE,N,WXTL,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2100,992.88,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73568.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382900009.Pdf,35,14.5,41.2,44,6382900009,4.45,4,STK,2.78,4.46,4.44,Pinpoint  Feather,75,45,1,58,62.4,,,,,52.72,992.88,337.5792
2713,73956,R,0.35,I,VS2,EX,EX,EX,NON,GIA,VERY LIGHT BROWN,NONE,FTR,FTR,N,BGPP,BPP,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,1900,973.18,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73956.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3385936974.Pdf,34.5,14,41.8,44.5,3385936974,4.51,4,MED to STK,2.81,4.52,4.5,Crystal  Feather,75,45,1,60,62.2,,,,,48.78,973.18,340.613
2714,74026,R,0.31,D,VS1,EX,VG,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BPP,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2600,1370.14,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/74026.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2388936524.Pdf,35.5,14.5,40.8,43,2388936524,4.33,4,MED to STK,2.65,4.34,4.32,Feather  Needle  Pinpoint,80,50,1,60,61.1,,,,,47.30230769231,1370.14,424.7434
2715,75641,R,0.4,H,VS2,EX,EX,VG,MED,GIA,VERY LIGHT BROWN,NONE,FTR,FTR,N,BPP,N,100%EYECLEAN,INDIA,50%,NON,EXCELLENT,2400,1264.74,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/75641.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382819597.Pdf,35,15,41.4,44,6382819597,4.71,4,MED to STK,2.95,4.72,4.7,Feather  Indented Natural  Crystal  Needle,80,50,1,58,62.6,,,,,47.3025,1264.74,505.896
2716,75954,R,0.34,E,VS2,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WGPP,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2300,1359.3,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/75954.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7386796050.Pdf,33,14.5,41.6,44.5,7386796050,4.485,4,MED to STK,2.8,4.5,4.47,Knot  Crystal,80,50,1.01,56,62.5,,,,,40.9,1359.3,462.162
2717,77864,RA,0.51,J,VVS2,,EX,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WGPP,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2000,965.3,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/77864.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=77864,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2397365745.Pdf,0,0,0,0,2397365745,4.505,7,VTK to ETK,2.57,5,4.01,Cloud  Pinpoint  Needle  Internal Graining,50,50,1.25,72,64.1,,,,,51.735,965.3,492.303
2718,65693,R,0.6,J,IF,EX,EX,EX,NON,GIA,LIGHT BROWN,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2900,1828.16,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/65693.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=65693,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6382218726.Pdf,36.5,16,41.2,43.5,6382218726,5.375,3.5,MED to STK,3.38,5.39,5.36,Minor Details of Polish,80,50,1.01,57,62.9,,,,,36.96,1828.16,1096.896
2719,65765,R,0.65,J,VS2,EX,EX,EX,NON,GIA,VERY LIGHT BROWN,NONE,WXTL,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2400,1631.16,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/65765.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=65765,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1385218783.Pdf,35,15.5,41,43,1385218783,5.52,4,MED to STK,3.45,5.53,5.51,Crystal  Indented Natural,75,45,1,56,62.4,,,,,32.035,1631.16,1060.254
2720,66457,R,0.53,H,VS1,EX,EX,EX,NON,HRD,VERY LIGHT BROWN,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,3800,2227.09,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/66457.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=66457,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/210000111016.Pdf,35.1,15.5,40.8,43,210000111016,5.18,3.5,medium,3.23,5.2,5.17,,75,50,1.01,56,62.3,,,,,41.39236842106,2227.09,1180.3577
2721,67558,R,0.44,I,VVS2,EX,VG,EX,FNT,GIA,LIGHT BROWN,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2300,1144.08,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/67558.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7386338783.Pdf,34.5,15.5,40.8,43,7386338783,4.915,3.5,MED to STK,3.03,4.92,4.91,Feather  Pinpoint,75,45,1,55,61.7,,,,,50.25739130435,1144.08,503.3952
2722,68157,P,0.9,K,VS2,,EX,G,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2600,1395.75,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/68157.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=68157,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2387334482.Pdf,0,0,0,0,2387334482,5.165,5,THK to VTK,3.88,5.25,5.08,Crystal  Feather,50,50,1.03,67,76.4,,,,,46.31730769231,1395.75,1256.175
2723,68541,RA,0.7,G,VVS1,,EX,G,FNT,GIA,VERY LIGHT BROWN,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,4300,2265.99,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/68541.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=68541,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2387402835.Pdf,0,0,0,0,2387402835,4.88,3.5,THK,3.41,5.04,4.72,Pinpoint  Internal Graining  Feather,50,50,1.07,74,72.1,,,,,47.30255813954,2265.99,1586.193
2724,66665,PEM,0.52,Light Pink  Natural Not Applicable,SI1,,EX,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,SM,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,14000,13790,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/66665.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=66665,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1385542266.Pdf,0,0,0,0,1385542266,5.335,8.5,THK to ETK,2.68,6.6,4.07,Needle  Feather  Etch Channel  Indented Natural  Natural,50,50,1.62,58,65.9,Internal graining is not shown. Surface graining is not shown., Pink , Light,,1.5,13790,7170.8
2725,80363,SRD,0.5,I,SI1,,EX,G,NON,GIA,MIXED TINGE,PAVILION MEDIUM,FTR,N,SM,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,1900,655.03,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80363.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=80363,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1393628395.Pdf,0,0,0,0,1393628395,4.22,6,THK to ETK,2.99,4.24,4.2,Feather  Indented Natural,50,50,1.01,68,71.1,,,,,65.52473684211,655.03,327.515
2726,82061,CM,0.53,Very Light Pink  Natural Not Applicable,SI2,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,5000,4925,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/82061.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=82061,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2398324534.Pdf,0,0,0,0,2398324534,4.58,6,MED to VTK,2.98,4.78,4.38,Cloud  Crystal  Feather  Knot  Indented Natural,50,50,1.09,59,68.1,Additional clouds  pinpoints  internal graining and surface graining are not shown., Pink , Very Light,,1.5,4925,2610.25
2727,77174,R,0.3,E,SI1,EX,EX,VG,FNT,GIA,VERY LIGHT BROWN,NONE,FTR,WGPP,N,N,BGPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2100,1044.59,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/77174.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6392175745.Pdf,36,15,40.8,43,6392175745,4.265,4,MED to STK,2.65,4.29,4.24,Crystal  Cloud  Feather  Indented Natural,75,50,1.01,59,62.2,,,,,50.25761904762,1044.59,313.377
2728,67567,R,1,J,SI2,EX,EX,EX,FNT,GIA,LIGHT BROWN,NONE,FTR,WXTL,SM,BPP,BPP,75%EYECLEAN,INDIA,80%,NON,EXCELLENT,4500,2327.06,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/67567.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=67567,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381335457.Pdf,35,15.5,40.8,43,6381335457,6.395,4,MED to STK,3.98,6.41,6.38,Crystal  Feather  Needle  Indented Natural  Natural,80,50,1,56,62.2,Clouds  pinpoints and surface graining are not shown.,,,,48.28755555556,2327.06,2327.06
2729,80240,E,0.6,J,VVS1,,EX,G,FNT,GIA,LIGHT BROWN,NONE,N,FTR,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2100,1003.22,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80240.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=80240,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6395897159.Pdf,0,0,0,0,6395897159,4.78,6,THK to VTK,2.58,5.53,4.03,Feather  Indented Natural  Extra Facet,50,50,1.37,68,63.9,,,,,52.22761904762,1003.22,601.932
2730,75937,R,0.3,I,SI1,VG,EX,G,NON,GIA,VERY LIGHT BROWN,PAVILION SMALL,FTR,N,N,BPP,BPP,100%EYECLEAN,INDIA,50%,VERY SMALL,EXCELLENT,1600,795.88,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/75937.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1385796459.Pdf,33.5,13,41,43,1385796459,4.335,3.5,THN to STK,2.6,4.35,4.32,Twinning Wisp  Feather,75,50,1.01,60,59.9,,,,,50.2575,795.88,238.764
2731,74744,R,0.32,J,VVS2,EX,EX,EX,NON,GIA,LIGHT BROWN,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,1800,868.77,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/74744.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5396010142.Pdf,36,16,40.8,43,5396010142,4.38,3.5,MED to STK,2.74,4.39,4.37,Pinpoint  Feather,75,45,1,55,62.5,,,,,51.735,868.77,278.0064
2732,75313,R,0.34,E,SI1,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,WINC,FTR,N,BPP,N,75%EYECLEAN,INDIA,80%,NON,EXCELLENT,2100,1220.42,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/75313.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6395055499.Pdf,35.5,15.5,40.6,42.5,6395055499,4.46,3.5,MED to STK,2.75,4.47,4.45,Cloud  Crystal  Feather,75,50,1,57,61.7,,,,,41.88476190477,1220.42,414.9428
2733,75942,R,0.35,I,VVS1,EX,EX,EX,NON,GIA,VERY LIGHT BROWN,NONE,N,WPP,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2200,1181.02,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/75942.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7381795963.Pdf,33,13.5,40.8,43,7381795963,4.555,4,MED to STK,2.75,4.57,4.54,Pinpoint  Internal Graining  Feather  Surface Graining,75,50,1.01,58,60.4,,,,,46.31727272728,1181.02,413.357
2734,84158,CM,0.76,Light Pink  Natural Not Applicable,SI2,,VG,VG,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,P2,N,N,N,BXTL,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,9898,9749.53,false,true,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/84158.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=84158,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1393426058.Pdf,0,0,0,0,1393426058,5.03,8,VTK to ETK,3.34,5.45,4.61,Crystal  Needle  Feather,50,50,1.18,59,72.5,Pinpoints  internal graining and surface graining are not shown., Pink , Light,,1.5,9749.53,7409.6428
2735,67243,R,0.51,G,SI2,EX,EX,EX,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,WINC,N,BXTL,N,75%EYECLEAN,INDIA,80%,NON,EXCELLENT,2600,1767.09,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/67243.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=67243,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381336049.Pdf,33,14,41.6,44.5,6381336049,5.13,4,THN to STK,3.2,5.15,5.11,Crystal,80,45,1.01,57,62.4,,,,,32.035,1767.09,901.2159
2736,67708,SRD,0.5,J,VS2,,VG,VG,FNT,GIA,VERY LIGHT BROWN,NONE,N,WXTL,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,1800,771.26,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/67708.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=67708,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7382333746.Pdf,0,0,0,0,7382333746,4.235,5,VTK,2.99,4.28,4.19,Crystal,50,50,1.02,64,71.3,,,,,57.15222222223,771.26,385.63
2737,68452,SRD,0.91,I,SI1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,BPP,N,75%EYECLEAN,INDIA,NO,NON,EXCELLENT,3600,1382.94,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/68452.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=68452,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2388402823.Pdf,0,0,0,0,2388402823,5.345,2.5,STK,3.72,5.35,5.34,Crystal  Feather,50,50,1,66,69.6,,,,,61.585,1382.94,1258.4754
2738,68895,SRD,0.7,K,SI1,,EX,G,STG,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,BXTL,75%EYECLEAN,INDIA,NO,NON,VERY GOOD,1800,780.12,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/68895.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=68895,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7381402723.Pdf,0,0,0,0,7381402723,4.895,5,VTK,3.4,4.91,4.88,Feather  Crystal  Cloud,50,50,1.01,61,69.8,,,,,56.66,780.12,546.084
2739,69864,H,0.52,E,VS1,,EX,VG,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2900,1842.44,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/69864.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=69864,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/5386673149.Pdf,0,0,0,0,5386673149,5.2,4,MED to THK,3.36,4.65,5.75,Crystal  Pinpoint  Needle  Cloud,50,50,0.81,64,58.5,,,,,36.4675862069,1842.44,958.0688
2740,72266,RA,0.9,L,VS1,,EX,EX,NON,GIA,LIGHT BROWN,NONE,FTR,N,N,BPP,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2200,855.97,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/72266.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=72266,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1383797103.Pdf,0,0,0,0,1383797103,5.33,4.5,VTK,3.54,5.81,4.85,Crystal  Cloud,50,50,1.2,64,73.1,,,,,61.09227272728,855.97,770.373
2741,73567,R,0.35,F,VVS1,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,N,N,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2700,1675.49,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/73567.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/6381899985.Pdf,35,14.5,41.4,44,6381899985,4.51,4,MED to STK,2.82,4.53,4.49,Pinpoint,80,50,1.01,58,62.4,,,,,37.94481481482,1675.49,586.4215
2742,74682,R,0.3,F,VVS2,EX,EX,EX,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,FTR,N,N,N,100%EYECLEAN,INDIA,80%,NON,EXCELLENT,2500,1342.06,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/74682.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1383984368.Pdf,33,13.5,41.2,43.5,1383984368,4.335,3.5,MED to STK,2.63,4.35,4.32,Pinpoint  Cloud  Feather,75,50,1.01,58,60.6,,,,,46.3176,1342.06,402.618
2743,76454,R,0.3,I,VVS2,VG,EX,VG,FNT,GIA,VERY LIGHT BROWN,NONE,N,FTR,N,N,BPP,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2100,1003.22,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/76454.JPG,,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/7396246841.Pdf,34.5,13,40.6,42.5,7396246841,4.3,4.5,MED to THK,2.57,4.31,4.29,Pinpoint  Indented Natural  Feather  Natural,80,45,1,62,59.8,,,,,52.22761904762,1003.22,300.966
2744,80361,RA,0.51,G,VS2,,EX,G,FNT,GIA,NO BROWN   NO GREEN   NO MILKY,PAVILION MEDIUM,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2500,1182,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/80361.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=80361,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/3395629063.Pdf,0,0,0,0,3395629063,4.435,6,VTK,2.82,4.63,4.24,Feather,50,50,1.09,68,66.4,,,,,52.72,1182,602.82
2745,85488,SRD,0.5,F,VVS1,,EX,G,NON,GIA,NO BROWN   NO GREEN   NO MILKY,NONE,FTR,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,3100,1465.68,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/85488.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=85488,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/2396462844.Pdf,0,0,0,0,2396462844,4.465,5.5,VTK to ETK,2.77,4.53,4.4,Pinpoint  Feather  Extra Facet,50,50,1.03,69,63,,,,,52.72,1465.68,732.84
2746,85489,RA,0.5,G,VS2,,EX,G,NON,GIA,VERY LIGHT BROWN,PAVILION MEDIUM,CLD,N,N,N,N,100%EYECLEAN,INDIA,NO,NON,EXCELLENT,2500,1231.25,false,false,0,https://pcknstg.blob.core.windows.net/hdfile/DimImg/85489.JPG,https://pcknstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/Vision360.html?d=85489,https://pcknstg.blob.core.windows.net/hdfile/DimCrt/1393461631.Pdf,0,0,0,0,1393461631,4.5,4.5,STK to THK,2.71,4.62,4.38,Crystal  Cloud  Indented Natural,50,50,1.05,71,62,,,,,50.75,1231.25,615.625
