field_stock_refno,field_stock_location,field_stock_certno,field_stock_diamond_image,field_stock_videopath,field_stock_shape,field_stock_carat,field_stock_color,field_stock_clarity,field_stock_cut,field_stock_polish,field_stock_symmetry,field_stock_fluorescence,field_stock_diameter,field_stock_table,field_stock_depth,field_stock_certificate,field_stock_rap,field_stock_discount,field_stock_pr_pc,price__number,field_stock_bgm,field_stock_tabinc,field_stock_blackinc,field_stock_eyeclean,field_stock_parishicomments,field_stock_hacode,field_stock_weight,field_stock_girdle,field_stock_girdlecondition,field_stock_ca,field_stock_ch,field_stock_pa,field_stock_ph,field_stock_culet,field_stock_keytosymbols,field_stock_comments,field_stock_status1
228998,India,6392248196,https:\/\/videop.co.in\/imaged\/T-7F-4900\/T-7F-4900.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-7F-4900\u0026zoomslide=1\u0026id=228998,RD,1.00,E,IF,EX,EX,EX,MED,6.35-6.39*3.9,60.00,61.20,GIA,14800,-44.70,8184,8184.400000,null,-,-,0,-,NO,1.00,STK-,Faceted,34.50,13.50,40.80,43.00,N,null,Surface graining is not shown. Minor details of polish are not shown.,S
221468,India,1389062785,https:\/\/videop.co.in\/imaged\/S-94F-2301\/S-94F-2301.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-94F-2301\u0026zoomslide=1\u0026id=221468,RD,0.50,E,IF,EX,EX,VG,NONE,5.1-5.15*3.07,60.00,59.80,GIA,5400,-42.70,3094,1547.100000,null,-,-,0,-,NO,0.50,THN-STK,Faceted,31.50,12.50,41.00,43.00,N,Minor Details of Polish,null,S
226855,India,6214790757,https:\/\/videop.co.in\/imaged\/S-136G-3700\/S-136G-3700.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-136G-3700\u0026zoomslide=1\u0026id=226855,RD,0.60,E,IF,EX,EX,EX,NONE,5.43-5.44*3.35,58.00,61.60,GIA,5400,-20.70,4282,2569.320000,null,-,-,0,-,NO,0.60,THN-STK,Faceted,32.50,13.50,41.60,44.50,N,Minor Details of Polish,null,S
227855,India,6392201895,https:\/\/videop.co.in\/imaged\/S-148H-8301\/S-148H-8301.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-148H-8301\u0026zoomslide=1\u0026id=227855,RD,0.62,E,IF,EX,EX,EX,FNT,5.49-5.51*3.33,59.00,60.60,GIA,5400,-24.70,4066,2521.040000,null,-,-,0,-,NO,0.62,STK-,Faceted,33.00,13.50,40.80,43.00,N,Minor Details of Polish,null,S
224456,India,6214749666,https:\/\/videop.co.in\/imaged\/S-122C-1201\/S-122C-1201.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-122C-1201\u0026zoomslide=1\u0026id=224456,RD,0.61,E,IF,EX,EX,EX,NONE,5.41-5.45*3.38,59.00,62.30,GIA,5400,-20.70,4282,2612.140000,null,-,-,0, IF ,NO,0.61,STK-,Faceted,33.00,13.00,41.80,44.50,N,Minor Details of Polish,null,S
230875,India,1393487457,https:\/\/videop.co.in\/imaged\/T-23D-1801\/T-23D-1801.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-23D-1801\u0026zoomslide=1\u0026id=230875,RD,0.60,E,IF,EX,EX,EX,FNT,5.48-5.49*3.3,60.00,60.20,GIA,5400,-24.70,4066,2439.720000,null,-,-,0,-,NO,0.60,MED-STK,Faceted,31.50,12.00,41.60,44.50,N,Minor Details of Polish,null,S
223088,India,2386109612,https:\/\/videop.co.in\/imaged\/S-91H-4800\/S-91H-4800.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-91H-4800\u0026zoomslide=1\u0026id=223088,RD,0.57,E,IF,EX,EX,EX,NONE,5.41-5.43*3.22,59.00,59.30,GIA,5400,-18.70,4390,2502.410000,null,-,-,0,-,NO,0.57,THN-STK,Faceted,31.50,12.50,41.00,43.50,N,Minor Details of Polish,null,S
231960,India,1409197827,https:\/\/videop.co.in\/imaged\/T-15F-11601\/T-15F-11601.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-15F-11601\u0026zoomslide=1\u0026id=231960,RD,0.60,E,IF,EX,EX,EX,MED,5.46-5.48*3.29,59.00,60.10,GIA,5400,-24.70,4066,2439.720000,null,-,-,0,-,NO,0.60,MED-STK,Faceted,33.50,13.50,40.80,43.00,N,Minor Details of Polish,null,S
229613,India,1398773114,https:\/\/videop.co.in\/imaged\/T-10B-3200\/T-10B-3200.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-10B-3200\u0026zoomslide=1\u0026id=229613,RD,0.61,E,IF,EX,EX,EX,NONE,5.43-5.45*3.35,59.00,61.60,GIA,5400,-22.70,4174,2546.260000,null,-,-,0,-,NO,0.61,MED-STK,Faceted,31.50,12.50,41.80,44.50,N,Extra Facet  Minor Details of Polish,null,S
231387,India,2406069691,https:\/\/videop.co.in\/imaged\/T-15H-16100\/T-15H-16100.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-15H-16100\u0026zoomslide=1\u0026id=231387,RD,1.50,E,SI1,EX,EX,EX,V.STR,7.25-7.31*4.59,59.00,63.00,GIA,10700,-40.70,6345,9517.650000,null,-,-,0,-,NO,1.50,MED-STK,Faceted,34.50,14.00,41.80,44.50,N,Crystal,Pinpoints are not shown. Internal graining is not shown.,S
232731,India,5393856643,https:\/\/videop.co.in\/imaged\/T-23H-25901\/T-23H-25901.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-23H-25901\u0026zoomslide=1\u0026id=232731,RD,0.50,E,SI1,EX,EX,EX,NONE,5.1-5.14*3.13,59.00,61.10,GIA,3400,-26.70,2492,1246.100000,null,-,-,0,SI1+,NO,0.50,MED-STK,Faceted,33.00,13.50,41.20,43.50,N,Feather  Crystal,null,L
224941,India,6214762317,https:\/\/videop.co.in\/imaged\/S-136E-1301\/S-136E-1301.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-136E-1301\u0026zoomslide=1\u0026id=224941,RD,1.00,E,SI1,VG,EX,EX,STR,6.66-6.69*3.71,65.00,55.60,GIA,8000,-48.70,4104,4104.000000,null,-,-,0,-,NO,1.00,THN-MED,Faceted,30.50,10.00,41.00,42.50,SML,Feather  Crystal  Needle  Indented Natural,Clouds are not shown. Pinpoints are not shown.,S
228329,India,7398289871,https:\/\/videop.co.in\/imaged\/S-150G-3800\/S-150G-3800.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-150G-3800\u0026zoomslide=1\u0026id=228329,RD,1.00,E,SI1,GD,EX,GD,FNT,6.14-6.28*4,61.00,64.40,GIA,8000,-50.70,3944,3944.000000,null,-,-,0,  SI1+ FNT+: INSPECTION ADVISABLE,NO,1.00,MED-VTK,Faceted,36.00,14.50,41.60,44.00,N,Feather  Indented Natural  Pinpoint  Natural,Additional pinpoints are not shown. Surface graining is not shown.,S
230091,India,7392800339,https:\/\/videop.co.in\/imaged\/T-12H-11400\/T-12H-11400.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-12H-11400\u0026zoomslide=1\u0026id=230091,RD,1.00,E,SI1,VG,EX,VG,NONE,6.16-6.24*3.98,57.00,64.20,GIA,8000,-46.70,4264,4264.000000,null,-,-,1,-,NO,1.00,STK-THK,Faceted,38.50,17.00,39.80,41.50,VSM,Cloud  Feather  Needle  Pinpoint  Natural,null,S
224577,India,2211753158,https:\/\/videop.co.in\/imaged\/S-125B-1201\/S-125B-1201.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-125B-1201\u0026zoomslide=1\u0026id=224577,RD,1.00,E,SI1,VG,EX,VG,NONE,6.39-6.45*3.79,66.00,58.90,GIA,8000,-42.70,4584,4584.000000,null,-,-,0,-,NO,1.00,STK-THK,Faceted,32.00,11.00,41.00,43.00,SML,Feather  Crystal  Pinpoint  Natural  Extra Facet,null,S
231803,India,6395709688,https:\/\/videop.co.in\/imaged\/T-23F-13600\/T-23F-13600.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-23F-13600\u0026zoomslide=1\u0026id=231803,RD,1.40,E,SI1,EX,EX,EX,NONE,7.1-7.14*4.46,59.00,62.60,GIA,8000,-20.70,6344,8881.600000,null,-,-,0,-,NO,1.40,MED-STK,Faceted,34.00,14.00,41.80,44.50,N,Cloud  Crystal  Feather  Needle  Indented Natural  Natural,Additional clouds  pinpoints and surface graining are not shown.,S
232482,India,7393797524,https:\/\/videop.co.in\/imaged\/T-23I-29700\/T-23I-29700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-23I-29700\u0026zoomslide=1\u0026id=232482,RD,1.01,E,SI1,EX,EX,EX,NONE,6.38-6.43*4,56.00,62.40,GIA,8000,-25.70,5944,6003.440000,null,-,-,0,-,NO,1.01,MED-STK,Faceted,36.50,16.00,40.60,43.00,N,Crystal  Cloud  Feather  Cavity  Needle,Additional clouds are not shown. Pinpoints are not shown.,S
232211,India,7391770036,https:\/\/videop.co.in\/imaged\/T-24E-9000\/T-24E-9000.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-24E-9000\u0026zoomslide=1\u0026id=232211,RD,1.00,E,SI1,GD,EX,GD,NONE,5.94-6.09*4.05,61.00,67.20,GIA,8000,-49.70,4024,4024.000000,null,-,-,0,INSPECTION ADVISABLE,NO,1.00,VTK-,Faceted,40.00,17.00,40.60,43.00,N,Feather  Crystal  Cloud  Pinpoint  Natural  Extra Facet,Additional pinpoints are not shown.,S
224858,India,5212760318,https:\/\/videop.co.in\/imaged\/S-136I-5600\/S-136I-5600.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-136I-5600\u0026zoomslide=1\u0026id=224858,RD,0.80,E,VVS2,EX,VG,VG,MED,5.84-5.91*3.72,55.00,63.30,GIA,5900,-40.70,3498,2798.960000,null,-,-,0,-,NO,0.80,THN-STK,Faceted,36.50,17.00,40.60,42.50,VSM,Needle  Pinpoint  Indented Natural  Surface Graining,null,S
231092,India,6392994593,https:\/\/videop.co.in\/imaged\/T-7D-700\/T-7D-700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-7D-700\u0026zoomslide=1\u0026id=231092,RD,1.80,E,VVS2,EX,EX,EX,NONE,7.82-7.88*4.72,59.00,60.10,GIA,16700,-16.70,13911,25039.980000,null,-,-,0,-,NO,1.80,MED-STK,Faceted,34.00,14.00,40.60,43.00,N,Cloud  Pinpoint,Additional pinpoints are not shown.,S
222317,India,6382234459,https:\/\/videop.co.in\/imaged\/S-103H-32001\/S-103H-32001.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-103H-32001\u0026zoomslide=1\u0026id=222317,RD,0.33,E,VVS2,EX,EX,EX,NONE,4.52-4.53*2.69,59.00,59.50,GIA,2600,-34.70,1697,560.270000,null,-,-,0,-,NO,0.33,MED-STK,Faceted,32.00,13.00,41.00,43.50,N,Needle  Pinpoint  Cloud,null,S
218179,India,6375262220,https:\/\/videop.co.in\/imaged\/S-78F-10701\/S-78F-10701.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-78F-10701\u0026zoomslide=1\u0026id=218179,RD,0.33,E,VVS2,EX,EX,EX,NONE,4.52-4.54*2.71,59.00,59.90,GIA,2600,-33.70,1723,568.850000,null,-,-,0,-,NO,0.33,THN-MED,Faceted,31.50,12.50,41.80,44.50,N,Cloud  Pinpoint,null,S
227932,India,6391163923,https:\/\/videop.co.in\/imaged\/S-148G-7101\/S-148G-7101.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-148G-7101\u0026zoomslide=1\u0026id=227932,RD,0.32,E,VVS2,EX,EX,EX,FNT,4.51-4.53*2.65,60.00,58.60,GIA,2600,-36.70,1645,526.660000,null,-,-,0, VVS1- ,NO,0.32,THN-MED,Faceted,31.50,12.00,41.20,43.50,N,Pinpoint,null,S
233477,India,6402539396,https:\/\/videop.co.in\/imaged\/T-24H-34701\/T-24H-34701.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-24H-34701\u0026zoomslide=1\u0026id=233477,RD,0.32,E,VVS2,EX,EX,EX,NONE,4.5-4.52*2.66,60.00,59.00,GIA,2600,-33.70,1723,551.620000,null,-,-,0,VVS2+,NO,0.32,THN-MED,Faceted,31.50,12.50,41.40,44.00,N,Pinpoint  Internal Graining,null,S
233465,India,6405538434,https:\/\/videop.co.in\/imaged\/T-26H-16001\/T-26H-16001.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-26H-16001\u0026zoomslide=1\u0026id=233465,RD,0.31,E,VVS2,EX,EX,EX,NONE,4.41-4.43*2.68,60.00,60.60,GIA,2600,-36.70,1645,510.200000,null,-,-,0,-,NO,0.31,MED-STK,Faceted,33.00,13.00,41.80,44.50,N,Pinpoint  Cloud  Needle,null,S
224208,India,1388357254,https:\/\/videop.co.in\/imaged\/S-120G-2401\/S-120G-2401.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-120G-2401\u0026zoomslide=1\u0026id=224208,RD,0.35,E,VVS2,EX,EX,EX,NONE,4.58-4.6*2.72,59.00,59.30,GIA,2600,-35.70,1671,585.130000,null,-,-,0,E+  ,NO,0.35,MED-STK,Faceted,31.50,12.50,41.00,43.50,N,Pinpoint,null,S
229451,India,5396825375,https:\/\/videop.co.in\/imaged\/T-3I-5701\/T-3I-5701.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-3I-5701\u0026zoomslide=1\u0026id=229451,RD,0.50,D,I1,EX,EX,EX,FNT,5.09-5.13*3.09,60.00,60.40,GIA,2200,-34.70,1436,718.300000,null,-,-,1,-,NO,0.50,MED-STK,Faceted,31.50,12.00,41.40,44.00,N,Feather  Crystal,null,S
227731,India,2396230681,https:\/\/videop.co.in\/imaged\/T-2D-4700\/T-2D-4700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-2D-4700\u0026zoomslide=1\u0026id=227731,RD,1.00,D,VS1,GD,VG,GD,STR,5.93-6.14*4.03,62.00,66.80,GIA,12000,-64.70,4236,4236.000000,null,-,-,0,  STR+,NO,1.00,MED-VTK,Faceted,40.00,16.50,41.00,43.50,N,Crystal  Indented Natural  Cloud  Needle  Natural,Pinpoints are not shown. Internal graining is not shown.,S
229303,India,6391247856,https:\/\/videop.co.in\/imaged\/T-11E-3500\/T-11E-3500.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-11E-3500\u0026zoomslide=1\u0026id=229303,RD,1.30,D,VS1,EX,EX,EX,NONE,6.92-6.96*4.36,59.00,62.90,GIA,12000,-26.70,8796,11434.800000,null,-,-,0,-,NO,1.30,MED-STK,Faceted,34.50,14.50,41.80,44.50,N,Crystal  Needle  Natural,Clouds are not shown. Pinpoints are not shown.,S
217236,India,2376135250,https:\/\/videop.co.in\/imaged\/S-74I-23500\/S-74I-23500.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-74I-23500\u0026zoomslide=1\u0026id=217236,RD,1.00,D,VS1,VG,VG,VG,NONE,6.44-6.52*3.8,66.00,58.70,GIA,12000,-44.70,6636,6636.000000,null,-,-,0,-,NO,1.00,THN-THK,Faceted,31.50,10.50,41.20,43.50,N,Crystal  Feather  Needle  Indented Natural  Natural,Pinpoints are not shown.,S
226740,India,5211765620,https:\/\/videop.co.in\/imaged\/S-142I-4200\/S-142I-4200.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-142I-4200\u0026zoomslide=1\u0026id=226740,RD,1.00,D,VS1,FR,VG,GD,NONE,5.91-5.99*4.12,53.00,69.20,GIA,12000,-66.70,3996,3996.000000,null,-,-,0,-,NO,1.00,MED-ETK,Faceted,40.00,20.00,39.00,40.50,N,Cavity  Indented Natural  Feather  Pinpoint  Needle  Natural,Additional pinpoints are not shown.,S
229859,India,1393298511,https:\/\/videop.co.in\/imaged\/T-7F-4100\/T-7F-4100.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-7F-4100\u0026zoomslide=1\u0026id=229859,RD,1.30,D,VS1,EX,EX,EX,STR,7.08-7.1*4.2,60.00,59.20,GIA,12000,-40.70,7115,9250.800000,null,-,-,0,INSPECTION ADVISABLE,NO,1.30,MED-STK,Faceted,31.50,12.00,41.00,43.00,N,Crystal  Feather  Pinpoint  Natural,Additional pinpoints are not shown. Surface graining is not shown.,S
305933,India,6325834370,https:\/\/videop.co.in\/imaged\/P-21-798\/P-21-798.jpg ,https:\/\/videop.co.in\/vision360.html?d=P-21-798\u0026zoomslide=1\u0026id=305933,RD,1.08,D,VS1,EX,EX,EX,MED,6.6-6.63*4.03,60.00,60.90,GIA,12000,-48.70,6156,6648.480000,null,-,-,0,-,NO,1.08,MED-STK,Faceted,33.50,13.50,41.40,44.00,N,Needle  Natural,Pinpoints are not shown.,S
230439,India,1397853257,https:\/\/videop.co.in\/imaged\/T-16E-4400\/T-16E-4400.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-16E-4400\u0026zoomslide=1\u0026id=230439,RD,1.00,D,VS1,EX,EX,EX,V.STR,6.44-6.48*3.88,59.00,60.10,GIA,12000,-53.70,5556,5556.000000,null,-,-,0,V.STR+,NO,1.00,THN-STK,Faceted,31.50,12.50,41.00,43.50,N,Crystal  Feather  Pinpoint  Indented Natural  Natural,Clouds  additional pinpoints and surface graining are not shown.,S
227922,India,6391197467,https:\/\/videop.co.in\/imaged\/T-5K-5300\/T-5K-5300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-5K-5300\u0026zoomslide=1\u0026id=227922,RD,1.00,D,SI2,EX,EX,EX,MED,6.3-6.35*4.03,56.00,63.70,GIA,6900,-43.70,3884,3884.700000,null,-,-,1,-,NO,1.00,MED-STK,Faceted,36.50,16.50,41.00,43.50,N,Crystal  Needle  Natural,Pinpoints are not shown.,S
226464,India,1216778944,https:\/\/videop.co.in\/imaged\/S-143I-25500\/S-143I-25500.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-143I-25500\u0026zoomslide=1\u0026id=226464,RD,0.60,D,SI2,EX,EX,EX,NONE,5.39-5.41*3.34,60.00,61.70,GIA,2900,-33.70,1922,1153.620000,null,-,-,1,-,NO,0.60,THN-STK,Faceted,32.50,12.50,41.80,44.50,N,Cloud  Crystal  Feather,null,L
231318,India,5396563386,https:\/\/videop.co.in\/imaged\/T-22I-10001\/T-22I-10001.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-22I-10001\u0026zoomslide=1\u0026id=231318,RD,0.50,D,SI2,VG,EX,GD,NONE,5.01-5.12*3.09,66.00,61.00,GIA,2900,-42.70,1661,830.850000,null,-,-,0,-,NO,0.50,THN-THK,Faceted,32.00,11.00,42.00,45.00,N,Feather  Crystal,null,S
230944,India,1395970828,https:\/\/videop.co.in\/imaged\/T-11G-6801\/T-11G-6801.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-11G-6801\u0026zoomslide=1\u0026id=230944,RD,0.50,D,SI2,EX,EX,VG,NONE,5.08-5.13*3.09,60.00,60.60,GIA,2900,-33.70,1922,961.350000,null,-,-,0,-,NO,0.50,MED-STK,Faceted,35.50,14.50,40.60,42.50,N,Cloud  Feather,null,S
226305,India,2215779004,https:\/\/videop.co.in\/imaged\/S-138I-4500\/S-138I-4500.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-138I-4500\u0026zoomslide=1\u0026id=226305,RD,0.80,D,SI2,GD,VG,GD,NONE,5.62-5.74*3.76,58.00,66.10,GIA,3900,-43.70,2195,1756.560000,null,-,-,0,  SI1 ,NO,0.80,STK-VTK,Faceted,40.00,17.50,40.40,42.50,N,Feather  Cloud  Crystal  Cavity,null,S
233023,India,3405493322,https:\/\/videop.co.in\/imaged\/T-24H-29500\/T-24H-29500.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-24H-29500\u0026zoomslide=1\u0026id=233023,RD,0.70,D,SI2,EX,EX,VG,NONE,5.6-5.64*3.55,55.00,63.10,GIA,3900,-32.70,2624,1837.290000,null,-,-,1,-,NO,0.70,THN-STK,Faceted,36.50,17.00,40.60,42.50,N,Feather  Crystal,null,S
227381,India,2213802301,https:\/\/videop.co.in\/imaged\/S-150E-2700\/S-150E-2700.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-150E-2700\u0026zoomslide=1\u0026id=227381,RD,0.80,D,SI2,VG,EX,VG,FNT,5.73-5.8*3.69,57.00,64.00,GIA,3900,-40.70,2312,1850.160000,null,-,-,0,SI2+,NO,0.80,MED-THK,Faceted,38.50,17.00,39.80,41.50,N,Crystal,null,S
231384,India,6402104012,https:\/\/videop.co.in\/imaged\/T-17C-1501\/T-17C-1501.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-17C-1501\u0026zoomslide=1\u0026id=231384,RD,0.30,D,SI2,EX,EX,EX,FNT,4.3-4.32*2.69,59.00,62.30,GIA,1900,-31.70,1297,389.310000,null,-,-,0,-,NO,0.30,MED-STK,Faceted,34.50,14.00,41.60,44.00,N,Crystal,null,S
231442,India,6395622117,https:\/\/videop.co.in\/imaged\/T-22D-2001\/T-22D-2001.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-22D-2001\u0026zoomslide=1\u0026id=231442,RD,1.00,F,SI1,EX,EX,EX,NONE,6.44-6.49*3.87,60.00,59.90,GIA,7600,-24.70,5722,5722.800000,null,-,-,0,INSPECTION ADVISABLE,NO,1.00,MED-STK,Faceted,31.50,12.50,41.00,43.00,N,Feather  Cloud  Crystal  Pinpoint  Needle  Natural,Additional clouds are not shown. An additional pinpoint is not shown.,S
228769,India,7396583027,https:\/\/videop.co.in\/imaged\/S-146H-12800\/S-146H-12800.jpg ,https:\/\/videop.co.in\/vision360.html?d=S-146H-12800\u0026zoomslide=1\u0026id=228769,RD,1.00,E,SI1,VG,VG,GD,MED,6.15-6.24*4.03,56.00,65.10,GIA,8000,-52.70,3784,3784.000000,null,-,-,0,-,NO,1.00,MED-THK,Faceted,38.50,17.50,40.20,42.50,N,Twinning Wisp  Feather  Indented Natural  Crystal  Cavity  Needle  Natural,Additional twinning wisps  pinpoints and surface graining are not shown.,S
231746,India,7398689627,https:\/\/videop.co.in\/imaged\/T-15F-12300\/T-15F-12300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-15F-12300\u0026zoomslide=1\u0026id=231746,RD,1.00,E,SI1,VG,EX,EX,FNT,6.22-6.27*3.97,58.00,63.60,GIA,8000,-49.70,4024,4024.000000,null,-,-,1,-,NO,1.00,MED-THK,Faceted,38.00,16.50,40.00,42.00,N,Crystal  Etch Channel  Indented Natural  Natural,Clouds are not shown. Pinpoints are not shown.,S
