field_stock_refno,field_stock_location,field_stock_certno,field_stock_diamond_image,field_stock_videopath,field_stock_shape,field_stock_carat,field_stock_color,field_stock_clarity,field_stock_cut,field_stock_polish,field_stock_symmetry,field_stock_fluorescence,field_stock_diameter,field_stock_table,field_stock_depth,field_stock_certificate,field_stock_rap,field_stock_discount,field_stock_pr_pc,price__number,field_stock_bgm,field_stock_tabinc,field_stock_blackinc,field_stock_eyeclean,field_stock_parishicomments,field_stock_hacode,field_stock_weight,field_stock_girdle,field_stock_girdlecondition,field_stock_ca,field_stock_ch,field_stock_pa,field_stock_ph,field_stock_culet,field_stock_keytosymbols,field_stock_comments,field_stock_status1
29178,HK,5393993863,https:\/\/videop.co.in\/imaged\/HK-7616\/HK-7616.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-7616\u0026zoomslide=1\u0026id=29178,RD,1.52,J,IF,EX,EX,EX,MED,7.26-7.31*4.56,57.00,62.60,GIA,9100,-29.50,6415,9751.560000,null,null,null,null,null,null,1.52,STK-,Faceted,36.00,16.00,40.60,42.50,N,null,Minor details of polish are not shown.,L
27350,HK,2211700847,https:\/\/videop.co.in\/imaged\/HK-5986\/HK-5986.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5986\u0026zoomslide=1\u0026id=27350,RD,1.29,D,VVS2,EX,EX,EX,NONE,6.91-6.95*4.35,58.00,62.80,GIA,13400,-26.50,9849,12705.210000,null,null,null,null,-,null,1.29,MED-STK,Faceted,35.00,14.50,41.40,44.00,N,Cloud  Needle  Pinpoint,null,L
237000,HK,1413057789,https:\/\/videop.co.in\/imaged\/T-51J-9100\/T-51J-9100.jpg,https:\/\/videop.co.in\/vision360.html?d=T-51J-9100\u0026zoomslide=1\u0026id=237000,RD,1.00,G,SI1,EX,EX,EX,NONE,6.33-6.37*3.95,57.00,62.20,GIA,7400,-30.50,5143,5143.000000,null,-,-,1,null,NO,1.00,MED-STK,null,36.00,15.50,40.60,42.50,N,Crystal  Feather  Needle  Indented Natural,null,L
236597,HK,6411396359,https:\/\/videop.co.in\/imaged\/T-55C-1200\/T-55C-1200.jpg,https:\/\/videop.co.in\/vision360.html?d=T-55C-1200\u0026zoomslide=1\u0026id=236597,RD,1.00,D,VS1,EX,EX,EX,NONE,6.32-6.37*4.01,57.00,63.20,GIA,12400,-30.50,8618,8618.000000,null,-,-,0,null,NO,1.00,MED-STK,null,36.50,16.00,41.00,43.50,N,Indented Natural  Cloud  Needle,null,L
236737,HK,7418411600,https:\/\/videop.co.in\/imaged\/T-55D-1901\/T-55D-1901.jpg,https:\/\/videop.co.in\/vision360.html?d=T-55D-1901\u0026zoomslide=1\u0026id=236737,RD,0.25,E,VVS1,EX,EX,VG,NONE,4.12-4.14*2.46,58.00,59.40,GIA,1550,7.50,1666,416.560000,null,-,-,0,-,NO,0.25,THN-MED,null,32.50,13.50,41.00,43.50,N,Cloud  Pinpoint,null,L
306920,HK,1413358924,https:\/\/videop.co.in\/imaged\/HKEX-642\/HKEX-642.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-642\u0026zoomslide=1\u0026id=306920,RD,0.24,F,VVS1,EX,EX,EX,NONE,4.02-4.04*2.45,57.00,60.70,GIA,1550,14.50,1774,425.940000,null,-,-,0,-,NN,0.24,MED-STK,null,33.50,14.50,40.80,43.00,N,Pinpoint,null,L
306921,HK,6412299285,https:\/\/videop.co.in\/imaged\/HKEX-643\/HKEX-643.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-643\u0026zoomslide=1\u0026id=306921,RD,0.24,F,VVS1,EX,EX,EX,NONE,4.02-4.05*2.43,59.00,60.10,GIA,1550,14.50,1774,425.940000,null,-,-,0,-,NN,0.24,MED-,null,34.50,14.00,40.80,43.00,N,Pinpoint  Internal Graining  Feather  Manufacturing Remnant,null,L
306916,HK,2417267076,https:\/\/videop.co.in\/imaged\/HKEX-638\/HKEX-638.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-638\u0026zoomslide=1\u0026id=306916,RD,0.24,F,VVS1,EX,EX,EX,NONE,4.02-4.04*2.42,59.00,60.00,GIA,1550,14.50,1774,425.940000,null,-,-,0,-,NN,0.24,MED-STK,null,32.50,13.00,40.80,43.00,N,Cloud,null,L
306912,HK,7411295397,https:\/\/videop.co.in\/imaged\/HKEX-634\/HKEX-634.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-634\u0026zoomslide=1\u0026id=306912,RD,0.24,E,VVS1,EX,EX,EX,NONE,4.02-4.05*2.47,60.00,61.10,GIA,1550,17.50,1821,437.100000,null,-,-,0,-,NN,0.24,MED-STK,null,32.50,13.00,41.80,44.50,N,Cloud  Pinpoint  Indented Natural,null,L
306914,HK,5416077670,https:\/\/videop.co.in\/imaged\/HKEX-636\/HKEX-636.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-636\u0026zoomslide=1\u0026id=306914,RD,0.24,E,VVS1,EX,EX,EX,NONE,4.02-4.05*2.45,60.00,60.70,GIA,1550,17.50,1821,437.100000,null,-,-,0,-,NN,0.24,THN-STK,null,32.50,12.50,41.80,44.50,N,Pinpoint  Feather  Indented Natural,null,L
306915,HK,1419291982,https:\/\/videop.co.in\/imaged\/HKEX-637\/HKEX-637.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-637\u0026zoomslide=1\u0026id=306915,RD,0.24,F,VVS1,EX,EX,EX,NONE,4.02-4.04*2.47,59.00,61.30,GIA,1550,14.50,1774,425.940000,null,-,-,0,-,NN,0.24,MED-STK,null,32.50,13.00,41.60,44.00,N,Pinpoint  Feather,null,L
306910,HK,6411152338,https:\/\/videop.co.in\/imaged\/HKEX-632\/HKEX-632.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-632\u0026zoomslide=1\u0026id=306910,RD,0.24,E,VVS1,EX,EX,EX,NONE,4.02-4.05*2.43,59.00,60.20,GIA,1550,17.50,1821,437.100000,null,-,-,0,-,NN,0.24,MED-,null,33.50,13.50,41.00,43.50,N,Cloud  Pinpoint  Indented Natural,null,L
306917,HK,2417410230,https:\/\/videop.co.in\/imaged\/HKEX-639\/HKEX-639.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-639\u0026zoomslide=1\u0026id=306917,RD,0.24,F,VVS1,EX,EX,EX,NONE,4.02-4.03*2.44,60.00,60.60,GIA,1550,14.50,1774,425.940000,null,-,-,0,-,NN,0.24,MED-STK,null,32.50,12.50,41.20,43.50,N,Pinpoint  Indented Natural,null,L
232509,HK,6392796531,https:\/\/videop.co.in\/imaged\/T-20E-4100\/T-20E-4100.jpg,https:\/\/videop.co.in\/vision360.html?d=T-20E-4100\u0026zoomslide=1\u0026id=232509,RD,1.02,I,VS1,EX,EX,EX,STR,6.47-6.5*3.92,59.00,60.50,GIA,6800,-42.50,3910,3988.200000,null,-,-,0,null,NO,1.02,STK-,null,32.00,12.50,41.00,43.50,N,Needle,null,L
28933,HK,7412430325,https:\/\/videop.co.in\/imaged\/HK-7382\/HK-7382.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-7382\u0026zoomslide=1\u0026id=28933,RD,1.01,L,VS2,EX,EX,EX,NONE,6.39-6.43*3.96,59.00,61.80,GIA,3800,-36.50,2413,2437.130000,null,null,null,null,-,null,1.01,MED-STK,Faceted,35.00,14.50,41.00,43.00,N,Crystal  Feather  Cloud  Pinpoint  Natural,Additional clouds are not shown. Additional pinpoints are not shown.,L
236414,India,2407893214,https:\/\/videop.co.in\/imaged\/T-46E-23400\/T-46E-23400.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46E-23400\u0026zoomslide=1\u0026id=236414,RD,0.80,H,SI2,VG,EX,VG,NONE,5.73-5.8*3.7,57.00,64.20,GIA,3100,-27.24,2255,1804.450000,null,-,-,0,SI1,NO,0.80,STK-THK,Faceted,38.50,17.50,39.80,41.50,N,Crystal  Cloud  Feather,null,S
236460,India,7408890703,https:\/\/videop.co.in\/imaged\/T-50I-5501\/T-50I-5501.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-50I-5501\u0026zoomslide=1\u0026id=236460,OV,0.50,H,VS2,null,EX,GD,FNT,6.91-4.32*2.41,56.00,55.70,GIA,2400,-32.24,1626,813.120000,null,-,-,0,G,NO,0.50,VTK-ETK,Faceted,34.00,14.50,33.60,33.50,N,Feather,null,S
237108,India,499121728,https:\/\/videop.co.in\/imaged\/T-49G-42400\/T-49G-42400.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49G-42400\u0026zoomslide=1\u0026id=237108,RD,0.50,H,SI1,EX,EX,EX,VSL,5.04-5.08*3.11,61.50,61.40,IGI,3100,-36.67,1963,981.620000,null,-,-,0,H+ VS2,NO,0.50,-,25,34.90,13.50,41.10,43.50,PO,null,N\/A,S
235699,India,6405733849,https:\/\/videop.co.in\/imaged\/T-46F-38600\/T-46F-38600.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46F-38600\u0026zoomslide=1\u0026id=235699,RD,0.70,K,VVS1,VG,VG,VG,NONE,5.48-5.55*3.55,57.00,64.30,GIA,2900,-37.31,1818,1272.610000,null,-,-,0,J,NO,0.70,STK-THK,Faceted,38.50,17.00,39.80,41.50,N,Feather,null,S
235838,India,7406748307,https:\/\/videop.co.in\/imaged\/T-48D-1601\/T-48D-1601.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-48D-1601\u0026zoomslide=1\u0026id=235838,RD,0.33,F,IF,EX,EX,EX,NONE,4.53-4.54*2.75,57.00,60.70,GIA,2900,-18.92,2351,775.940000,null,-,-,0,E,NO,0.33,THN-MED,Faceted,32.00,13.50,41.80,44.50,N,Minor Details of Polish,null,S
236152,India,1407839629,https:\/\/videop.co.in\/imaged\/T-50F-2401\/T-50F-2401.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-50F-2401\u0026zoomslide=1\u0026id=236152,OV,0.70,F,SI2,null,EX,GD,NONE,7.45-4.93*2.66,65.00,53.90,GIA,3000,-35.23,1943,1360.170000,null,-,-,1,-,NO,0.70,THK-ETK,Faceted,33.80,12.50,33.60,33.90,VSM,Cloud  Needle  Crystal  Feather,null,S
236800,India,6405951393,https:\/\/videop.co.in\/imaged\/T-49B-1900\/T-49B-1900.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49B-1900\u0026zoomslide=1\u0026id=236800,RD,0.70,D,VS1,VG,EX,GD,FNT,5.43-5.54*3.56,55.00,64.90,GIA,5900,-52.92,2777,1944.400000,null,-,-,0,-,NO,0.70,THN-THK,Faceted,38.50,18.00,39.80,41.50,VSM,Crystal  Needle  Indented Natural  Pinpoint,null,S
236673,India,6402952458,https:\/\/videop.co.in\/imaged\/T-46D-11000\/T-46D-11000.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46D-11000\u0026zoomslide=1\u0026id=236673,RD,0.70,E,VS2,EX,EX,EX,STR,5.62-5.66*3.57,56.00,63.40,GIA,5300,-43.92,2972,2080.570000,null,-,-,0,VS2+,NO,0.70,MED-STK,Faceted,36.50,16.50,41.00,43.50,N,Twinning Wisp,null,S
236091,India,6405839431,https:\/\/videop.co.in\/imaged\/T-52C-1601\/T-52C-1601.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-52C-1601\u0026zoomslide=1\u0026id=236091,OV,0.50,F,VVS1,null,EX,GD,NONE,6.24-4.37*2.77,62.00,63.40,GIA,3200,-40.30,1910,955.200000,null,-,-,0,E-,NO,0.50,STK-VTK,Faceted,30.90,11.10,41.20,44.80,N,Feather,null,S
236951,India,7411422457,https:\/\/videop.co.in\/imaged\/T-57G-16400\/T-57G-16400.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-57G-16400\u0026zoomslide=1\u0026id=236951,EM,0.80,D,VS1,null,EX,EX,FNT,6.13-4.52*3.09,63.00,68.30,GIA,4700,-32.17,3188,2550.410000,null,-,-,0,FNT+,NO,0.80,THN-MED,null,36.20,11.20,56.00,53.70,N,Crystal  Needle  Pinpoint,null,S
236741,India,6411399929,https:\/\/videop.co.in\/imaged\/T-49E-23801\/T-49E-23801.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-49E-23801\u0026zoomslide=1\u0026id=236741,EM,0.40,H,VVS1,null,EX,GD,NONE,5.1-3.49*2.41,62.00,69.10,GIA,2200,-42.14,1272,509.170000,null,-,-,0,-,NO,0.40,MED-STK,null,36.50,12.30,55.90,53.90,N,Pinpoint  Feather,null,S
236799,India,2414411585,https:\/\/videop.co.in\/imaged\/T-46D-10501\/T-46D-10501.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-46D-10501\u0026zoomslide=1\u0026id=236799,RD,0.17,G,IF,EX,EX,EX,NONE,3.59-3.62*2.22,57.00,61.70,GIA,950,18.00,1121,190.570000,null,-,-,0,F-,NO,0.17,MED-STK,Faceted,31.50,13.50,41.80,44.50,N,Minor Details of Polish,null,S
236751,India,6415401623,https:\/\/videop.co.in\/imaged\/T-56G-12001\/T-56G-12001.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-56G-12001\u0026zoomslide=1\u0026id=236751,EM,0.40,E,VVS1,null,EX,VG,NONE,5.47-3.54*2.31,61.00,65.20,GIA,2700,-36.34,1718,687.530000,null,-,-,0,E+,NO,0.40,THN-MED,null,28.30,10.40,55.10,52.20,N,Feather,null,S
236580,India,6405933584,https:\/\/videop.co.in\/imaged\/T-51M-12700\/T-51M-12700.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-51M-12700\u0026zoomslide=1\u0026id=236580,HE,0.80,E,VS2,null,EX,EX,NONE,5.43-6.38*3.67,60.00,57.60,GIA,4300,-28.46,3076,2460.980000,null,-,-,0,E+,NO,0.80,THK-ETK,Faceted,41.40,15.00,38.30,36.60,N,Crystal  Feather,null,S
237325,India,6412535774,https:\/\/videop.co.in\/imaged\/T-57G-17300\/T-57G-17300.jpg ,https:\/\/videop.co.in\/vision360.html?d=T-57G-17300\u0026zoomslide=1\u0026id=237325,RD,0.80,D,VS2,EX,EX,EX,NONE,5.88-5.93*3.69,57.00,62.50,GIA,5500,-21.82,4299,3439.920000,null,-,-,0,-,NO,0.80,MED-STK,Faceted,35.00,15.50,41.00,43.50,N,Feather  Crystal  Cloud  Indented Natural,null,S
237744,HK,2416479126,https:\/\/videop.co.in\/imaged\/T-59H-7000\/T-59H-7000.jpg,https:\/\/videop.co.in\/vision360.html?d=T-59H-7000\u0026zoomslide=1\u0026id=237744,RD,1.03,H,SI1,EX,EX,EX,NONE,6.47-6.49*4.01,57.00,61.90,GIA,6900,-27.50,5002,5152.580000,null,-,-,1,-,NO,1.03,STK-,null,32.50,13.50,41.40,44.00,N,Cloud  Crystal  Feather  Needle,null,L
306850,HK,6412059679,https:\/\/videop.co.in\/imaged\/P-22-420\/P-22-420.jpg,https:\/\/videop.co.in\/vision360.html?d=P-22-420\u0026zoomslide=1\u0026id=306850,RD,1.06,L,SI1,EX,EX,EX,NONE,6.5-6.53*4.06,57.00,62.40,GIA,3600,-25.50,2682,2842.920000,null,-,-,0,-,NN,1.06,MED-STK,null,36.50,16.00,40.80,43.00,N,Cloud  Feather  Crystal  Needle,null,L
237677,HK,6412480121,https:\/\/videop.co.in\/imaged\/T-59E-3700\/T-59E-3700.jpg,https:\/\/videop.co.in\/vision360.html?d=T-59E-3700\u0026zoomslide=1\u0026id=237677,RD,1.20,H,VS1,EX,EX,EX,FNT,6.72-6.76*4.25,55.00,63.10,GIA,8800,-27.50,6380,7656.000000,null,-,-,0,-,NO,1.20,MED-STK,null,36.50,17.00,40.60,42.50,N,Cloud  Feather  Pinpoint  Needle  Natural,null,L
238402,HK,7416572683,https:\/\/videop.co.in\/imaged\/T-65E-600\/T-65E-600.jpg,https:\/\/videop.co.in\/vision360.html?d=T-65E-600\u0026zoomslide=1\u0026id=238402,RD,1.20,E,VVS2,EX,EX,EX,NONE,6.74-6.77*4.25,56.00,63.00,GIA,12800,-24.50,9664,11596.800000,null,-,-,0,-,NO,1.20,MED-STK,null,36.50,16.00,41.00,43.50,N,Needle  Pinpoint,null,L
25530,HK,1369845381,https:\/\/videop.co.in\/imaged\/HK-4364\/HK-4364.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-4364\u0026zoomslide=1\u0026id=25530,RD,0.42,F,I2,GD,GD,GD,FNT,4.6-4.64*3.05,56.00,66.10,GIA,1000,-59.50,405,170.100000,null,null,null,null,null,null,0.42,STK-VTK,Faceted,35.00,15.50,41.80,44.00,N,Feather  Twinning Wisp,null,S
25539,HK,6362845258,https:\/\/videop.co.in\/imaged\/HK-4373\/HK-4373.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-4373\u0026zoomslide=1\u0026id=25539,RD,0.42,H,I2,GD,VG,GD,MED,4.6-4.65*3.09,56.00,66.80,GIA,900,-62.50,337,141.750000,null,null,null,null,null,null,0.42,THK-VTK,Faceted,38.00,17.50,41.40,43.50,N,Twinning Wisp  Feather,null,S
26274,HK,1375274123,https:\/\/videop.co.in\/imaged\/HK-5034\/HK-5034.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5034\u0026zoomslide=1\u0026id=26274,RD,0.40,D,SI2,EX,EX,EX,FNT,4.67-4.71*2.94,57.00,62.70,GIA,2200,-35.50,1419,567.600000,null,null,null,null,null,null,0.40,MED-STK,Faceted,35.50,15.50,40.80,43.00,N,Crystal  Feather  Cavity,null,S
220223,HK,2376800434,https:\/\/videop.co.in\/imaged\/S-74L-30900\/S-74L-30900.jpg,https:\/\/videop.co.in\/vision360.html?d=S-74L-30900\u0026zoomslide=1\u0026id=220223,RD,0.58,D,VVS1,EX,EX,EX,NONE,5.41-5.45*3.3,57.00,60.80,GIA,5600,-17.50,4620,2679.600000,null,-,-,0,null,NO,0.58,THN-MED,null,31.50,13.00,41.80,44.50,N,Pinpoint  Feather,null,S
222502,HK,1388285159,https:\/\/videop.co.in\/imaged\/S-114E-4001\/S-114E-4001.jpg,https:\/\/videop.co.in\/vision360.html?d=S-114E-4001\u0026zoomslide=1\u0026id=222502,RD,0.35,F,IF,EX,EX,EX,NONE,4.51-4.53*2.79,60.00,61.70,GIA,2900,-23.50,2218,776.480000,null,-,-,0,null,NO,0.35,MED-STK,null,32.00,13.00,41.80,44.50,N,Minor Details of Polish,null,S
222517,HK,7382286840,https:\/\/videop.co.in\/imaged\/S-96C-303\/S-96C-303.jpg,https:\/\/videop.co.in\/vision360.html?d=S-96C-303\u0026zoomslide=1\u0026id=222517,RD,0.30,D,SI1,EX,EX,EX,NONE,4.27-4.3*2.64,61.00,61.60,GIA,2200,-33.50,1463,438.900000,null,-,-,0,null,NO,0.30,STK-,null,32.50,12.50,41.80,44.50,N,Cloud  Feather,null,S
305416,HK,2387030887,https:\/\/videop.co.in\/imaged\/HKEX-290\/HKEX-290.jpg,https:\/\/videop.co.in\/vision360.html?d=HKEX-290\u0026zoomslide=1\u0026id=305416,RD,0.35,D,VVS1,EX,EX,EX,FNT,4.53-4.56*2.8,55.00,61.60,GIA,3000,-22.50,2325,813.750000,null,-,-,0,null,NO,0.35,THN-MED,null,36.00,16.00,40.60,42.50,N,Pinpoint,null,S
26996,HK,6375133015,https:\/\/videop.co.in\/imaged\/HK-5675\/HK-5675.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-5675\u0026zoomslide=1\u0026id=26996,RD,0.50,H,VS2,VG,EX,GD,NONE,5.02-5.07*0,56.00,62.50,GIA,3700,-45.50,2016,1008.250000,null,null,null,null,null,null,0.50,-,null,35.00,0.16,40.60,0.43,NON,Feather,null,S
206337,HK,2356619797,https:\/\/videop.co.in\/imaged\/R-202E-1700\/R-202E-1700.jpg,https:\/\/videop.co.in\/vision360.html?d=R-202E-1700\u0026zoomslide=1\u0026id=206337,OV,1.50,D,VVS1,null,EX,VG,NONE,8.6-5.81*4.06,59.00,70.00,GIA,15300,-37.50,9562,14343.750000,null,T0,B0,0,null,NO,1.50,ETK-,null,43.70,20.10,37.40,39.60,N,Pinpoint,null,S
27678,HK,7386446985,https:\/\/videop.co.in\/imaged\/HK-6296\/HK-6296.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6296\u0026zoomslide=1\u0026id=27678,RD,0.30,E,SI1,EX,EX,EX,NONE,4.34-4.37*2.62,57.00,60.10,GIA,2100,-32.50,1417,425.250000,null,null,null,null,null,null,0.30,THN-MED,Faceted,34.00,14.50,40.60,43.00,N,Cloud  Crystal  Feather,null,S
224480,HK,5211753474,https:\/\/videop.co.in\/imaged\/S-136F-2500\/S-136F-2500.jpg,https:\/\/videop.co.in\/vision360.html?d=S-136F-2500\u0026zoomslide=1\u0026id=224480,RD,1.00,D,VVS2,GD,EX,GD,FNT,5.94-6.1*4.06,57.00,67.50,GIA,13800,-64.50,4899,4899.000000,null,-,-,0,null,NO,1.00,MED-VTK,null,40.00,18.50,39.80,42.00,N,Pinpoint  Needle  Indented Natural  Natural,null,S
225036,HK,2213762842,https:\/\/videop.co.in\/imaged\/S-123F-4701\/S-123F-4701.jpg,https:\/\/videop.co.in\/vision360.html?d=S-123F-4701\u0026zoomslide=1\u0026id=225036,RD,0.30,F,SI1,EX,EX,EX,NONE,4.33-4.36*2.65,58.00,61.00,GIA,2000,-32.50,1350,405.000000,null,-,-,0,null,NO,0.30,MED-STK,null,31.50,13.00,41.80,44.50,N,Crystal  Feather  Indented Natural,null,S
27781,HK,7398123209,https:\/\/videop.co.in\/imaged\/HK-6396\/HK-6396.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6396\u0026zoomslide=1\u0026id=27781,RD,0.63,H,VS2,EX,EX,EX,NONE,5.46-5.49*3.42,58.00,62.50,GIA,3700,-32.50,2497,1573.430000,null,null,null,null,null,null,0.63,MED-STK,Faceted,35.00,15.00,41.40,44.00,N,Crystal  Feather,null,S
27822,HK,2215780326,https:\/\/videop.co.in\/imaged\/HK-6437\/HK-6437.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6437\u0026zoomslide=1\u0026id=27822,RD,0.59,H,VS2,EX,EX,EX,NONE,5.35-5.37*3.37,57.00,62.80,GIA,3700,-30.50,2571,1517.190000,null,null,null,null,null,null,0.59,MED-,Faceted,36.50,16.00,41.00,43.50,N,Feather  Cavity,null,S
27829,HK,6385807370,https:\/\/videop.co.in\/imaged\/HK-6444\/HK-6444.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6444\u0026zoomslide=1\u0026id=27829,RD,0.56,J,SI2,EX,EX,EX,NONE,5.37-5.4*3.2,61.00,59.50,GIA,2100,-32.50,1417,793.800000,null,null,null,null,null,null,0.56,MED-,Faceted,33.00,12.50,41.20,44.00,N,Feather  Twinning Wisp,null,S
27838,HK,2215775388,https:\/\/videop.co.in\/imaged\/HK-6453\/HK-6453.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6453\u0026zoomslide=1\u0026id=27838,RD,0.55,I,SI2,EX,EX,EX,NONE,5.22-5.25*3.28,57.00,62.50,GIA,2300,-34.50,1506,828.580000,null,null,null,null,null,null,0.55,MED-STK,Faceted,35.00,15.00,41.40,44.00,N,Crystal  Feather,null,S
27856,HK,2215775420,https:\/\/videop.co.in\/imaged\/HK-6471\/HK-6471.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6471\u0026zoomslide=1\u0026id=27856,RD,0.52,J,IF,EX,EX,EX,NONE,5.16-5.19*3.14,60.00,60.60,GIA,2900,-33.50,1928,1002.820000,null,null,null,null,null,null,0.52,MED-STK,Faceted,34.00,13.50,41.00,43.50,N,Minor Details of Polish,null,S
27906,HK,6381955549,https:\/\/videop.co.in\/imaged\/HK-6521\/HK-6521.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6521\u0026zoomslide=1\u0026id=27906,RD,0.50,G,VS2,VG,EX,VG,FNT,5.05-5.11*3.16,56.00,62.20,GIA,3800,-44.50,2109,1054.500000,null,null,null,null,null,null,0.50,ETN-STK,Faceted,36.00,16.00,40.80,43.00,N,Crystal  Feather  Cavity  Indented Natural,null,S
27913,HK,2215730767,https:\/\/videop.co.in\/imaged\/HK-6528\/HK-6528.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6528\u0026zoomslide=1\u0026id=27913,RD,0.50,G,I1,EX,EX,EX,NONE,5.06-5.11*3.14,60.00,61.80,GIA,1900,-40.50,1130,565.250000,null,null,null,null,null,null,0.50,THN-MED,Faceted,35.50,14.50,41.20,43.50,N,Cloud  Feather,null,S
27915,HK,7382934774,https:\/\/videop.co.in\/imaged\/HK-6530\/HK-6530.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6530\u0026zoomslide=1\u0026id=27915,RD,0.50,H,VVS1,EX,EX,EX,STR,5.09-5.1*3.17,58.00,62.20,GIA,4000,-45.50,2180,1090.000000,null,null,null,null,null,null,0.50,THN-STK,Faceted,36.00,15.00,41.20,43.50,N,Pinpoint  Surface Graining,null,S
27922,HK,3385922192,https:\/\/videop.co.in\/imaged\/HK-6537\/HK-6537.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6537\u0026zoomslide=1\u0026id=27922,RD,0.50,H,SI1,VG,EX,EX,MED,4.96-5*3.19,55.00,64.10,GIA,3100,-40.50,1844,922.250000,null,null,null,null,null,null,0.50,STK-THK,Faceted,35.50,16.00,40.80,43.00,N,Feather,null,S
27924,HK,2388903009,https:\/\/videop.co.in\/imaged\/HK-6539\/HK-6539.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6539\u0026zoomslide=1\u0026id=27924,RD,0.50,H,SI2,EX,EX,EX,MED,5.06-5.09*3.14,56.00,61.70,GIA,2500,-40.50,1487,743.750000,null,null,null,null,null,null,0.50,THN-MED,Faceted,36.00,16.00,40.80,42.50,SML,Feather,null,S
27931,HK,2211783976,https:\/\/videop.co.in\/imaged\/HK-6546\/HK-6546.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6546\u0026zoomslide=1\u0026id=27931,RD,0.50,I,SI1,VG,VG,VG,FNT,4.99-5.02*3.2,57.00,63.90,GIA,2600,-38.50,1599,799.500000,null,null,null,null,null,null,0.50,MED-THK,Faceted,36.50,16.00,41.00,43.50,N,Feather,null,S
27933,HK,6395124397,https:\/\/videop.co.in\/imaged\/HK-6548\/HK-6548.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6548\u0026zoomslide=1\u0026id=27933,RD,0.50,I,SI1,VG,EX,VG,MED,4.97-5.03*3.22,58.00,64.40,GIA,2600,-40.50,1547,773.500000,null,null,null,null,null,null,0.50,MED-THK,Faceted,36.50,15.50,41.80,44.50,N,Twinning Wisp  Indented Natural,null,S
27956,HK,7391123012,https:\/\/videop.co.in\/imaged\/HK-6571\/HK-6571.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6571\u0026zoomslide=1\u0026id=27956,RD,0.50,J,SI1,EX,EX,VG,NONE,5.07-5.1*3.11,61.00,61.20,GIA,2200,-40.50,1309,654.500000,null,null,null,null,null,null,0.50,MED-STK,Faceted,35.00,13.50,41.20,43.50,N,Feather,null,S
27958,HK,2386941705,https:\/\/videop.co.in\/imaged\/HK-6573\/HK-6573.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-6573\u0026zoomslide=1\u0026id=27958,RD,0.50,J,SI2,EX,EX,VG,NONE,5.02-5.08*3.15,59.00,62.30,GIA,2100,-37.50,1312,656.250000,null,null,null,null,null,null,0.50,MED-STK,Faceted,35.50,14.50,41.20,43.50,N,Feather  Crystal,null,S
25529,HK,1365845418,https:\/\/videop.co.in\/imaged\/HK-4363\/HK-4363.jpg,https:\/\/videop.co.in\/vision360.html?d=HK-4363\u0026zoomslide=1\u0026id=25529,RD,0.42,I,I2,GD,GD,GD,FNT,4.76-4.8*2.9,55.00,60.70,GIA,800,-52.50,380,159.600000,null,null,null,null,null,null,0.42,THK-VTK,Faceted,32.00,14.00,39.60,41.00,N,Feather,null,S
