Stock_ID,Shape,Cts,Color,Clarity,Rep_Price,Cut,Polish,Symm,Fls,Length,Width,Depth,Depth_Per,Table_Per,Cr_Ang,Cr_Ht,Pav_Ang,Pav_Ht,Certi_No,Girdle,Disc,Lab,Pointer,Status,Shade,Luster,Table_Natts,Girdle_Type,Culet,Table_Depth,Inclusion,HNA,Side_Natts,Table_Open,Crown_Open,Comments,Key_To_Symbol,Disc_By_Date,Inscription,Girdle_Per,Revise_Disc_Flag,Crown_Natts,Crown_Inclusion,Certi_Date,BGM,UserComments,Group_Disc,Rap_Amount,Net_Price,Table_White,Side_White,Milky_Grade,Source,Location,Fls_Color,Lab_Date,Price_Per_Cts,View_Image,View_Video,View_Certi,TableOpen,CrownOpen,PavillionOpen,GirdleOpen
BW-02-22-48,ROUND,0.6,I,VS1,3400.0,3EX,EX,EX,NONE,5.46,5.42,3.28,60.2,59.0,32.0,0.13,41.0,0.44,7418762709,MED TO STK,-20.75,GIA,0.60-0.69,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER,0.0,,0.04,,,,,NO BGM,,-20.75,2040.0,1584.37,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2640.62,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-48,https://shairugems.net:8010/DNA/Vision360?d=7418762709&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7418762709,https://shairugems.net:8010/DNA/certi?SeqNo=7418762709,NONE,NONE,-,-
BW-02-22-47,ROUND,0.7,D,SI2,4100.0,3EX,EX,EX,MED,5.7,5.66,3.54,62.4,57.0,36.5,0.16,40.8,0.43,6422012792,MED TO STK,-33.5,GIA,0.70-0.79,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,CRYSTAL  FEATHER,0.0,,0.04,,,,,NO BGM,,-33.5,2870.0,1870.38,SMALL,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2671.97,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-47,https://shairugems.net:8010/DNA/Vision360?d=6422012792&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6422012792,https://shairugems.net:8010/DNA/certi?SeqNo=6422012792,NONE,NONE,-,-
BW-02-22-46,PEAR,0.7,E,VVS2,5000.0,-,EX,EX,NONE,7.77,4.94,3.08,62.5,61.0,0.0,0.0,0.0,0.0,6415656347,STK TO VTK,-10.3,GIA,0.70-0.79,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,CLOUD  PINPOINT,0.0,,0.0,,,,,NO BGM,,-10.3,3500.0,3076.71,NONE,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4395.3,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-46,https://shairugems.net:8010/DNA/Vision360?d=6415656347&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6415656347,https://shairugems.net:8010/DNA/certi?SeqNo=6415656347,NONE,NONE,-,-
BW-02-22-45,ROUND,0.71,H,VS1,5000.0,3EX,EX,EX,FAINT,5.69,5.66,3.54,62.4,56.0,35.5,0.16,40.6,0.43,2417977662,MED TO STK,-30.0,GIA,0.70-0.79,,WHITE,NONE,NONE,FACETED,N,,,-,MINOR,NONE,NONE,,CRYSTAL  FEATHER  PINPOINT,0.0,,0.04,,,,,NO BGM,,-30.0,3550.0,2435.3,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3430.0,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-45,https://shairugems.net:8010/DNA/Vision360?d=2417977662&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2417977662,https://shairugems.net:8010/DNA/certi?SeqNo=2417977662,NONE,NONE,-,-
BW-02-22-44,ROUND,0.72,E,VVS2,6300.0,3EX,EX,EX,FAINT,5.77,5.74,3.56,61.9,56.0,34.0,0.15,40.8,0.43,6412762543,MED TO STK,-33.25,GIA,0.70-0.79,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,PINPOINT,0.0,,0.04,,,,,NO BGM,,-33.25,4536.0,2967.22,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4121.14,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-44,https://shairugems.net:8010/DNA/Vision360?d=6412762543&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6412762543,https://shairugems.net:8010/DNA/certi?SeqNo=6412762543,NONE,NONE,-,-
BW-02-22-36,ROUND,0.8,D,VS2,5900.0,VG,EX,VG,NONE,5.92,5.85,3.74,63.6,60.0,34.5,0.14,42.0,0.45,7426012716,STK TO THK,-28.7,GIA,0.80-0.89,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,CRYSTAL,0.0,,0.05,,,,,NO BGM,,-28.7,4720.0,3298.05,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4122.56,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-36,https://shairugems.net:8010/DNA/Vision360?d=7426012716&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7426012716,https://shairugems.net:8010/DNA/certi?SeqNo=7426012716,NONE,NONE,-,-
BW-02-22-35,ROUND,0.8,J,VS1,3400.0,3EX,EX,EX,FAINT,5.92,5.89,3.73,63.1,57.0,36.5,0.16,41.0,0.44,2417762339,MED TO STK,-21.0,GIA,0.80-0.89,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER  INDENTED NATURAL  PINPOINT,0.0,,0.04,,,,,NO BGM,,-21.0,2720.0,2105.82,NONE,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2632.28,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-35,https://shairugems.net:8010/DNA/Vision360?d=2417762339&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2417762339,https://shairugems.net:8010/DNA/certi?SeqNo=2417762339,NONE,NONE,-,-
BW-02-22-33,ROUND,0.8,I,SI1,3400.0,3EX,EX,EX,MED,5.9,5.86,3.69,62.8,58.0,36.0,0.16,40.8,0.43,1417762729,STK,-25.5,GIA,0.80-0.89,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,TWINNING WISP,0.0,,0.04,,,,,NO BGM,,-25.5,2720.0,1985.87,SMALL,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2482.34,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-33,https://shairugems.net:8010/DNA/Vision360?d=1417762729&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1417762729,https://shairugems.net:8010/DNA/certi?SeqNo=1417762729,NONE,NONE,-,-
BW-02-22-32,ROUND,0.81,I,VVS1,4600.0,3EX,EX,EX,NONE,5.93,5.88,3.72,62.9,59.0,35.5,0.15,41.2,0.44,5426132837,STK,-15.0,GIA,0.80-0.89,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER,0.0,,0.04,,,,,NO BGM,,-15.0,3726.0,3103.76,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3831.8,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-32,https://shairugems.net:8010/DNA/Vision360?d=5426132837&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=5426132837,https://shairugems.net:8010/DNA/certi?SeqNo=5426132837,NONE,NONE,-,-
BW-02-22-31,ROUND,0.85,F,SI1,4400.0,3EX,EX,EX,NONE,6.03,5.98,3.78,63.0,57.0,35.5,0.16,41.0,0.44,1415977667,STK,-9.0,GIA,0.80-0.89,,WHITE,NONE,SMALL,FACETED,N,,,-,NONE,NONE,NONE,,CRYSTAL,0.0,,0.04,,,,,NO BGM,,-9.0,3740.0,3335.33,MEDIUM,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,3923.92,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-31,https://shairugems.net:8010/DNA/Vision360?d=1415977667&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1415977667,https://shairugems.net:8010/DNA/certi?SeqNo=1415977667,NONE,NONE,-,-
BW-02-22-30,ROUND,0.9,I,VS1,6100.0,3EX,EX,EX,FAINT,6.17,6.13,3.86,62.7,55.0,36.5,0.17,40.6,0.43,7416762365,MED TO STK,-21.75,GIA,0.90-0.99,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER,0.0,,0.04,,,,,NO BGM,,-21.75,5490.0,4210.01,NONE,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4677.79,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-30,https://shairugems.net:8010/DNA/Vision360?d=7416762365&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7416762365,https://shairugems.net:8010/DNA/certi?SeqNo=7416762365,NONE,NONE,-,-
BW-02-22-3,ROUND,3.01,G,VS1,29000.0,VG,EX,EX,NONE,9.08,9.0,5.82,64.4,57.0,37.0,0.16,41.0,0.44,2426131791,STK TO THK,-28.0,GIA,2.00-99.99,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,NONE,NONE,ADDITIONAL CLOUDS ARE NOT SHOWN. PINPOINTS ARE NOT SHOWN.,CRYSTAL  FEATHER  CLOUD  NEEDLE,0.0,,0.05,,,,,NO BGM,,-28.0,87290.0,61591.82,NONE,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,20462.4,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-3,https://shairugems.net:8010/DNA/Vision360?d=2426131791&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=2426131791,https://shairugems.net:8010/DNA/certi?SeqNo=2426131791,NONE,NONE,-,-
BW-02-22-29,ROUND,1.0,L,VVS2,4500.0,G,EX,VG,NONE,6.18,6.08,4.07,66.4,54.0,38.5,0.18,40.0,0.42,1428130439,THK TO VTK,-41.75,GIA,1.00-1.49,,WHITE,NONE,MINOR,FACETED,N,,,-,NONE,NONE,NONE,ADDITIONAL CLOUDS  ADDITIONAL PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,CLOUD  NEEDLE  PINPOINT,0.0,,0.07,,,,,NO BGM,,-41.75,4500.0,2568.82,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2568.82,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-29,https://shairugems.net:8010/DNA/Vision360?d=1428130439&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1428130439,https://shairugems.net:8010/DNA/certi?SeqNo=1428130439,NONE,NONE,-,-
BW-02-22-27,ROUND,1.0,L,VS2,4100.0,VG,EX,VG,NONE,6.24,6.17,4.0,64.5,56.0,38.0,0.18,39.8,0.42,6415977670,STK TO THK,-37.5,GIA,1.00-1.49,,WHITE,NONE,MINOR,FACETED,N,,,-,MINOR,NONE,NONE,CLOUDS ARE NOT SHOWN. PINPOINTS ARE NOT SHOWN.,FEATHER  CRYSTAL  NEEDLE  NATURAL,0.0,,0.06,,,,,NO BGM,,-37.5,4100.0,2511.25,MINOR,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,2511.25,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-27,https://shairugems.net:8010/DNA/Vision360?d=6415977670&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6415977670,https://shairugems.net:8010/DNA/certi?SeqNo=6415977670,NONE,NONE,-,-
BW-02-22-26,ROUND,1.0,D,VS1,13700.0,VG,VG,EX,NONE,6.24,6.2,4.02,64.6,55.0,38.5,0.18,39.8,0.42,6411761971,THK,-43.25,GIA,1.00-1.49,,WHITE,NONE,MINOR,FACETED,N,,,-,MINOR,NONE,NONE,CLOUDS ARE NOT SHOWN. ADDITIONAL PINPOINTS ARE NOT SHOWN.,CRYSTAL  FEATHER  PINPOINT,0.0,,0.05,,,,,NO BGM,,-43.25,13700.0,7619.26,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,7619.26,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-26,https://shairugems.net:8010/DNA/Vision360?d=6411761971&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6411761971,https://shairugems.net:8010/DNA/certi?SeqNo=6411761971,NONE,NONE,-,-
BW-02-22-25,ROUND,1.0,G,SI1,8100.0,3EX,EX,EX,NONE,6.37,6.32,3.99,62.9,58.0,35.5,0.15,41.0,0.44,7428133166,MED TO STK,-27.0,GIA,1.00-1.49,,WHITE,NONE,SMALL,FACETED,N,,,-,NONE,NONE,NONE,ADDITIONAL CLOUDS ARE NOT SHOWN. PINPOINTS ARE NOT SHOWN.,FEATHER  CRYSTAL  CLOUD,0.0,,0.04,,,,,NO BGM,,-27.0,8100.0,5794.74,MINOR,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,5794.74,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-25,https://shairugems.net:8010/DNA/Vision360?d=7428133166&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7428133166,https://shairugems.net:8010/DNA/certi?SeqNo=7428133166,NONE,NONE,-,-
BW-02-22-24,ROUND,1.0,H,VS2,9100.0,G,EX,VG,NONE,6.2,6.1,4.09,66.5,59.0,38.5,0.17,41.6,0.45,1415977672,THK TO VTK,-50.5,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,ADDITIONAL CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,CLOUD  CRYSTAL  NEEDLE,0.0,,0.06,,,,,NO BGM,,-50.5,9100.0,4414.41,MINOR,SMALL,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4414.41,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-24,https://shairugems.net:8010/DNA/Vision360?d=1415977672&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1415977672,https://shairugems.net:8010/DNA/certi?SeqNo=1415977672,NONE,NONE,-,-
BW-02-22-20,ROUND,1.0,H,VVS1,10500.0,G,VG,VG,FAINT,6.15,6.06,4.07,66.6,56.0,38.5,0.18,40.4,0.43,6415636178,THK TO VTK,-47.25,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,,FEATHER,0.0,,0.07,,,,,NO BGM,,-47.25,10500.0,5427.98,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,5427.98,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-20,https://shairugems.net:8010/DNA/Vision360?d=6415636178&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=6415636178,https://shairugems.net:8010/DNA/certi?SeqNo=6415636178,NONE,NONE,-,-
BW-02-22-17,ROUND,1.01,F,VVS1,14400.0,VG,EX,EX,FAINT,6.32,6.27,4.05,64.3,57.0,36.5,0.16,41.0,0.44,7418977655,STK TO THK,-46.0,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,SURFACE GRAINING IS NOT SHOWN.,PINPOINT  FEATHER,0.0,,0.05,,,,,NO BGM,,-46.0,14544.0,7696.68,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,7620.48,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-17,https://shairugems.net:8010/DNA/Vision360?d=7418977655&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=7418977655,https://shairugems.net:8010/DNA/certi?SeqNo=7418977655,NONE,NONE,-,-
BW-02-22-13,ROUND,1.09,I,SI1,6700.0,3EX,EX,EX,NONE,6.79,6.75,4.04,59.7,59.0,31.5,0.13,41.8,0.45,1415646428,THN TO MED,-31.25,GIA,1.00-1.49,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,PINPOINTS ARE NOT SHOWN.,CRYSTAL  FEATHER  NEEDLE,0.0,,0.03,,,,,NO BGM,,-31.25,7303.0,4920.4,SMALL,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,4514.13,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-13,https://shairugems.net:8010/DNA/Vision360?d=1415646428&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1415646428,https://shairugems.net:8010/DNA/certi?SeqNo=1415646428,NONE,NONE,-,-
BW-02-22-12,ROUND,1.51,E,VS1,17700.0,3EX,EX,EX,NONE,7.46,7.41,4.5,60.5,58.0,31.5,0.13,41.4,0.44,1428012705,MED TO STK,-23.25,GIA,1.50-1.99,,WHITE,NONE,NONE,FACETED,N,,,-,NONE,NONE,NONE,ADDITIONAL PINPOINTS ARE NOT SHOWN.,FEATHER  CLOUD  NEEDLE  PINPOINT,0.0,,0.04,,,,,NO BGM,,-23.25,26727.0,20102.71,MINOR,MINOR,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,13313.05,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-12,https://shairugems.net:8010/DNA/Vision360?d=1428012705&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=1428012705,https://shairugems.net:8010/DNA/certi?SeqNo=1428012705,NONE,NONE,-,-
BW-02-22-11,EMERALD,1.52,G,VVS1,12200.0,-,EX,EX,FAINT,7.56,5.48,3.72,67.8,67.0,0.0,0.0,0.0,0.0,5413523768,THK,-35.5,GIA,1.50-1.99,,WHITE,NONE,NONE,,N,,,-,NONE,NONE,NONE,,CLOUD,0.0,,0.0,,,,,NO BGM,,-35.5,18544.0,11721.66,NONE,NONE,NONE,DUBAI,Dubai,,0001-01-01T00:00:00,7711.62,https://shairugems.net:8010/DNA/Image?sRefNo=BW-02-22-11,https://shairugems.net:8010/DNA/Vision360?d=5413523768&sv=0 1 2 3 4&z=1&i=HDInfo?SeqNo=5413523768,https://shairugems.net:8010/DNA/certi?SeqNo=5413523768,NONE,NONE,-,-
